#{"t_start": 1760747262.8500342, "env_id": "None"}
r,l,t
-6.700231,175,2.992017
-3.255421,131,4.831691
-3.22701,175,7.566913
-1.12596,53,8.397339
-2.378757,175,11.040344
-5.812269,175,13.630517
0.013579,129,15.556701
-1.525999,89,27.244413
-4.001608,140,29.044458
-3.855021,76,30.077304
-3.760211,175,32.570727
-3.715043,89,33.820247
-0.950875,143,35.76887
-1.432231,161,37.927145
-0.897267,125,39.604872
-4.61112,175,51.451165
-2.296592,15,51.650664
-3.513349,175,53.971109
-0.784,77,54.9572
-0.739054,126,56.623129
-0.925698,24,56.949852
-0.145378,114,58.506572
2.506927,96,59.789638
-1.119821,69,60.722829
-3.449839,175,63.089127
1.72502,16,73.097447
0.528597,48,73.669997
3.657954,120,75.204443
-2.296971,15,75.4203
-4.182226,175,77.81903
-0.47471,54,78.521844
1.32641,115,80.05036
-0.735842,175,82.302472
-2.211922,175,84.624091
-1.492325,59,85.435308
-1.579519,175,97.460274
-1.437367,175,100.093106
-3.28573,175,102.85962
-1.500558,175,105.34448
-0.009237,71,106.448543
-5.334811,127,108.316806
-1.641237,175,110.765043
-2.581207,79,122.422062
-2.177577,175,124.999959
1.784823,107,126.718304
2.60282,67,127.708633
1.824949,84,128.916122
-1.84999,101,130.380319
-1.667841,60,131.22397
-2.574978,175,133.782442
-5.319906,175,136.312762
-2.401204,52,147.554942
2.088534,175,150.034458
-1.028147,175,152.59085
-0.149061,53,153.417746
-2.271163,175,156.035568
-0.593893,12,156.207603
-0.33589,175,158.710988
-0.95617,16,158.957129
-0.45309,72,160.044513
-6.354407,175,173.104766
0.649383,92,174.356841
-1.207702,122,176.107914
0.133729,73,177.201885
2.657395,62,178.091947
4.304328,74,179.170777
-4.062995,175,181.705667
-1.099021,164,184.069881
0.454274,115,185.646171
-1.428979,31,186.086114
-4.670211,51,186.786393
-0.180962,92,198.262952
-1.099307,72,199.239019
1.843767,112,200.756898
-0.583719,118,202.441513
-1.825737,175,204.835671
-0.961091,60,205.649724
-0.574113,16,205.876312
-0.415985,33,206.3349
-2.936889,175,208.732682
2.913161,118,210.360978
1.577145,110,222.780369
-0.941784,144,224.613498
-4.72458,160,226.796347
0.285833,146,228.769322
-0.153476,117,230.355945
0.623039,175,232.805746
-0.362037,175,235.160158
-0.802455,175,247.386226
-2.384215,51,248.010051
1.020923,100,249.303169
-0.289895,12,249.464942
1.945651,103,250.836441
-1.394849,175,253.202258
0.723177,125,254.868199
1.282093,51,255.56069
-3.877362,116,257.10827
3.086192,175,259.488223
3.128734,64,270.389551
0.215747,60,271.122754
-0.407935,11,271.256414
2.077138,116,272.716702
1.702502,135,274.46183
0.348702,115,276.031986
1.692433,60,276.838875
0.449674,15,277.048895
2.695744,70,277.979838
1.754285,38,278.495193
-0.170413,175,280.904566
1.007822,94,282.223558
-3.259092,22,282.526049
-2.159092,14,282.71479
0.72992,147,295.24563
2.360597,60,296.028927
-1.120046,175,298.289066
-1.529027,103,299.638324
1.508015,45,300.224696
3.87273,73,301.215836
1.025055,48,301.857025
-0.118328,30,302.248591
-1.84709,175,304.613815
0.362664,148,306.620689
1.328755,26,306.967201
-1.253873,30,307.373995
-1.517956,63,318.827631
3.082787,157,320.814963
1.089837,175,323.181595
-1.699911,175,325.664162
0.397249,127,327.497392
0.920996,145,329.614057
-1.120346,18,329.883708
-0.65527,13,330.071568
-0.113164,175,332.670231
-0.082488,89,344.494623
0.539975,50,345.1093
2.116749,40,345.637281
-4.081395,165,347.840719
-0.923157,175,350.318182
1.928876,126,352.033898
2.03465,139,353.883238
0.475156,175,356.199941
-1.216764,161,368.303301
0.018624,175,370.667464
0.596928,59,371.462844
2.774976,37,371.953924
0.386335,37,372.484755
1.441615,175,374.922562
-1.737977,26,375.276089
-2.912021,175,377.676188
-0.366742,106,379.137639
1.233679,25,379.487626
0.82378,66,380.432191
0.234298,175,392.505162
2.042459,35,392.947073
-2.160815,130,394.570744
2.239219,47,395.149632
0.861315,57,395.865947
-2.065797,79,396.910999
2.432839,31,397.329835
4.17191,111,398.805888
1.425994,175,401.197669
1.422525,175,403.653795
1.328742,94,414.757969
-0.344748,175,416.910436
-0.595762,16,417.12361
-1.547266,175,419.393319
1.913136,13,419.569988
1.343007,175,422.002137
-0.346766,10,422.155476
-0.095671,88,423.346864
1.29598,28,423.733445
-2.757285,31,424.169004
0.603796,34,424.664471
1.614834,19,424.932121
-2.445465,36,425.451465
0.855842,118,427.063697
-0.779086,162,439.456995
-2.663194,175,441.763461
1.322694,175,444.06227
-1.706256,48,444.695967
0.858887,34,445.145639
0.603476,175,447.51477
2.630539,123,449.178478
-0.152523,155,451.26387
2.196562,175,463.905547
1.559042,175,466.275864
-0.809863,70,467.225739
-0.098196,175,469.676497
-0.319622,12,469.843003
1.836943,46,470.495035
1.84409,67,471.451834
1.894575,175,474.207616
3.848039,40,474.784729
-1.22346,170,486.915298
-1.777257,175,489.474408
-1.808082,11,489.643015
3.36878,39,490.255186
-2.267083,175,492.881801
4.276847,78,493.940268
1.659982,24,494.281788
0.865382,64,495.172054
4.357487,39,495.726832
-2.725608,175,498.524583
-1.274977,18,498.822192
-0.658458,64,499.874263
1.436717,82,501.176878
-2.557376,83,513.052428
3.872883,46,513.641023
0.72877,175,515.894603
-0.082173,40,516.434364
1.046496,32,516.867966
0.794929,175,519.250917
4.585731,147,521.285708
1.119685,142,523.250378
1.205416,138,525.126285
1.575213,147,537.461564
1.12038,32,537.848697
0.099511,175,540.074302
-0.249185,10,540.230623
2.11002,19,540.516427
4.547541,89,541.799871
-1.528052,175,544.196759
2.011902,175,546.606418
0.957606,175,549.139992
0.724505,175,561.110775
0.141802,38,561.578357
1.300699,40,562.065759
0.437873,90,563.1604
1.730035,14,563.327936
3.333826,168,565.720127
0.466637,36,566.266082
0.488788,173,568.811629
2.401603,175,571.176245
2.374526,133,573.077468
0.642486,42,573.70903
5.268784,67,574.743955
-1.526969,175,586.76703
2.060447,13,586.950425
1.108627,65,587.761598
-0.291671,16,587.95682
-0.557135,125,589.69007
0.621251,116,591.256343
1.057515,85,592.452792
2.19579,119,594.122551
4.478848,45,594.732662
0.621727,51,595.421942
0.068228,46,596.072379
5.112646,75,597.138483
1.279393,67,598.090019
-0.388274,175,610.923363
-3.096172,175,613.244452
-0.2849,83,614.373332
-0.794127,175,616.745322
1.506845,138,618.611951
-1.891987,16,618.834927
-1.712711,111,620.361517
2.047969,134,622.203753
3.397217,175,635.027319
1.459851,175,637.355342
1.555035,156,639.499476
2.555137,147,641.496598
1.9908,171,643.867002
1.895469,168,646.216985
1.264722,37,646.747361
-1.041898,60,658.255462
0.718981,76,659.177585
0.478712,43,659.705755
-3.633869,36,660.160715
-0.48116,74,661.114784
2.859748,127,662.812406
0.911509,39,663.32408
-0.009482,61,664.144507
1.55741,89,665.37449
4.502952,76,666.430691
2.235714,175,668.844609
-1.351857,175,671.227303
-0.102829,27,671.600269
-0.655769,17,682.573372
3.670537,105,683.897592
-3.712379,113,685.35558
-2.533869,28,685.724485
-1.642725,13,685.892073
2.123773,35,686.413966
4.288796,109,687.940937
3.758039,61,688.821375
1.436192,42,689.400057
2.989742,48,690.083637
0.847361,138,692.083585
0.964046,69,693.076793
1.077627,118,694.739816
1.862571,45,695.406729
1.838804,17,695.656172
-3.209377,175,708.797584
1.100775,54,709.50675
-0.481228,32,709.948132
4.286834,108,711.454371
-0.49894,132,713.387239
1.89163,17,713.630109
1.278296,79,714.753638
-0.318952,63,715.646525
2.024036,12,715.803619
2.303592,12,715.972621
4.850288,58,716.786306
-1.642725,15,716.987201
1.218822,53,717.736525
2.06644,175,720.335611
3.720529,47,721.018981
-0.126664,10,721.181036
-0.718889,129,733.218201
4.980408,73,734.186095
1.528071,51,734.910013
0.046851,108,736.412645
-0.375123,12,736.586636
4.030717,61,737.5028
-0.128865,175,740.025472
1.45471,175,742.423735
0.240141,152,744.551637
4.310208,44,745.148502
2.561928,91,746.391633
0.936288,175,758.406593
1.088492,80,759.422694
-0.852526,15,759.625458
2.416369,47,760.236229
0.040207,175,762.566118
0.067977,175,764.955526
