#{"t_start": 1760747263.0349855, "env_id": "None"}
r,l,t
-6.295621,175,2.807066
-1.857723,95,4.106376
-3.808765,161,6.563259
-3.380565,101,8.179458
-2.028686,46,8.896013
-6.047244,175,11.513759
-3.473091,175,14.0785
-3.903685,175,27.069821
-5.619112,173,29.311836
-4.640641,175,31.729229
-3.828987,114,33.408549
-1.521278,175,35.77589
1.248592,85,36.883751
1.104353,141,38.79141
-3.895749,175,50.68009
-4.464341,175,52.998662
-4.669719,96,54.240374
-0.781479,175,56.538564
-8.561364,175,58.937761
-0.357464,175,61.27124
-1.579661,87,62.437231
-1.429527,104,73.570939
1.201607,175,75.857374
0.06513,118,77.503767
-2.48349,175,79.8052
-3.59331,97,81.051084
1.430413,24,81.373792
-0.848273,51,82.027895
0.904346,49,82.674197
-1.824053,50,83.35013
-3.584075,144,85.27084
-2.026848,175,97.298554
-2.862432,108,98.871951
-2.149712,73,100.058237
-1.785842,57,100.898384
0.417648,54,101.781549
-0.368421,68,102.841359
-0.052221,175,105.357376
1.15218,117,107.080584
-1.81048,37,107.609035
0.04302,35,108.180583
1.248163,107,109.690376
-2.161701,35,110.146422
1.362612,29,110.563344
2.205093,57,121.940345
0.651005,14,122.105155
-4.669992,175,124.677589
-1.526435,93,126.131529
-1.01948,51,126.957947
-2.055225,17,127.203107
-1.29143,107,128.745611
-1.68586,10,128.876079
-3.701107,80,130.026427
2.077722,12,130.225704
3.374999,100,131.631068
-3.359572,102,133.166827
-2.642934,69,134.14706
-0.432666,104,135.64759
-2.668699,91,147.444571
-3.813176,175,149.937489
1.312949,116,151.613968
2.706612,49,152.347425
-0.034007,42,153.00845
-1.4009,175,155.634824
-1.04257,125,157.459728
1.23916,94,158.786441
1.120431,39,159.40136
-5.71488,175,161.957978
2.806315,83,173.613911
-2.021592,12,173.770092
1.407671,26,174.129788
0.378699,87,175.373068
-1.289016,175,177.932091
0.037029,134,179.885951
-0.378572,156,182.145619
-0.059532,38,182.751682
-3.113102,31,183.178668
1.43854,46,183.801626
-1.317595,157,185.972044
-4.570475,175,198.551532
0.497683,85,199.742562
