#{"t_start": 1760747262.749301, "env_id": "None"}
r,l,t
0.83665,29,1.065905
-1.354472,53,1.79278
-1.924659,175,4.212774
-4.597816,137,6.315448
-1.986513,77,7.514855
-0.845096,76,8.715094
-0.293628,44,9.39834
-6.115808,171,11.933254
0.590413,107,13.50731
-3.511351,175,26.545796
-5.455626,175,28.846061
0.394393,77,29.894868
-3.20388,175,32.304868
-4.835818,175,34.833158
-8.623866,175,37.110701
-1.138342,80,38.232918
-1.376015,175,50.141551
-6.943323,141,51.941231
-2.052526,13,52.118557
-3.825491,175,54.434382
-5.775758,69,55.334437
0.34544,38,55.81777
-1.538961,175,58.184281
1.45126,18,58.440538
2.405765,87,59.618945
-3.7528,58,60.373698
-6.471353,173,62.708849
-3.422133,175,74.746663
-1.804614,175,77.157955
-4.019418,175,79.450118
-0.586823,175,81.73769
-1.566573,125,83.386491
-0.628467,175,85.706393
0.876467,114,96.96772
-4.326406,175,99.434188
-2.178939,46,100.182657
-1.441671,62,101.134023
-0.105585,175,103.793073
0.186111,83,104.916092
-4.443326,175,107.567969
-2.716083,175,110.115916
-0.98098,63,110.992395
-0.427056,166,123.898895
-2.709092,17,124.160019
3.613085,107,125.82349
-4.2117,175,128.449603
0.207051,85,129.677902
1.278575,26,130.03975
-0.809224,14,130.226654
0.185588,175,132.801647
2.142724,40,133.401964
-0.187879,147,135.543476
-0.075652,66,136.47807
-3.523916,122,148.736132
2.514308,90,149.979484
-0.011752,175,152.519044
-0.293893,43,153.214866
2.428123,61,154.137664
1.270514,93,155.511799
-2.66936,167,157.934646
-3.318598,95,159.364129
-2.335747,73,160.394504
0.59791,13,160.591521
0.477555,15,160.800925
-2.076987,175,173.843885
-2.60672,38,174.345832
-0.708858,175,176.881607
1.982029,36,177.405065
-2.640711,155,179.659441
-2.718086,92,181.020954
-2.811795,175,183.553881
-3.502214,175,185.957581
0.94933,175,198.571742
-1.936176,44,199.165282
1.425047,90,200.402871
1.155915,98,201.80438
-1.593533,13,201.97794
-1.746592,10,202.111059
-1.665016,40,202.66661
-4.499246,153,204.750589
2.551762,106,206.210781
