#{"t_start": 1760747262.8167326, "env_id": "None"}
r,l,t
1.68096,100,2.008348
-1.649346,31,2.408832
0.196449,71,3.382011
-1.445655,175,6.014748
-7.261779,175,8.728857
-0.552913,16,8.95783
0.463507,55,9.847086
-0.479502,47,10.507093
0.778901,30,10.947604
-0.66247,57,11.79706
-1.889829,75,12.913847
-3.712631,175,15.49622
-0.019562,108,27.429177
-3.297531,71,28.357757
0.18454,17,28.567947
-1.711344,35,29.02752
-3.411408,136,30.861
-4.538237,55,31.603938
-1.785831,150,33.81225
1.354374,19,34.086872
2.17811,31,34.536731
1.653776,99,35.839009
-2.413024,102,37.159868
-4.326283,175,39.53636
1.008165,76,50.142738
-1.121512,175,52.407455
1.62773,175,54.700335
-3.155878,87,55.84199
-0.614803,41,56.389903
0.084623,60,57.20032
-3.867881,175,59.582678
-7.186152,175,61.932598
-1.187593,26,62.272201
-1.873175,100,73.397526
-6.596231,175,75.637013
-3.936496,175,78.022852
-4.322312,60,78.820472
0.093109,57,79.564175
-2.234945,73,80.531634
-3.39011,71,81.429751
-4.48419,175,83.73996
-0.659995,49,84.39606
-2.006258,175,96.470548
2.252159,58,97.217325
-1.522865,27,97.577375
1.261645,175,100.233112
-2.436607,175,102.97586
1.401509,27,103.347429
-1.04345,20,103.616112
-0.685371,76,104.650395
1.451242,54,105.499083
1.233714,88,106.859638
-1.724293,85,108.06582
-3.922249,175,110.548719
-1.903052,175,123.564953
-2.565724,175,126.265826
0.465878,101,127.838046
-1.306095,18,128.085848
2.309012,64,129.0035
-0.63186,54,129.761767
-1.523797,26,130.113559
1.421848,115,131.789387
0.343446,175,134.365313
-0.141935,36,134.894501
-4.335773,118,136.610541
-1.808082,12,136.779197
-2.312567,175,149.745204
-0.851032,175,152.258097
-3.151314,175,154.95786
-6.748028,175,157.527938
-0.057529,113,159.147767
0.432498,64,160.086364
-4.081168,175,173.155801
-0.529124,39,173.6902
0.224305,81,174.788252
-1.373561,175,177.355048
-1.3802,38,177.906848
-0.7635,14,178.113756
-2.550206,78,179.248253
-1.176054,60,180.127776
-0.582418,130,181.987359
2.535198,65,183.003284
-2.020256,175,185.389173
0.960209,42,185.979952
-0.401631,174,198.567365
0.966606,59,199.377518
-0.633954,13,199.554091
-1.52168,175,202.000554
0.258051,16,202.217427
0.480465,175,204.617274
-2.528485,19,204.886353
-3.384967,175,207.286569
1.369447,18,207.533005
1.855211,39,208.068516
0.314276,128,209.815817
-0.344212,116,211.398687
-0.384975,73,223.29768
-0.995482,16,223.49513
-1.565469,24,223.790721
-0.132642,50,224.440087
0.932777,33,224.875049
0.467846,64,225.760576
0.387665,148,227.758719
3.84601,80,228.842678
0.434121,175,231.263389
1.695703,145,233.262471
-4.397102,175,235.595967
2.049636,83,246.676909
-0.91743,67,247.496182
-0.682422,160,249.538686
-3.743135,175,251.888242
1.343236,175,254.242537
1.125694,49,254.885699
0.278376,20,255.158788
-0.990367,90,256.370642
