#{"t_start": 1760747262.9664896, "env_id": "None"}
r,l,t
-3.443564,175,2.875562
-2.049967,175,5.484267
-6.846424,175,8.147615
-2.571441,88,9.557438
-3.7529,175,12.082146
-5.997996,175,14.697062
0.557473,24,15.046913
-5.975703,175,27.871716
-0.609104,175,30.225065
-4.701647,137,32.144075
-4.070236,175,34.65758
-1.515165,30,35.053583
3.499817,49,35.689252
-2.497521,175,38.036514
0.86204,79,39.086567
-6.64958,175,50.957737
-0.063666,59,51.718037
1.425456,71,52.67408
-1.260636,83,53.774891
-5.09989,140,55.580568
1.32088,69,56.506673
-2.918947,113,58.025335
-2.135632,62,58.87997
-3.059076,175,61.22291
-0.631986,70,62.174798
-0.029824,51,62.872688
3.504608,64,73.474633
-0.766657,135,75.199615
-4.380823,175,77.612817
-3.638624,175,79.913625
2.480273,45,80.488676
-0.998889,81,81.542064
0.609066,72,82.486017
-5.710204,175,84.802284
-4.14529,175,96.867415
-1.429317,27,97.216979
-0.880903,97,98.550534
0.400133,163,101.102965
-0.016659,96,102.696774
-4.2845,175,105.165639
-0.954011,175,107.749323
-0.885128,175,110.248225
-2.897006,88,122.07353
-2.439341,175,124.584633
2.993149,59,125.548119
-2.239749,175,128.172813
0.572134,35,128.699147
2.104716,32,129.141492
-2.154877,106,130.689739
-4.038351,148,132.83595
-3.144852,127,134.69848
-0.5952,79,135.821082
3.231807,51,136.579582
-2.584034,93,148.430089
-0.41366,51,149.094406
-0.618247,14,149.302293
1.334975,34,149.782381
-4.165917,55,150.592211
-2.219019,135,152.587321
-0.663643,14,152.800002
-4.276964,175,155.416751
-2.882119,55,156.226387
2.287692,175,158.726048
-3.524913,175,161.324554
-0.527012,12,161.506702
0.055504,172,174.433877
1.448462,50,175.142939
1.478369,112,176.790108
-4.339092,175,179.328824
3.158556,35,179.838844
-1.908819,156,182.087411
-1.147529,89,183.413811
-2.022554,175,185.819829
-0.702606,17,186.053029
-1.013896,16,186.270116
-2.957693,175,198.851979
3.52964,93,200.153628
0.862161,143,202.159752
1.995762,14,202.350882
-0.701408,55,203.100577
0.641463,34,203.566916
1.905563,62,204.41225
0.947448,29,204.816564
-1.64425,158,206.987554
-5.367184,175,209.382918
-0.536566,71,210.365921
2.473827,131,223.047649
-0.09093,175,225.334569
2.253047,75,226.356752
1.307632,175,228.712859
-1.141964,57,229.496076
0.425278,175,231.922421
1.691488,29,232.312435
0.861173,175,234.695729
0.369487,175,246.946606
-4.196665,145,248.769429
0.731267,175,251.103203
0.746456,68,252.039244
-2.370982,115,253.55977
1.865234,175,255.902508
-0.69987,26,256.258896
-4.171812,175,258.634876
-2.656093,175,270.962302
-1.29161,35,271.386322
-2.075951,175,273.620009
1.17562,175,275.97225
-2.705147,91,277.19886
4.301425,164,279.421659
1.224898,68,280.348461
-0.573759,12,280.523345
0.90193,82,281.691611
-1.756059,118,283.315436
4.52401,135,295.645942
-1.026126,175,297.878782
-4.106055,175,300.185415
-0.833972,14,300.365376
-0.303127,175,302.753758
2.240628,120,304.351177
-2.23454,22,304.647641
0.176693,175,307.011227
-2.130397,175,319.882054
0.530261,109,321.298645
-0.185952,175,323.697969
-4.070341,150,325.857636
-4.858004,175,328.347622
0.500279,15,328.585977
-0.343269,46,329.247781
-0.551574,113,330.990511
2.469255,72,332.024583
-2.212698,175,344.992845
1.951162,175,347.302011
1.403947,84,348.491929
-1.025577,20,348.772802
0.881969,11,348.926887
1.689123,16,349.163797
-1.450627,159,351.380326
0.524142,79,352.437891
-0.437604,15,352.647617
3.650469,40,353.176822
-0.445488,175,355.472622
1.588253,16,355.679509
2.127667,89,356.878186
-0.65826,56,367.591161
1.149519,30,367.956855
-0.372131,108,369.378238
3.827976,53,370.119646
0.67323,59,370.948635
1.647526,57,371.699673
-0.956514,164,374.006887
3.829808,108,375.501669
1.54353,62,376.358185
-0.30718,11,376.493132
1.774233,90,377.730237
3.314622,132,379.565664
1.534065,98,380.910924
-0.857904,175,392.958944
-2.970469,33,393.370563
-1.930304,12,393.526524
-0.666888,13,393.680678
0.044804,175,395.868042
0.740364,38,396.37957
1.389186,40,396.899804
1.315125,104,398.282591
-3.301475,141,400.173526
-0.198868,73,401.212741
0.428117,98,402.562215
0.950961,135,404.438477
-0.093598,54,414.950554
2.385968,51,415.588603
-3.090668,175,417.791137
-0.199014,29,418.186308
-1.822245,23,418.493595
-2.655944,170,420.720583
0.288935,141,422.749353
0.329989,38,423.253999
2.037997,88,424.4965
0.236243,26,424.883873
-2.69002,24,425.224306
2.676407,117,426.829671
-1.369233,44,427.470593
1.266466,175,439.946655
-0.148674,95,441.213149
1.250711,56,441.963104
0.477937,63,442.806185
3.418943,109,444.229181
1.189804,167,446.45572
1.497795,33,446.928885
-0.445022,175,449.278651
-0.338538,52,449.981288
0.615757,89,451.171854
-0.182511,175,463.81914
1.599013,104,465.221202
3.076774,82,466.335695
0.819148,61,467.159093
-0.566596,13,467.345351
-0.93474,61,468.195912
1.986791,18,468.456325
-0.649181,175,470.925902
0.907584,34,471.408264
0.747719,175,474.176636
3.063223,75,475.228392
0.444001,175,487.369865
3.09814,175,490.039027
2.834079,38,490.665881
3.847473,88,492.041852
1.80029,15,492.24199
1.873571,13,492.407832
0.175464,44,493.035545
2.027313,175,495.440837
0.458441,175,498.206415
0.824523,35,498.784178
3.280482,124,500.80505
0.823959,33,501.270363
1.076912,167,514.195531
0.743834,175,516.50402
-0.690514,131,518.298958
-1.260618,175,520.712554
1.881243,175,523.117002
-1.225602,27,523.490658
-0.04266,151,525.538399
-3.234924,175,538.165061
1.778821,95,539.381396
3.639081,156,541.597251
-0.398996,175,543.980642
4.211122,88,545.1973
3.220483,73,546.207015
2.251679,164,548.585165
-0.217421,11,548.740032
-0.436961,15,548.943934
2.025486,33,549.396724
3.383085,97,550.739261
1.032566,11,560.504893
1.791932,69,561.353703
-1.044514,175,563.489709
-1.173761,135,565.426979
2.58269,175,568.070948
-1.928736,175,570.436643
4.110007,76,571.475959
1.636552,100,572.93031
6.955558,66,573.925696
0.693457,124,585.457448
2.340578,139,587.2068
0.185439,170,589.483788
2.711643,27,589.856389
-1.603184,150,591.906251
2.684245,99,593.305783
2.705675,81,594.4227
2.876883,139,596.365942
1.716635,121,598.071806
0.291241,104,609.98883
0.60962,33,610.419946
1.302689,113,611.903007
0.776805,13,612.063442
1.43148,68,612.962903
5.545248,64,613.836002
-3.909628,175,616.198017
1.690295,175,618.580413
-2.11505,143,620.534874
2.742863,104,621.968019
0.824757,125,634.132994
2.489781,50,634.801045
1.595825,16,635.016249
0.034674,68,635.932906
0.623874,175,638.27976
-0.608692,16,638.507216
-0.056346,138,640.398763
0.220477,131,642.192025
1.692609,144,644.178001
2.344189,120,645.864877
-1.070174,31,646.304806
3.327103,139,658.815822
-1.609092,9,658.93321
1.574337,175,661.144205
1.255389,175,663.478675
-2.021592,14,663.671924
-2.728078,175,666.070868
1.447489,20,666.355441
3.935062,101,667.753532
0.450198,50,668.447556
1.366141,66,669.347048
1.76363,33,669.787249
0.976436,175,682.868183
1.268468,73,683.815972
0.301135,175,686.10795
-0.790605,14,686.324699
-1.873571,96,687.668172
3.232246,130,689.524931
1.928793,175,692.044035
2.585122,175,694.506613
0.59789,100,695.983076
2.705606,76,707.805321
2.593932,167,710.014227
1.004767,175,712.516794
-2.581067,26,712.897002
-1.647237,175,715.386788
0.722735,29,715.787419
3.539697,67,716.725238
-0.669951,20,716.98998
2.265973,36,717.513447
2.85655,175,720.102759
1.580192,15,720.313854
-0.103376,19,720.580994
-1.230385,175,733.292822
2.117336,175,735.685453
1.729933,95,737.078936
2.006061,175,739.592956
0.904854,142,741.590731
-0.180049,175,744.008914
1.582724,175,756.257757
2.495574,36,756.70719
2.340324,175,758.862144
2.541587,29,759.242964
3.105811,166,761.430381
-2.885674,32,761.856686
1.927597,34,762.321569
2.152824,71,763.272126
-0.61833,75,764.29527
3.227852,126,766.042383
-0.452484,11,766.184951
2.073887,41,766.727925
4.800935,108,768.22001
1.773057,51,768.927471
5.477743,117,781.469753
-0.571092,12,781.628931
4.314873,47,782.293573
4.676639,93,783.628738
2.599842,87,785.159929
1.895136,32,785.719158
1.730855,127,787.805132
2.689805,130,789.775514
-2.082422,17,790.018291
-0.70005,144,792.06568
2.927862,51,792.841557
0.735998,134,794.858017
3.745602,105,806.906153
0.937774,158,809.07261
0.089292,144,811.355933
1.251887,106,812.979032
1.191698,31,813.46496
-0.878246,19,813.714708
-2.529144,175,816.304615
