#{"t_start": 1759263042.384873, "env_id": "None"}
r,l,t
3.524632,46,1.418906
-25.579618,600,11.356832
-34.939715,600,21.40006
-20.381055,600,32.185073
2.803497,25,32.408511
-12.468535,499,40.49982
3.826968,94,41.354122
2.040635,28,41.603714
0.980282,19,41.77844
-21.193721,600,52.702327
1.347716,33,53.002335
-22.522705,600,62.117709
0.8136,434,69.946358
0.824485,10,70.043051
-28.367751,600,79.127805
-4.974273,336,85.92799
-5.002488,264,89.962948
-5.318689,494,96.148689
0.980282,19,97.933324
3.048205,293,102.327019
-30.774428,600,111.263038
-25.182388,600,120.188464
-22.155226,600,130.709955
-42.306049,600,139.824776
-31.713532,600,148.546898
-28.433947,591,158.905597
-42.932813,600,167.859801
11.134181,181,171.250312
-0.3593,422,176.728064
-58.529465,600,187.325392
-36.505254,600,196.161389
-22.172443,600,205.401959
1.633786,24,207.634394
-30.067777,600,216.962075
-13.548103,600,226.151913
-39.800197,600,236.593071
0.701033,19,236.778302
10.458643,146,238.089167
1.998694,190,241.595134
-20.116618,583,250.3009
2.638664,107,252.842627
-0.494586,159,254.475765
1.752897,45,254.943481
-1.985718,378,261.928837
0.824485,10,262.02676
0.824485,10,262.116327
-25.138842,600,271.107358
2.201784,55,273.277716
0.824485,10,273.368058
-23.731284,600,282.256293
0.653842,40,282.623919
5.766574,97,283.476192
1.271753,52,285.534303
-19.580547,600,294.551006
-29.835994,600,303.559593
0.842678,45,305.589384
-22.759588,600,314.850693
-20.951818,600,323.739859
-19.544097,600,334.248138
11.425527,190,335.92821
0.701033,19,336.111165
0.701033,19,336.285661
3.546462,296,342.726614
0.512598,18,342.960115
6.599155,232,347.230035
3.387493,304,351.92827
1.579655,182,355.833347
-12.94226,501,362.051766
-27.276645,600,372.949571
0.824485,10,373.042511
0.824485,10,373.133838
0.948344,18,373.28883
-5.9963,541,381.526431
-36.107062,600,390.404448
0.222741,313,396.724203
9.931165,186,398.395919
3.284239,61,400.817978
5.196001,268,404.915318
3.288307,66,405.510978
0.824485,10,405.600084
7.076998,142,406.909395
-14.017754,398,413.965684
-26.027429,600,423.089653
2.219187,182,426.663794
0.824485,10,426.756605
0.824485,10,426.842063
-47.038131,600,437.354628
-25.859533,600,446.572425
0.824485,10,446.674313
-25.014646,600,455.992158
7.655698,270,460.32527
3.353037,229,464.222916
-33.445207,600,475.399952
-28.133271,600,484.388112
0.734007,22,484.588066
1.609857,37,484.921365
-37.88872,600,493.698325
-11.486312,543,503.935158
11.727752,154,505.419967
-13.19028,600,516.187937
9.5827,142,517.46446
-22.768286,600,526.36515
-40.783662,600,536.956739
0.824485,10,537.062953
-21.467048,600,546.737879
0.824485,10,546.871073
-19.720501,600,559.003949
2.032568,64,559.61248
0.824485,10,559.708127
-3.760783,356,565.085566
-16.976279,600,577.547932
0.657458,13,577.679363
0.657458,13,577.827618
1.598194,161,579.556618
-17.630016,562,589.288038
-26.594114,600,600.486656
2.100063,132,601.769475
0.824485,10,601.863159
-9.002057,521,610.169466
-34.843995,600,620.937254
-26.13094,600,630.632652
0.824485,10,630.744636
6.760948,144,634.057982
2.640256,84,634.837065
-21.811269,600,643.972725
4.227049,42,645.939393
8.93842,128,647.242009
-4.563772,452,655.028265
0.533356,57,655.588779
-26.84118,600,665.219724
-27.934722,600,676.851409
1.046762,31,677.153253
