train/learning_rate,train/n_updates,time/iterations,time/fps,train/value_loss,train/explained_variance,train/policy_loss,rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed,train/ent_coef,train/entropy_loss,time/total_timesteps
0.00021052799999999997,699,700,269,0.8049982786178589,-0.21569573879241943,0.025031760334968567,-5.9058756828308105,58.22,3987,0.133696,-0.8214496970176697,1075200
0.00020796799999999997,719,720,265,0.6701221466064453,0.0842522382736206,0.010236319154500961,-6.340651035308838,63.19,4164,0.13180160000000002,-0.8186496496200562,1105920
0.00020540799999999997,739,740,259,0.9094576835632324,-0.47244560718536377,0.023773018270730972,-6.541686534881592,62.44,4380,0.1299072,-0.8175522685050964,1136640
0.00020284799999999994,759,760,254,0.667868971824646,0.010451197624206543,0.009026232175529003,-7.064499378204346,69.56,4593,0.1280128,-0.8322235941886902,1167360
0.00020028799999999996,779,780,249,1.0055350065231323,-0.5420026779174805,0.02784741297364235,-6.129484176635742,56.97,4799,0.12611840000000002,-0.8148095011711121,1198080
0.00019772799999999996,799,800,245,0.9779254794120789,-0.4682201147079468,0.008944597095251083,-7.195602893829346,69.48,5012,0.12422400000000001,-0.8170170783996582,1228800
0.00019516799999999999,819,820,241,0.7688948512077332,-0.12080419063568115,0.016508344560861588,-5.626901626586914,54.74,5222,0.12232960000000001,-0.8225178718566895,1259520
0.00019260799999999998,839,840,236,0.7946200370788574,-0.39228224754333496,0.015576141886413097,-6.340777397155762,61.62,5448,0.1204352,-0.829004168510437,1290240
0.00019004799999999998,859,860,232,0.8723248243331909,-0.5062755346298218,0.00025730798370204866,-9.347023010253906,91.35,5688,0.11854080000000002,-0.8386005163192749,1320960
0.00018748799999999998,879,880,228,0.8051838278770447,-0.11098778247833252,0.018624139949679375,-7.720217227935791,73.46,5914,0.11664640000000001,-0.8233043551445007,1351680
0.00018492799999999997,899,900,224,0.7940399050712585,-0.26274406909942627,0.020367464050650597,-5.68558406829834,53.45,6148,0.11475200000000002,-0.8172215223312378,1382400
0.00018236799999999995,919,920,221,1.101423740386963,-0.722750186920166,0.019269324839115143,-8.064787864685059,75.27,6379,0.11285760000000002,-0.8248589038848877,1413120
0.00017980799999999997,939,940,218,0.9218305349349976,-0.4766666889190674,0.013348693959414959,-7.911867618560791,73.86,6595,0.11096320000000001,-0.8152405023574829,1443840
0.00017724799999999997,959,960,216,0.9760991334915161,-0.33835649490356445,0.022424105554819107,-7.105320453643799,65.49,6810,0.10906880000000001,-0.8229467272758484,1474560
0.00017468799999999996,979,980,213,0.8526803255081177,-0.16306638717651367,0.009504275396466255,-6.499151229858398,61.41,7053,0.10717440000000002,-0.8211261630058289,1505280
0.00017212799999999996,999,1000,211,0.943077802658081,-0.26879239082336426,0.018741242587566376,-6.376115798950195,60.71,7276,0.10528000000000001,-0.8254267573356628,1536000
0.000169568,1019,1020,208,0.8009103536605835,-0.5682593584060669,0.01711432822048664,-5.343225002288818,51.0,7505,0.10338560000000001,-0.8281064033508301,1566720
0.00016700799999999998,1039,1040,206,0.9377400875091553,-0.6857634782791138,0.017595218494534492,-6.9118428230285645,66.02,7719,0.10149120000000002,-0.810948371887207,1597440
0.00016444799999999998,1059,1060,205,0.9140992164611816,-0.3940105438232422,0.02471163682639599,-7.24171257019043,65.32,7932,0.09959680000000001,-0.8150469660758972,1628160
0.00016188799999999998,1079,1080,203,0.9581782817840576,-0.8668272495269775,0.015410675667226315,-7.094527721405029,66.2,8148,0.09770240000000001,-0.821392297744751,1658880
0.00015932799999999998,1099,1100,201,0.9159625768661499,-0.22610199451446533,0.012477043084800243,-7.922521591186523,73.03,8368,0.095808,-0.8283864855766296,1689600
0.00015676799999999997,1119,1120,200,0.8760117292404175,-0.1939544677734375,0.013360073789954185,-7.127487659454346,72.24,8591,0.09391360000000003,-0.8266735076904297,1720320
0.00015420799999999997,1139,1140,199,0.9399559497833252,-0.8946653604507446,0.016292955726385117,-7.2991557121276855,66.5,8789,0.09201920000000002,-0.8248449563980103,1751040
0.00015164799999999997,1159,1160,198,0.8732517957687378,-0.37508726119995117,0.018771372735500336,-7.33779239654541,70.31,8992,0.0901248,-0.8322569727897644,1781760
0.000149088,1179,1180,196,0.7797028422355652,-0.3705406188964844,0.026029054075479507,-5.603893280029297,53.55,9201,0.0882304,-0.8160598278045654,1812480
0.000146528,1199,1200,198,0.899772047996521,-0.31434786319732666,0.005992233287543058,-5.744854927062988,53.62,9274,0.08633600000000002,-0.8183640241622925,1843200
0.000143968,1219,1220,200,0.7724620699882507,-0.34434711933135986,0.007324665319174528,-6.3183465003967285,61.88,9349,0.08444160000000002,-0.8297557234764099,1873920
0.00014140799999999999,1239,1240,202,0.8224522471427917,-0.4533822536468506,-0.002056897385045886,-8.605538368225098,81.43,9424,0.08254720000000002,-0.8297468423843384,1904640
0.00013884799999999998,1259,1260,203,1.0056277513504028,-0.45171594619750977,0.02399388514459133,-5.404461860656738,51.97,9502,0.08065280000000001,-0.8156258463859558,1935360
0.00013628799999999998,1279,1280,205,0.7796540260314941,-0.15532398223876953,0.024891307577490807,-7.48464822769165,72.48,9579,0.0787584,-0.8188427686691284,1966080
0.00013372799999999998,1299,1300,206,0.8993033766746521,-0.5609642267227173,0.022832106798887253,-6.51767635345459,62.22,9656,0.07686400000000002,-0.8249236345291138,1996800
0.00013116799999999997,1319,1320,208,0.7946168184280396,-0.2912532091140747,0.015376802533864975,-5.703927040100098,55.0,9731,0.07496960000000003,-0.8256367444992065,2027520
0.000128608,1339,1340,209,0.9127908945083618,-0.26721274852752686,0.0190531425178051,-6.746915817260742,64.58,9807,0.0730752,-0.8160659074783325,2058240
0.000126048,1359,1360,211,0.8722488880157471,-0.5614006519317627,0.020539110526442528,-6.557488441467285,59.6,9892,0.07118080000000002,-0.8270796537399292,2088960
0.000123488,1379,1380,212,0.7706727385520935,-0.7260003089904785,0.02056475728750229,-6.124637603759766,60.86,9970,0.06928640000000003,-0.8232247233390808,2119680
0.00012092799999999999,1399,1400,214,0.9004150629043579,-1.000394582748413,0.03234349936246872,-6.9402313232421875,64.18,10046,0.06739200000000001,-0.8226380348205566,2150400
0.00011836799999999999,1419,1420,215,0.9611059427261353,-0.2914273738861084,0.011817773804068565,-5.436306953430176,49.58,10123,0.06549760000000002,-0.8233301043510437,2181120
0.00011580799999999999,1439,1440,216,0.7921481132507324,-0.31354033946990967,0.01705024763941765,-7.129405498504639,69.6,10199,0.0636032,-0.8283957839012146,2211840
0.00011324799999999998,1459,1460,218,0.7909559607505798,-0.43968403339385986,0.016850879415869713,-6.449970722198486,61.37,10275,0.06170880000000001,-0.8236075639724731,2242560
0.00011068799999999998,1479,1480,219,0.9620732069015503,-0.45184099674224854,0.023421451449394226,-7.706733226776123,68.72,10351,0.05981440000000002,-0.8148619532585144,2273280
0.000108128,1499,1500,220,0.8566198348999023,-0.36390650272369385,0.031110644340515137,-6.889886379241943,63.86,10427,0.05792,-0.8248913288116455,2304000
0.000105568,1519,1520,222,0.9405460357666016,-0.30492961406707764,0.02820027619600296,-7.042478561401367,69.64,10505,0.05602560000000001,-0.8153941035270691,2334720
0.000103008,1539,1540,223,0.8295702934265137,-0.4944782257080078,0.010756499134004116,-7.256613731384277,72.79,10583,0.05413120000000002,-0.8252874612808228,2365440
0.00010044799999999998,1559,1560,224,0.9232907295227051,-0.3997631072998047,0.0102591123431921,-7.246050834655762,68.38,10659,0.05223680000000003,-0.8191859126091003,2396160
9.788799999999998e-05,1579,1580,226,0.7373241186141968,-0.2945936918258667,0.014518752694129944,-6.813462734222412,65.57,10738,0.05034240000000001,-0.8237821459770203,2426880
9.532799999999999e-05,1599,1600,227,0.9066060781478882,-0.40128135681152344,0.01410028338432312,-6.577884674072266,65.66,10817,0.04844800000000002,-0.8125350475311279,2457600
9.276799999999999e-05,1619,1620,228,0.8913807272911072,-0.7285672426223755,0.023113083094358444,-6.419894218444824,61.08,10895,0.04655360000000003,-0.8191892504692078,2488320
9.020799999999999e-05,1639,1640,229,0.6515931487083435,-0.19946253299713135,0.015407541766762733,-6.905795097351074,66.95,10972,0.04465920000000001,-0.8425086736679077,2519040
8.764799999999998e-05,1659,1660,230,0.7881784439086914,-0.2782251834869385,-0.003936655353754759,-6.858814239501953,65.67,11049,0.04276480000000002,-0.8315324187278748,2549760
8.508800000000001e-05,1679,1680,231,0.911350429058075,-0.37232792377471924,0.009213024750351906,-7.082879066467285,65.79,11128,0.0408704,-0.8144598007202148,2580480
8.2528e-05,1699,1700,233,1.0309768915176392,-0.566413402557373,0.020078163594007492,-6.77420711517334,63.86,11205,0.03897600000000001,-0.8153462409973145,2611200
7.996799999999999e-05,1719,1720,234,0.8188678622245789,-0.5921108722686768,-0.0046098725870251656,-7.962744235992432,77.96,11283,0.03708160000000002,-0.8306006193161011,2641920
7.740799999999999e-05,1739,1740,235,0.7514132857322693,-0.44416844844818115,0.01950862817466259,-5.987890720367432,60.29,11359,0.0351872,-0.8221468925476074,2672640
7.4848e-05,1759,1760,236,0.9511329531669617,-0.03523588180541992,0.013377341441810131,-6.933312892913818,66.88,11435,0.03329280000000001,-0.818730354309082,2703360
7.2288e-05,1779,1780,237,0.8930239677429199,-0.32080793380737305,0.02105821669101715,-7.573095321655273,73.48,11513,0.03139840000000002,-0.8231009244918823,2734080
6.9728e-05,1799,1800,238,0.9502358436584473,-0.431496262550354,0.026324700564146042,-6.227065563201904,57.16,11591,0.02950400000000003,-0.8168977499008179,2764800
6.716799999999999e-05,1819,1820,239,0.7685171365737915,-0.12116646766662598,0.009568274021148682,-5.98117733001709,59.18,11669,0.027609600000000012,-0.8263015747070312,2795520
6.460800000000002e-05,1839,1840,240,0.8246313333511353,-0.2950628995895386,0.025507140904664993,-7.163606643676758,68.56,11745,0.02571520000000002,-0.817162036895752,2826240
6.2048e-05,1859,1860,241,0.7356013655662537,-0.1882033348083496,0.004693258553743362,-7.175792217254639,67.92,11819,0.023820800000000003,-0.826795756816864,2856960
5.9488e-05,1879,1880,242,0.7620531916618347,-0.551301121711731,0.008213900960981846,-6.765833854675293,68.89,11890,0.021926400000000013,-0.8173459768295288,2887680
5.6927999999999994e-05,1899,1900,243,0.9776144027709961,-0.442857027053833,0.018982963636517525,-8.738966941833496,78.59,11964,0.020032000000000022,-0.8144162893295288,2918400
5.436800000000001e-05,1919,1920,244,0.7087580561637878,-0.18133437633514404,0.016267800703644753,-6.180780410766602,60.91,12037,0.018137600000000004,-0.8194810152053833,2949120
5.1808e-05,1939,1940,246,0.7157818078994751,-0.1486419439315796,0.016702702268958092,-6.928150177001953,67.46,12107,0.016243200000000013,-0.8320508003234863,2979840
