train/n_updates,time/total_timesteps,train/entropy_loss,train/value_loss,rollout/ep_rew_mean,time/time_elapsed,train/policy_loss,rollout/ep_len_mean,time/fps,train/explained_variance,time/iterations,train/learning_rate
13699,1315200,-0.17271611094474792,0.8744058609008789,2.4680800437927246,3390,-0.1305244415998459,40.53,387,0.0007339715957641602,13700,0.0004
13799,1324800,-0.15868030488491058,1.163034439086914,2.304542303085327,3417,-0.03896954283118248,41.46,387,0.0020578503608703613,13800,0.0004
13899,1334400,-0.18377260863780975,1.601667881011963,2.226261854171753,3442,0.01636672206223011,30.43,387,-0.0001456737518310547,13900,0.0004
13999,1344000,-0.19222694635391235,1.2776826620101929,2.2121245861053467,3467,-0.007652106694877148,19.83,387,0.000523984432220459,14000,0.0004
14099,1353600,-0.14551928639411926,0.3242589235305786,2.691537857055664,3492,-0.46070754528045654,44.2,387,-6.365776062011719e-05,14100,0.0004
14199,1363200,-0.1919165849685669,0.21830213069915771,2.524336338043213,3517,0.008855804800987244,30.34,387,0.0015791654586791992,14200,0.0004
14299,1372800,-0.17195749282836914,1.2527790069580078,3.4382052421569824,3541,-0.061964742839336395,66.77,387,0.000872492790222168,14300,0.0004
14399,1382400,-0.17437124252319336,1.4438817501068115,2.242382287979126,3564,0.013008403591811657,41.96,387,0.0008097290992736816,14400,0.0004
14499,1392000,-0.13651105761528015,1.1279009580612183,2.535970449447632,3589,-0.004168016370385885,41.67,387,0.002410888671875,14500,0.0004
14599,1401600,-0.17192566394805908,0.25339004397392273,2.1661109924316406,3615,-0.21237078309059143,19.5,387,0.0011126995086669922,14600,0.0004
14699,1411200,-0.15358388423919678,1.2084848880767822,2.52227520942688,3640,-0.013801159337162971,30.94,387,0.0005632638931274414,14700,0.0004
14799,1420800,-0.15758931636810303,1.5354156494140625,2.6607601642608643,3665,-0.04445645213127136,42.37,387,0.0006282925605773926,14800,0.0004
14899,1430400,-0.16828271746635437,1.26780366897583,2.0543203353881836,3691,0.0011578451376408339,30.79,387,5.072355270385742e-05,14900,0.0004
14999,1440000,-0.18887454271316528,1.5374071598052979,2.7479958534240723,3715,-0.027018627151846886,55.63,387,0.0008335113525390625,15000,0.0004
15099,1449600,-0.15668344497680664,0.13863268494606018,2.2766876220703125,3740,-0.03138594329357147,33.76,387,0.005520820617675781,15100,0.0004
15199,1459200,-0.14019177854061127,0.5465618371963501,2.1325557231903076,3767,0.09644225239753723,42.24,387,0.0011320114135742188,15200,0.0004
15299,1468800,-0.1644546240568161,1.536841869354248,2.480320692062378,3792,-0.00553749268874526,42.14,387,-5.7697296142578125e-05,15300,0.0004
15399,1478400,-0.20059573650360107,0.5406086444854736,2.45257306098938,3817,-0.014611028134822845,43.98,387,0.0009703636169433594,15400,0.0004
15499,1488000,-0.15425452589988708,1.0178608894348145,2.6801910400390625,3842,0.01184436958283186,43.33,387,0.0016196966171264648,15500,0.0004
15599,1497600,-0.17408442497253418,0.6499518156051636,2.0864901542663574,3868,-0.03707296401262283,32.91,387,0.0013141632080078125,15600,0.0004
15699,1507200,-0.1703982949256897,1.0436108112335205,2.1022591590881348,3893,-0.1375609040260315,20.34,387,0.001383960247039795,15700,0.0004
15799,1516800,-0.1656574010848999,0.2776568830013275,2.34893798828125,3917,0.0629107877612114,29.96,387,0.0009163022041320801,15800,0.0004
15899,1526400,-0.14078140258789062,1.0512782335281372,2.382007122039795,3942,0.0021219230256974697,32.65,387,0.00031304359436035156,15900,0.0004
15999,1536000,-0.11699162423610687,0.049210187047719955,2.686904191970825,3966,-6.708037108182907e-05,41.48,387,0.009674370288848877,16000,0.0004
16099,1545600,-0.13054294884204865,0.6641963124275208,2.923111915588379,3991,0.019692344591021538,55.59,387,0.002297043800354004,16100,0.0004
16199,1555200,-0.1492118239402771,0.0014118296094238758,3.0538535118103027,4016,0.041361063718795776,55.81,387,0.030573904514312744,16200,0.0004
16299,1564800,-0.15726278722286224,0.6701827049255371,3.0686757564544678,4040,0.010858236812055111,55.18,387,0.001497030258178711,16300,0.0004
16399,1574400,-0.163991779088974,1.3589485883712769,2.4649689197540283,4065,-0.09627948701381683,30.51,387,0.0015864372253417969,16400,0.0004
16499,1584000,-0.13096559047698975,3.561011791229248,2.3339855670928955,4090,-0.04549720138311386,30.73,387,-0.0010037422180175781,16500,0.0004
16599,1593600,-0.17645882070064545,0.6109222769737244,2.3003997802734375,4117,0.013321701437234879,29.86,387,0.0010344386100769043,16600,0.0004
16699,1603200,-0.12893246114253998,0.1481206864118576,2.3538479804992676,4143,-0.18086747825145721,42.42,386,5.412101745605469e-05,16700,0.0004
16799,1612800,-0.17655876278877258,1.0765904188156128,2.531076669692993,4167,-0.0068446798250079155,41.94,386,0.001218259334564209,16800,0.0004
16899,1622400,-0.15492291748523712,1.1998119354248047,2.0352256298065186,4192,0.024153053760528564,18.45,386,0.0007687807083129883,16900,0.0004
16999,1632000,-0.13751104474067688,0.7385649085044861,2.044834613800049,4218,-0.01531139761209488,17.71,386,0.0018189549446105957,17000,0.0004
17099,1641600,-0.14394457638263702,0.4088817834854126,3.387399911880493,4243,-0.010373447090387344,66.33,386,0.003068089485168457,17100,0.0004
17199,1651200,-0.18292051553726196,0.14961963891983032,2.491612195968628,4267,-0.022009972482919693,43.32,386,0.0019066333770751953,17200,0.0004
17299,1660800,-0.17194096744060516,0.5402311086654663,2.424954414367676,4291,0.06224609911441803,43.22,387,0.001928567886352539,17300,0.0004
17399,1670400,-0.17710255086421967,1.8668177127838135,2.5618646144866943,4316,0.00955430418252945,30.78,386,0.0010700821876525879,17400,0.0004
17499,1680000,-0.13882111012935638,1.0921683311462402,2.7976856231689453,4341,0.026710789650678635,42.93,386,0.001776576042175293,17500,0.0004
17599,1689600,-0.19528520107269287,0.7218138575553894,2.4831035137176514,4367,-0.037048812955617905,33.14,386,0.0014627575874328613,17600,0.0004
17699,1699200,-0.1871897578239441,0.856230616569519,2.0928585529327393,4391,0.028153374791145325,20.69,386,0.0002963542938232422,17700,0.0004
17799,1708800,-0.1772432178258896,1.4534080028533936,2.407034158706665,4416,-0.10695414245128632,31.99,386,0.0005585551261901855,17800,0.0004
17899,1718400,-0.20204246044158936,1.1726888418197632,1.8857749700546265,4441,-0.02129330299794674,16.78,386,0.0017920732498168945,17900,0.0004
17999,1728000,-0.17248377203941345,0.16364786028862,2.1064672470092773,4467,-0.027553405612707138,42.94,386,0.003092527389526367,18000,0.0004
18099,1737600,-0.16231736540794373,0.22966453433036804,2.005613088607788,4493,0.02309921383857727,19.36,386,0.0015895962715148926,18100,0.0004
18199,1747200,-0.17767900228500366,0.0384662002325058,2.2752649784088135,4517,-0.05488712713122368,30.22,386,0.006492137908935547,18200,0.0004
18299,1756800,-0.17351531982421875,0.7241668105125427,2.1096677780151367,4542,-0.19381985068321228,19.64,386,-3.4809112548828125e-05,18300,0.0004
18399,1766400,-0.15823613107204437,1.3813676834106445,3.8080339431762695,4567,-0.002744019031524658,78.46,386,-0.0004929304122924805,18400,0.0004
18499,1776000,-0.1704179048538208,1.242093801498413,2.2460837364196777,4593,-0.13159407675266266,28.6,386,0.0012212395668029785,18500,0.0004
18599,1785600,-0.13598637282848358,0.3357783257961273,2.2607247829437256,4619,-0.010277291759848595,31.06,386,0.0017969012260437012,18600,0.0004
18699,1795200,-0.14992910623550415,1.5745099782943726,1.96665620803833,4642,0.026599112898111343,19.65,386,0.0009147524833679199,18700,0.0004
18799,1804800,-0.157649427652359,1.0214848518371582,2.0497119426727295,4666,0.05137385427951813,31.62,386,0.0002592802047729492,18800,0.0004
18899,1814400,-0.1780165433883667,0.017810067161917686,2.4314210414886475,4691,-0.0011647859355434775,42.4,386,0.016015172004699707,18900,0.0004
18999,1824000,-0.17973117530345917,0.17959825694561005,1.911423683166504,4716,-0.029538244009017944,17.06,386,0.0037220120429992676,19000,0.0004
19099,1833600,-0.16745465993881226,1.119247317314148,2.5357866287231445,4741,0.05445582792162895,33.07,386,0.0014215707778930664,19100,0.0004
19199,1843200,-0.19202765822410583,0.8304635882377625,2.2074027061462402,4766,0.010716698132455349,19.81,386,0.0012346506118774414,19200,0.0004
19299,1852800,-0.1533532440662384,0.6833996176719666,2.2854645252227783,4789,0.03552369773387909,30.05,386,0.0023365020751953125,19300,0.0004
19399,1862400,-0.1633586436510086,0.08581861108541489,2.123476028442383,4816,-0.06309487670660019,19.48,386,0.0033462047576904297,19400,0.0004
19499,1872000,-0.1748034656047821,0.5878655910491943,3.416898488998413,4843,-0.16502229869365692,66.38,386,0.0004818439483642578,19500,0.0004
19599,1881600,-0.15858612954616547,0.3758542239665985,2.7356109619140625,4868,-0.06241453438997269,29.81,386,0.0007977485656738281,19600,0.0004
