#{"t_start": 1758894548.362309, "env_id": "None"}
r,l,t
6.319104,8,0.656305
7.6353,14,0.819036
252.62274,1500,29.52273
3.530602,15,30.167797
96.327199,1500,58.885766
98.89405,1263,83.121469
6.191906,71,84.458195
3.419355,15,84.635194
3.418325,15,84.834591
3.416226,15,85.018881
3.958459,43,86.056589
4.841616,85,87.509831
3.403593,15,88.161562
3.402799,15,88.350285
4.471207,64,89.6262
3.396865,15,89.803903
76.538854,1500,119.384003
3.904163,27,119.730086
3.397986,15,119.921367
3.750657,29,120.890842
3.645256,29,121.282809
3.392352,15,121.483752
3.09198,39,122.526642
4.490785,71,123.960068
65.082764,1500,156.484511
3.338224,15,156.673321
2.773204,10,156.803441
3.835082,43,157.886085
3.828408,43,158.432882
4.487499,14,159.120564
3.520765,29,159.467024
3.49122,22,159.753248
52.305264,1500,191.953622
2.894715,8,192.06111
6.7857,95,193.734009
3.327477,15,194.447129
2.995591,46,195.105981
3.318489,15,195.806361
3.606324,29,196.154727
66.995309,1500,227.948796
3.465638,22,228.735791
65.074628,1500,259.383054
3.318107,15,259.587077
59.809214,1500,294.696536
5.147395,134,297.569669
12.149643,148,300.603795
3.593828,29,301.549662
6.48043,54,302.801698
2.874551,13,302.972803
3.315582,15,303.169428
3.314856,15,303.372973
4.215525,64,304.751477
