#{"t_start": 1758894548.1924276, "env_id": "None"}
r,l,t
58.141677,264,5.859768
9.387093,141,8.465719
4.238776,29,8.814233
3.441349,15,9.470907
4.19195,29,9.812873
5.614099,71,11.153114
3.839814,31,11.988768
4.094532,29,12.329074
3.623946,15,12.505843
3.424256,19,13.206893
4.179687,29,13.521548
3.618906,15,13.690305
5.800648,78,15.018967
3.596211,15,15.667181
5.657892,78,17.015761
3.842601,22,17.261819
3.56572,15,17.427619
3.561602,15,18.072483
136.359175,1500,47.130958
3.525587,15,47.305477
9.221722,75,49.13132
6.781855,57,49.786724
3.526838,15,50.462438
5.101921,71,51.773818
3.003883,8,51.875137
3.518274,15,52.049837
3.97164,29,52.857666
2.999725,8,52.964736
3.507188,15,53.163376
3.503875,15,53.352975
2.996315,8,53.448963
3.165378,22,54.152498
4.187343,36,54.54539
5.251975,85,56.424308
11.272568,129,58.782094
2.879299,10,58.897628
2.976653,8,58.990699
3.206339,15,59.157309
3.468365,15,59.326809
5.039946,48,60.361345
103.037127,1500,89.421364
6.747496,55,90.101904
84.55049,1500,119.699852
2.935325,8,119.802998
3.909593,43,120.941122
81.515366,1500,152.983106
3.650804,29,153.35953
3.548842,29,154.279819
3.343801,15,154.46862
2.904872,8,154.572849
2.905937,8,154.678962
3.822562,36,155.64719
3.647541,29,156.013299
4.600655,92,158.241091
2.899887,8,158.343267
4.017739,57,159.563927
3.817239,43,160.623138
2.898038,8,160.72115
3.979151,50,161.364822
3.329812,15,162.174109
4.016814,57,163.442156
2.906494,19,163.677006
3.975642,50,164.867667
4.549714,92,166.55704
53.124516,1199,192.187754
3.326517,15,192.379087
3.320908,15,192.56967
5.009933,76,194.534045
4.347248,85,196.178674
3.479726,22,196.449
3.873566,30,197.335309
4.096671,57,198.574146
4.921461,106,200.378035
4.101078,64,201.746775
2.868504,13,201.916779
3.312308,15,202.628897
4.120991,57,203.866012
4.020066,71,205.360033
2.942877,24,205.653528
3.308425,15,205.847717
3.308077,15,206.045808
3.495485,29,206.915495
3.308193,15,207.10491
2.887234,8,207.206727
3.766201,43,208.269912
3.952278,44,209.328586
4.805518,46,209.935362
2.888353,8,210.06094
3.311159,15,210.817618
3.319104,15,211.044064
3.31269,15,211.272403
3.49138,29,212.232966
3.320669,15,212.427037
4.429706,65,213.829817
2.75086,10,213.970955
3.471495,22,214.294727
5.180108,75,216.468549
2.890894,8,216.572492
3.323919,15,216.766746
56.686007,1500,247.807052
4.299068,71,249.194549
3.518693,29,250.04117
3.802505,43,251.091206
3.325735,15,251.268704
3.958482,50,252.541735
3.982062,57,253.758179
64.819952,1500,286.806409
3.319573,15,287.055003
3.475827,22,288.15937
3.511288,29,288.603461
3.478588,22,288.94637
3.666962,36,290.289744
3.98153,57,291.605286
2.873584,13,291.77556
3.813892,43,293.071691
3.947518,50,293.845434
3.96873,57,295.221845
3.649584,36,296.228102
4.135028,71,297.723611
3.315406,15,297.934322
3.969881,57,299.212445
3.743309,36,300.22575
3.314884,15,300.41472
3.592201,29,300.818236
17.769767,201,305.632928
3.670464,43,306.174554
3.461586,22,306.982578
3.311706,15,307.163592
11.252287,133,310.175934
