#{"t_start": 1758894548.309354, "env_id": "None"}
r,l,t
13.906667,43,1.113083
3.932246,10,1.225753
4.433342,16,2.052815
8.092701,57,2.705523
3.472834,10,3.312802
6.471264,42,3.790123
4.9037,29,4.601081
4.8494,29,4.943833
8.240858,106,7.103035
155.984424,1500,35.854928
3.532697,15,36.540776
4.276132,43,37.067214
3.267245,15,37.244646
99.656289,1500,66.173938
4.39233,50,67.203774
3.448045,15,67.37199
4.146819,43,68.324737
4.039487,43,68.810697
81.055879,1500,97.965923
3.755347,29,98.347723
3.750466,29,99.182784
3.393616,15,99.349799
3.391863,15,99.531972
3.646765,29,99.883913
2.96781,19,100.594218
3.392383,15,100.774033
3.392432,15,100.954059
2.980863,23,101.717789
3.394924,15,101.896435
3.393692,15,102.069216
73.474666,1500,132.920048
3.373339,15,133.115431
3.372376,15,133.304343
17.062057,236,138.971091
3.359773,15,139.209827
3.362559,15,139.44883
2.884666,13,139.655351
3.360212,15,140.406328
3.3626,15,140.595114
2.914421,8,140.69286
4.901456,99,142.477103
3.884411,43,143.571383
4.312508,71,144.982921
3.876178,43,146.054425
3.351704,15,146.247552
3.782178,43,147.34311
3.735382,36,147.812106
2.767323,10,148.457977
3.864358,43,148.988522
64.752289,1500,181.012881
10.142327,96,182.85415
3.51983,29,183.778676
2.938093,28,184.136611
3.31999,15,184.340989
3.609629,29,185.242216
44.889408,561,197.110858
3.315967,15,197.288351
3.315539,15,197.472198
3.322123,15,197.659312
3.314829,15,197.850007
3.315961,15,198.57155
6.210553,44,199.10499
2.758786,10,199.735359
7.228078,147,202.6598
3.621119,29,203.022009
3.319097,15,203.734493
3.319703,15,203.93338
3.312625,15,204.135483
3.770826,43,205.255271
3.764239,43,205.792376
2.895828,19,206.555041
2.761053,10,206.674951
3.307754,15,206.862005
3.308339,15,207.051803
15.019595,172,210.897169
11.945573,147,214.019273
3.495247,29,214.984277
3.792435,43,215.57397
3.86774,39,216.675702
2.924857,27,217.046956
2.891291,8,217.696369
4.29213,71,219.168454
4.29834,78,220.727914
3.594192,29,221.109503
3.310183,15,221.834562
3.641428,36,222.288328
3.964926,50,223.456901
3.502572,29,223.834186
3.040737,15,224.562303
3.310417,15,224.744694
3.595669,29,225.136952
87.649656,1500,256.361003
4.320824,78,257.848074
3.498887,29,258.21917
3.637287,29,259.088173
12.751602,174,262.874303
2.858618,13,263.028278
3.504726,29,263.383288
13.150322,108,265.745556
2.890781,8,265.842958
3.674324,36,266.804466
3.516285,29,267.184336
3.324932,15,267.391987
3.319732,15,267.594171
3.483186,22,268.451559
3.983306,57,269.892722
2.872756,16,270.148985
3.517449,29,270.624191
4.018616,57,272.018645
3.91671,43,273.176029
3.507564,29,273.578089
2.868246,13,274.350368
2.878862,16,274.570153
4.322296,78,276.10782
2.889178,8,276.212748
2.963426,30,277.139262
3.700124,43,277.710044
5.419205,69,279.149856
