#{"t_start": 1758894548.2351089, "env_id": "None"}
r,l,t
6.657574,10,0.807337
6.528545,15,0.983465
6.353406,22,1.232677
5.638795,22,2.127061
3.74725,12,2.261725
5.75827,29,2.591712
11.842645,37,3.512358
5.190653,29,3.841946
4.071168,15,4.013511
4.93404,29,4.827924
7.5109,85,6.292362
3.164624,8,6.380698
3.155028,8,6.941992
175.083577,1500,35.672355
4.595994,11,35.812903
2.959473,10,35.929174
90.265956,1241,60.027196
2.976808,8,60.116964
4.123879,43,60.603839
3.468229,15,61.318876
3.467903,15,61.488481
4.212853,43,62.444351
4.748461,64,63.615179
8.754051,84,65.053958
3.463054,15,65.233258
5.119938,85,66.697232
82.825492,1500,95.825
91.965121,1500,125.624927
3.37975,15,126.37306
2.924964,8,126.476538
3.381283,15,126.671289
3.956655,43,127.758945
3.377011,15,127.945381
3.606132,29,128.308035
3.935675,43,129.371895
4.066572,43,130.437009
9.08748,89,132.062783
2.783204,10,132.192763
4.63938,85,134.363758
2.917607,8,134.453578
2.77896,10,134.588976
3.54691,22,134.860083
2.971141,31,135.839954
3.880447,36,136.258297
4.223855,64,137.969124
3.590367,29,139.029123
2.884293,13,139.237146
3.540459,22,139.582721
3.686444,29,140.545789
3.907723,43,141.084266
67.559639,1500,173.056139
73.747565,1500,204.390832
3.95815,57,205.675119
3.315696,15,205.866621
3.308037,15,206.580547
5.192993,36,207.023011
62.61122,1500,239.151208
3.324365,15,239.331624
65.852926,1500,270.508374
3.980483,57,271.919548
4.126449,64,273.368602
3.315339,15,273.580974
3.315478,15,274.372159
58.749992,1500,308.759817
3.460535,22,309.07653
3.309211,15,309.865693
2.903409,22,310.245113
