#{"t_start": 1758894548.375991, "env_id": "None"}
r,l,t
8.652225,15,0.725334
4.472011,8,0.817106
8.09469,36,1.229892
6.59202,36,2.280906
5.492328,29,2.61733
10.056613,106,4.808072
8.11124,38,5.722556
5.821262,57,6.846388
18.434754,88,8.374635
3.353208,13,8.533728
3.697781,15,8.713621
4.018166,22,9.450493
5.257438,57,10.59605
3.652926,15,10.767786
3.644147,15,10.981869
3.391621,16,11.169726
28.647536,158,14.373286
3.905998,22,14.62153
4.573439,43,15.590594
6.455488,106,17.244056
3.961676,29,18.039799
4.618686,50,19.086329
3.555063,15,19.257823
3.553848,15,19.429764
5.967886,99,21.542047
123.201392,1465,50.235085
3.526474,15,50.421664
3.779114,22,50.675647
3.518913,15,50.861126
3.275761,31,51.691574
3.517662,15,51.866273
3.511328,15,52.045246
3.965688,29,52.872388
2.998138,8,52.979812
3.501556,15,53.169411
3.847723,29,53.956323
3.121502,19,54.167666
3.936574,29,54.482053
3.822271,29,55.275197
3.48122,15,55.446226
4.561547,57,56.535454
3.699732,22,56.771936
42.72865,477,66.052303
37.654395,548,76.011315
3.429331,15,76.661309
4.027147,36,77.067027
9.452896,123,79.438894
81.814947,1500,108.65147
3.396356,15,109.327943
42.073543,682,122.815474
4.667679,78,124.867095
3.873135,43,125.412829
3.621336,29,126.347385
3.070084,39,126.867026
3.951262,43,127.927711
3.375122,15,128.114512
10.720367,134,130.837484
5.850292,83,132.955261
3.704224,29,133.327694
3.927481,43,134.408487
3.547684,22,134.681505
10.737734,84,136.299601
3.694106,29,137.479626
3.689701,29,137.953354
3.80657,43,139.238088
3.362159,15,139.472789
3.363049,15,139.723365
4.56251,85,141.839707
3.672771,29,142.215031
48.508179,800,159.258395
3.327908,15,159.439695
65.916535,1500,191.152215
3.802707,43,192.195524
4.16491,71,193.570369
3.325861,15,193.756168
2.895288,8,194.388521
3.677356,36,194.874679
2.884234,16,195.11932
3.945833,50,196.240304
3.703837,68,197.593675
3.321549,15,197.784372
58.028749,784,214.932302
3.315185,15,215.135067
3.47842,22,215.425751
3.32232,15,216.233801
3.654133,36,216.704136
3.324454,15,216.909298
3.608804,29,217.835715
4.220105,85,219.502059
4.136415,71,220.964458
3.310159,15,221.163216
57.490026,1500,252.541251
3.946142,50,253.681688
3.787717,43,254.223911
3.471702,22,254.992283
2.866468,16,255.183229
13.422983,97,256.898645
4.456596,14,257.584028
3.480125,22,257.857684
3.479436,22,258.138783
3.325034,15,258.837608
3.790082,43,259.370372
3.318061,15,259.573395
5.979417,49,260.722541
3.323481,15,260.92507
2.909912,75,262.903218
3.483387,22,263.173184
3.515745,29,263.529671
3.317141,15,264.228893
4.352366,11,264.361049
6.474521,37,264.819344
3.609578,29,265.693035
60.328503,1500,300.590113
4.694347,70,302.09211
4.494503,99,304.457124
3.585398,29,304.84272
3.312603,15,305.557578
