#{"t_start": 1758894548.2650166, "env_id": "None"}
r,l,t
15.757515,57,1.314911
13.755052,134,3.983603
15.373242,80,5.870087
3.854344,15,6.040335
122.921459,770,20.631809
3.021199,8,20.721488
3.542992,15,20.886322
4.769074,57,22.043261
114.74384,1500,51.619909
3.51462,15,51.802548
3.882217,29,52.143432
4.742088,20,52.852706
4.311435,43,53.398579
3.500611,15,54.023638
4.087762,36,54.419158
3.831435,29,55.202522
2.899015,10,55.315048
4.047756,36,55.724941
3.803761,29,56.503219
4.439238,50,57.519536
3.265054,31,57.868189
3.465791,15,58.038397
5.382485,82,59.907872
25.849262,300,65.274699
3.462719,15,65.445374
3.873942,29,66.274925
3.456854,15,66.441437
3.6734,22,67.159039
4.072126,36,67.559952
2.848573,10,67.676292
3.44468,15,67.846476
3.443568,15,68.485065
3.60846,17,68.6784
4.134206,43,69.65098
2.959327,8,69.74555
3.145043,27,70.056165
3.440868,15,70.228783
5.296112,64,71.437007
4.122629,43,72.390258
4.94516,56,73.484638
3.725051,29,73.817174
4.536182,57,74.91965
5.091506,34,75.770128
4.00704,43,76.725491
8.026704,81,78.130903
3.429659,15,78.298562
3.925951,36,79.200378
3.709779,29,79.527354
5.676078,43,80.519048
3.425279,15,80.698653
3.423725,15,80.879936
83.831728,1500,110.55457
77.580033,1500,142.150478
3.354933,15,142.350223
3.52447,22,143.181328
2.918495,22,143.458455
4.375501,11,143.600967
3.353881,15,143.801907
3.526974,22,144.581006
4.484815,14,144.758534
7.017378,46,145.86694
3.348232,15,146.056793
3.900139,39,146.570455
3.348595,15,147.296186
5.09248,120,149.864651
4.027973,50,150.495352
3.343656,15,151.224482
3.343908,15,151.409523
3.720938,36,151.865054
3.342068,15,152.606466
3.551935,29,152.96559
3.97072,47,154.117247
3.341896,15,154.309697
3.34386,15,154.499256
4.975816,106,156.884814
3.299967,16,157.094877
3.146255,52,158.284989
3.828607,43,159.333379
3.62609,29,159.692957
3.871347,50,160.842038
3.970259,50,162.10152
73.254278,1500,193.640779
3.319702,15,193.830303
3.932246,43,194.928613
3.502725,29,195.854923
4.04375,64,197.154196
3.60354,29,197.502616
2.761395,10,197.629392
2.903015,22,197.907605
3.315638,15,198.627496
3.322959,15,198.80607
3.315468,15,198.991946
3.478653,22,199.766399
4.457136,85,201.365703
3.471761,22,201.66137
3.318407,15,201.857227
63.689156,1500,234.106878
4.526856,35,234.54756
4.354343,11,235.198407
2.922488,24,235.487295
3.31497,15,235.671841
4.046043,64,236.988433
3.60255,29,237.852935
3.044736,15,238.041441
2.917123,21,238.306931
3.106557,64,239.633462
4.341783,78,241.124151
3.99556,57,242.33335
3.943428,50,243.586538
3.323434,15,243.779222
3.323717,15,244.504586
8.298741,82,246.006021
2.89058,8,246.103272
2.913441,31,246.484048
2.973334,42,247.517371
61.822297,1500,279.987526
3.480658,22,280.358822
3.480722,22,280.727296
3.504854,29,281.930465
3.319192,15,282.172688
3.985091,57,283.610235
3.323476,15,283.802606
3.955015,50,285.033364
3.323155,15,285.222528
3.793121,43,286.50453
3.323096,15,286.754093
3.955812,50,288.298059
