train/entropy_loss,time/total_timesteps,time/fps,train/n_updates,time/time_elapsed,rollout/ep_len_mean,train/ent_coef,rollout/ep_rew_mean,train/value_loss,train/learning_rate,time/iterations,train/policy_loss,train/explained_variance
-0.26748180389404297,8652800,468,16899,18482,440.06,0.7381333333333333,18.743350982666016,3.894836902618408,0.0003,16900,0.05674608796834946,-4.220008850097656e-05
-0.2571452856063843,8704000,468,16999,18590,435.91,0.7306666666666666,18.94175910949707,5.853293418884277,0.0003,17000,0.04366123303771019,-4.482269287109375e-05
-0.265176922082901,8755200,468,17099,18700,413.98,0.7231999999999998,17.9012393951416,6.601152420043945,0.0003,17100,0.05699576064944267,-5.9604644775390625e-06
-0.26252859830856323,8806400,468,17199,18809,418.22,0.7157333333333333,17.969942092895508,3.6520450115203857,0.0003,17200,0.04775495454668999,-2.6702880859375e-05
-0.25031763315200806,8857600,468,17299,18918,419.61,0.7082666666666668,18.25259780883789,5.911227226257324,0.0003,17300,0.04133851081132889,6.389617919921875e-05
-0.2507293224334717,8908800,468,17399,19026,416.34,0.7008000000000001,18.143335342407227,1.2281177043914795,0.0003,17400,0.00570446252822876,-7.772445678710938e-05
-0.2703322172164917,8960000,468,17499,19136,386.14,0.6933333333333334,17.818435668945312,7.968136787414551,0.0003,17500,0.020217515528202057,-1.5735626220703125e-05
-0.268377423286438,9011200,468,17599,19246,393.28,0.6858666666666666,17.824508666992188,3.95343279838562,0.0003,17600,0.039198461920022964,-5.602836608886719e-05
-0.2519259750843048,9062400,468,17699,19353,378.08,0.6784000000000001,17.301664352416992,1.5952250957489014,0.0003,17700,0.018385430797934532,-0.00012373924255371094
-0.2697471082210541,9113600,468,17799,19465,404.05,0.6709333333333334,17.977521896362305,4.775185585021973,0.0003,17800,0.05981645733118057,-3.3020973205566406e-05
-0.24975593388080597,9164800,468,17899,19574,405.16,0.6634666666666666,17.838685989379883,1.7645906209945679,0.0003,17900,0.010872039012610912,-2.0623207092285156e-05
-0.2435598373413086,9216000,468,17999,19683,383.78,0.6559999999999999,17.942171096801758,7.152606964111328,0.0003,18000,-0.013346151448786259,-2.086162567138672e-05
-0.26078611612319946,9267200,468,18099,19793,400.24,0.6485333333333334,17.95571517944336,5.941651821136475,0.0003,18100,-0.011144809424877167,-6.9141387939453125e-06
-0.25877413153648376,9318400,468,18199,19904,337.5,0.6410666666666667,16.87007713317871,6.070087432861328,0.0003,18200,0.02362540178000927,2.4437904357910156e-05
-0.25704947113990784,9369600,468,18299,20012,393.98,0.6335999999999999,18.402698516845703,3.724392890930176,0.0003,18300,0.00783025473356247,-7.867813110351562e-06
-0.2511299252510071,9420800,468,18399,20120,416.2,0.6261333333333332,18.161787033081055,2.474705696105957,0.0003,18400,0.03233581781387329,-3.5881996154785156e-05
-0.25951293110847473,9472000,468,18499,20231,372.05,0.6186666666666667,17.569812774658203,4.16738224029541,0.0003,18500,0.0027131009846925735,2.3066997528076172e-05
-0.2593708336353302,9523200,468,18599,20339,396.05,0.6112,18.25572395324707,2.0551135540008545,0.0003,18600,0.02298441343009472,8.195638656616211e-05
-0.24709896743297577,9574400,468,18699,20447,402.85,0.6037333333333335,18.569297790527344,2.5072293281555176,0.0003,18700,-0.0007485691457986832,-4.017353057861328e-05
-0.24639151990413666,9625600,468,18799,20557,375.11,0.5962666666666667,17.551828384399414,7.928706169128418,0.0003,18800,0.04412452131509781,-1.52587890625e-05
-0.2512575685977936,9676800,468,18899,20664,364.38,0.5888,17.240644454956055,6.082548141479492,0.0003,18900,-0.000790236983448267,-1.9788742065429688e-05
-0.24929766356945038,9728000,468,18999,20772,431.21,0.5813333333333333,18.916980743408203,2.9677603244781494,0.0003,19000,0.0005193375982344151,-2.5033950805664062e-05
-0.2733151316642761,9779200,468,19099,20879,358.21,0.5738666666666667,16.681987762451172,2.696472406387329,0.0003,19100,-0.0071506258100271225,-2.2172927856445312e-05
-0.2761114835739136,9830400,468,19199,20988,460.65,0.5664,19.27065086364746,2.2235307693481445,0.0003,19200,0.07421421259641647,6.866455078125e-05
-0.25046658515930176,9881600,468,19299,21095,442.03,0.5589333333333333,18.920289993286133,5.010819911956787,0.0003,19300,0.048034898936748505,-2.7060508728027344e-05
-0.23767027258872986,9932800,468,19399,21207,403.97,0.5514666666666668,17.680442810058594,1.8992160558700562,0.0003,19400,-0.01267785020172596,-6.473064422607422e-05
-0.2617833614349365,9984000,468,19499,21317,399.28,0.544,18.35638427734375,6.316369533538818,0.0003,19500,0.0520971305668354,-3.1828880310058594e-05
-0.24481135606765747,10035200,468,19599,21425,401.04,0.5365333333333333,18.687379837036133,5.246812343597412,0.0003,19600,-0.009272823110222816,-2.5033950805664062e-05
-0.28032028675079346,10086400,468,19699,21532,375.62,0.5290666666666666,17.420774459838867,4.264916896820068,0.0003,19700,0.04617175832390785,-1.1205673217773438e-05
-0.2689807415008545,10137600,468,19799,21641,374.79,0.5216000000000001,17.6975040435791,6.346487998962402,0.0003,19800,0.04428208991885185,2.09808349609375e-05
-0.261611670255661,10188800,468,19899,21749,408.8,0.5141333333333333,17.98968505859375,6.04525899887085,0.0003,19900,0.05894358456134796,-1.5497207641601562e-06
-0.2648060619831085,10240000,468,19999,21858,337.55,0.5066666666666666,16.994909286499023,5.260047912597656,0.0003,20000,-0.016720259562134743,-2.014636993408203e-05
-0.2603222727775574,10291200,468,20099,21970,378.5,0.49919999999999987,17.682466506958008,6.266448020935059,0.0003,20100,0.064669668674469,-1.7523765563964844e-05
-0.2557878792285919,10342400,468,20199,22079,433.96,0.49173333333333336,18.541282653808594,3.3506269454956055,0.0003,20200,0.01799468696117401,4.9233436584472656e-05
-0.24410691857337952,10393600,468,20299,22188,357.64,0.4842666666666666,17.108360290527344,2.4711523056030273,0.0003,20300,0.0291494932025671,-3.933906555175781e-05
-0.27665048837661743,10444800,468,20399,22297,404.71,0.4768000000000001,18.263700485229492,6.615779399871826,0.0003,20400,0.10904672741889954,-2.467632293701172e-05
-0.24656464159488678,10496000,468,20499,22405,400.26,0.46933333333333316,17.443532943725586,4.695370674133301,0.0003,20500,-0.006301447749137878,-4.410743713378906e-06
-0.26226308941841125,10547200,468,20599,22513,398.77,0.46186666666666665,18.425983428955078,1.6312029361724854,0.0003,20600,0.031114771962165833,-6.437301635742188e-05
-0.2518561780452728,10598400,468,20699,22623,417.32,0.45440000000000014,18.50414276123047,6.040768623352051,0.0003,20700,0.010559383779764175,-1.430511474609375e-06
-0.25220462679862976,10649600,468,20799,22733,415.65,0.4469333333333334,17.906715393066406,2.2813706398010254,0.0003,20800,0.029250571504235268,-5.745887756347656e-05
-0.25673091411590576,10700800,468,20899,22842,428.63,0.43946666666666667,18.42491340637207,8.48638916015625,0.0003,20900,0.006924666464328766,-8.106231689453125e-06
-0.25717657804489136,10752000,468,20999,22950,338.17,0.43199999999999994,16.68296241760254,2.2930173873901367,0.0003,21000,0.02219613641500473,-3.6954879760742188e-06
-0.2562674582004547,10803200,468,21099,23060,388.66,0.42453333333333343,17.97968101501465,5.198227882385254,0.0003,21100,0.01165631040930748,-2.8252601623535156e-05
-0.2772526741027832,10854400,468,21199,23169,414.5,0.4170666666666667,18.680866241455078,2.3817548751831055,0.0003,21200,0.05578065663576126,-3.361701965332031e-05
-0.25601857900619507,10905600,468,21299,23280,436.21,0.40959999999999996,18.530542373657227,1.0699007511138916,0.0003,21300,0.018733074888586998,-2.3365020751953125e-05
-0.2636874318122864,10956800,468,21399,23394,433.56,0.40213333333333323,18.99119758605957,9.648178100585938,0.0003,21400,0.11191665381193161,-1.4066696166992188e-05
-0.2646385431289673,11008000,468,21499,23507,403.32,0.3946666666666667,18.228954315185547,1.3170472383499146,0.0003,21500,0.028783420100808144,7.534027099609375e-05
-0.26503974199295044,11059200,468,21599,23624,428.85,0.3872,18.68437385559082,3.844898223876953,0.0003,21600,0.0444568432867527,-3.8623809814453125e-05
-0.28212934732437134,11110400,467,21699,23742,433.64,0.3797333333333335,18.185766220092773,2.0537774562835693,0.0003,21700,0.03903902322053909,-8.344650268554688e-05
-0.24848796427249908,11161600,467,21799,23851,370.44,0.3722666666666665,17.24181365966797,6.1940717697143555,0.0003,21800,0.005028535611927509,2.2649765014648438e-06
-0.2595459222793579,11212800,467,21899,23960,444.43,0.3648,18.4960994720459,6.709031581878662,0.0003,21900,0.02541716955602169,-2.7179718017578125e-05
-0.2663460969924927,11264000,467,21999,24068,359.94,0.3573333333333333,16.543468475341797,4.943027496337891,0.0003,22000,0.01313663087785244,4.0531158447265625e-06
-0.25660669803619385,11315200,467,22099,24178,391.82,0.34986666666666677,17.7070255279541,6.056780815124512,0.0003,22100,0.02230255678296089,-3.361701965332031e-05
-0.2619757354259491,11366400,467,22199,24289,357.1,0.34240000000000004,17.42245101928711,0.9536247253417969,0.0003,22200,0.007108636200428009,-5.710124969482422e-05
-0.24720263481140137,11417600,467,22299,24399,360.17,0.3349333333333333,17.59735870361328,8.275611877441406,0.0003,22300,0.02367967739701271,-4.935264587402344e-05
-0.2690872550010681,11468800,467,22399,24511,409.06,0.3274666666666666,18.925920486450195,5.78244686126709,0.0003,22400,-0.01239196490496397,-3.516674041748047e-05
-0.2642214894294739,11520000,467,22499,24621,415.0,0.32000000000000006,18.149690628051758,5.336610794067383,0.0003,22500,0.024437732994556427,-2.682209014892578e-05
-0.2604903280735016,11571200,467,22599,24732,385.52,0.31253333333333333,17.631420135498047,2.8778703212738037,0.0003,22600,0.0809813141822815,-2.396106719970703e-05
-0.25059789419174194,11622400,467,22699,24842,387.45,0.3050666666666666,18.448083877563477,5.246085166931152,0.0003,22700,0.033962152898311615,3.629922866821289e-05
-0.253511518239975,11673600,467,22799,24951,423.46,0.2976000000000001,18.106504440307617,2.3454294204711914,0.0003,22800,0.0317295677959919,-1.0132789611816406e-05
-0.26829755306243896,11724800,467,22899,25059,406.52,0.29013333333333335,18.706497192382812,3.0889949798583984,0.0003,22900,0.030045192688703537,-3.039836883544922e-05
-0.25756409764289856,11776000,467,22999,25166,354.53,0.28266666666666684,17.325159072875977,4.367368698120117,0.0003,23000,-0.006739284377545118,-4.1961669921875e-05
-0.25866198539733887,11827200,467,23099,25274,403.89,0.2751999999999999,18.838272094726562,3.3260750770568848,0.0003,23100,0.029061630368232727,4.220008850097656e-05
-0.25681743025779724,11878400,467,23199,25383,362.18,0.2677333333333334,17.13726234436035,2.707589626312256,0.0003,23200,0.03630969673395157,1.7404556274414062e-05
-0.26895463466644287,11929600,467,23299,25491,410.31,0.26026666666666665,18.055673599243164,5.745387077331543,0.0003,23300,-0.004930553957819939,-1.6808509826660156e-05
-0.2847822308540344,11980800,467,23399,25600,417.14,0.25280000000000014,18.00927734375,3.4939632415771484,0.0003,23400,0.03241060674190521,-7.092952728271484e-05
