train/entropy_loss,time/total_timesteps,time/fps,train/n_updates,time/time_elapsed,rollout/ep_len_mean,train/ent_coef,rollout/ep_rew_mean,train/value_loss,train/learning_rate,time/iterations,train/policy_loss,train/explained_variance
-0.26598596572875977,6758400,467,13199,14451,389.85,1.0144,17.990989685058594,5.400760650634766,0.0003,13200,-0.002016618847846985,0.00011610984802246094
-0.2687283158302307,6809600,467,13299,14559,415.4,1.0069333333333335,18.629268646240234,2.0830130577087402,0.0003,13300,0.019844990223646164,-7.772445678710938e-05
-0.27324581146240234,6860800,467,13399,14667,410.62,0.9994666666666667,18.033008575439453,5.509186744689941,0.0003,13400,0.03073297254741192,-1.5616416931152344e-05
-0.2575150430202484,6912000,467,13499,14778,374.92,0.992,17.45781898498535,8.277233123779297,0.0003,13500,-0.019497180357575417,-3.123283386230469e-05
-0.28257548809051514,6963200,467,13599,14885,384.86,0.9845333333333333,17.87530517578125,4.833992958068848,0.0003,13600,0.020797614008188248,-3.552436828613281e-05
-0.24740338325500488,7014400,467,13699,14994,408.7,0.9770666666666665,18.248397827148438,11.294450759887695,0.0003,13700,0.06244591251015663,-1.3947486877441406e-05
-0.2666240334510803,7065600,467,13799,15103,405.38,0.9696,17.918922424316406,3.0803380012512207,0.0003,13800,-0.0037151193246245384,-2.396106719970703e-05
-0.26699915528297424,7116800,467,13899,15211,423.15,0.9621333333333335,19.065105438232422,5.3760786056518555,0.0003,13900,-0.0020824801176786423,-3.4809112548828125e-05
-0.2559781074523926,7168000,467,13999,15322,428.87,0.9546666666666666,18.694982528686523,3.5864412784576416,0.0003,14000,0.05466151982545853,-2.2649765014648438e-05
-0.27556154131889343,7219200,467,14099,15429,388.41,0.9472,17.656660079956055,6.263689994812012,0.0003,14100,-0.009684475138783455,-4.935264587402344e-05
-0.2743360996246338,7270400,467,14199,15538,382.72,0.9397333333333333,18.252723693847656,6.961184501647949,0.0003,14200,0.03209086135029793,-3.5643577575683594e-05
-0.26238706707954407,7321600,467,14299,15647,458.63,0.9322666666666668,19.619388580322266,5.855100631713867,0.0003,14300,0.02589731104671955,-6.556510925292969e-06
-0.24380052089691162,7372800,467,14399,15755,408.65,0.9248000000000001,18.16625213623047,7.653573036193848,0.0003,14400,0.01842264086008072,-1.71661376953125e-05
-0.251920223236084,7424000,467,14499,15865,437.78,0.9173333333333333,19.05189323425293,3.34639310836792,0.0003,14500,0.054257769137620926,1.0788440704345703e-05
-0.26555389165878296,7475200,467,14599,15973,394.9,0.9098666666666666,17.779380798339844,7.906433582305908,0.0003,14600,0.06368388235569,1.043081283569336e-05
-0.2592426538467407,7526400,467,14699,16082,392.77,0.9024000000000001,17.38946533203125,5.606686592102051,0.0003,14700,0.0639830231666565,-8.821487426757812e-06
-0.2717258334159851,7577600,467,14799,16193,396.73,0.8949333333333334,18.475317001342773,3.641223907470703,0.0003,14800,-0.004364144057035446,-9.870529174804688e-05
-0.26959291100502014,7628800,467,14899,16302,408.26,0.8874666666666666,18.400815963745117,4.243693828582764,0.0003,14900,0.011745378375053406,-3.1113624572753906e-05
-0.26240599155426025,7680000,467,14999,16411,372.22,0.8799999999999999,17.6134090423584,5.963537216186523,0.0003,15000,0.07042235881090164,2.980232238769531e-07
-0.2711503207683563,7731200,467,15099,16521,373.52,0.8725333333333334,17.360136032104492,1.3596115112304688,0.0003,15100,0.04745255410671234,2.8252601623535156e-05
-0.25829899311065674,7782400,467,15199,16631,397.03,0.8650666666666667,18.0704288482666,2.6782643795013428,0.0003,15200,0.06536568701267242,2.3365020751953125e-05
-0.2414996176958084,7833600,467,15299,16739,414.11,0.8575999999999999,18.400001525878906,4.686858177185059,0.0003,15300,0.06678450852632523,2.5033950805664062e-06
-0.2594873905181885,7884800,467,15399,16848,420.32,0.8501333333333334,18.577102661132812,3.211233377456665,0.0003,15400,-0.017631273716688156,-4.76837158203125e-07
-0.2658754587173462,7936000,467,15499,16958,427.4,0.8426666666666667,18.547866821289062,4.476656436920166,0.0003,15500,0.041305817663669586,5.900859832763672e-06
-0.2511458098888397,7987200,467,15599,17070,361.88,0.8351999999999999,16.78165626525879,2.0758442878723145,0.0003,15600,0.0029305461794137955,-1.52587890625e-05
-0.27190983295440674,8038400,467,15699,17180,389.09,0.8277333333333332,17.358566284179688,4.425283908843994,0.0003,15700,0.04010046273469925,-5.257129669189453e-05
-0.25196021795272827,8089600,467,15799,17289,432.84,0.8202666666666667,18.799116134643555,4.652501106262207,0.0003,15800,0.05217581242322922,-1.9431114196777344e-05
-0.28031599521636963,8140800,467,15899,17396,408.61,0.8128,18.433629989624023,2.3392276763916016,0.0003,15900,0.006156960502266884,2.2649765014648438e-05
-0.27239707112312317,8192000,468,15999,17504,439.54,0.8053333333333335,19.235736846923828,3.551565647125244,0.0003,16000,0.05723457783460617,0.0
-0.2670668065547943,8243200,468,16099,17613,438.87,0.7978666666666667,18.919437408447266,4.872685432434082,0.0003,16100,0.03791606053709984,-2.002716064453125e-05
-0.246535062789917,8294400,467,16199,17723,427.45,0.7904,18.50682830810547,4.469142913818359,0.0003,16200,0.012445520609617233,-5.7816505432128906e-05
-0.26612961292266846,8345600,468,16299,17831,401.5,0.7829333333333333,18.21646499633789,4.123176574707031,0.0003,16300,0.0313233844935894,1.0192394256591797e-05
-0.26421642303466797,8396800,468,16399,17940,402.05,0.7754666666666667,17.984310150146484,5.483441352844238,0.0003,16400,0.013796129263937473,-5.2094459533691406e-05
-0.25931447744369507,8448000,468,16499,18048,357.22,0.768,16.94316864013672,3.5161781311035156,0.0003,16500,0.021679677069187164,-6.318092346191406e-06
-0.2778041958808899,8499200,468,16599,18157,393.59,0.7605333333333333,18.29620361328125,5.9207377433776855,0.0003,16600,0.02854040637612343,-1.1205673217773438e-05
-0.25740206241607666,8550400,468,16699,18267,410.59,0.7530666666666666,17.776771545410156,4.459667205810547,0.0003,16700,-0.009742123074829578,-5.4836273193359375e-06
-0.26933205127716064,8601600,468,16799,18375,407.38,0.7456,17.911819458007812,5.061956405639648,0.0003,16800,-0.004678722470998764,2.3186206817626953e-05
