train/learning_rate,train/value_loss,time/iterations,time/fps,time/time_elapsed,train/policy_loss,time/total_timesteps,train/n_updates,train/ent_coef,train/entropy_loss,rollout/ep_len_mean,rollout/ep_rew_mean,train/explained_variance
0.0002621632,0.4813159704208374,740,410,1384,0.03512664884328842,568320,739,0.212112,-0.36349421739578247,59.02,2.3822579383850098,-0.07305276393890381
0.0002611392,0.4662293791770935,760,410,1422,0.0285395085811615,583680,759,0.211088,-0.3786563575267792,75.63,2.427586793899536,-0.03986513614654541
0.00026011519999999996,0.6809160113334656,780,410,1459,0.030819755047559738,599040,779,0.210064,-0.377626895904541,58.34,1.9531757831573486,0.078624427318573
0.0002590912,0.44147127866744995,800,410,1495,0.04715132713317871,614400,799,0.20904,-0.3509833812713623,49.56,1.8508676290512085,-0.09879350662231445
0.0002580672,0.5689847469329834,820,410,1533,0.053301047533750534,629760,819,0.208016,-0.37039750814437866,65.18,2.464451789855957,-0.22011017799377441
0.0002570432,0.39547762274742126,840,411,1569,0.032191019505262375,645120,839,0.206992,-0.3692309260368347,56.48,2.1502463817596436,-0.0025794506072998047
0.0002560192,0.5875208377838135,860,411,1605,0.05191853642463684,660480,859,0.20596799999999998,-0.3548993766307831,54.0,2.0837583541870117,-0.1624433994293213
0.0002549952,0.6262768507003784,880,411,1643,0.022822847589850426,675840,879,0.204944,-0.36288970708847046,63.47,2.0164690017700195,-0.039351820945739746
0.0002539712,0.4504638910293579,900,411,1679,0.05745072290301323,691200,899,0.20392,-0.366588830947876,61.55,2.400338649749756,-0.13643360137939453
0.00025294719999999996,0.5167288780212402,920,411,1716,0.052948664873838425,706560,919,0.202896,-0.367256224155426,61.94,2.127445936203003,0.06986039876937866
0.0002519232,0.4934875965118408,940,411,1756,0.026747651398181915,721920,939,0.201872,-0.35185182094573975,62.57,2.286254405975342,0.06306582689285278
0.0002508992,0.5534266233444214,960,411,1793,0.03899330645799637,737280,959,0.200848,-0.38472065329551697,68.46,2.392110586166382,-0.057591915130615234
0.0002498752,0.46337687969207764,980,411,1830,0.021719858050346375,752640,979,0.199824,-0.33966875076293945,65.4,2.6281418800354004,-0.0687326192855835
0.0002488512,0.505801796913147,1000,411,1866,0.03591576963663101,768000,999,0.1988,-0.3495056629180908,63.3,2.2312488555908203,-0.20163428783416748
0.0002478272,0.33197420835494995,1020,411,1903,0.022373445332050323,783360,1019,0.197776,-0.364912211894989,65.33,2.403106451034546,0.12062186002731323
0.0002468032,0.5195719599723816,1040,411,1941,0.02933683805167675,798720,1039,0.196752,-0.36483001708984375,62.72,2.2233192920684814,0.05879175662994385
0.00024577919999999997,0.5126239061355591,1060,410,1981,0.024423297494649887,814080,1059,0.195728,-0.36649274826049805,60.44,2.0999183654785156,0.16602015495300293
0.0002447552,0.4141441285610199,1080,410,2020,0.021761957556009293,829440,1079,0.194704,-0.3573997914791107,70.73,2.518249273300171,-0.033480048179626465
0.00024373119999999997,0.5307744741439819,1100,410,2059,0.018439440056681633,844800,1099,0.19368,-0.3645261228084564,59.44,2.0959393978118896,-0.060913681983947754
0.0002427072,0.49759000539779663,1120,409,2100,0.021460074931383133,860160,1119,0.192656,-0.36561787128448486,69.28,2.096062421798706,0.015680432319641113
0.00024168319999999998,0.3813251256942749,1140,409,2140,0.027045920491218567,875520,1139,0.191632,-0.3590465486049652,73.38,2.3365488052368164,0.21548926830291748
0.00024065919999999996,0.5700325965881348,1160,408,2179,0.03244699537754059,890880,1159,0.190608,-0.3702952265739441,66.09,2.3273019790649414,0.009738504886627197
0.0002396352,0.6675518751144409,1180,408,2219,0.0260345246642828,906240,1179,0.189584,-0.3518640995025635,59.87,2.1352128982543945,0.06573086977005005
0.00023861119999999997,0.3729555010795593,1200,408,2258,0.040981899946928024,921600,1199,0.18856,-0.3593004643917084,68.16,2.380932331085205,0.0760502815246582
0.0002375872,0.3188580870628357,1220,407,2297,0.023055141791701317,936960,1219,0.187536,-0.36563849449157715,62.32,2.3598737716674805,-0.12403810024261475
0.00023656319999999998,0.6385184526443481,1240,407,2336,0.013658973388373852,952320,1239,0.186512,-0.37083467841148376,68.84,2.2791996002197266,0.024274051189422607
0.0002355392,0.29881149530410767,1260,407,2375,0.050725214183330536,967680,1259,0.185488,-0.36688411235809326,67.9,2.5183868408203125,0.10196572542190552
0.0002345152,0.5156409740447998,1280,407,2415,0.0484006404876709,983040,1279,0.184464,-0.35603028535842896,57.77,2.1244394779205322,-0.03166699409484863
0.00023349120000000002,0.6623808145523071,1300,406,2455,0.01988368108868599,998400,1299,0.18344,-0.35155439376831055,65.26,2.013387441635132,-0.10174393653869629
0.0002324672,0.6351977586746216,1320,406,2495,0.03533206507563591,1013760,1319,0.182416,-0.35553115606307983,62.75,2.2444043159484863,-0.02296137809753418
0.00023144319999999997,0.5889846682548523,1340,405,2535,0.03812115266919136,1029120,1339,0.181392,-0.3619876503944397,69.84,2.212013006210327,0.022865116596221924
0.0002304192,0.3441184163093567,1360,405,2575,0.03520888835191727,1044480,1359,0.18036799999999997,-0.3425309658050537,56.08,1.7659279108047485,-0.012285232543945312
0.00022939519999999998,0.40994852781295776,1380,405,2615,0.03356547653675079,1059840,1379,0.179344,-0.3708880841732025,73.28,2.2208070755004883,-0.017892837524414062
0.0002283712,0.541252076625824,1400,405,2654,0.03541453182697296,1075200,1399,0.17831999999999998,-0.3814520835876465,75.17,2.663922071456909,0.030063509941101074
0.0002273472,0.47061094641685486,1420,404,2693,0.03578395023941994,1090560,1419,0.177296,-0.34702086448669434,61.4,2.2536299228668213,0.01616215705871582
0.00022632319999999997,0.5133082270622253,1440,404,2733,0.03279709815979004,1105920,1439,0.17627199999999998,-0.36525052785873413,57.78,1.9634815454483032,-0.10055053234100342
0.0002252992,0.5027681589126587,1460,404,2772,0.03533487021923065,1121280,1459,0.17524800000000001,-0.36903128027915955,66.77,2.057638168334961,0.026718080043792725
0.00022427519999999998,0.34849756956100464,1480,404,2812,0.03989991173148155,1136640,1479,0.174224,-0.34579309821128845,56.9,1.8309540748596191,0.04977625608444214
0.0002232512,0.5118424892425537,1500,403,2852,0.04245308041572571,1152000,1499,0.1732,-0.36186307668685913,50.41,1.6906242370605469,-0.09776365756988525
0.00022222719999999999,0.7633260488510132,1520,403,2892,0.022178467363119125,1167360,1519,0.172176,-0.3461962640285492,62.37,2.0485072135925293,-0.013875603675842285
0.0002212032,0.3595423698425293,1540,403,2932,0.03727839142084122,1182720,1539,0.171152,-0.3414921760559082,61.03,2.4135146141052246,-0.035128116607666016
0.0002201792,0.5069645643234253,1560,403,2971,0.021344471722841263,1198080,1559,0.170128,-0.36825379729270935,60.88,2.06550669670105,0.012272953987121582
0.00021915519999999997,0.444704532623291,1580,402,3011,0.02487201616168022,1213440,1579,0.16910399999999998,-0.3601992130279541,61.92,2.4869518280029297,0.0077779293060302734
0.0002181312,0.30165839195251465,1600,402,3050,0.03328808397054672,1228800,1599,0.16808,-0.35637015104293823,63.25,2.5854995250701904,0.28091657161712646
0.0002171072,0.531879723072052,1620,402,3089,0.031016293913125992,1244160,1619,0.16705599999999998,-0.3633783757686615,65.9,2.3359763622283936,0.12498480081558228
0.0002160832,0.29645857214927673,1640,402,3129,0.014620037749409676,1259520,1639,0.166032,-0.37013691663742065,53.55,1.7129795551300049,0.12066131830215454
0.0002150592,0.5907068848609924,1660,402,3169,0.011873738840222359,1274880,1659,0.165008,-0.37528330087661743,54.33,1.8680437803268433,0.03184694051742554
0.0002140352,0.38935384154319763,1680,401,3210,0.013888496905565262,1290240,1679,0.163984,-0.36254796385765076,76.64,2.727691411972046,0.06796872615814209
0.0002130112,0.18517377972602844,1700,401,3249,0.0377853624522686,1305600,1699,0.16296,-0.380294531583786,58.95,1.789376974105835,0.2432020902633667
0.00021198719999999998,0.3748909831047058,1720,401,3289,0.03170718252658844,1320960,1719,0.161936,-0.3718357980251312,68.93,2.280454635620117,-0.023118972778320312
0.0002109632,0.3469267785549164,1740,401,3328,0.03897789865732193,1336320,1739,0.160912,-0.37962037324905396,54.54,1.9413774013519287,0.2316066026687622
0.00020993919999999998,0.4489744305610657,1760,401,3367,0.03400259464979172,1351680,1759,0.15988799999999997,-0.36890023946762085,66.21,2.384803056716919,0.04663217067718506
0.0002089152,0.34770703315734863,1780,401,3406,0.020516883581876755,1367040,1779,0.158864,-0.35617631673812866,54.56,1.9292008876800537,0.11393380165100098
0.0002078912,0.6071512699127197,1800,401,3445,0.02988704852759838,1382400,1799,0.15783999999999998,-0.357985258102417,60.8,2.2676572799682617,-0.11179053783416748
0.00020686719999999997,0.45774316787719727,1820,401,3485,0.004631705582141876,1397760,1819,0.156816,-0.3442838788032532,55.51,2.0366950035095215,0.03925079107284546
0.0002058432,0.552578866481781,1840,400,3525,0.03490098565816879,1413120,1839,0.15579199999999999,-0.36496812105178833,62.79,2.4596970081329346,0.017671287059783936
0.00020481919999999998,0.46156471967697144,1860,400,3565,0.01914377510547638,1428480,1859,0.154768,-0.3682275414466858,67.78,2.0748777389526367,0.145088791847229
0.0002037952,0.4134639501571655,1880,400,3605,0.0401926189661026,1443840,1879,0.153744,-0.3737134635448456,45.71,1.6815472841262817,0.0040253400802612305
0.0002027712,0.44900915026664734,1900,400,3645,0.012159368023276329,1459200,1899,0.15272,-0.36988815665245056,69.87,2.511829137802124,-0.02940547466278076
0.00020174720000000002,0.4562501609325409,1920,400,3684,0.03282838687300682,1474560,1919,0.151696,-0.3679201006889343,63.32,2.244638681411743,-0.04559683799743652
0.0002007232,0.28549936413764954,1940,400,3723,0.012596655637025833,1489920,1939,0.15067199999999997,-0.3765132427215576,67.18,2.3806285858154297,-0.024321436882019043
0.0001996992,0.6901633739471436,1960,400,3762,0.040921106934547424,1505280,1959,0.149648,-0.3699794411659241,60.03,1.8370797634124756,0.13142913579940796
0.0001986752,0.4067642092704773,1980,399,3802,0.045114994049072266,1520640,1979,0.14862399999999998,-0.3764210641384125,65.44,2.3283798694610596,0.053274571895599365
0.00019765119999999998,0.3728249967098236,2000,399,3841,0.030739590525627136,1536000,1999,0.1476,-0.3742273449897766,59.96,2.1979732513427734,0.21647393703460693
0.00019662720000000001,0.5730440020561218,2020,399,3881,0.036134377121925354,1551360,2019,0.14657599999999998,-0.3603646755218506,57.37,1.8670754432678223,-0.03988194465637207
0.0001956032,0.46051114797592163,2040,399,3922,0.045510806143283844,1566720,2039,0.145552,-0.3342890441417694,59.71,2.4977920055389404,0.035879433155059814
0.0001945792,0.6480503082275391,2060,399,3962,0.047246091067790985,1582080,2059,0.144528,-0.3685295581817627,62.48,2.3291239738464355,0.011681616306304932
0.0001935552,0.4888555407524109,2080,399,4001,0.00974333193153143,1597440,2079,0.14350400000000002,-0.36408448219299316,69.35,2.375786066055298,0.02240157127380371
0.00019253119999999998,0.4526226222515106,2100,399,4041,0.03577934950590134,1612800,2099,0.14248,-0.3619200587272644,70.22,2.485053062438965,0.04625082015991211
0.0001915072,0.3108934164047241,2120,398,4080,0.03818760812282562,1628160,2119,0.141456,-0.35636305809020996,61.98,2.063123941421509,0.0922231674194336
0.00019048319999999999,0.5710400342941284,2140,398,4120,0.026185518130660057,1643520,2139,0.140432,-0.3607415556907654,53.22,1.8910518884658813,-0.10369980335235596
0.00018945920000000002,0.6784352660179138,2160,398,4159,0.035112783312797546,1658880,2159,0.13940799999999998,-0.3569670617580414,59.79,2.2418057918548584,0.07902532815933228
0.0001884352,0.6063966751098633,2180,398,4198,0.04908437281847,1674240,2179,0.138384,-0.3529755771160126,73.44,2.752329111099243,-0.21285247802734375
0.0001874112,0.43124303221702576,2200,398,4238,0.024590319022536278,1689600,2199,0.13735999999999998,-0.3738766610622406,68.09,2.3590383529663086,0.03750920295715332
0.0001863872,0.3366718292236328,2220,398,4278,0.0314965657889843,1704960,2219,0.13633599999999998,-0.3722788989543915,63.1,1.932540774345398,-0.18259310722351074
0.00018536319999999998,0.32178711891174316,2240,398,4318,0.02677265554666519,1720320,2239,0.135312,-0.35958370566368103,56.58,1.9543768167495728,-0.08018553256988525
0.00018433919999999998,0.2164543867111206,2260,398,4358,0.019247889518737793,1735680,2259,0.13428800000000002,-0.3544568717479706,58.65,2.154083013534546,-0.08082795143127441
0.0001833152,0.47845837473869324,2280,398,4398,0.031246712431311607,1751040,2279,0.133264,-0.3567086160182953,55.93,1.8411531448364258,0.003287374973297119
0.00018229120000000002,0.5932901501655579,2300,398,4436,0.029938548803329468,1766400,2299,0.13224,-0.36880582571029663,61.5,2.429664134979248,-0.14650070667266846
0.0001812672,0.5889744758605957,2320,398,4475,0.01069016382098198,1781760,2319,0.131216,-0.35898709297180176,72.01,2.3483026027679443,0.12073671817779541
0.0001802432,0.46339473128318787,2340,398,4514,0.034082334488630295,1797120,2339,0.13019199999999997,-0.35335108637809753,52.17,1.9125888347625732,0.06612032651901245
0.0001792192,0.5237631797790527,2360,397,4554,0.03638719394803047,1812480,2359,0.129168,-0.3666015565395355,59.49,2.1436662673950195,-0.09431087970733643
0.00017819519999999998,0.29000532627105713,2380,397,4593,0.01692393235862255,1827840,2379,0.12814399999999998,-0.380070298910141,64.65,2.222583293914795,0.05017542839050293
0.0001771712,0.5394107103347778,2400,397,4634,0.01529008150100708,1843200,2399,0.12712,-0.35660097002983093,62.64,2.332489252090454,-0.1257317066192627
0.0001761472,0.45908793807029724,2420,397,4673,0.03145488351583481,1858560,2419,0.12609599999999999,-0.3717457056045532,62.79,1.8871612548828125,-0.11022341251373291
0.00017512319999999997,0.46454378962516785,2440,397,4712,0.009720108471810818,1873920,2439,0.12507200000000002,-0.37136849761009216,64.27,1.9109725952148438,0.14235109090805054
0.0001740992,0.47196540236473083,2460,397,4752,0.025703376159071922,1889280,2459,0.12404799999999999,-0.38293546438217163,62.71,1.884902000427246,-0.0488734245300293
0.0001730752,0.8207137584686279,2480,397,4792,0.047542911022901535,1904640,2479,0.123024,-0.35802385210990906,55.56,2.1784369945526123,-0.04790759086608887
0.0001720512,0.6678647398948669,2500,397,4831,0.014592384919524193,1920000,2499,0.122,-0.36113759875297546,65.1,2.303184986114502,0.026000797748565674
0.0001710272,0.3951706886291504,2520,397,4870,0.032154545187950134,1935360,2519,0.120976,-0.3632219731807709,58.91,2.081388473510742,-0.05653059482574463
0.0001700032,0.5181459188461304,2540,397,4910,0.015287600457668304,1950720,2539,0.11995199999999998,-0.37277835607528687,59.51,1.835201621055603,0.019421875476837158
0.0001689792,0.6400055885314941,2560,397,4949,0.034653615206480026,1966080,2559,0.11892799999999998,-0.3726353645324707,55.44,1.904211401939392,-0.1309490203857422
0.00016795519999999997,0.5939006805419922,2580,396,4991,0.03166087716817856,1981440,2579,0.11790400000000001,-0.3564809262752533,63.27,2.34765887260437,0.0033048391342163086
0.0001669312,0.5285301208496094,2600,396,5031,0.009172944352030754,1996800,2599,0.11688000000000001,-0.35276493430137634,60.77,2.1519582271575928,-0.053844332695007324
0.0001659072,0.5255781412124634,2620,396,5070,0.04579143971204758,2012160,2619,0.11585599999999999,-0.3593284487724304,60.71,2.2322702407836914,-0.1063162088394165
0.00016488320000000001,0.5734042525291443,2640,396,5109,0.04451216384768486,2027520,2639,0.11483199999999999,-0.3621360659599304,59.79,1.7403318881988525,-0.19166576862335205
0.0001638592,0.4223215579986572,2660,396,5148,0.03561248630285263,2042880,2659,0.11380799999999999,-0.3591591715812683,58.89,2.094665288925171,0.14350229501724243
0.0001628352,0.46359413862228394,2680,396,5187,0.035423267632722855,2058240,2679,0.112784,-0.3605107069015503,51.17,1.8387738466262817,0.045855700969696045
0.0001618112,0.6134540438652039,2700,396,5227,0.029084190726280212,2073600,2699,0.11176,-0.35175713896751404,60.64,2.2879111766815186,0.026659250259399414
0.0001607872,0.688310980796814,2720,396,5267,0.04420451447367668,2088960,2719,0.11073599999999997,-0.37113088369369507,61.71,1.962556004524231,0.04469180107116699
0.0001597632,0.4795527458190918,2740,396,5306,0.010576504282653332,2104320,2739,0.109712,-0.3531857430934906,70.92,2.2501120567321777,-0.17895328998565674
0.00015873919999999999,0.3195911943912506,2760,396,5345,0.026355497539043427,2119680,2759,0.108688,-0.3772972524166107,65.04,2.5397632122039795,0.0965537428855896
0.00015771520000000002,0.34509915113449097,2780,396,5384,0.020512182265520096,2135040,2779,0.10766400000000001,-0.3530982434749603,58.88,2.340102434158325,-0.1358623504638672
0.0001566912,0.7042948603630066,2800,396,5421,0.04247818514704704,2150400,2799,0.10663999999999998,-0.37462425231933594,69.41,2.758795976638794,-0.057145118713378906
0.0001556672,0.6283074617385864,2820,396,5459,0.024535328149795532,2165760,2819,0.10561599999999999,-0.3549027442932129,59.74,2.052536725997925,0.0286329984664917
0.0001546432,0.4906303286552429,2840,396,5496,0.020059727132320404,2181120,2839,0.10459199999999999,-0.3476855754852295,62.43,2.2511768341064453,-0.02192401885986328
0.0001536192,0.6878553628921509,2860,396,5533,0.027062490582466125,2196480,2859,0.103568,-0.36329385638237,64.13,2.330073356628418,-0.13117003440856934
0.0001525952,0.32805076241493225,2880,397,5570,0.040446385741233826,2211840,2879,0.102544,-0.3659166693687439,62.92,2.170424699783325,0.15515810251235962
0.0001515712,0.6518333554267883,2900,397,5609,0.03044610098004341,2227200,2899,0.10152,-0.36248308420181274,55.85,2.086426019668579,0.08677560091018677
0.0001505472,0.4136536121368408,2920,397,5648,0.027353063225746155,2242560,2919,0.100496,-0.3745307922363281,64.57,2.2095839977264404,0.10370779037475586
0.0001495232,0.5188406109809875,2940,396,5687,0.028615418821573257,2257920,2939,0.099472,-0.35130366683006287,60.39,2.061774730682373,0.05274820327758789
0.0001484992,0.4816884994506836,2960,396,5727,0.012477081269025803,2273280,2959,0.09844799999999998,-0.37091073393821716,69.51,2.37662410736084,-0.007726430892944336
0.0001474752,0.5473034381866455,2980,396,5766,0.03850719332695007,2288640,2979,0.09742399999999998,-0.35991036891937256,64.44,2.1156656742095947,0.019960641860961914
0.0001464512,0.5786882638931274,3000,396,5806,0.02368895336985588,2304000,2999,0.09639999999999999,-0.3650474548339844,60.65,1.9041937589645386,-0.10501980781555176
0.00014542720000000002,0.4763965606689453,3020,396,5846,0.03399493545293808,2319360,3019,0.09537599999999999,-0.35472702980041504,60.09,2.2519397735595703,-0.031045198440551758
0.0001444032,0.41623491048812866,3040,396,5885,0.05329274386167526,2334720,3039,0.09435199999999999,-0.38737303018569946,65.64,2.394186496734619,0.0787423849105835
0.0001433792,0.5152825117111206,3060,396,5925,0.06755857169628143,2350080,3059,0.093328,-0.36882829666137695,56.2,2.0393741130828857,-0.03417015075683594
0.0001423552,0.6657873392105103,3080,396,5964,0.06050531566143036,2365440,3079,0.092304,-0.37215107679367065,72.26,2.5118510723114014,0.03968924283981323
0.00014133119999999998,0.42055749893188477,3100,396,6003,0.039420902729034424,2380800,3099,0.09128,-0.3421648442745209,56.76,1.825294017791748,-0.043947696685791016
0.0001403072,0.6213091611862183,3120,396,6042,0.03609143942594528,2396160,3119,0.090256,-0.36332201957702637,63.81,2.1328346729278564,-0.08325600624084473
0.00013928320000000002,0.4505806565284729,3140,396,6083,0.032675519585609436,2411520,3139,0.08923199999999998,-0.377481073141098,70.55,2.4583327770233154,0.11286157369613647
0.00013825920000000002,0.5442796945571899,3160,396,6122,0.009000517427921295,2426880,3159,0.08820799999999998,-0.3863510489463806,66.63,2.1002564430236816,0.10495078563690186
0.0001372352,0.44701528549194336,3180,396,6161,0.014981796965003014,2442240,3179,0.08718399999999998,-0.3422118127346039,75.62,2.6325571537017822,0.07122236490249634
0.0001362112,0.5706652402877808,3200,396,6201,0.04873299598693848,2457600,3199,0.08615999999999999,-0.3697658181190491,59.41,2.151787757873535,0.03560119867324829
0.0001351872,0.44552528858184814,3220,396,6240,0.03919488936662674,2472960,3219,0.08513599999999999,-0.3529319763183594,46.27,1.8795292377471924,-0.05124032497406006
0.00013416319999999998,0.5639315843582153,3240,396,6279,0.03325902670621872,2488320,3239,0.08411199999999999,-0.3656615912914276,68.3,2.3008158206939697,0.013102352619171143
0.0001331392,0.35524582862854004,3260,396,6318,0.03241438418626785,2503680,3259,0.083088,-0.3502621352672577,67.67,2.2479870319366455,0.088437020778656
0.00013211520000000002,0.40380996465682983,3280,396,6358,0.036929450929164886,2519040,3279,0.082064,-0.3639260232448578,59.14,2.263399124145508,-0.04390120506286621
0.00013109120000000002,0.47232723236083984,3300,396,6398,0.004207656718790531,2534400,3299,0.08104,-0.37730884552001953,69.24,2.53159236907959,0.021332859992980957
0.0001300672,0.6085909008979797,3320,395,6439,0.051922932267189026,2549760,3319,0.08001599999999998,-0.35998794436454773,65.8,2.473513603210449,-0.04292428493499756
0.0001290432,0.508220911026001,3340,395,6478,0.02526693604886532,2565120,3339,0.07899199999999998,-0.3714517056941986,60.23,2.077312707901001,-0.08822321891784668
0.0001280192,0.38450807332992554,3360,395,6518,0.027512531727552414,2580480,3359,0.07796799999999998,-0.3739236295223236,68.6,2.2425801753997803,0.24986934661865234
0.0001269952,0.6943302154541016,3380,395,6557,0.04407837614417076,2595840,3379,0.07694399999999998,-0.3623150587081909,60.99,2.405789852142334,-0.014212846755981445
0.0001259712,0.548008918762207,3400,395,6597,0.004153724759817123,2611200,3399,0.07591999999999999,-0.35968607664108276,63.27,2.1768991947174072,-0.10254919528961182
0.0001249472,0.8043497800827026,3420,395,6645,0.042639147490262985,2626560,3419,0.07489599999999999,-0.3594517111778259,63.93,2.5802001953125,-0.1059105396270752
0.0001239232,0.6316207647323608,3440,393,6709,0.03600558266043663,2641920,3439,0.073872,-0.36330723762512207,67.4,2.285277843475342,-0.010964035987854004
0.0001228992,0.3353537917137146,3460,392,6769,0.007816983386874199,2657280,3459,0.072848,-0.3493289351463318,69.17,2.2049307823181152,-0.02697014808654785
0.00012187520000000001,0.46035632491111755,3480,390,6837,0.02786168083548546,2672640,3479,0.071824,-0.3605811595916748,57.92,2.0984199047088623,0.0713004469871521
0.00012085120000000001,0.44468826055526733,3500,389,6906,0.04333510622382164,2688000,3499,0.07079999999999997,-0.35809826850891113,64.82,2.346403121948242,-0.2133009433746338
0.0001198272,0.4959232807159424,3520,387,6974,0.027697447687387466,2703360,3519,0.06977599999999998,-0.3739239573478699,72.14,2.5678374767303467,-0.05533933639526367
