rollout/ep_rew_mean,train/ent_coef,train/value_loss,rollout/ep_len_mean,time/iterations,train/learning_rate,time/total_timesteps,time/fps,train/explained_variance,time/time_elapsed,train/n_updates,train/entropy_loss,train/policy_loss
-0.3942479193210602,0.199312,0.5139203071594238,62.53,66,0.00025007999999999996,50688,401,0.13507503271102905,126,65,-0.6641987562179565,0.00891040451824665
-0.48246756196022034,0.19700800000000002,0.6598052382469177,51.67,69,0.000247776,52992,400,-0.015715718269348145,132,68,-0.6664490103721619,0.012904979288578033
-0.4678118824958801,0.194704,0.6972751617431641,41.35,72,0.000245472,55296,400,-0.18564653396606445,138,71,-0.6680526733398438,-0.00472198985517025
-0.2758328318595886,0.19240000000000002,0.6196438074111938,44.21,75,0.000243168,57600,399,-0.09269535541534424,144,74,-0.667044997215271,0.006387208588421345
-0.31660985946655273,0.190096,0.5575358867645264,42.85,78,0.00024086400000000003,59904,399,-0.04272723197937012,150,77,-0.670094907283783,0.01964908465743065
-0.3802047073841095,0.18779200000000001,0.6161105632781982,53.58,81,0.00023856000000000002,62208,398,-0.08698868751525879,156,80,-0.6667304039001465,0.01054619811475277
-0.4119805097579956,0.185488,0.5211586952209473,61.63,84,0.000236256,64512,396,0.1737496256828308,162,83,-0.6653121113777161,0.019174590706825256
-0.48884260654449463,0.183184,0.6076189279556274,63.67,87,0.000233952,66816,395,-0.15878701210021973,168,86,-0.6692261695861816,0.005580728407949209
-0.46545735001564026,0.18087999999999999,0.47811955213546753,58.72,90,0.000231648,69120,395,0.15712594985961914,174,89,-0.6667125225067139,0.006546646356582642
-0.46529892086982727,0.178576,0.5634381771087646,53.03,93,0.00022934399999999998,71424,395,-0.11151528358459473,180,92,-0.6666152477264404,0.024301907047629356
-0.36410588026046753,0.17627199999999998,0.514527440071106,38.05,96,0.00022703999999999997,73728,395,-0.00048661231994628906,186,95,-0.6677383184432983,0.008265957236289978
-0.5523128509521484,0.173968,0.7050672769546509,45.16,99,0.000224736,76032,394,0.10107332468032837,192,98,-0.666008710861206,0.0042037321254611015
-0.6257097125053406,0.17166399999999998,0.6917910575866699,54.52,102,0.000222432,78336,394,0.035962700843811035,198,101,-0.6626194715499878,0.016790784895420074
-0.6425727605819702,0.16936,0.4701811969280243,62.41,105,0.000220128,80640,394,0.14494335651397705,204,104,-0.6663115620613098,0.0064993686974048615
-0.505923867225647,0.16705599999999998,0.5734599828720093,63.31,108,0.00021782399999999998,82944,394,-0.10663318634033203,210,107,-0.6672927737236023,-0.00750577962026
-0.4307865500450134,0.164752,0.545707643032074,59.2,111,0.00021552,85248,394,-0.11264920234680176,216,110,-0.667701244354248,0.007462969981133938
-0.4790478050708771,0.16244799999999998,0.643855094909668,59.99,114,0.000213216,87552,394,-0.08943831920623779,221,113,-0.6661360263824463,-0.0014866351848468184
-0.3295135498046875,0.160144,0.4334951341152191,51.57,117,0.000210912,89856,394,0.08508092164993286,227,116,-0.6690351963043213,-0.00045851743197999895
-0.6006923913955688,0.15783999999999998,0.5142833590507507,55.25,120,0.000208608,92160,394,-0.1014106273651123,233,119,-0.6677054166793823,-0.003425993025302887
-0.6059989333152771,0.155536,0.5400550365447998,54.15,123,0.00020630399999999998,94464,394,-0.006644725799560547,239,122,-0.6659161448478699,-0.0014891549944877625
-0.42488864064216614,0.15323199999999998,0.552965521812439,41.55,126,0.000204,96768,394,0.18285006284713745,245,125,-0.6649075746536255,0.005909035913646221
-0.35810473561286926,0.150928,0.6105971336364746,45.26,129,0.00020169600000000002,99072,394,0.05216383934020996,251,128,-0.6641210913658142,0.016760168597102165
-0.3860911428928375,0.14862399999999998,0.8000367879867554,55.48,132,0.000199392,101376,394,-0.15665054321289062,257,131,-0.6671213507652283,-0.008731681853532791
-0.4914931356906891,0.14632,0.5460206866264343,58.27,135,0.000197088,103680,393,0.07928669452667236,263,134,-0.6662449836730957,0.0013156974455341697
-0.577104926109314,0.144016,0.49786123633384705,57.04,138,0.00019478399999999998,105984,393,0.18151217699050903,269,137,-0.6684436798095703,0.01885233446955681
-0.4994080364704132,0.141712,0.6549960970878601,49.65,141,0.00019248,108288,393,-0.032030344009399414,274,140,-0.6681773662567139,0.0010277548572048545
-0.5566957592964172,0.13940799999999998,0.6237411499023438,53.16,144,0.000190176,110592,393,0.06224781274795532,280,143,-0.6614433526992798,0.02031591534614563
-0.554201602935791,0.137104,0.572516918182373,62.47,147,0.000187872,112896,393,0.04743194580078125,286,146,-0.6677101850509644,0.01364811323583126
-0.5613235235214233,0.1348,0.6678516268730164,63.5,150,0.000185568,115200,393,0.05395805835723877,292,149,-0.6658818125724792,-0.002432196168228984
-0.5164862275123596,0.132496,0.5578407049179077,50.18,153,0.00018326399999999999,117504,393,0.02741408348083496,298,152,-0.6678785085678101,-0.005476042628288269
-0.5571798086166382,0.13019199999999997,0.6411128640174866,47.78,156,0.00018096,119808,393,-0.029203057289123535,304,155,-0.6692980527877808,0.0015843473374843597
-0.5888229608535767,0.127888,0.4993424415588379,53.09,159,0.000178656,122112,392,0.1055762767791748,310,158,-0.6644489169120789,0.0007489845156669617
-0.5382893085479736,0.125584,0.6168063879013062,51.21,162,0.000176352,124416,392,-0.020976662635803223,316,161,-0.6675795316696167,-0.00010405108332633972
-0.4272822439670563,0.12327999999999997,0.6342660784721375,41.08,165,0.000174048,126720,392,0.14885348081588745,322,164,-0.6641862392425537,0.02441953681409359
-0.5372354984283447,0.120976,0.6431107521057129,48.23,168,0.000171744,129024,392,-0.0012954473495483398,328,167,-0.6671837568283081,0.01568511500954628
-0.49050506949424744,0.118672,0.45107072591781616,57.81,171,0.00016943999999999998,131328,392,-0.1191396713256836,334,170,-0.6669661402702332,0.01022588275372982
-0.5214561820030212,0.116368,0.6811472177505493,57.73,174,0.000167136,133632,392,-0.09699106216430664,340,173,-0.6686188578605652,0.014069972559809685
-0.49726569652557373,0.114064,0.7256718873977661,45.01,177,0.000164832,135936,391,0.14222729206085205,346,176,-0.6655269861221313,0.012385185807943344
-0.33914223313331604,0.11176,0.5409506559371948,44.57,180,0.000162528,138240,391,0.12077736854553223,352,179,-0.6660537719726562,0.012735865078866482
-0.3743891417980194,0.109456,0.574904203414917,51.75,183,0.00016022400000000002,140544,391,0.18441814184188843,358,182,-0.6683871150016785,-0.005564908497035503
-0.5590853095054626,0.107152,0.605157196521759,54.17,186,0.00015791999999999998,142848,391,0.05999201536178589,364,185,-0.6675982475280762,-0.018302958458662033
-0.4746563732624054,0.104848,0.5280106067657471,50.46,189,0.000155616,145152,391,0.11467534303665161,370,188,-0.6654414534568787,-0.0038129850290715694
-0.46823856234550476,0.102544,0.5539255142211914,47.37,192,0.000153312,147456,391,0.3231809139251709,376,191,-0.6638844609260559,0.009035254828631878
-0.42384758591651917,0.10024,0.5854426622390747,53.37,195,0.000151008,149760,391,0.21100598573684692,382,194,-0.6635147333145142,0.02070154994726181
-0.4910106658935547,0.097936,0.4704307019710541,57.8,198,0.000148704,152064,391,0.11557525396347046,388,197,-0.6657685041427612,0.018676888197660446
-0.5903725624084473,0.095632,0.6391873359680176,58.54,201,0.00014639999999999998,154368,391,-0.11526858806610107,394,200,-0.667386531829834,0.020056409761309624
-0.635700523853302,0.093328,0.6086381673812866,57.55,204,0.000144096,156672,391,-0.08776366710662842,400,203,-0.6708415746688843,0.01656503975391388
-0.6844672560691833,0.091024,0.5319764614105225,57.72,207,0.00014179200000000001,158976,390,-0.03583323955535889,406,206,-0.6670417785644531,0.00403028167784214
-0.5517179369926453,0.08872,0.5262047648429871,48.95,210,0.000139488,161280,390,-0.013357281684875488,413,209,-0.6701526045799255,0.004952955059707165
-0.4340817630290985,0.08641599999999999,0.5399494171142578,41.86,213,0.000137184,163584,389,-0.047690391540527344,419,212,-0.6667571067810059,0.022572306916117668
-0.5869871377944946,0.08411199999999999,0.6159189939498901,52.25,216,0.00013488,165888,389,0.014772415161132812,425,215,-0.6671926379203796,0.012729473412036896
-0.5796854496002197,0.08180799999999999,0.48316138982772827,60.11,219,0.000132576,168192,388,0.009506165981292725,432,218,-0.6660259962081909,0.0371161587536335
-0.4867100119590759,0.07950399999999999,0.6467070579528809,58.38,222,0.00013027200000000002,170496,388,0.08214771747589111,439,221,-0.6645499467849731,-0.0018261385848745704
-0.5020005702972412,0.07719999999999999,0.49872979521751404,53.74,225,0.000127968,172800,387,-0.04588663578033447,445,224,-0.6694179773330688,-0.010842266492545605
-0.5562266707420349,0.07489599999999999,0.4305850863456726,49.57,228,0.000125664,175104,387,-0.05863761901855469,451,227,-0.671353816986084,0.010395286604762077
-0.5894036293029785,0.07259199999999999,0.5021620392799377,58.05,231,0.00012336,177408,387,0.20994901657104492,457,230,-0.6628016233444214,0.02364552766084671
-0.5216764211654663,0.07028799999999999,0.7023301124572754,58.37,234,0.00012105600000000001,179712,387,-0.0418781042098999,463,233,-0.668832540512085,0.006929636001586914
-0.4094368815422058,0.06798399999999999,0.50128173828125,49.43,237,0.00011875199999999999,182016,387,0.09459900856018066,470,236,-0.6649565100669861,0.021543098613619804
-0.6150419116020203,0.06567999999999999,0.5504496693611145,54.94,240,0.00011644800000000001,184320,387,-0.10015380382537842,476,239,-0.6700620651245117,-0.003912224434316158
-0.5816633701324463,0.06337599999999999,0.5768272280693054,55.65,243,0.00011414400000000001,186624,386,0.11737978458404541,482,242,-0.667432427406311,0.011322908103466034
-0.5439968705177307,0.06107199999999999,0.5785565376281738,56.79,246,0.00011184000000000001,188928,386,0.046364545822143555,488,245,-0.6666128039360046,0.012497263960540295
-0.3947483003139496,0.05876799999999999,0.4698907136917114,61.33,249,0.00010953599999999999,191232,386,-0.11576223373413086,494,248,-0.6659238338470459,0.00392159353941679
-0.32444676756858826,0.056463999999999986,0.5282347202301025,52.08,252,0.00010723199999999999,193536,386,-0.38760483264923096,500,251,-0.6665114164352417,0.008106059394776821
-0.4860492944717407,0.054159999999999986,0.5987130999565125,57.72,255,0.00010492800000000001,195840,385,0.13535720109939575,507,254,-0.668333888053894,0.016650492325425148
-0.4565955698490143,0.051855999999999985,0.5272691249847412,49.38,258,0.00010262400000000001,198144,385,0.16375339031219482,513,257,-0.6643619537353516,0.00962654035538435
-0.4571410119533539,0.04999999999999999,0.6510836482048035,52.82,261,0.00010032000000000002,200448,385,0.12717270851135254,519,260,-0.6664771437644958,0.017303571105003357
