train/learning_rate,train/explained_variance,train/ent_coef,time/fps,time/time_elapsed,rollout/ep_len_mean,train/n_updates,rollout/ep_rew_mean,train/policy_loss,train/entropy_loss,time/total_timesteps,time/iterations,train/value_loss
0.0003,-0.0001952648162841797,0.7306666666666666,440,19766,118.45,16999,8.36051082611084,0.04631238430738449,-0.27547213435173035,8704000,17000,3.478943347930908
0.0003,-0.0002307891845703125,0.7231999999999998,440,19885,156.65,17099,10.191132545471191,0.0014262683689594269,-0.25615036487579346,8755200,17100,1.3985977172851562
0.0003,-7.545948028564453e-05,0.7157333333333333,440,20004,189.72,17199,11.388827323913574,0.06330502778291702,-0.257082462310791,8806400,17200,2.8597207069396973
0.0003,-0.00013768672943115234,0.7082666666666668,440,20124,153.55,17299,9.863997459411621,0.02640325203537941,-0.29556605219841003,8857600,17300,6.346996307373047
0.0003,1.1861324310302734e-05,0.7008000000000001,440,20247,169.26,17399,11.309025764465332,0.049753978848457336,-0.26586395502090454,8908800,17400,3.30521297454834
0.0003,-0.00014531612396240234,0.6933333333333334,439,20369,209.01,17499,12.210349082946777,0.05523648485541344,-0.28205370903015137,8960000,17500,3.017972469329834
0.0003,-8.630752563476562e-05,0.6858666666666666,439,20487,189.78,17599,11.152539253234863,0.05802125483751297,-0.2772207260131836,9011200,17600,7.238558769226074
0.0003,-0.00011515617370605469,0.6784000000000001,439,20603,152.67,17699,9.747641563415527,0.05097699910402298,-0.272699236869812,9062400,17700,6.249311447143555
0.0003,-0.00013017654418945312,0.6709333333333334,439,20719,190.76,17799,10.998315811157227,0.02063312754034996,-0.23290503025054932,9113600,17800,4.499385833740234
0.0003,-7.927417755126953e-05,0.6634666666666666,439,20837,156.77,17899,9.768321990966797,0.004328320734202862,-0.2873697578907013,9164800,17900,4.8693695068359375
0.0003,-0.00030934810638427734,0.6559999999999999,439,20953,188.14,17999,11.378958702087402,0.0005021756514906883,-0.2629144489765167,9216000,18000,1.2330150604248047
0.0003,-4.7206878662109375e-05,0.6485333333333334,439,21069,174.42,18099,11.290229797363281,0.01835768111050129,-0.2511788606643677,9267200,18100,4.780923366546631
0.0003,-8.285045623779297e-05,0.6410666666666667,439,21187,153.18,18199,10.35470962524414,0.08097714185714722,-0.3255802094936371,9318400,18200,4.067948341369629
0.0003,-7.11679458618164e-05,0.6335999999999999,439,21304,193.8,18299,11.373156547546387,0.061174143105745316,-0.28068268299102783,9369600,18300,3.2947869300842285
0.0003,-0.00020587444305419922,0.6261333333333332,439,21422,127.18,18399,9.230735778808594,-0.00035990774631500244,-0.252056360244751,9420800,18400,2.7523813247680664
0.0003,-5.2928924560546875e-05,0.6186666666666667,439,21538,240.12,18499,14.162946701049805,0.058216311037540436,-0.2900101840496063,9472000,18500,2.7846808433532715
0.0003,-0.00010311603546142578,0.6112,439,21653,136.76,18599,8.717718124389648,0.04571150615811348,-0.257057785987854,9523200,18600,3.6331844329833984
0.0003,-0.00015735626220703125,0.6037333333333335,439,21771,266.74,18699,15.464491844177246,0.031885839998722076,-0.2881290912628174,9574400,18700,5.8033952713012695
0.0003,-4.2438507080078125e-05,0.5962666666666667,439,21889,209.61,18799,11.475680351257324,0.0724717304110527,-0.26879528164863586,9625600,18800,3.001873016357422
0.0003,-7.724761962890625e-05,0.5888,439,22007,180.41,18899,11.176105499267578,0.06276074051856995,-0.2687382698059082,9676800,18900,2.9571425914764404
0.0003,-0.00016987323760986328,0.5813333333333333,439,22122,124.15,18999,8.822887420654297,0.017876751720905304,-0.26040852069854736,9728000,19000,4.049517631530762
0.0003,-3.6835670471191406e-05,0.5738666666666667,439,22240,146.33,19099,9.491332054138184,0.034194715321063995,-0.2721657454967499,9779200,19100,5.851571083068848
0.0003,-0.00012433528900146484,0.5664,439,22355,171.79,19199,9.943819999694824,0.02338281273841858,-0.2752291262149811,9830400,19200,2.884420394897461
0.0003,5.930662155151367e-05,0.5589333333333333,439,22466,104.64,19299,7.633007049560547,0.10418538004159927,-0.23493294417858124,9881600,19300,6.958019256591797
0.0003,-3.0994415283203125e-05,0.5514666666666668,439,22578,129.28,19399,8.799495697021484,0.03876390680670738,-0.28669869899749756,9932800,19400,2.4952590465545654
0.0003,-0.00016367435455322266,0.544,439,22691,214.09,19499,12.483595848083496,0.03213992714881897,-0.29308146238327026,9984000,19500,2.3494019508361816
0.0003,-0.0001437664031982422,0.5365333333333333,440,22805,151.47,19599,9.404268264770508,0.02612462267279625,-0.27576011419296265,10035200,19600,2.5460379123687744
0.0003,-0.0001838207244873047,0.5290666666666666,440,22916,197.72,19699,12.004790306091309,0.044143371284008026,-0.28503715991973877,10086400,19700,2.1747639179229736
0.0003,-0.0001163482666015625,0.5216000000000001,440,23032,186.02,19799,11.014093399047852,0.06296072155237198,-0.2607361972332001,10137600,19800,3.0096418857574463
0.0003,-0.00012099742889404297,0.5141333333333333,440,23145,180.26,19899,11.170576095581055,-0.010817729867994785,-0.25739264488220215,10188800,19900,2.1536741256713867
0.0003,8.14199447631836e-05,0.5066666666666666,440,23258,207.45,19999,11.576333999633789,0.07265923172235489,-0.27646660804748535,10240000,20000,3.728402853012085
0.0003,-0.00021827220916748047,0.49919999999999987,440,23370,160.21,20099,9.764017105102539,-0.020260192453861237,-0.28219664096832275,10291200,20100,4.029729843139648
0.0003,-9.59634780883789e-05,0.49173333333333336,440,23482,171.56,20199,10.345903396606445,0.009497799910604954,-0.26922816038131714,10342400,20200,2.9251630306243896
0.0003,-0.00016617774963378906,0.4842666666666666,440,23595,178.71,20299,10.58166217803955,0.019737405702471733,-0.2742801308631897,10393600,20300,2.858116388320923
0.0003,-0.00014662742614746094,0.4768000000000001,440,23708,218.84,20399,14.315733909606934,0.01921560801565647,-0.3013722896575928,10444800,20400,4.341609954833984
0.0003,1.3530254364013672e-05,0.46933333333333316,440,23822,267.99,20499,14.786755561828613,-0.0026002852246165276,-0.2552194595336914,10496000,20500,2.879030704498291
0.0003,5.0067901611328125e-06,0.46186666666666665,440,23934,151.68,20599,9.213940620422363,0.04652431234717369,-0.26089948415756226,10547200,20600,2.1232717037200928
0.0003,-0.00011157989501953125,0.45440000000000014,440,24046,195.8,20699,11.762796401977539,0.03485913947224617,-0.2877519428730011,10598400,20700,4.124632835388184
0.0003,-7.104873657226562e-05,0.4469333333333334,440,24161,156.87,20799,9.395626068115234,0.06868597865104675,-0.25031983852386475,10649600,20800,8.035636901855469
0.0003,-1.3947486877441406e-05,0.43946666666666667,440,24273,232.35,20899,13.723684310913086,0.07584992051124573,-0.25251132249832153,10700800,20900,2.4416112899780273
0.0003,3.0100345611572266e-05,0.43199999999999994,440,24386,201.73,20999,11.472455978393555,0.05779513716697693,-0.2536289095878601,10752000,21000,4.094391822814941
0.0003,-6.341934204101562e-05,0.42453333333333343,440,24498,207.83,21099,12.264864921569824,0.079881452023983,-0.3024008870124817,10803200,21100,6.350808143615723
0.0003,-0.0002707242965698242,0.4170666666666667,441,24608,146.99,21199,9.239285469055176,0.009746036492288113,-0.24571381509304047,10854400,21200,0.6998429298400879
0.0003,-2.9087066650390625e-05,0.40959999999999996,441,24720,177.27,21299,11.606019020080566,0.021579034626483917,-0.26512473821640015,10905600,21300,2.295840263366699
0.0003,-0.00010418891906738281,0.40213333333333323,441,24833,166.2,21399,10.317127227783203,0.08527480065822601,-0.24502354860305786,10956800,21400,4.861504077911377
0.0003,-6.520748138427734e-05,0.3946666666666667,441,24944,171.0,21499,10.190500259399414,0.04734336584806442,-0.30379679799079895,11008000,21500,3.0155789852142334
0.0003,-0.00011444091796875,0.3872,441,25056,178.1,21599,11.480303764343262,0.05420816317200661,-0.26935064792633057,11059200,21600,2.413856029510498
0.0003,-0.0001461505889892578,0.3797333333333335,441,25169,150.18,21699,9.617826461791992,0.04195590689778328,-0.26118233799934387,11110400,21700,3.7458183765411377
0.0003,-4.0531158447265625e-05,0.3722666666666665,441,25281,169.35,21799,10.134199142456055,0.04125480726361275,-0.2585197389125824,11161600,21800,1.9551645517349243
0.0003,-0.00013124942779541016,0.3648,441,25392,260.88,21899,14.765934944152832,-0.0037912996485829353,-0.27820613980293274,11212800,21900,1.6232326030731201
0.0003,-0.00010776519775390625,0.3573333333333333,441,25509,186.36,21999,10.83574104309082,0.044342029839754105,-0.2956852912902832,11264000,22000,3.8672590255737305
0.0003,-3.170967102050781e-05,0.34986666666666677,441,25622,111.67,22099,8.024689674377441,0.03298211097717285,-0.26938873529434204,11315200,22100,6.241662979125977
0.0003,-0.00016307830810546875,0.34240000000000004,441,25731,216.4,22199,13.904273986816406,0.044792164117097855,-0.2528719902038574,11366400,22200,3.6935863494873047
0.0003,-4.38690185546875e-05,0.3349333333333333,441,25844,222.59,22299,13.439309120178223,0.019639696925878525,-0.27148133516311646,11417600,22300,2.57224702835083
0.0003,-0.0001633167266845703,0.3274666666666666,441,25957,126.49,22399,8.173074722290039,0.04499312490224838,-0.28623947501182556,11468800,22400,2.402230739593506
0.0003,-2.2530555725097656e-05,0.32000000000000006,441,26070,301.93,22499,16.132360458374023,0.05069318413734436,-0.2728119194507599,11520000,22500,2.4477198123931885
0.0003,-0.00016415119171142578,0.31253333333333333,441,26181,139.11,22599,9.287795066833496,0.022431494668126106,-0.2956235110759735,11571200,22600,2.2674384117126465
0.0003,7.3909759521484375e-06,0.3050666666666666,442,26293,155.76,22699,9.700303077697754,0.035778023302555084,-0.3052477538585663,11622400,22700,4.988100051879883
0.0003,-0.00022530555725097656,0.2976000000000001,442,26406,210.35,22799,12.050318717956543,0.027215272188186646,-0.24383807182312012,11673600,22800,1.305109977722168
0.0003,-2.849102020263672e-05,0.29013333333333335,442,26517,149.84,22899,9.146563529968262,0.032727986574172974,-0.2790229618549347,11724800,22900,4.694765567779541
0.0003,-8.440017700195312e-05,0.28266666666666684,442,26632,143.44,22999,9.365822792053223,0.0413285456597805,-0.29922083020210266,11776000,23000,3.391530990600586
0.0003,-1.9788742065429688e-05,0.2751999999999999,442,26746,196.42,23099,11.801409721374512,0.0683438628911972,-0.25286608934402466,11827200,23100,6.3163065910339355
0.0003,-0.00018155574798583984,0.2677333333333334,442,26858,199.61,23199,11.659022331237793,0.03845101222395897,-0.3077847361564636,11878400,23200,1.6384215354919434
0.0003,-0.00019752979278564453,0.26026666666666665,442,26969,96.63,23299,7.349749565124512,0.05948804318904877,-0.2866353690624237,11929600,23300,2.5103695392608643
0.0003,-0.00013959407806396484,0.25280000000000014,442,27084,241.43,23399,14.213430404663086,0.028358520939946175,-0.265346497297287,11980800,23400,5.261355400085449
