train/learning_rate,train/explained_variance,train/ent_coef,time/fps,time/time_elapsed,rollout/ep_len_mean,train/n_updates,rollout/ep_rew_mean,train/policy_loss,train/entropy_loss,time/total_timesteps,time/iterations,train/value_loss
0.0003,-0.00010526180267333984,1.7909333333333333,447,3200,162.9,2799,10.131370544433594,0.021228965371847153,-0.2948980927467346,1433600,2800,3.474133014678955
0.0003,-2.6226043701171875e-05,1.7834666666666668,447,3318,181.94,2899,10.897170066833496,0.05148302763700485,-0.2593432068824768,1484800,2900,2.7578346729278564
0.0003,-1.6689300537109375e-06,1.776,447,3434,139.65,2999,8.865378379821777,-0.002426262479275465,-0.3029715418815613,1536000,3000,2.864363670349121
0.0003,-7.545948028564453e-05,1.7685333333333333,446,3551,151.32,3099,9.957072257995605,0.025689616799354553,-0.2781166434288025,1587200,3100,4.673328399658203
0.0003,7.086992263793945e-05,1.7610666666666668,446,3667,132.5,3199,8.84455680847168,0.07368022948503494,-0.31225329637527466,1638400,3200,3.3511953353881836
0.0003,-0.00013840198516845703,1.7536,446,3782,211.88,3299,12.609898567199707,0.0703788697719574,-0.2677226662635803,1689600,3300,1.9141566753387451
0.0003,-0.000118255615234375,1.7461333333333333,446,3901,194.56,3399,11.56717300415039,0.0057539623230695724,-0.2661154568195343,1740800,3400,5.0600433349609375
0.0003,-0.00013720989227294922,1.7386666666666666,445,4020,145.03,3499,9.703481674194336,0.03984672576189041,-0.2920679748058319,1792000,3500,5.058954238891602
0.0003,-0.00020599365234375,1.7312,445,4136,208.89,3599,12.573831558227539,0.04174640402197838,-0.24992385506629944,1843200,3600,2.081296443939209
0.0003,3.0279159545898438e-05,1.7237333333333333,445,4255,175.96,3699,11.842687606811523,0.05554136261343956,-0.2842518985271454,1894400,3700,0.7796791791915894
0.0003,-0.00011670589447021484,1.7162666666666666,445,4372,244.21,3799,13.913703918457031,0.026238933205604553,-0.28140076994895935,1945600,3800,3.1286702156066895
0.0003,-0.0003160238265991211,1.7088,444,4488,96.96,3899,7.146340847015381,0.0010444475337862968,-0.2580271363258362,1996800,3900,1.5155518054962158
0.0003,-0.00017940998077392578,1.7013333333333334,444,4607,169.22,3999,11.255462646484375,-0.00847608596086502,-0.28031936287879944,2048000,4000,2.2870125770568848
0.0003,-7.367134094238281e-05,1.6938666666666666,444,4724,166.82,4099,11.852259635925293,0.06553952395915985,-0.29025083780288696,2099200,4100,4.707683563232422
0.0003,-0.00013375282287597656,1.6864,444,4840,178.27,4199,12.044228553771973,0.025977082550525665,-0.2380409836769104,2150400,4200,1.9827162027359009
0.0003,-6.651878356933594e-05,1.6789333333333334,444,4957,202.16,4299,12.365431785583496,0.06259621679782867,-0.26861175894737244,2201600,4300,3.7109246253967285
0.0003,-8.249282836914062e-05,1.6714666666666667,443,5074,179.66,4399,11.057836532592773,0.060825105756521225,-0.2775198817253113,2252800,4400,1.388041377067566
0.0003,4.0590763092041016e-05,1.664,444,5189,133.51,4499,9.328441619873047,0.05481956899166107,-0.22732508182525635,2304000,4500,4.20694637298584
