time/iterations,time/time_elapsed,rollout/ep_len_mean,time/fps,rollout/ep_rew_mean,train/ent_coef,time/total_timesteps,train/learning_rate,train/explained_variance,train/n_updates,train/policy_loss,train/value_loss,train/entropy_loss
49,696,44.95,288,-2.0096371173858643,0.38860928,200704,0.00024101759999999993,0.0414767861366272,48,0.010440204292535782,1.1936739683151245,-0.6654943227767944
50,710,62.5,288,-2.297936201095581,0.386336,204800,0.00023978879999999995,0.03787493705749512,49,0.005834815092384815,1.1043708324432373,-0.6668620705604553
51,723,55.11,288,-2.0373728275299072,0.38406272,208896,0.00023855999999999997,-0.01522362232208252,50,0.00902823731303215,0.983400821685791,-0.6672846078872681
52,736,55.22,289,-1.9797050952911377,0.38178944000000004,212992,0.00023733119999999995,0.011818289756774902,51,0.005531437695026398,1.038727045059204,-0.6661328077316284
53,750,52.76,289,-1.8359591960906982,0.37951616,217088,0.00023610239999999997,0.09602069854736328,52,0.012125479988753796,0.9626637697219849,-0.6666208505630493
54,763,53.14,289,-2.069251775741577,0.37724288,221184,0.00023487359999999996,-0.03696942329406738,53,0.006746663246303797,1.007599115371704,-0.6681591272354126
55,777,42.15,289,-1.8120169639587402,0.3749696,225280,0.00023364479999999998,0.10443556308746338,54,0.008487066254019737,1.0405893325805664,-0.6669738292694092
56,791,42.39,289,-1.6665360927581787,0.37269631999999997,229376,0.00023241599999999994,0.08378022909164429,55,0.011735698208212852,1.0436153411865234,-0.6664093732833862
57,805,51.18,289,-1.9884850978851318,0.37042304000000004,233472,0.00023118719999999995,-0.04924929141998291,56,0.011368191801011562,1.0703496932983398,-0.6666871905326843
58,819,55.09,289,-2.0818114280700684,0.36814976,237568,0.00022995839999999997,0.05497574806213379,57,0.011147765442728996,1.0711846351623535,-0.667905867099762
59,833,53.96,289,-2.1118664741516113,0.36587648,241664,0.00022872959999999996,0.06429684162139893,58,0.01639752835035324,1.09601891040802,-0.6666247248649597
60,847,39.45,290,-1.7331205606460571,0.3636032,245760,0.00022750079999999995,0.08061736822128296,59,0.00023347162641584873,1.053159236907959,-0.6676337122917175
61,860,51.2,290,-2.0282673835754395,0.36132991999999997,249856,0.00022627199999999996,0.0765644907951355,60,-0.00010348786599934101,1.0593526363372803,-0.6667793393135071
62,874,50.98,290,-1.895696997642517,0.35905664,253952,0.00022504319999999998,0.07544869184494019,61,0.009524200111627579,1.0401965379714966,-0.666359007358551
63,887,43.0,290,-1.8003015518188477,0.35678336,258048,0.00022381439999999994,0.011411190032958984,62,0.005266489461064339,1.0544350147247314,-0.6669589281082153
64,901,55.58,290,-1.9462060928344727,0.35451008,262144,0.00022258559999999996,0.11124283075332642,63,0.009663908742368221,1.0366278886795044,-0.6660742163658142
65,915,51.07,290,-1.9899314641952515,0.3522368,266240,0.00022135679999999997,0.0870581865310669,64,0.011188453063368797,0.9820605516433716,-0.6668704748153687
66,929,54.18,290,-2.1654016971588135,0.34996352,270336,0.00022012799999999996,0.061782777309417725,65,0.0038274629041552544,0.9111168384552002,-0.6670711636543274
67,942,65.05,291,-2.4846038818359375,0.34769024000000004,274432,0.00021889919999999995,0.06356793642044067,66,0.010972518473863602,1.075852394104004,-0.6674456596374512
68,956,72.82,291,-2.5442655086517334,0.34541696,278528,0.00021767039999999997,-0.016874313354492188,67,0.007348415907472372,1.0563979148864746,-0.667070746421814
69,969,54.09,291,-2.0064821243286133,0.34314368,282624,0.00021644159999999998,0.06318360567092896,68,0.006070605479180813,0.9608190059661865,-0.667827844619751
70,982,43.79,291,-1.843170166015625,0.3408704,286720,0.00021521279999999997,0.013168632984161377,69,0.013842565938830376,1.040613055229187,-0.6671489477157593
71,996,40.01,291,-1.800940990447998,0.33859712,290816,0.00021398399999999994,0.03333306312561035,70,0.014196142554283142,1.073391318321228,-0.665732741355896
72,1009,49.77,292,-1.8170750141143799,0.33632384,294912,0.00021275519999999995,0.05460679531097412,71,0.010088194161653519,1.129212498664856,-0.6669299602508545
73,1022,51.17,292,-2.105567216873169,0.33405056,299008,0.00021152639999999997,0.1151086688041687,72,0.006792672909796238,0.9996941089630127,-0.6672748327255249
74,1035,46.37,292,-2.0050432682037354,0.33177728,303104,0.00021029759999999996,0.04397529363632202,73,0.008710152469575405,1.0343482494354248,-0.6680513620376587
75,1049,49.99,292,-1.976987361907959,0.329504,307200,0.00020906879999999997,0.04640990495681763,74,0.0034166777040809393,1.1057722568511963,-0.6674454212188721
76,1062,54.92,292,-1.924646019935608,0.32723072,311296,0.00020784,0.058162808418273926,75,0.01231725700199604,1.0058200359344482,-0.6656160950660706
77,1076,51.56,293,-2.134070873260498,0.32495744,315392,0.00020661119999999998,0.05037641525268555,76,0.008255072869360447,1.0321701765060425,-0.6665537357330322
78,1089,56.69,293,-1.9854764938354492,0.32268416,319488,0.00020538239999999994,0.05023390054702759,77,0.01856868714094162,1.2025260925292969,-0.6675122976303101
79,1103,68.72,293,-2.2667770385742188,0.32041087999999995,323584,0.00020415359999999996,0.015474081039428711,78,0.008241403847932816,1.0239938497543335,-0.667698860168457
80,1116,53.24,293,-2.2208192348480225,0.3181376,327680,0.00020292479999999997,0.05368727445602417,79,0.006689431145787239,0.967049241065979,-0.6666228175163269
81,1130,64.2,293,-2.2923805713653564,0.31586432,331776,0.00020169599999999996,0.05351001024246216,80,0.0063967108726501465,1.0741785764694214,-0.6674948334693909
82,1144,71.9,293,-2.306424140930176,0.31359104000000004,335872,0.00020046719999999995,0.11078286170959473,81,0.011553041636943817,1.0332558155059814,-0.6660661697387695
83,1158,65.59,293,-2.170590400695801,0.31131776,339968,0.0001992384,0.06937944889068604,82,0.008721119724214077,0.975594162940979,-0.6666487455368042
84,1172,40.53,293,-1.9536607265472412,0.30904448,344064,0.00019800959999999998,0.06940239667892456,83,0.014893526211380959,0.9082213044166565,-0.6656526327133179
85,1186,53.75,293,-2.195708990097046,0.3067712,348160,0.00019678079999999994,0.06315922737121582,84,0.00990841444581747,1.1106396913528442,-0.666861891746521
86,1200,52.14,293,-2.039379119873047,0.30449792,352256,0.00019555199999999996,0.08829605579376221,85,0.006445814855396748,1.0664324760437012,-0.6665034294128418
87,1213,53.38,293,-1.8009709119796753,0.30222464,356352,0.00019432319999999998,0.060599446296691895,86,0.00947426725178957,1.0930243730545044,-0.6669151782989502
88,1227,54.04,293,-1.9053722620010376,0.29995136,360448,0.00019309439999999997,0.07224065065383911,87,0.01372438669204712,0.9131417870521545,-0.6658872365951538
89,1240,59.67,293,-2.0917322635650635,0.29767807999999996,364544,0.00019186559999999995,0.03048461675643921,88,0.013337678276002407,0.9451407194137573,-0.6667835712432861
90,1254,54.9,293,-1.9867281913757324,0.2954048,368640,0.00019063679999999997,0.11791056394577026,89,0.0170169398188591,1.0382323265075684,-0.6660566926002502
91,1268,66.71,293,-2.241666555404663,0.29313152,372736,0.00018940799999999999,-0.09039270877838135,90,0.01004173792898655,1.0214678049087524,-0.667090654373169
92,1282,65.04,293,-2.2299697399139404,0.29085824000000005,376832,0.00018817919999999995,0.05878490209579468,91,0.008956898003816605,1.0211150646209717,-0.6677004098892212
93,1295,53.27,293,-1.9890353679656982,0.28858496,380928,0.00018695039999999996,0.05259186029434204,92,0.011845389381051064,0.9859896302223206,-0.6657166481018066
94,1309,62.38,294,-2.1634578704833984,0.28631168,385024,0.00018572159999999998,0.056578755378723145,93,0.007815626449882984,0.9893917441368103,-0.6669179201126099
95,1322,64.07,294,-2.2050342559814453,0.2840384,389120,0.00018449279999999997,0.023973405361175537,94,0.005608513485640287,0.9764879941940308,-0.6672656536102295
96,1335,47.87,294,-2.033560037612915,0.28176512,393216,0.00018326399999999996,0.00839322805404663,95,0.006910527125000954,1.0408151149749756,-0.6670975685119629
97,1348,50.19,294,-1.9042234420776367,0.27949184,397312,0.00018203519999999997,0.08753949403762817,96,0.009618259966373444,1.2045886516571045,-0.666006326675415
98,1362,52.9,294,-1.9458470344543457,0.27721856,401408,0.0001808064,0.00802677869796753,97,0.01658911630511284,0.9774686694145203,-0.6667110323905945
99,1375,53.11,294,-2.072491407394409,0.27494527999999996,405504,0.00017957759999999998,0.005701303482055664,98,0.009733098559081554,1.0301523208618164,-0.6668031811714172
100,1388,50.24,294,-2.1078438758850098,0.272672,409600,0.00017834879999999994,0.049248456954956055,99,0.013778110966086388,1.0317232608795166,-0.665940523147583
101,1402,48.93,295,-2.1616995334625244,0.27039872,413696,0.00017711999999999996,-0.08061206340789795,100,0.014074648730456829,1.1578123569488525,-0.6678022146224976
102,1415,50.9,295,-1.9115288257598877,0.26812544000000005,417792,0.00017589119999999997,0.12349307537078857,101,0.011439137160778046,1.083308219909668,-0.6679294109344482
103,1428,60.53,295,-2.0871784687042236,0.26585216,421888,0.00017466239999999996,0.10378885269165039,102,0.010143274441361427,0.9553253650665283,-0.6668927669525146
104,1442,52.42,295,-1.978488802909851,0.26357888,425984,0.00017343359999999998,0.01913827657699585,103,0.0067486390471458435,1.0228158235549927,-0.6679250597953796
105,1455,49.9,295,-2.0070230960845947,0.2613056,430080,0.0001722048,0.06020379066467285,104,0.009768632240593433,1.041801929473877,-0.6666930913925171
106,1468,53.4,295,-2.037400484085083,0.25903232,434176,0.00017097599999999998,0.07811403274536133,105,0.0055250260047614574,0.9962347745895386,-0.6667872667312622
107,1482,48.82,295,-2.0931382179260254,0.25675904,438272,0.00016974719999999995,-0.0002384185791015625,106,0.013276031240820885,1.026413917541504,-0.6679907441139221
108,1496,57.51,295,-2.0132341384887695,0.25448576,442368,0.00016851839999999996,0.014528453350067139,107,0.009598786011338234,1.1452662944793701,-0.6672022938728333
109,1510,56.56,295,-2.126023769378662,0.25221247999999996,446464,0.00016728959999999998,0.012355923652648926,108,0.008940842002630234,1.0323981046676636,-0.6668619513511658
110,1524,58.44,295,-2.102292537689209,0.24993920000000003,450560,0.00016606079999999997,0.0017176270484924316,109,0.009865759871900082,1.1113717555999756,-0.6681808233261108
111,1537,59.0,295,-2.1533870697021484,0.24766591999999998,454656,0.00016483199999999998,0.023167908191680908,110,0.008036507293581963,1.0427157878875732,-0.6663085222244263
112,1551,49.57,295,-1.8153337240219116,0.24539264,458752,0.00016360319999999997,0.14439421892166138,111,0.005528520792722702,0.9409112930297852,-0.6661531329154968
113,1565,49.78,295,-2.027916669845581,0.24311936,462848,0.0001623744,0.06924885511398315,112,0.014705212786793709,1.0076313018798828,-0.6665183901786804
114,1578,47.69,295,-1.9142403602600098,0.24084608000000002,466944,0.00016114559999999995,0.010341346263885498,113,0.007068567909300327,1.1290292739868164,-0.6678357720375061
115,1592,51.94,295,-2.0568926334381104,0.23857279999999997,471040,0.00015991679999999997,0.024114489555358887,114,0.0020187287591397762,1.0436207056045532,-0.6666890382766724
116,1605,57.74,295,-1.9315943717956543,0.23629951999999999,475136,0.00015868799999999996,0.06457763910293579,115,0.007865210995078087,0.9879258871078491,-0.6648097038269043
117,1619,54.83,295,-1.971405029296875,0.23402624,479232,0.00015745919999999997,0.03840434551239014,116,0.009463457390666008,0.891008734703064,-0.6669603586196899
118,1632,48.34,296,-1.9817490577697754,0.23175296,483328,0.0001562304,0.04087245464324951,117,0.00423012487590313,1.0670583248138428,-0.6678571701049805
119,1646,47.04,296,-1.9505038261413574,0.22947968000000002,487424,0.00015500159999999998,-0.03214538097381592,118,0.013785619288682938,1.0256321430206299,-0.6672008037567139
120,1660,52.91,296,-1.8554779291152954,0.22720639999999998,491520,0.0001537728,0.02628713846206665,119,0.011662803590297699,0.9746532440185547,-0.666475772857666
121,1673,58.14,296,-2.157000780105591,0.22493312,495616,0.00015254399999999995,-0.010277986526489258,120,0.010879285633563995,0.9945287704467773,-0.6672567129135132
122,1686,59.87,296,-2.0709142684936523,0.22265984,499712,0.0001513152,0.033394813537597656,121,0.012097462080419064,1.0815553665161133,-0.6669136881828308
123,1699,42.84,296,-1.8081889152526855,0.22038656,503808,0.00015008639999999996,-0.007992267608642578,122,0.015105203725397587,1.0404179096221924,-0.6681710481643677
124,1712,53.44,296,-1.9158183336257935,0.21811327999999996,507904,0.00014885759999999998,0.01578056812286377,123,0.005880421027541161,1.0643141269683838,-0.6660367250442505
125,1726,51.34,296,-1.941738486289978,0.21583999999999998,512000,0.00014762879999999996,-0.018715739250183105,124,0.012271158397197723,1.0109801292419434,-0.6675288081169128
126,1739,51.54,296,-1.9174473285675049,0.21356672000000004,516096,0.00014639999999999998,0.012399613857269287,125,0.007072869222611189,0.9686664342880249,-0.6669753789901733
127,1752,49.85,296,-1.8622217178344727,0.21129344,520192,0.0001451712,0.0731731653213501,126,0.01680823042988777,0.9570169448852539,-0.6662483215332031
128,1765,53.93,296,-1.9579511880874634,0.20902016,524288,0.00014394239999999999,-0.012438535690307617,127,0.01048213616013527,1.0271573066711426,-0.6680358052253723
129,1778,57.2,297,-2.1977667808532715,0.20674687999999997,528384,0.0001427136,0.06764465570449829,128,0.009716144762933254,0.9832739233970642,-0.6666843891143799
130,1792,53.09,297,-1.962530493736267,0.20447360000000003,532480,0.00014148479999999996,0.03734612464904785,129,0.013831614516675472,1.1251765489578247,-0.6667789816856384
131,1805,61.53,297,-2.2646093368530273,0.20220032,536576,0.00014025599999999998,-0.005357265472412109,130,0.009301504120230675,1.0171029567718506,-0.6675812602043152
132,1818,65.43,297,-2.193155288696289,0.19992704,540672,0.00013902719999999997,0.07955265045166016,131,0.010623311623930931,0.963814377784729,-0.6661758422851562
133,1831,53.62,297,-2.0553314685821533,0.19765375999999996,544768,0.00013779839999999998,0.11861765384674072,132,0.011114106513559818,0.8982835412025452,-0.6660678386688232
134,1844,58.84,297,-2.3057682514190674,0.19538048000000002,548864,0.00013656959999999997,-0.048113226890563965,133,0.007381743751466274,1.1452229022979736,-0.6672419309616089
135,1857,60.77,297,-2.2105398178100586,0.19310720000000003,552960,0.0001353408,0.014390170574188232,134,0.008491666056215763,0.9847715497016907,-0.666234016418457
136,1871,60.87,297,-2.1070282459259033,0.19083392,557056,0.000134112,0.07289958000183105,135,0.0037422338500618935,1.03111732006073,-0.666202962398529
137,1885,69.68,297,-2.1800734996795654,0.18856064,561152,0.0001328832,0.10564154386520386,136,0.01052468828856945,0.9085325002670288,-0.6660404801368713
138,1899,71.27,297,-2.319160223007202,0.18628736,565248,0.00013165439999999998,-0.028246760368347168,137,0.0067485603503882885,0.9381057024002075,-0.6678380966186523
139,1912,68.18,297,-2.144542932510376,0.18401408000000002,569344,0.00013042559999999997,0.07129645347595215,138,0.006979481782764196,1.022330641746521,-0.6663970351219177
140,1924,57.12,297,-2.1296379566192627,0.18174079999999998,573440,0.0001291968,0.0808262825012207,139,0.00815335288643837,0.9258977174758911,-0.6658455729484558
141,1937,45.94,298,-1.9085174798965454,0.17946752,577536,0.00012796799999999998,-0.008611679077148438,140,0.008728026412427425,1.1066161394119263,-0.6679900288581848
142,1950,57.34,298,-2.1558852195739746,0.17719424,581632,0.0001267392,0.08147096633911133,141,0.01331610232591629,0.9276461005210876,-0.667080283164978
143,1962,45.51,298,-1.86915922164917,0.17492096000000001,585728,0.00012551039999999998,0.0813671350479126,142,0.011122655123472214,1.1303043365478516,-0.6657606959342957
144,1975,42.86,298,-1.7917367219924927,0.17264767999999997,589824,0.0001242816,0.005568563938140869,143,0.008880062028765678,1.1196215152740479,-0.6675831079483032
145,1987,47.62,298,-1.9395467042922974,0.17037439999999998,593920,0.00012305279999999996,0.06078946590423584,144,0.014980047009885311,0.9959779977798462,-0.6664963960647583
146,2000,46.92,298,-1.8725124597549438,0.16810112000000005,598016,0.00012182399999999998,0.04544192552566528,145,0.011642135679721832,1.0312590599060059,-0.6667071580886841
147,2013,51.93,299,-1.9839030504226685,0.16582784,602112,0.0001205952,0.040773093700408936,146,0.0062984200194478035,1.043532133102417,-0.6655044555664062
148,2026,53.36,299,-2.0041332244873047,0.16355456000000002,606208,0.00011936639999999998,0.04827696084976196,147,0.004486089572310448,1.0701963901519775,-0.6674062609672546
149,2038,59.72,299,-2.235642194747925,0.16128127999999997,610304,0.00011813759999999999,0.09518378973007202,148,0.010409302078187466,1.0997328758239746,-0.6673451662063599
150,2051,60.77,299,-2.0797109603881836,0.15900800000000004,614400,0.00011690879999999997,0.06258249282836914,149,0.012630901299417019,0.9897010326385498,-0.6664804220199585
151,2063,63.75,299,-2.253575086593628,0.15673472,618496,0.00011567999999999999,0.10147321224212646,150,0.005337218288332224,0.9852776527404785,-0.6678489446640015
152,2076,60.53,299,-2.089414596557617,0.15446144,622592,0.00011445119999999997,0.04155641794204712,151,0.007104105316102505,0.9471415877342224,-0.6680112481117249
153,2089,52.76,299,-2.015603542327881,0.15218815999999996,626688,0.00011322239999999998,0.003094971179962158,152,0.004066968336701393,1.0832710266113281,-0.6671234369277954
154,2101,50.53,300,-1.990606427192688,0.14991487999999997,630784,0.00011199359999999997,-0.015704989433288574,153,0.01319885440170765,0.9341652393341064,-0.667292594909668
155,2113,50.71,300,-1.8509310483932495,0.14764160000000004,634880,0.00011076479999999999,-0.010901808738708496,154,0.014681626111268997,1.0746134519577026,-0.6669207811355591
156,2126,55.68,300,-1.976675271987915,0.14536832,638976,0.00010953599999999999,0.043186962604522705,155,0.009598950855433941,0.9881178736686707,-0.6660032868385315
157,2139,49.61,300,-2.1094911098480225,0.14309504,643072,0.00010830719999999998,0.026073575019836426,156,0.010493782348930836,0.9851797819137573,-0.6670348644256592
158,2151,54.42,300,-2.0485689640045166,0.14082175999999996,647168,0.0001070784,0.032600998878479004,157,0.013579622842371464,1.0839288234710693,-0.667698860168457
159,2164,41.57,300,-1.8176491260528564,0.13854848000000003,651264,0.00010584959999999998,-0.01883411407470703,158,0.016534434631466866,1.054509162902832,-0.6648576259613037
160,2176,49.44,301,-1.9977507591247559,0.13627519999999999,655360,0.00010462079999999999,0.051963865756988525,159,0.010462979786098003,1.009838581085205,-0.6669053435325623
161,2189,54.1,301,-2.0547525882720947,0.13400192,659456,0.00010339199999999998,0.05636191368103027,160,0.01515130139887333,1.0178191661834717,-0.6666667461395264
162,2201,55.68,301,-1.9722830057144165,0.13172863999999995,663552,0.00010216319999999999,-0.005855083465576172,161,0.012384920381009579,0.9867182970046997,-0.6671113967895508
163,2215,47.71,301,-2.076112985610962,0.12945536000000002,667648,0.00010093439999999997,0.054130613803863525,162,0.00781760923564434,0.9830266237258911,-0.6661953926086426
164,2228,50.43,301,-1.9477490186691284,0.12718208000000003,671744,9.970559999999998e-05,-0.019463300704956055,163,0.009705641306936741,1.079089641571045,-0.666717529296875
165,2242,55.76,301,-2.12644100189209,0.12490879999999999,675840,9.84768e-05,0.07743924856185913,164,0.011445922777056694,0.972225546836853,-0.6667742133140564
166,2254,53.08,301,-1.9154609441757202,0.12263552,679936,9.724799999999999e-05,0.06742572784423828,165,0.0059169577434659,0.9816653728485107,-0.6672875881195068
167,2267,51.9,301,-1.8152111768722534,0.12036224000000001,684032,9.601919999999999e-05,0.05432862043380737,166,0.005962773226201534,0.9842289090156555,-0.6656781435012817
168,2279,44.2,301,-1.8013200759887695,0.11808896000000002,688128,9.479039999999998e-05,0.10433304309844971,167,0.00689404271543026,1.0548686981201172,-0.6654680371284485
169,2292,54.54,301,-1.9928529262542725,0.11581567999999998,692224,9.35616e-05,-0.002215266227722168,168,0.01104426197707653,1.0680875778198242,-0.6672137379646301
170,2305,62.49,302,-2.166491985321045,0.11354239999999999,696320,9.233279999999997e-05,0.07396423816680908,169,0.015582230873405933,0.9314871430397034,-0.666901707649231
171,2318,58.47,302,-2.1045873165130615,0.11126912,700416,9.110399999999999e-05,0.11974573135375977,170,0.010571162216365337,0.934697687625885,-0.6664397716522217
172,2331,54.02,302,-2.154662609100342,0.10899584000000001,704512,8.987519999999998e-05,0.041407644748687744,171,0.006211511790752411,0.9785298705101013,-0.6665173172950745
173,2344,58.34,302,-2.1545794010162354,0.10672255999999997,708608,8.864639999999999e-05,0.04396313428878784,172,0.012615182437002659,1.0638760328292847,-0.6666433811187744
174,2357,47.26,302,-1.9803768396377563,0.10444927999999998,712704,8.741759999999998e-05,0.10294598340988159,173,0.017396356910467148,1.0247867107391357,-0.666938841342926
175,2370,48.28,302,-2.04750919342041,0.10217600000000004,716800,8.618879999999998e-05,0.0012151002883911133,174,0.009227287024259567,1.0662322044372559,-0.6665276288986206
