rollout/ep_rew_mean,train/ent_coef,train/entropy_loss,time/fps,time/iterations,train/n_updates,time/total_timesteps,train/learning_rate,train/value_loss,rollout/ep_len_mean,time/time_elapsed,train/policy_loss,train/explained_variance
-0.3591915965080261,0.194704,-0.667402982711792,434,1080,1079,829440,0.0002447552,0.7898194193840027,49.33,1908,0.00889856368303299,-0.005784511566162109
-0.7167568802833557,0.193168,-0.6654147505760193,434,1110,1109,852480,0.0002432192,0.5592098236083984,53.74,1961,-0.00238894484937191,0.14280486106872559
-0.4714360535144806,0.191632,-0.6686787009239197,434,1140,1139,875520,0.00024168319999999998,0.6088204383850098,58.28,2015,0.004545901902019978,-0.016962409019470215
-0.484344482421875,0.190096,-0.6668516993522644,434,1170,1169,898560,0.00024014719999999998,0.6289995312690735,64.94,2067,0.016374610364437103,0.11935502290725708
-0.5356976389884949,0.18856,-0.6683553457260132,434,1200,1199,921600,0.00023861119999999997,0.5902618765830994,48.47,2120,0.003565862774848938,-0.10703134536743164
-0.8175708055496216,0.187024,-0.6669117212295532,434,1230,1229,944640,0.00023707520000000002,0.549231767654419,60.57,2172,0.011509413830935955,0.1458420753479004
-0.47373756766319275,0.185488,-0.6691431999206543,435,1260,1259,967680,0.0002355392,0.6635193824768066,48.41,2224,-0.0013370912056416273,-0.035450100898742676
-0.5560701489448547,0.183952,-0.6655173301696777,435,1290,1289,990720,0.0002340032,0.6041433215141296,42.83,2275,0.01635802537202835,-0.02898728847503662
-0.6521808505058289,0.182416,-0.6696326732635498,434,1320,1319,1013760,0.0002324672,0.6344403028488159,51.28,2331,0.019513186067342758,0.007841527462005615
-0.2578621804714203,0.18087999999999999,-0.6671352386474609,434,1350,1349,1036800,0.0002309312,0.6223459243774414,41.93,2385,0.0006275027990341187,-0.12175095081329346
-0.9138894081115723,0.179344,-0.6710388660430908,434,1380,1379,1059840,0.00022939519999999998,0.613739013671875,63.82,2437,0.015486198477447033,-0.15034878253936768
-0.5706390738487244,0.177808,-0.6636768579483032,434,1410,1409,1082880,0.00022785919999999997,0.7147845029830933,59.18,2491,0.003870442509651184,0.2020888328552246
-0.5222671031951904,0.17627199999999998,-0.6690728068351746,434,1440,1439,1105920,0.00022632319999999997,0.7040862441062927,53.9,2543,-0.001495127915404737,0.08688992261886597
-0.45881688594818115,0.174736,-0.6678087711334229,434,1470,1469,1128960,0.00022478720000000002,0.7111446261405945,60.56,2595,0.015613652765750885,-0.007899284362792969
-0.6534342765808105,0.1732,-0.6689967513084412,435,1500,1499,1152000,0.0002232512,0.5571678280830383,53.09,2646,0.01873020827770233,0.031639814376831055
-0.7446129322052002,0.17166399999999998,-0.6675511598587036,435,1530,1529,1175040,0.0002217152,0.5135578513145447,71.46,2698,0.0046954951249063015,0.0987234115600586
-0.5823131799697876,0.170128,-0.6670424342155457,435,1560,1559,1198080,0.0002201792,0.5739622712135315,56.25,2751,0.02083420567214489,-0.031283020973205566
-0.5110986828804016,0.168592,-0.6692385673522949,435,1590,1589,1221120,0.0002186432,0.651591956615448,44.78,2804,0.0025146275293082,-0.19232356548309326
-0.5057120323181152,0.16705599999999998,-0.669867217540741,435,1620,1619,1244160,0.0002171072,0.5403531789779663,58.28,2857,-0.006772392895072699,0.09339946508407593
-0.5947485566139221,0.16552,-0.6653964519500732,435,1650,1649,1267200,0.00021557119999999997,0.6628144979476929,35.1,2909,-0.009551807306706905,-0.19164180755615234
-0.5086321830749512,0.163984,-0.6676982641220093,435,1680,1679,1290240,0.0002140352,0.583216667175293,53.07,2961,0.008824147284030914,0.03007054328918457
-0.48816466331481934,0.16244799999999998,-0.6657257080078125,435,1710,1709,1313280,0.0002124992,0.800914466381073,51.07,3012,0.02070808969438076,0.15538066625595093
-0.7299003601074219,0.160912,-0.6671022772789001,435,1740,1739,1336320,0.0002109632,0.5222691297531128,59.65,3067,0.012505177408456802,0.07857382297515869
-0.7045865058898926,0.159376,-0.6664834022521973,435,1770,1769,1359360,0.0002094272,0.6298255920410156,67.04,3120,0.012790488079190254,-0.15182507038116455
-0.5876770615577698,0.15783999999999998,-0.6651284694671631,435,1800,1799,1382400,0.0002078912,0.556678295135498,57.76,3172,0.013531997799873352,-0.02023470401763916
-0.763368546962738,0.156304,-0.6677441000938416,435,1830,1829,1405440,0.00020635519999999999,0.6396768689155579,57.11,3224,-0.00208946387283504,0.01898062229156494
-0.6876030564308167,0.154768,-0.6662063598632812,435,1860,1859,1428480,0.00020481919999999998,0.4506816864013672,55.22,3278,0.01931108348071575,0.16618472337722778
-0.7840772867202759,0.15323199999999998,-0.6630799174308777,435,1890,1889,1451520,0.0002032832,0.5739531517028809,68.81,3330,-0.0019780267030000687,-0.1765364408493042
-0.310914009809494,0.151696,-0.6655871272087097,436,1920,1919,1474560,0.00020174720000000002,0.6439144015312195,45.48,3381,0.002437909599393606,0.09570282697677612
-0.46990343928337097,0.15016000000000002,-0.6679075956344604,435,1950,1949,1497600,0.00020021119999999998,0.5764564871788025,60.38,3435,0.011627674102783203,0.05311012268066406
-0.6231447458267212,0.14862399999999998,-0.6683482527732849,436,1980,1979,1520640,0.0001986752,0.503121554851532,48.44,3487,0.016462616622447968,0.08659780025482178
-0.4542652368545532,0.147088,-0.6667590141296387,435,2010,2009,1543680,0.0001971392,0.6155154705047607,48.74,3540,0.010369885712862015,0.0289309024810791
-0.6792656183242798,0.145552,-0.6642357707023621,435,2040,2039,1566720,0.0001956032,0.741449236869812,63.65,3594,0.004481182433664799,-0.09922659397125244
-0.6192674040794373,0.144016,-0.6654244661331177,435,2070,2069,1589760,0.00019406719999999998,0.6272649765014648,54.24,3648,0.01885772868990898,0.08110421895980835
-0.8014657497406006,0.14248,-0.6658832430839539,435,2100,2099,1612800,0.00019253119999999998,0.6021991968154907,56.02,3702,-0.006753312423825264,0.08999508619308472
-0.4907374680042267,0.140944,-0.6645461320877075,435,2130,2129,1635840,0.00019099520000000002,0.7193834185600281,47.22,3759,0.00823839008808136,0.1229657530784607
-0.5393161177635193,0.13940799999999998,-0.6653864979743958,435,2160,2159,1658880,0.00018945920000000002,0.7064625024795532,58.37,3813,0.011930401436984539,0.13092684745788574
-0.6018921136856079,0.137872,-0.6665087342262268,434,2190,2189,1681920,0.0001879232,0.6444417834281921,57.54,3867,0.004176282789558172,-0.014392852783203125
-0.789186954498291,0.13633599999999998,-0.6674679517745972,434,2220,2219,1704960,0.0001863872,0.5421487092971802,53.86,3922,0.007568240165710449,-0.10173475742340088
-0.6295892000198364,0.1348,-0.6674313545227051,434,2250,2249,1728000,0.0001848512,0.6359142065048218,54.18,3977,0.012162283062934875,-0.08419919013977051
-0.5034797191619873,0.133264,-0.6658528447151184,434,2280,2279,1751040,0.0001833152,0.5098108053207397,52.75,4031,0.0005250129615888,-0.35310983657836914
-0.5514872074127197,0.131728,-0.6699892282485962,434,2310,2309,1774080,0.0001817792,0.48745197057724,56.34,4085,-0.00325620430521667,0.12244975566864014
-0.9137399792671204,0.13019199999999997,-0.6652111411094666,433,2340,2339,1797120,0.0001802432,0.5522727966308594,69.8,4143,0.00802571140229702,0.02790689468383789
-0.4764600992202759,0.128656,-0.6677056550979614,433,2370,2369,1820160,0.0001787072,0.4439888894557953,57.18,4198,0.007014100905507803,-0.005708217620849609
-0.5203869342803955,0.12712,-0.6680009365081787,433,2400,2399,1843200,0.0001771712,0.6194050908088684,54.43,4254,0.00871273409575224,0.0819811224937439
-0.4961477220058441,0.125584,-0.6683542132377625,433,2430,2429,1866240,0.0001756352,0.8167588710784912,53.31,4308,0.008153025060892105,-0.1518709659576416
-0.4166334569454193,0.12404799999999999,-0.6680604815483093,432,2460,2459,1889280,0.0001740992,0.5637741088867188,52.73,4364,-0.0002213604748249054,0.06763023138046265
-0.37630966305732727,0.12251199999999998,-0.665453314781189,432,2490,2489,1912320,0.0001725632,0.6359516382217407,50.7,4421,0.01396771427243948,0.03504598140716553
-0.4678644835948944,0.120976,-0.6623901724815369,432,2520,2519,1935360,0.0001710272,0.7833544015884399,43.54,4477,0.02025844343006611,0.17825329303741455
-0.513353168964386,0.11943999999999999,-0.6682738661766052,431,2550,2549,1958400,0.00016949119999999998,0.5307015776634216,59.78,4534,0.001803747145459056,0.07676506042480469
-0.6173102855682373,0.11790400000000001,-0.6655457019805908,431,2580,2579,1981440,0.00016795519999999997,0.7737431526184082,49.0,4590,0.008853636682033539,0.07469552755355835
-0.6050078272819519,0.116368,-0.6646968126296997,431,2610,2609,2004480,0.0001664192,0.5457485318183899,57.18,4648,0.017057500779628754,0.07627636194229126
-0.8021414279937744,0.11483199999999999,-0.6645195484161377,430,2640,2639,2027520,0.00016488320000000001,0.5747455358505249,65.31,4704,0.009602487087249756,0.15139538049697876
-0.6884980797767639,0.11329599999999998,-0.6645160913467407,430,2670,2669,2050560,0.0001633472,0.7411543726921082,49.33,4760,0.0009249436552636325,0.05145078897476196
-0.4284639358520508,0.11176,-0.6690308451652527,430,2700,2699,2073600,0.0001618112,0.5351924896240234,64.25,4816,0.0011787390103563666,0.16567879915237427
-0.8217915892601013,0.11022400000000002,-0.6680800318717957,430,2730,2729,2096640,0.0001602752,0.7893466949462891,52.42,4874,0.004352751653641462,-0.054724693298339844
-0.47986239194869995,0.108688,-0.6623762845993042,429,2760,2759,2119680,0.00015873919999999999,0.6106668710708618,42.21,4930,0.00324094551615417,0.1996099352836609
-0.7222400903701782,0.107152,-0.665480375289917,429,2790,2789,2142720,0.0001572032,0.6889467239379883,60.86,4988,0.006242652423679829,0.076019287109375
-0.48205986618995667,0.10561599999999999,-0.6668181419372559,429,2820,2819,2165760,0.0001556672,0.6082931756973267,50.43,5044,0.0025973524898290634,0.15881627798080444
-0.5223166942596436,0.10407999999999998,-0.6681956648826599,429,2850,2849,2188800,0.0001541312,0.6114470362663269,49.97,5100,-0.003824196755886078,0.05791395902633667
-0.767622709274292,0.102544,-0.666723906993866,428,2880,2879,2211840,0.0001525952,0.5713198184967041,50.04,5156,0.0008761625504121184,0.02597254514694214
-0.5399295687675476,0.10100800000000001,-0.6670854091644287,428,2910,2909,2234880,0.0001510592,0.43865543603897095,55.81,5212,0.0012716937344521284,0.03453719615936279
-0.5506851077079773,0.099472,-0.6635319590568542,428,2940,2939,2257920,0.0001495232,0.563584566116333,46.31,5269,0.0022715728264302015,0.03696417808532715
-0.5192408561706543,0.097936,-0.6680259108543396,428,2970,2969,2280960,0.0001479872,0.5638872981071472,50.64,5327,0.001156644313596189,-0.23541784286499023
-0.3584272265434265,0.09639999999999999,-0.6666110157966614,427,3000,2999,2304000,0.0001464512,0.7356249094009399,39.7,5384,0.0026961187832057476,-0.040280699729919434
-0.5247114300727844,0.09486399999999998,-0.669041633605957,427,3030,3029,2327040,0.0001449152,0.4569567143917084,65.89,5440,0.007118924520909786,-0.20701074600219727
-0.7734107375144958,0.093328,-0.6647070646286011,427,3060,3059,2350080,0.0001433792,0.5445493459701538,58.8,5496,0.0032187930773943663,0.14122217893600464
-0.34933266043663025,0.09179199999999998,-0.6676439046859741,427,3090,3089,2373120,0.0001418432,0.6269450187683105,59.43,5553,0.0009383093565702438,0.12333446741104126
-0.6030774712562561,0.090256,-0.6689881086349487,426,3120,3119,2396160,0.0001403072,0.66635662317276,53.17,5611,0.007462197449058294,0.01596778631210327
-0.5104954242706299,0.08872,-0.6655712127685547,426,3150,3149,2419200,0.0001387712,0.6286444664001465,56.97,5668,0.0013410449028015137,0.09339451789855957
-0.6856463551521301,0.08718399999999998,-0.6649802327156067,426,3180,3179,2442240,0.0001372352,0.4754483103752136,48.77,5725,0.013996309600770473,0.19086402654647827
-0.6392762660980225,0.08564799999999997,-0.6662021279335022,426,3210,3209,2465280,0.0001356992,0.6409167051315308,65.71,5781,0.005632941611111164,0.11346298456192017
-0.6220547556877136,0.08411199999999999,-0.6690192222595215,426,3240,3239,2488320,0.00013416319999999998,0.5334175825119019,54.6,5839,0.012538237497210503,0.13777220249176025
-0.5424277782440186,0.08257599999999998,-0.6664668321609497,425,3270,3269,2511360,0.00013262719999999998,0.557113528251648,46.38,5895,0.006133241578936577,-0.033107876777648926
-0.7330055832862854,0.08104,-0.6688999533653259,425,3300,3299,2534400,0.00013109120000000002,0.49541014432907104,56.8,5952,0.013647831976413727,0.08227759599685669
-0.47338148951530457,0.07950399999999999,-0.6677319407463074,425,3330,3329,2557440,0.00012955520000000002,0.6700660586357117,45.08,6009,0.0016857435693964362,-0.1108623743057251
-0.6222255229949951,0.07796799999999998,-0.6689519286155701,425,3360,3359,2580480,0.0001280192,0.5237510800361633,52.82,6067,0.006286161951720715,0.0037810206413269043
-0.578220009803772,0.076432,-0.6636621952056885,425,3390,3389,2603520,0.0001264832,0.5549818873405457,46.33,6123,0.027246996760368347,0.18060791492462158
-0.5809476971626282,0.07489599999999999,-0.6665699481964111,424,3420,3419,2626560,0.0001249472,0.6448197364807129,53.23,6181,-0.007329250685870647,-0.06273996829986572
-0.4800490438938141,0.07335999999999998,-0.6647316813468933,424,3450,3449,2649600,0.00012341120000000002,0.5526760816574097,49.83,6239,0.013417933136224747,0.12607896327972412
-0.5355536937713623,0.071824,-0.6679865121841431,424,3480,3479,2672640,0.00012187520000000001,0.41389036178588867,61.51,6295,0.010814226232469082,0.1567211151123047
-0.7704575061798096,0.07028799999999999,-0.6672383546829224,424,3510,3509,2695680,0.0001203392,0.7333979606628418,63.18,6353,0.0012674120953306556,0.02432960271835327
-0.5250371098518372,0.06875199999999998,-0.6685495376586914,424,3540,3539,2718720,0.0001188032,0.6278865337371826,49.93,6411,0.01330452598631382,-0.1071850061416626
-0.6885212063789368,0.067216,-0.6666150093078613,424,3570,3569,2741760,0.0001172672,0.4404788911342621,58.92,6466,0.011347241699695587,0.19532454013824463
-0.6955569386482239,0.06567999999999999,-0.6657592058181763,423,3600,3599,2764800,0.0001157312,0.5473169088363647,49.58,6522,0.007367551326751709,-0.05143439769744873
-0.6783347129821777,0.06414399999999998,-0.6685765981674194,423,3630,3629,2787840,0.00011419520000000001,0.7548553347587585,54.99,6579,0.01149489264935255,-0.05079770088195801
-0.6240213513374329,0.062608,-0.6676123142242432,423,3660,3659,2810880,0.00011265920000000001,0.4842631220817566,62.38,6636,0.019644303247332573,0.1006731390953064
-0.39222726225852966,0.06107199999999999,-0.6652543544769287,423,3690,3689,2833920,0.0001111232,0.5996474027633667,50.3,6692,0.01349271647632122,0.07344412803649902
-0.7491304278373718,0.05953599999999998,-0.6700825691223145,423,3720,3719,2856960,0.00010958720000000001,0.6837732195854187,51.12,6750,0.021681828424334526,-0.3905909061431885
-0.48622897267341614,0.057999999999999996,-0.6668685674667358,423,3750,3749,2880000,0.0001080512,0.7153655886650085,61.88,6806,0.021766263991594315,-0.07435691356658936
-0.6498212218284607,0.056463999999999986,-0.6676861643791199,423,3780,3779,2903040,0.00010651520000000002,0.5294793844223022,52.7,6862,0.005706705152988434,0.0950128436088562
-0.7746195197105408,0.05492799999999998,-0.6682050228118896,422,3810,3809,2926080,0.00010497920000000001,0.7695814967155457,58.32,6917,0.014675627462565899,0.029724717140197754
-0.5667262077331543,0.053391999999999995,-0.6692396402359009,422,3840,3839,2949120,0.0001034432,0.5606248378753662,54.44,6974,0.0067392452619969845,0.1308247447013855
-0.5165565609931946,0.051855999999999985,-0.6665346622467041,422,3870,3869,2972160,0.0001019072,0.48664435744285583,62.85,7034,0.006494203116744757,0.13851553201675415
-0.4363443851470947,0.050320000000000004,-0.6626759767532349,422,3900,3899,2995200,0.00010037119999999999,0.5311983823776245,52.22,7090,0.0043329279869794846,0.07800304889678955
