train/n_updates,time/total_timesteps,train/entropy_loss,train/value_loss,rollout/ep_rew_mean,time/time_elapsed,train/policy_loss,rollout/ep_len_mean,time/fps,train/explained_variance,time/iterations,train/learning_rate
2199,281600,-0.15290549397468567,0.8531851768493652,3.7601048946380615,796,0.012766877189278603,89.63,353,0.0016979575157165527,2200,0.0003
2299,294400,-0.18138545751571655,0.8092419505119324,2.004218816757202,833,-0.09804369509220123,18.59,353,0.0017489194869995117,2300,0.0003
2399,307200,-0.1695372760295868,3.4665074348449707,2.17807674407959,871,0.06289245188236237,32.22,352,0.0006935596466064453,2400,0.0003
2499,320000,-0.1603667140007019,7.76587438583374,1.9693055152893066,908,0.01530025340616703,29.61,352,3.5762786865234375e-07,2500,0.0003
2599,332800,-0.1633693277835846,1.416388988494873,2.03983211517334,944,-0.02565443515777588,29.3,352,0.0019147396087646484,2600,0.0003
2699,345600,-0.1502683460712433,0.7513505220413208,2.230473756790161,980,-0.02243596874177456,19.94,352,0.0005500316619873047,2700,0.0003
2799,358400,-0.15809181332588196,2.376328229904175,2.317706823348999,1017,0.018393276259303093,29.47,352,-0.00029206275939941406,2800,0.0003
2899,371200,-0.15801192820072174,0.0009531818795949221,2.2643938064575195,1055,-0.01895713061094284,31.31,351,0.033292174339294434,2900,0.0003
2999,384000,-0.1593581736087799,2.4475176334381104,2.1348090171813965,1092,0.007401390466839075,31.01,351,0.0014448761940002441,3000,0.0003
3099,396800,-0.15744468569755554,2.2240657806396484,2.7803397178649902,1127,0.0017880531959235668,41.83,351,0.00031942129135131836,3100,0.0003
3199,409600,-0.17247271537780762,5.401897430419922,2.2299399375915527,1164,0.0028300127014517784,30.32,351,0.00031429529190063477,3200,0.0003
3299,422400,-0.18276193737983704,1.6138063669204712,2.244903564453125,1200,-0.02039407007396221,41.45,351,6.0439109802246094e-05,3300,0.0003
3399,435200,-0.15470638871192932,2.312685489654541,2.5874881744384766,1236,0.0750231146812439,31.62,352,2.8908252716064453e-05,3400,0.0003
3499,448000,-0.16884109377861023,2.6929497718811035,2.2674999237060547,1272,-0.01602088287472725,32.7,352,0.000632941722869873,3500,0.0003
3599,460800,-0.14196129143238068,0.2790719270706177,2.505488634109497,1309,-0.014967991970479488,31.27,351,0.004177212715148926,3600,0.0003
3699,473600,-0.16835561394691467,3.2660064697265625,2.1873040199279785,1345,0.033635497093200684,30.22,351,0.0008720159530639648,3700,0.0003
3799,486400,-0.14396676421165466,0.7410719394683838,1.9630504846572876,1383,-0.011216645129024982,17.82,351,0.002178013324737549,3800,0.0003
3899,499200,-0.15632793307304382,2.8915154933929443,2.100004196166992,1419,-0.005598352290689945,19.15,351,0.0011156797409057617,3900,0.0003
3999,512000,-0.1887851357460022,1.497153878211975,2.161046028137207,1455,-0.03582073748111725,32.47,351,0.00123673677444458,4000,0.0003
4099,524800,-0.17446967959403992,1.2779996395111084,2.3558554649353027,1490,-0.134882390499115,31.78,352,0.0007784366607666016,4100,0.0003
4199,537600,-0.17562615871429443,0.772599458694458,2.2383344173431396,1528,0.0023575183004140854,30.96,351,0.0007485151290893555,4200,0.0003
4299,550400,-0.14185388386249542,1.9201276302337646,2.2071263790130615,1563,-0.027645451948046684,20.23,352,0.000398099422454834,4300,0.0003
4399,563200,-0.16775253415107727,3.2499375343322754,2.4367151260375977,1600,0.03932306170463562,43.12,351,-0.0010428428649902344,4400,0.0003
4499,576000,-0.1687176674604416,0.8393789529800415,2.177011489868164,1637,-0.11375892162322998,30.18,351,0.0008231997489929199,4500,0.0003
4599,588800,-0.17264382541179657,1.8955806493759155,2.053405284881592,1673,-0.004680115729570389,19.4,351,0.001044154167175293,4600,0.0003
4699,601600,-0.1606857180595398,1.4811604022979736,2.047391414642334,1709,-0.04641969874501228,20.19,351,0.0004994869232177734,4700,0.0003
4799,614400,-0.1385325938463211,0.0008638708968646824,2.668658971786499,1746,-0.01850631833076477,43.19,351,0.0011931657791137695,4800,0.0003
4899,627200,-0.20106914639472961,2.184248685836792,2.501894474029541,1784,-0.1104796901345253,31.51,351,0.0010322928428649902,4900,0.0003
4999,640000,-0.14930030703544617,0.8930611610412598,3.1643788814544678,1818,0.02745634689927101,65.35,351,-0.0004929304122924805,5000,0.0003
5099,652800,-0.18276873230934143,0.8740678429603577,2.515251636505127,1854,-0.10980478674173355,30.82,351,0.0007233619689941406,5100,0.0003
5199,665600,-0.18187929689884186,3.9185752868652344,2.7875638008117676,1892,0.07767146825790405,53.83,351,0.00011879205703735352,5200,0.0003
5299,678400,-0.15993398427963257,2.092742919921875,2.5282721519470215,1930,-0.05112795531749725,30.76,351,0.0010138750076293945,5300,0.0003
5399,691200,-0.17985913157463074,2.857572078704834,2.7873036861419678,1967,0.038948409259319305,54.29,351,0.0004742741584777832,5400,0.0003
5499,704000,-0.1651790589094162,1.0616663694381714,2.392554521560669,2003,0.007621854543685913,54.52,351,0.00175553560256958,5500,0.0003
5599,716800,-0.14901570975780487,0.8356404900550842,2.1406874656677246,2040,-0.0014111632481217384,32.18,351,0.0008129477500915527,5600,0.0003
5699,729600,-0.16030541062355042,1.2641395330429077,2.08290958404541,2077,-0.01825643517076969,18.22,351,0.0009725689888000488,5700,0.0003
5799,742400,-0.21608877182006836,0.9401542544364929,2.0056052207946777,2115,-0.2676166594028473,28.65,350,0.00031322240829467773,5800,0.0003
5899,755200,-0.12654024362564087,0.0031624308321624994,2.235607624053955,2149,-0.024538317695260048,29.47,351,0.018698275089263916,5900,0.0003
5999,768000,-0.16244544088840485,1.926469087600708,2.1678171157836914,2185,0.014564072713255882,19.41,351,0.0009543895721435547,6000,0.0003
6099,780800,-0.16646632552146912,4.414674282073975,1.9516661167144775,2222,-0.07114901393651962,16.76,351,-3.5762786865234375e-05,6100,0.0003
6199,793600,-0.17099955677986145,1.781888723373413,2.5081872940063477,2260,-0.05273008719086647,41.5,351,0.0006165504455566406,6200,0.0003
6299,806400,-0.19998642802238464,1.9685640335083008,2.063119649887085,2297,0.01649581268429756,18.75,351,0.0001538395881652832,6300,0.0003
6399,819200,-0.15301483869552612,1.0884017944335938,2.1310019493103027,2334,0.0011482927948236465,18.74,350,0.0006151795387268066,6400,0.0003
6499,832000,-0.1440436691045761,0.6311708688735962,2.002223491668701,2370,0.08773784339427948,18.56,350,0.0017777085304260254,6500,0.0003
6599,844800,-0.16996872425079346,1.1421977281570435,2.083966016769409,2406,-0.0806938037276268,31.16,350,0.0017012953758239746,6600,0.0003
6699,857600,-0.121050164103508,0.02544415555894375,3.121570110321045,2442,-0.011205656453967094,56.01,351,0.006746113300323486,6700,0.0003
6799,870400,-0.17811250686645508,2.8399410247802734,1.9922791719436646,2477,0.009069865569472313,18.17,351,0.0003024935722351074,6800,0.0003
6899,883200,-0.16528519988059998,2.139091968536377,2.122309684753418,2510,0.04506351426243782,42.41,351,0.0018064379692077637,6900,0.0003
6999,896000,-0.1521875560283661,1.082472562789917,2.1148250102996826,2547,-0.02845321036875248,18.9,351,0.0007226467132568359,7000,0.0003
7099,908800,-0.15305788815021515,0.3259233236312866,2.101940870285034,2582,0.008320044726133347,19.61,351,0.0015462636947631836,7100,0.0003
7199,921600,-0.17339792847633362,1.8696465492248535,2.2275431156158447,2619,0.0187589880079031,30.95,351,0.0010025501251220703,7200,0.0003
7299,934400,-0.1729220747947693,4.679409980773926,2.1130025386810303,2654,-0.01668873056769371,19.62,351,-0.00035953521728515625,7300,0.0003
7399,947200,-0.18203464150428772,1.1703274250030518,2.4385297298431396,2691,-0.032054271548986435,30.44,351,0.000693202018737793,7400,0.0003
7499,960000,-0.16093787550926208,3.384087085723877,2.155471086502075,2726,0.012557778507471085,42.5,352,0.0009022355079650879,7500,0.0003
7599,972800,-0.1696334034204483,1.945512294769287,2.0880074501037598,2763,0.001650182530283928,30.16,352,0.0013979077339172363,7600,0.0003
7699,985600,-0.161860853433609,1.1687983274459839,2.6825966835021973,2798,-0.01872745342552662,42.4,352,0.001377701759338379,7700,0.0003
7799,998400,-0.16620410978794098,0.6774535775184631,1.982944369316101,2835,0.03266194462776184,18.67,352,0.001977086067199707,7800,0.0003
7899,1011200,-0.1609162986278534,4.558413028717041,2.378084659576416,2869,0.0072851162403821945,30.34,352,-0.0002980232238769531,7900,0.0003
7999,1024000,-0.17380787432193756,1.2279551029205322,2.411855697631836,2905,-0.015031646937131882,29.45,352,0.0022256970405578613,8000,0.0003
8099,1036800,-0.16592098772525787,0.005503193475306034,2.6282095909118652,2940,0.01285829022526741,43.3,352,0.008240461349487305,8100,0.0003
8199,1049600,-0.17959845066070557,3.5009312629699707,2.064938545227051,2976,-0.025103721767663956,19.91,352,-0.0001150369644165039,8200,0.0003
8299,1062400,-0.15866322815418243,1.795089840888977,2.194690465927124,3012,0.052501045167446136,42.07,352,0.0011359453201293945,8300,0.0003
8399,1075200,-0.15215960144996643,1.5558273792266846,2.469067096710205,3048,-0.015431327745318413,30.49,352,0.0014647245407104492,8400,0.0003
8499,1088000,-0.16201427578926086,5.432878494262695,2.1179039478302,3085,-0.026728667318820953,18.99,352,-7.414817810058594e-05,8500,0.0003
8599,1100800,-0.1494089812040329,0.5597974061965942,2.633078098297119,3122,-0.017475882545113564,42.67,352,0.0015543699264526367,8600,0.0003
8699,1113600,-0.1678943783044815,2.9582784175872803,2.700425386428833,3158,0.037098921835422516,32.01,352,0.0011160969734191895,8700,0.0003
8799,1126400,-0.19652223587036133,0.019467025995254517,2.145451784133911,3197,0.011563250795006752,20.74,352,0.002897918224334717,8800,0.0003
8899,1139200,-0.15694060921669006,0.7363035678863525,2.689210891723633,3231,-0.16772092878818512,43.45,352,-6.699562072753906e-05,8900,0.0003
8999,1152000,-0.1501016914844513,0.0010599596425890923,2.2400426864624023,3267,0.012081963941454887,32.61,352,-0.026221394538879395,9000,0.0003
9099,1164800,-0.177723228931427,0.5959501266479492,2.927574396133423,3302,-0.03899560123682022,53.94,352,0.0011134743690490723,9100,0.0003
9199,1177600,-0.13063424825668335,0.6802843809127808,3.7082107067108154,3340,-0.006171508692204952,77.84,352,0.002331674098968506,9200,0.0003
9299,1190400,-0.2072749137878418,1.1894828081130981,2.336008310317993,3377,0.08565862476825714,30.86,352,0.0015808939933776855,9300,0.0003
9399,1203200,-0.12293701618909836,0.9728726148605347,2.1786110401153564,3413,-0.011223811656236649,42.89,352,-0.0012202262878417969,9400,0.0003
9499,1216000,-0.16613031923770905,1.3634001016616821,1.9124255180358887,3449,-0.028769563883543015,17.08,352,0.001049041748046875,9500,0.0003
9599,1228800,-0.14945927262306213,0.8339834213256836,2.453230381011963,3485,0.02566627413034439,30.78,352,0.0002262592315673828,9600,0.0003
9699,1241600,-0.1886751502752304,1.079726219177246,2.594090461730957,3520,-0.027285374701023102,32.08,352,0.0008628964424133301,9700,0.0003
9799,1254400,-0.1605013906955719,2.1396498680114746,2.0820541381835938,3555,0.0008614803664386272,18.6,352,0.000973820686340332,9800,0.0003
9899,1267200,-0.1707017570734024,3.341996908187866,1.964174747467041,3588,-0.003986658528447151,29.55,353,0.0002779364585876465,9900,0.0003
9999,1280000,-0.1589481681585312,1.6971256732940674,2.446251153945923,3622,-0.013950081542134285,30.06,353,0.0010398626327514648,10000,0.0003
10099,1292800,-0.1481703817844391,1.819044589996338,2.439157247543335,3659,-0.0017348777037113905,42.83,353,0.001316666603088379,10100,0.0003
10199,1305600,-0.1554495394229889,1.00673508644104,2.4852118492126465,3696,0.018397171050310135,53.57,353,1.0311603546142578e-05,10200,0.0003
10299,1318400,-0.16740082204341888,1.7033895254135132,2.1516265869140625,3731,-0.06358319520950317,20.27,353,0.0005516409873962402,10300,0.0003
10399,1331200,-0.18461808562278748,2.812788963317871,2.0515944957733154,3768,-0.00842609629034996,43.17,353,0.0008333921432495117,10400,0.0003
10499,1344000,-0.1558222770690918,3.030193567276001,2.1690502166748047,3806,-0.02170710451900959,30.78,353,-0.0005033016204833984,10500,0.0003
10599,1356800,-0.14900371432304382,5.025166034698486,2.1249170303344727,3843,0.010007577016949654,28.97,352,0.0004551410675048828,10600,0.0003
10699,1369600,-0.15781176090240479,0.0008215036359615624,2.662531852722168,3880,0.03450217843055725,42.59,352,0.007174134254455566,10700,0.0003
10799,1382400,-0.1327817142009735,1.9207758903503418,2.301893949508667,3919,-0.003858021693304181,30.39,352,-0.00043404102325439453,10800,0.0003
10899,1395200,-0.16221359372138977,0.5578393936157227,2.494515895843506,3953,-0.1677417755126953,31.39,352,0.0026065707206726074,10900,0.0003
10999,1408000,-0.14732351899147034,0.19644567370414734,2.7519006729125977,3989,-0.01891792193055153,54.62,352,0.0040912628173828125,11000,0.0003
11099,1420800,-0.15938743948936462,0.0012665936956182122,2.5925333499908447,4027,0.036255985498428345,56.39,352,0.028010129928588867,11100,0.0003
11199,1433600,-0.1405186951160431,1.3398820161819458,2.6561357975006104,4062,-0.09353699535131454,44.67,352,0.0003623366355895996,11200,0.0003
11299,1446400,-0.17018060386180878,1.3981800079345703,2.9082489013671875,4097,-0.01898982748389244,55.92,352,0.0004277825355529785,11300,0.0003
11399,1459200,-0.17843885719776154,2.892024278640747,2.5758602619171143,4135,0.0015268842689692974,30.97,352,0.0006343722343444824,11400,0.0003
11499,1472000,-0.1848774254322052,1.5548274517059326,2.9128243923187256,4172,-0.01393764279782772,55.63,352,0.0009576082229614258,11500,0.0003
11599,1484800,-0.1453869491815567,0.11710792779922485,2.3343422412872314,4208,-0.017039891332387924,32.0,352,0.007008731365203857,11600,0.0003
11699,1497600,-0.15832915902137756,1.916187047958374,2.3538389205932617,4245,-0.04769991710782051,29.43,352,0.0006595253944396973,11700,0.0003
11799,1510400,-0.1870708167552948,0.839464545249939,2.1034324169158936,4284,-0.004256669897586107,19.34,352,0.0007445812225341797,11800,0.0003
11899,1523200,-0.17586395144462585,1.5970618724822998,2.3612728118896484,4318,0.0758017748594284,42.95,352,0.0005905032157897949,11900,0.0003
11999,1536000,-0.15981504321098328,1.47349214553833,2.1736464500427246,4355,-0.010307029820978642,19.15,352,0.0018526911735534668,12000,0.0003
12099,1548800,-0.15203183889389038,0.8572198152542114,3.2781124114990234,4394,-0.02182755246758461,66.22,352,0.0010597705841064453,12100,0.0003
12199,1561600,-0.1807592511177063,2.7093987464904785,2.4098153114318848,4431,-0.0046643358655273914,30.62,352,0.0009801983833312988,12200,0.0003
12299,1574400,-0.13402032852172852,0.7536568641662598,2.4072248935699463,4468,-0.011746869422495365,65.11,352,0.0009965896606445312,12300,0.0003
12399,1587200,-0.13013455271720886,4.501368522644043,2.6638424396514893,4505,-0.02714543044567108,44.74,352,-0.0009491443634033203,12400,0.0003
12499,1600000,-0.16974809765815735,4.0505452156066895,2.0481691360473633,4541,-0.021155577152967453,19.07,352,-0.0005143880844116211,12500,0.0003
12599,1612800,-0.16331923007965088,2.388659954071045,3.0594658851623535,4577,0.011917373165488243,53.68,352,0.001117706298828125,12600,0.0003
12699,1625600,-0.1686866134405136,3.8717074394226074,1.9988152980804443,4614,0.04084191471338272,17.97,352,0.0005958080291748047,12700,0.0003
12799,1638400,-0.1366395503282547,1.2831950187683105,2.132425546646118,4653,-0.02364264614880085,30.35,352,0.0003777146339416504,12800,0.0003
12899,1651200,-0.1303010880947113,0.3054808974266052,2.442399024963379,4689,-0.0020085794385522604,31.55,352,0.003985285758972168,12900,0.0003
12999,1664000,-0.19491198658943176,1.6866021156311035,2.176028251647949,4724,0.03757571429014206,30.58,352,0.0008880496025085449,13000,0.0003
13099,1676800,-0.17183475196361542,2.076469898223877,2.2384471893310547,4762,-0.1565116047859192,21.18,352,7.522106170654297e-05,13100,0.0003
13199,1689600,-0.12841981649398804,1.5391417741775513,2.6298282146453857,4798,0.012618344277143478,32.08,352,0.000896453857421875,13200,0.0003
13299,1702400,-0.17742875218391418,4.47670841217041,2.030794143676758,4835,0.03311090171337128,20.54,352,-0.0007364749908447266,13300,0.0003
13399,1715200,-0.18973083794116974,1.2840425968170166,2.2788567543029785,4872,0.01067790575325489,44.58,351,0.0007408261299133301,13400,0.0003
13499,1728000,-0.19156266748905182,1.3214528560638428,2.119166612625122,4909,-0.01838994026184082,31.38,351,0.0002334117889404297,13500,0.0003
13599,1740800,-0.15049219131469727,3.0765812397003174,1.9623106718063354,4946,-0.07355900853872299,18.92,351,0.000639498233795166,13600,0.0003
13699,1753600,-0.15244120359420776,0.9408835172653198,2.4535677433013916,4983,0.104048952460289,43.51,351,0.0011321306228637695,13700,0.0003
13799,1766400,-0.17052491009235382,2.7949395179748535,2.292766809463501,5019,0.021879319101572037,31.31,351,-0.00042068958282470703,13800,0.0003
13899,1779200,-0.19376635551452637,2.3524537086486816,2.709057569503784,5053,0.0026565324515104294,65.86,352,0.0012336373329162598,13900,0.0003
13999,1792000,-0.13701966404914856,1.2158477306365967,2.7109944820404053,5087,-0.026125255972146988,41.24,352,0.0012655258178710938,14000,0.0003
14099,1804800,-0.16882210969924927,1.2105684280395508,2.3696258068084717,5125,0.008778559044003487,43.67,352,0.0010842680931091309,14100,0.0003
14199,1817600,-0.14747825264930725,0.8245276808738708,2.6615853309631348,5162,-0.015181123279035091,54.38,352,0.0022185444831848145,14200,0.0003
14299,1830400,-0.1754141002893448,1.4298818111419678,2.7069945335388184,5199,0.040149178355932236,43.98,352,0.0017004013061523438,14300,0.0003
14399,1843200,-0.1887291669845581,2.6284115314483643,3.1660430431365967,5235,-0.016319453716278076,55.04,352,0.0003104209899902344,14400,0.0003
14499,1856000,-0.18280667066574097,1.7762069702148438,2.7701363563537598,5270,-0.039984893053770065,54.73,352,0.00206911563873291,14500,0.0003
14599,1868800,-0.16963297128677368,0.08937658369541168,2.414499282836914,5306,-0.022792942821979523,28.94,352,0.0024119019508361816,14600,0.0003
14699,1881600,-0.2001264989376068,0.9769313335418701,2.202944755554199,5343,0.06705980002880096,32.51,352,0.0001894235610961914,14700,0.0003
14799,1894400,-0.16277235746383667,1.0299575328826904,1.8378393650054932,5380,-0.072036512196064,18.52,352,-0.00014495849609375,14800,0.0003
14899,1907200,-0.16318917274475098,1.914263129234314,3.121762275695801,5417,-0.004212209023535252,54.18,352,0.001088559627532959,14900,0.0003
14999,1920000,-0.18687251210212708,2.0065741539001465,2.7156708240509033,5452,-0.01349459309130907,43.0,352,0.0013422966003417969,15000,0.0003
15099,1932800,-0.16272887587547302,0.6993852257728577,3.0709404945373535,5491,-0.10062229633331299,55.1,351,0.0015802383422851562,15100,0.0003
15199,1945600,-0.18600741028785706,1.3482415676116943,2.182178258895874,5528,-0.12602552771568298,29.71,351,0.0003604888916015625,15200,0.0003
15299,1958400,-0.20338180661201477,2.0812911987304688,2.4219324588775635,5566,-0.011378411203622818,42.17,351,0.0005779862403869629,15300,0.0003
15399,1971200,-0.17778728902339935,1.9549541473388672,2.049147129058838,5603,-0.17696844041347504,42.49,351,0.00017267465591430664,15400,0.0003
15499,1984000,-0.15623226761817932,2.5940916538238525,2.152787446975708,5639,0.02402828074991703,18.63,351,0.0014467835426330566,15500,0.0003
15599,1996800,-0.1669294238090515,1.66700279712677,2.739619493484497,5675,-0.2210826724767685,30.49,351,-4.553794860839844e-05,15600,0.0003
15699,2009600,-0.18711072206497192,2.1128833293914795,2.355537176132202,5714,-0.03655052185058594,41.59,351,0.0011209845542907715,15700,0.0003
15799,2022400,-0.1548084020614624,1.4179022312164307,2.853790044784546,5748,-0.01708873175084591,44.91,351,0.0014705657958984375,15800,0.0003
15899,2035200,-0.19477766752243042,2.9008383750915527,2.065563440322876,5785,0.0373830646276474,17.46,351,5.131959915161133e-05,15900,0.0003
15999,2048000,-0.1929837167263031,1.7715131044387817,2.426973342895508,5823,-0.04536455124616623,31.03,351,0.00019884109497070312,16000,0.0003
16099,2060800,-0.18026533722877502,1.3499374389648438,2.570061445236206,5859,-0.004861857742071152,31.64,351,0.00012058019638061523,16100,0.0003
16199,2073600,-0.17204278707504272,0.1609279215335846,3.155923843383789,5896,0.04532376676797867,64.51,351,0.004188179969787598,16200,0.0003
16299,2086400,-0.145906001329422,0.9966585636138916,2.138348340988159,5934,-0.07336799800395966,31.33,351,0.0020562410354614258,16300,0.0003
16399,2099200,-0.14738093316555023,4.130464553833008,2.8228559494018555,5969,-0.02372293919324875,43.4,351,-0.0001786947250366211,16400,0.0003
16499,2112000,-0.16207832098007202,0.985643744468689,2.2035703659057617,6006,-0.08654871582984924,20.25,351,0.0025625228881835938,16500,0.0003
16599,2124800,-0.1701670140028,2.149777889251709,2.170419454574585,6043,-0.025244422256946564,54.41,351,0.00039130449295043945,16600,0.0003
16699,2137600,-0.16408595442771912,0.7363433837890625,2.416391611099243,6077,-0.024128278717398643,30.96,351,0.001322627067565918,16700,0.0003
16799,2150400,-0.16496123373508453,3.1093432903289795,2.1808390617370605,6113,0.04708848148584366,29.9,351,-0.00030803680419921875,16800,0.0003
16899,2163200,-0.13742128014564514,0.28566858172416687,2.7517733573913574,6149,0.016941338777542114,43.86,351,0.000845491886138916,16900,0.0003
16999,2176000,-0.18639060854911804,3.1958365440368652,2.1718297004699707,6186,0.024225762113928795,32.12,351,0.0013400912284851074,17000,0.0003
17099,2188800,-0.16931122541427612,1.813340187072754,2.447126626968384,6222,-0.00936198141425848,42.94,351,0.0008929967880249023,17100,0.0003
17199,2201600,-0.149794340133667,2.595120906829834,2.935027837753296,6260,0.018993237987160683,43.4,351,3.898143768310547e-05,17200,0.0003
17299,2214400,-0.1926676332950592,4.1925458908081055,2.6784939765930176,6297,-0.02442660741508007,44.76,351,-0.00019550323486328125,17300,0.0003
17399,2227200,-0.14763525128364563,2.242344379425049,2.054093599319458,6331,-0.15159793198108673,29.08,351,9.40561294555664e-05,17400,0.0003
17499,2240000,-0.17621909081935883,3.40956449508667,2.21378755569458,6368,0.03385521471500397,20.46,351,0.00034248828887939453,17500,0.0003
17599,2252800,-0.16000986099243164,0.05928483232855797,2.841477632522583,6403,-0.000736163929104805,43.29,351,-0.0016628503799438477,17600,0.0003
17699,2265600,-0.17567968368530273,0.9293918013572693,2.4104995727539062,6440,-0.18366564810276031,51.42,351,-0.0002999305725097656,17700,0.0003
17799,2278400,-0.14672815799713135,0.6196654438972473,2.7690136432647705,6474,-0.33860254287719727,56.39,351,0.0005757808685302734,17800,0.0003
17899,2291200,-0.15794672071933746,2.7800745964050293,2.1098203659057617,6510,-0.006813062354922295,31.12,351,0.0003082752227783203,17900,0.0003
17999,2304000,-0.17196588218212128,5.192739963531494,2.213383674621582,6547,0.060465727001428604,20.11,351,0.0005722641944885254,18000,0.0003
18099,2316800,-0.18123763799667358,1.855114221572876,2.102907180786133,6586,-0.02681869827210903,32.32,351,0.0010883808135986328,18100,0.0003
18199,2329600,-0.16336429119110107,0.6755383014678955,2.1406450271606445,6624,0.05424875766038895,18.83,351,0.0004730820655822754,18200,0.0003
18299,2342400,-0.1512320339679718,2.176725387573242,2.0520148277282715,6661,-0.03833114355802536,29.39,351,0.0008643865585327148,18300,0.0003
18399,2355200,-0.15278735756874084,0.2812032103538513,2.27336049079895,6698,-0.003081253729760647,42.74,351,0.0025460124015808105,18400,0.0003
18499,2368000,-0.19899126887321472,1.0883890390396118,2.8535778522491455,6735,-0.04871884733438492,45.49,351,0.0008168220520019531,18500,0.0003
18599,2380800,-0.1804145872592926,0.004255553241819143,2.4110164642333984,6770,-0.05969458445906639,31.18,351,-0.006850600242614746,18600,0.0003
18699,2393600,-0.18594306707382202,3.0548250675201416,1.9839798212051392,6809,0.11276859045028687,18.76,351,4.178285598754883e-05,18700,0.0003
18799,2406400,-0.1374453604221344,0.8438863754272461,1.9642996788024902,6843,-0.021836847066879272,17.95,351,0.001810312271118164,18800,0.0003
18899,2419200,-0.1731778383255005,2.020555019378662,2.0498769283294678,6880,0.0067466553300619125,18.8,351,0.0009533166885375977,18900,0.0003
18999,2432000,-0.17856603860855103,2.456644058227539,3.026615858078003,6919,-0.016438506543636322,64.2,351,0.0009552240371704102,19000,0.0003
19099,2444800,-0.18055519461631775,4.721538066864014,2.241157054901123,6952,0.030262870714068413,30.51,351,-0.0002446174621582031,19100,0.0003
19199,2457600,-0.16777630150318146,2.424541711807251,3.1643476486206055,6990,0.021427594125270844,52.61,351,0.00019890069961547852,19200,0.0003
19299,2470400,-0.16957172751426697,0.6499269008636475,2.03359055519104,7027,0.01923811435699463,20.62,351,0.0006374716758728027,19300,0.0003
19399,2483200,-0.14774289727210999,1.6911290884017944,2.074082374572754,7063,-0.015242536552250385,31.69,351,0.0013571381568908691,19400,0.0003
19499,2496000,-0.15108877420425415,0.25699424743652344,3.54787540435791,7098,0.09287519007921219,66.51,351,0.004295051097869873,19500,0.0003
19599,2508800,-0.1978754997253418,2.5951881408691406,2.536952495574951,7133,-0.008518589660525322,43.3,351,0.00039273500442504883,19600,0.0003
