#{"t_start": 1759846427.2031655, "env_id": "None"}
r,l,t
-1.050244,107,2.562657
-4.850497,175,5.491212
-0.916741,175,8.574695
0.789798,57,9.515548
-4.498181,175,12.7391
-0.709863,73,14.258758
0.625246,107,16.169149
-2.728241,175,30.061735
-3.623118,175,32.632187
0.616352,77,33.845795
-2.723913,175,36.585294
-4.921113,175,39.261752
-1.505392,133,41.349773
-1.648341,175,44.156584
0.076926,40,44.792235
-1.542917,165,58.241106
-1.502096,58,59.138449
-1.897522,13,59.325785
-1.638999,175,61.876086
-6.955141,175,64.578713
-1.497522,9,64.720451
-2.470595,175,67.460766
-2.355482,84,68.759703
0.760911,109,70.4418
-1.601317,175,84.20277
-1.393798,175,86.871635
-1.309759,71,87.9567
-3.367707,175,91.045985
-0.908229,73,92.298713
-1.925944,24,92.723946
-0.273692,175,95.500005
-1.537749,175,98.412173
1.560029,78,99.745074
-3.016899,59,112.007165
-0.604081,175,114.748497
-0.945003,46,115.559208
1.409222,62,116.833557
0.701791,175,119.973962
-0.377354,83,121.560793
-3.211517,175,125.079093
0.848651,68,126.310155
-2.991077,170,129.524899
-1.130938,85,146.236934
-0.151656,69,148.850047
-0.783651,16,149.447735
1.697695,65,151.765481
-2.455192,175,157.763848
-2.553242,175,162.131047
-1.559437,175,166.914358
-0.92379,53,168.158046
-0.89441,175,173.179004
-4.422348,152,194.057209
1.989672,90,196.563448
1.489319,175,200.747323
-1.206484,123,203.599389
-1.818822,162,207.283427
-2.096444,175,211.316803
0.035627,123,214.118979
-0.36393,152,232.319895
-2.391347,38,233.135956
-0.11178,97,235.25959
-1.124304,175,239.136917
-0.848857,94,241.25662
1.325597,50,242.407267
-1.576381,175,246.326205
-0.226951,152,249.89808
-2.224174,175,254.223017
-0.233683,36,269.925093
2.674209,152,273.324178
0.384831,85,275.339986
-2.171473,37,276.186497
-1.597522,10,276.408092
-1.820021,40,277.308206
-2.010403,153,280.811226
1.941884,106,283.246181
-1.155218,175,287.625175
1.829709,60,289.196184
-2.468724,175,294.636114
-0.11946,78,327.186118
1.202478,14,327.706739
1.045843,72,331.155514
0.482115,52,333.358179
-1.393889,175,341.522408
1.606673,40,343.391446
-2.627755,175,351.355169
-1.746441,19,352.258387
1.087908,81,356.433251
0.982926,85,360.545107
0.664537,175,368.517449
-0.607965,175,407.927584
-0.182401,100,412.566593
-1.097522,15,413.531386
1.582497,75,417.390764
-0.569682,175,425.631465
0.554997,51,428.016605
1.762301,113,433.485218
-0.743283,175,441.788385
3.912796,74,445.305004
-0.740492,175,482.247678
-0.393212,39,484.024785
3.008799,48,486.196529
0.655107,172,494.289145
1.952987,24,495.555111
0.036941,169,503.523546
-0.797522,12,504.158329
-0.067987,175,512.325907
0.787089,59,513.809225
2.717139,67,515.126578
1.39375,92,516.883325
2.335966,92,518.62577
0.544778,106,553.144186
-0.997522,14,553.718458
-1.244579,23,554.71657
-0.370025,175,563.470587
2.498151,74,567.456552
1.509929,175,576.286711
1.080261,175,584.34648
1.163431,150,588.947057
0.061673,154,591.715826
2.056891,102,625.05261
0.802478,18,626.053969
0.481091,175,635.027549
1.993584,162,643.101809
1.284901,175,650.680682
1.667277,167,658.948943
0.559713,62,661.757898
0.514444,174,698.080684
2.006673,36,699.672725
2.090852,39,701.40798
0.350854,53,703.967428
-1.403556,175,711.273215
-0.49479,165,714.926894
1.509145,51,715.902776
0.055987,175,722.369016
1.56972,175,731.90142
0.587253,175,771.065956
-1.11977,59,774.091949
0.938851,33,775.76885
0.280598,175,784.712605
0.922775,84,788.672927
1.260729,95,793.443257
-0.284276,99,798.576601
-0.026506,175,807.376927
-0.40602,112,813.261205
2.284681,109,818.838682
0.933829,20,819.887976
0.785715,154,854.482102
-0.172134,147,856.885009
1.851328,83,858.234504
-2.068991,48,859.008901
1.986004,88,862.095894
0.064159,175,871.199511
0.313988,175,879.347927
2.191417,59,882.502835
-1.226002,175,919.462154
2.590852,44,921.160103
-0.698029,175,929.781044
1.002478,16,930.606008
1.298532,161,938.648967
1.828646,76,942.524129
-0.164166,88,946.982702
0.986852,175,955.670841
0.891889,25,956.708287
1.606515,85,960.54292
3.70821,95,964.769259
2.080339,106,997.960146
1.648745,175,1006.717015
2.038294,45,1009.106807
0.807822,26,1010.491158
1.060475,37,1012.597876
-0.636482,175,1021.070124
1.652736,100,1026.186707
2.060456,132,1032.656257
0.902478,17,1033.547671
-1.833892,36,1035.354251
3.3869,97,1040.344884
0.902478,17,1041.148994
0.537415,67,1044.412372
-2.418379,175,1082.901054
-0.901484,20,1083.995779
3.35148,75,1087.601663
-1.697172,92,1092.441192
3.30339,121,1098.623102
1.798035,165,1107.447642
2.242905,175,1116.476912
1.673542,175,1125.326822
-0.394625,57,1128.278439
0.908653,27,1157.447514
0.479178,150,1163.881115
2.511773,175,1169.912144
0.50559,72,1171.318114
2.033252,42,1172.093301
1.297656,60,1173.316992
1.102745,41,1174.367897
3.81249,78,1176.059167
0.273034,152,1179.239856
-1.897522,13,1179.520626
-1.429964,25,1180.090505
1.024309,87,1184.197044
1.418658,125,1204.61274
3.219617,171,1208.301242
1.255657,49,1209.384377
-0.621571,92,1211.372626
0.462699,145,1214.637419
2.861942,122,1217.332622
1.45402,28,1217.949653
1.247949,175,1221.813263
2.108616,107,1224.194923
-0.997522,14,1224.507844
1.544032,175,1243.090728
2.264866,137,1246.057998
1.202478,14,1246.356133
1.613696,116,1248.862686
1.049129,156,1252.280495
0.102999,45,1253.247027
3.506673,31,1253.91944
2.285842,57,1255.17957
1.514215,175,1259.010784
1.202478,14,1259.316747
0.61719,175,1263.166918
1.894649,175,1281.594896
-0.597522,10,1281.809458
1.198608,119,1284.409608
2.486497,77,1286.111886
4.405633,116,1288.712375
-0.051641,175,1292.59808
2.393909,52,1293.728166
1.409026,158,1297.227882
1.723669,175,1301.095136
-0.897522,13,1316.385009
0.733829,22,1316.847123
3.465577,34,1317.573159
3.183653,175,1321.341899
2.037856,93,1323.404896
1.594336,138,1326.482345
-0.988095,93,1328.559417
1.643747,175,1332.480884
0.833208,100,1334.682627
0.269168,175,1338.522672
1.557886,175,1357.204667
1.406673,42,1358.172497
0.67638,158,1361.940502
-0.697522,11,1362.176884
0.471973,153,1365.607874
1.622873,175,1369.488066
1.782212,175,1373.376793
1.987436,121,1376.270551
2.269748,98,1394.23954
2.218439,68,1395.728036
0.935029,175,1399.64831
0.393484,33,1400.382041
-0.797522,12,1400.639746
2.616423,120,1403.316647
3.436205,62,1404.651052
0.748512,72,1406.189615
2.155547,175,1409.999875
1.455479,96,1412.161873
-0.365122,81,1413.936068
1.102478,15,1414.255933
1.937319,175,1432.31689
1.456398,32,1432.998608
1.077146,122,1435.586949
2.306673,43,1436.504254
