rollout/ep_len_mean,time/time_elapsed,time/fps,rollout/ep_rew_mean,time/iterations,time/total_timesteps,train/ent_coef,train/learning_rate,train/n_updates,train/value_loss,train/explained_variance,train/policy_loss,train/entropy_loss
121.17,268,320,-3.7225420475006104,21,86016,0.45226112,9.1808e-05,20,0.39461177587509155,-0.04519951343536377,0.02151898480951786,-0.6600428223609924
124.18,280,320,-3.783383369445801,22,90112,0.44998784000000003,9.139840000000001e-05,21,0.32825157046318054,-0.04345524311065674,0.023786058649420738,-0.6614474058151245
122.09,293,320,-3.582942485809326,23,94208,0.44771456,9.09888e-05,22,0.3611598610877991,-0.05274021625518799,0.009387696161866188,-0.6618452072143555
120.16,306,320,-3.4588754177093506,24,98304,0.44544128,9.05792e-05,23,0.3015456795692444,0.04488694667816162,0.021879952400922775,-0.6601746082305908
120.26,318,321,-3.4488742351531982,25,102400,0.443168,9.01696e-05,24,0.3599995970726013,-0.24679279327392578,0.017748456448316574,-0.6609470844268799
121.59,331,320,-3.3983535766601562,26,106496,0.44089472,8.976000000000001e-05,25,0.3380860984325409,-0.1144552230834961,0.014687114395201206,-0.6610355377197266
125.53,344,321,-3.4709482192993164,27,110592,0.43862144000000003,8.93504e-05,26,0.34029605984687805,-0.15620791912078857,0.013554725795984268,-0.6617090106010437
121.36,357,321,-3.302891731262207,28,114688,0.43634816,8.89408e-05,27,0.3410388231277466,-0.10122919082641602,0.014142019674181938,-0.6618425250053406
118.97,369,321,-3.3361523151397705,29,118784,0.43407488,8.853120000000001e-05,28,0.32272404432296753,0.02443474531173706,0.008814969100058079,-0.6626086235046387
119.13,382,321,-3.3208277225494385,30,122880,0.4318016,8.812160000000001e-05,29,0.3687337040901184,-0.0017708539962768555,0.015658430755138397,-0.6609396934509277
118.9,395,320,-3.3221611976623535,31,126976,0.42952831999999996,8.7712e-05,30,0.3293311893939972,-0.13852989673614502,0.0038299299776554108,-0.6624322533607483
124.42,408,320,-3.393249273300171,32,131072,0.42725504000000003,8.73024e-05,31,0.3402422070503235,-0.06560277938842773,0.024446001276373863,-0.6617680788040161
121.92,422,320,-3.4431979656219482,33,135168,0.42498176,8.689280000000001e-05,32,0.42240506410598755,-0.17694509029388428,0.01082684937864542,-0.662861704826355
