rollout/ep_len_mean,time/time_elapsed,time/fps,rollout/ep_rew_mean,time/iterations,time/total_timesteps,train/ent_coef,train/learning_rate,train/n_updates,train/value_loss,train/explained_variance,train/policy_loss,train/entropy_loss
128.29,2142,317,-3.8185784816741943,166,679936,0.12263552,3.2416e-05,165,0.3672325611114502,-0.10314750671386719,0.023127073422074318,-0.6583868265151978
131.28,2155,317,-3.9057674407958984,167,684032,0.12036224000000001,3.2006400000000006e-05,166,0.3631477952003479,-0.09226787090301514,0.013582557439804077,-0.660374641418457
124.91,2168,317,-3.6452813148498535,168,688128,0.11808896000000002,3.15968e-05,167,0.3384833335876465,-0.05130600929260254,0.011796928942203522,-0.6605220437049866
126.23,2181,317,-3.650649070739746,169,692224,0.11581567999999998,3.1187200000000005e-05,168,0.322634756565094,-0.05125296115875244,0.01738831214606762,-0.6609840989112854
117.39,2194,317,-3.592134952545166,170,696320,0.11354239999999999,3.07776e-05,169,0.3548803925514221,-0.1157536506652832,0.012215724214911461,-0.662299394607544
118.11,2207,317,-3.46516752243042,171,700416,0.11126912,3.0368000000000005e-05,170,0.35594335198402405,0.02683258056640625,0.009351319633424282,-0.6602410078048706
124.3,2220,317,-3.7386059761047363,172,704512,0.10899584000000001,2.99584e-05,171,0.3213919699192047,-0.08375632762908936,0.010402683168649673,-0.6616841554641724
124.91,2234,317,-3.6841089725494385,173,708608,0.10672255999999997,2.9548800000000004e-05,172,0.3469145596027374,-0.04112446308135986,0.011338038370013237,-0.6606708765029907
116.18,2247,317,-3.4377660751342773,174,712704,0.10444927999999998,2.91392e-05,173,0.3477320075035095,-0.05940127372741699,0.007588719483464956,-0.6612769365310669
104.27,2260,317,-3.029353618621826,175,716800,0.10217600000000004,2.8729600000000004e-05,174,0.4021161198616028,-0.19216179847717285,0.014910057187080383,-0.6619932651519775
104.69,2273,317,-3.0758373737335205,176,720896,0.09990272,2.8320000000000007e-05,175,0.30153900384902954,-0.1553640365600586,0.01747119426727295,-0.6615508794784546
109.28,2286,317,-3.0729892253875732,177,724992,0.09762944000000001,2.7910400000000003e-05,176,0.35887956619262695,-0.15173661708831787,0.01984250172972679,-0.6601002216339111
120.83,2299,317,-3.2331740856170654,178,729088,0.09535615999999997,2.7500800000000006e-05,177,0.33116358518600464,-0.14642953872680664,0.01468574907630682,-0.6606607437133789
124.23,2312,317,-3.320516347885132,179,733184,0.09308288000000003,2.7091200000000002e-05,178,0.34568291902542114,-0.19758760929107666,0.009984090924263,-0.6618908643722534
123.86,2324,317,-3.412202835083008,180,737280,0.09080959999999999,2.6681600000000006e-05,179,0.31975626945495605,-0.05119502544403076,0.016417212784290314,-0.6608160138130188
122.8,2338,317,-3.4137940406799316,181,741376,0.08853632,2.6271999999999995e-05,180,0.3471696972846985,-0.16590070724487305,0.009899664670228958,-0.6610484719276428
128.02,2351,317,-3.542990207672119,182,745472,0.08626303999999996,2.5862400000000005e-05,181,0.39010968804359436,-0.13270103931427002,0.013719890266656876,-0.6615968346595764
123.2,2364,316,-3.296182870864868,183,749568,0.08398976000000002,2.5452799999999995e-05,182,0.3481304347515106,-0.13989603519439697,0.018253762274980545,-0.6616186499595642
125.73,2377,317,-3.50138783454895,184,753664,0.08171648000000004,2.50432e-05,183,0.3245312571525574,-0.09542787075042725,0.011975160799920559,-0.661992073059082
116.6,2390,317,-3.2572078704833984,185,757760,0.07944319999999999,2.4633600000000008e-05,184,0.3072991669178009,-0.03392469882965088,0.010112911462783813,-0.660344123840332
124.55,2403,317,-3.735769271850586,186,761856,0.07716992,2.4224e-05,185,0.3250057101249695,-0.07996118068695068,0.017881400883197784,-0.6618407964706421
116.78,2415,317,-3.3881218433380127,187,765952,0.07489664000000001,2.3814400000000007e-05,186,0.3656327724456787,-0.09375369548797607,0.013348197564482689,-0.6607719659805298
124.05,2428,317,-3.546118974685669,188,770048,0.07262336000000003,2.34048e-05,187,0.37304994463920593,-0.13059556484222412,0.012132463976740837,-0.6618854403495789
124.31,2441,317,-3.4589357376098633,189,774144,0.07035007999999998,2.2995200000000006e-05,188,0.3782719671726227,-0.03931152820587158,0.011185653507709503,-0.6619832515716553
136.03,2454,317,-3.9383389949798584,190,778240,0.06807679999999999,2.2585599999999996e-05,189,0.3979055881500244,-0.07858693599700928,0.014246856793761253,-0.6604965925216675
125.66,2466,317,-3.845602035522461,191,782336,0.06580352,2.2176000000000002e-05,190,0.361657053232193,-0.1850144863128662,0.011802240274846554,-0.660493016242981
120.14,2479,317,-3.578857421875,192,786432,0.06353024000000002,2.1766399999999995e-05,191,0.3469793200492859,-0.1560511589050293,0.013878956437110901,-0.6616001725196838
121.91,2492,317,-3.4472315311431885,193,790528,0.06125696000000003,2.1356800000000002e-05,192,0.33324766159057617,-0.10000693798065186,0.010371996089816093,-0.661851167678833
124.67,2505,317,-3.502389907836914,194,794624,0.05898367999999998,2.094720000000001e-05,193,0.3432690501213074,-0.21121740341186523,0.013327158987522125,-0.6599588394165039
125.98,2518,317,-3.6074466705322266,195,798720,0.056710399999999994,2.05376e-05,194,0.32430145144462585,-0.07139623165130615,0.01836296170949936,-0.6602801084518433
115.6,2531,317,-3.142822265625,196,802816,0.054437120000000006,2.0128000000000004e-05,195,0.3515733480453491,-0.0900418758392334,0.020049534738063812,-0.6609498262405396
114.38,2543,317,-2.939166784286499,197,806912,0.05216384000000002,1.9718399999999997e-05,196,0.3843487799167633,-0.2723417282104492,0.010003465227782726,-0.6616089344024658
117.5,2556,317,-2.803525686264038,198,811008,0.04989055999999997,1.9308800000000004e-05,197,0.28559449315071106,-0.1388387680053711,0.016271119937300682,-0.6604064106941223
126.02,2569,317,-3.2437448501586914,199,815104,0.047617279999999984,1.8899199999999997e-05,198,0.3424580693244934,-0.0826730728149414,0.006919065956026316,-0.6613219976425171
135.01,2582,317,-3.7422139644622803,200,819200,0.045343999999999995,1.8489600000000003e-05,199,0.3654829263687134,-0.20334887504577637,0.019073903560638428,-0.6601732969284058
132.34,2595,317,-4.001368522644043,201,823296,0.04307072000000001,1.8079999999999996e-05,200,0.34710296988487244,-0.07509565353393555,0.010019668377935886,-0.6616759896278381
133.21,2608,317,-4.205091953277588,202,827392,0.04079743999999996,1.76704e-05,201,0.39938995242118835,0.013491272926330566,0.018839165568351746,-0.6602913737297058
128.14,2621,317,-4.066328525543213,203,831488,0.038524159999999974,1.7260799999999996e-05,202,0.35603615641593933,-0.016269803047180176,0.021099379286170006,-0.6604236364364624
132.94,2634,317,-4.237237453460693,204,835584,0.03625088000000004,1.68512e-05,203,0.3786940276622772,-0.18012726306915283,0.014485148712992668,-0.6598857045173645
123.91,2647,317,-3.659682035446167,205,839680,0.0339776,1.6441600000000005e-05,204,0.3524366617202759,-0.12097835540771484,0.010531075298786163,-0.6608896255493164
121.41,2659,317,-3.5045580863952637,206,843776,0.03170432000000001,1.6031999999999998e-05,205,0.3377116322517395,-0.13882207870483398,0.021161414682865143,-0.6613947153091431
118.57,2672,317,-3.3486032485961914,207,847872,0.029431039999999964,1.5622400000000005e-05,206,0.3529896140098572,0.037803828716278076,0.011266411282122135,-0.6612148880958557
121.23,2685,317,-3.457977533340454,208,851968,0.02715776000000003,1.5212799999999998e-05,207,0.352376252412796,-0.11035943031311035,0.017093155533075333,-0.6603233814239502
119.8,2698,317,-3.347898006439209,209,856064,0.024884479999999987,1.4803200000000004e-05,208,0.3325531780719757,-0.009008526802062988,0.014593069441616535,-0.6618906855583191
118.92,2711,317,-3.1815671920776367,210,860160,0.022611199999999998,1.4393599999999997e-05,209,0.3959513008594513,-0.2586766481399536,0.009464191272854805,-0.6619728207588196
122.26,2723,317,-3.084160089492798,211,864256,0.020337919999999954,1.3984000000000002e-05,210,0.3635628819465637,-0.2826794385910034,0.009084978140890598,-0.6612843871116638
125.77,2736,317,-3.0703330039978027,212,868352,0.01806464000000002,1.3574399999999997e-05,211,0.35050827264785767,-0.14731991291046143,0.014360365457832813,-0.6638500690460205
123.72,2748,317,-3.194835901260376,213,872448,0.015791360000000032,1.3164800000000001e-05,212,0.303314208984375,0.060900747776031494,0.017532652243971825,-0.6615664958953857
127.89,2761,317,-3.509885311126709,214,876544,0.013518079999999988,1.2755200000000006e-05,213,0.3135835528373718,-0.07775449752807617,0.008735625073313713,-0.6605377793312073
125.79,2773,317,-3.619013786315918,215,880640,0.0112448,1.23456e-05,214,0.3374130129814148,-0.2260584831237793,0.013010766357183456,-0.6616206169128418
128.05,2786,317,-3.6397178173065186,216,884736,0.00897152000000001,1.1936000000000004e-05,215,0.2973206639289856,-0.040202975273132324,0.009412110783159733,-0.6597566604614258
122.42,2799,317,-3.6664724349975586,217,888832,0.006698240000000022,1.1526399999999999e-05,216,0.3429497182369232,-0.15729916095733643,0.012258294969797134,-0.6606069803237915
121.7,2812,317,-3.7289257049560547,218,892928,0.004424959999999978,1.1116800000000003e-05,217,0.34678030014038086,-0.06797587871551514,0.011633466929197311,-0.6617617607116699
120.08,2825,317,-3.54769229888916,219,897024,0.002151679999999989,1.0707199999999998e-05,218,0.3688253164291382,-0.08173501491546631,0.013371073640882969,-0.6608406901359558
122.93,2837,317,-3.611642837524414,220,901120,0.0005000000000000004,1.0297600000000003e-05,219,0.36059489846229553,-0.043744564056396484,0.007521661464124918,-0.6617551445960999
