rollout/ep_rew_mean,train/value_loss,time/time_elapsed,rollout/ep_len_mean,train/policy_loss,train/explained_variance,train/n_updates,time/iterations,train/entropy_loss,train/ent_coef,time/total_timesteps,train/learning_rate,time/fps
3.575782537460327,0.40330153703689575,917,42.68,0.055400341749191284,-0.003228425979614258,3699,3700,-0.16219449043273926,0.16342399999999999,355200,0.0004,387
3.540583848953247,0.5086132287979126,943,31.74,-0.010831167921423912,0.0015794634819030762,3799,3800,-0.16998998820781708,0.162976,364800,0.0004,386
3.378277540206909,2.156552314758301,966,29.96,-0.15018907189369202,0.0006916522979736328,3899,3900,-0.21508264541625977,0.162528,374400,0.0004,387
3.4471328258514404,3.2208545207977295,991,43.06,-0.0009692820603959262,0.0003413558006286621,3999,4000,-0.19886544346809387,0.16208,384000,0.0004,387
2.973174810409546,1.6560447216033936,1016,42.26,0.0046357992105185986,0.0018242597579956055,4099,4100,-0.1889721155166626,0.161632,393600,0.0004,387
3.6452693939208984,1.753197431564331,1041,33.04,-0.01940959319472313,0.0016641616821289062,4199,4200,-0.1907404363155365,0.161184,403200,0.0004,386
5.549051284790039,1.9116160869598389,1066,65.42,-0.04127243161201477,0.001301884651184082,4299,4300,-0.16747234761714935,0.160736,412800,0.0004,387
4.2171711921691895,1.2271113395690918,1090,54.2,-0.011356848292052746,0.0014327764511108398,4399,4400,-0.13585172593593597,0.16028799999999999,422400,0.0004,387
4.099297046661377,1.5181269645690918,1115,55.58,-0.003893854795023799,0.0006070137023925781,4499,4500,-0.1660415381193161,0.15983999999999998,432000,0.0004,387
2.5992302894592285,1.2127389907836914,1141,17.25,-0.0014848181745037436,0.0016457438468933105,4599,4600,-0.18030373752117157,0.159392,441600,0.0004,387
2.9128756523132324,1.236681580543518,1166,19.82,-0.020935840904712677,0.0008887052536010742,4699,4700,-0.1686840057373047,0.158944,451200,0.0004,386
3.838059186935425,2.2533860206604004,1191,42.67,0.0029709897935390472,0.0006002187728881836,4799,4800,-0.19681930541992188,0.158496,460800,0.0004,386
5.568005561828613,1.2516950368881226,1218,68.83,-0.01398512627929449,0.0007963180541992188,4899,4900,-0.17255091667175293,0.158048,470400,0.0004,385
2.9456145763397217,1.5659799575805664,1246,30.49,-0.01680341362953186,0.00109940767288208,4999,5000,-0.12768197059631348,0.1576,480000,0.0004,385
3.126742362976074,0.5018842220306396,1272,29.09,-0.01671135053038597,0.0020065903663635254,5099,5100,-0.1639343500137329,0.157152,489600,0.0004,384
2.9986658096313477,1.3586530685424805,1297,29.98,0.028040599077939987,0.0013663768768310547,5199,5200,-0.17914757132530212,0.156704,499200,0.0004,384
3.0313405990600586,0.7221325635910034,1322,20.52,-0.03473937511444092,0.0007292032241821289,5299,5300,-0.1661127805709839,0.156256,508800,0.0004,384
2.9812963008880615,2.3763632774353027,1347,21.62,-0.1405540257692337,0.00037467479705810547,5399,5400,-0.17522697150707245,0.155808,518400,0.0004,384
2.8949849605560303,1.124067783355713,1372,19.26,-0.13393495976924896,0.0011990666389465332,5499,5500,-0.15484437346458435,0.15536,528000,0.0004,384
3.861682415008545,2.032641887664795,1397,42.24,-0.14489637315273285,0.00014460086822509766,5599,5600,-0.18359380960464478,0.154912,537600,0.0004,384
3.2615959644317627,1.4743387699127197,1423,32.04,-0.13487452268600464,0.0007165670394897461,5699,5700,-0.19584253430366516,0.154464,547200,0.0004,384
3.9774813652038574,0.0823083221912384,1450,44.15,-0.04937654361128807,0.006855666637420654,5799,5800,-0.15179941058158875,0.154016,556800,0.0004,383
2.820737361907959,0.20628535747528076,1475,18.89,0.0058184280060231686,0.004001498222351074,5899,5900,-0.14915356040000916,0.15356799999999998,566400,0.0004,383
3.245591163635254,2.8376004695892334,1500,42.11,0.011452863924205303,-0.0003936290740966797,5999,6000,-0.13167500495910645,0.15312,576000,0.0004,383
2.8976480960845947,1.1331204175949097,1525,30.49,-0.2823321223258972,0.0019425153732299805,6099,6100,-0.1468922644853592,0.152672,585600,0.0004,383
2.6858937740325928,0.9897885322570801,1552,17.74,-0.002022033790126443,0.0015506744384765625,6199,6200,-0.1627882719039917,0.152224,595200,0.0004,383
2.8100507259368896,1.1205161809921265,1577,20.43,0.03722231090068817,0.0005409121513366699,6299,6300,-0.13652102649211884,0.151776,604800,0.0004,383
2.7115554809570312,2.3456122875213623,1604,19.01,-0.048917483538389206,-0.00016963481903076172,6399,6400,-0.20669040083885193,0.151328,614400,0.0004,382
2.806474208831787,2.3011064529418945,1628,18.74,-0.27366089820861816,-0.0005835294723510742,6499,6500,-0.1732543706893921,0.15088,624000,0.0004,383
3.5905187129974365,2.733100414276123,1654,53.77,-0.014558113180100918,0.00043702125549316406,6599,6600,-0.1714876890182495,0.150432,633600,0.0004,382
4.588165760040283,2.4532535076141357,1679,53.92,-0.092383973300457,0.0007018446922302246,6699,6700,-0.1693926453590393,0.149984,643200,0.0004,383
3.591407060623169,2.9002883434295654,1704,30.44,-0.1013776957988739,0.0007547140121459961,6799,6800,-0.18919281661510468,0.149536,652800,0.0004,382
2.986482858657837,1.0572870969772339,1730,19.47,-0.004943612031638622,0.0011199116706848145,6899,6900,-0.19501060247421265,0.149088,662400,0.0004,382
3.367943048477173,0.18242990970611572,1756,32.78,-0.25049978494644165,0.0037827491760253906,6999,7000,-0.14117273688316345,0.14864,672000,0.0004,382
4.1493821144104,1.6203536987304688,1782,42.72,0.007142316084355116,0.0011473894119262695,7099,7100,-0.13343986868858337,0.148192,681600,0.0004,382
3.3304998874664307,1.07149076461792,1806,31.77,0.031499069184064865,0.0017246007919311523,7199,7200,-0.1651405692100525,0.147744,691200,0.0004,382
3.7520391941070557,1.164970874786377,1831,32.15,-0.022364463657140732,0.0023586153984069824,7299,7300,-0.13838788866996765,0.14729599999999998,700800,0.0004,382
3.0761795043945312,1.5725773572921753,1856,30.08,0.0051653082482516766,0.001086592674255371,7399,7400,-0.20022833347320557,0.14684799999999998,710400,0.0004,382
4.210005283355713,1.4595621824264526,1881,42.49,0.008510972373187542,0.001006782054901123,7499,7500,-0.14372605085372925,0.1464,720000,0.0004,382
3.4142227172851562,1.2501945495605469,1907,28.62,-0.0007320145959965885,0.001781761646270752,7599,7600,-0.16555668413639069,0.145952,729600,0.0004,382
2.8794264793395996,1.0987906455993652,1935,18.76,-0.02874516323208809,0.0012421011924743652,7699,7700,-0.1478273570537567,0.145504,739200,0.0004,381
2.949280023574829,0.5192022323608398,1962,19.1,0.025025291368365288,0.0023957490921020508,7799,7800,-0.16027837991714478,0.145056,748800,0.0004,381
3.5836822986602783,1.628866195678711,1986,43.18,-0.052998315542936325,0.0013334155082702637,7899,7900,-0.17752723395824432,0.144608,758400,0.0004,381
2.8616890907287598,1.6718649864196777,2010,20.42,0.14574475586414337,0.0008599162101745605,7999,8000,-0.16145752370357513,0.14416,768000,0.0004,382
3.7395410537719727,0.866041362285614,2035,31.05,0.014016348868608475,0.0018516182899475098,8099,8100,-0.1603856086730957,0.143712,777600,0.0004,381
3.3461410999298096,1.5802927017211914,2061,31.39,0.05321582406759262,0.0009708404541015625,8199,8200,-0.18111884593963623,0.143264,787200,0.0004,381
3.998870611190796,1.3947350978851318,2087,53.47,-0.015593593940138817,0.00035881996154785156,8299,8300,-0.15690922737121582,0.142816,796800,0.0004,381
3.6692190170288086,2.6300182342529297,2111,42.35,0.030523911118507385,-4.291534423828125e-06,8399,8400,-0.1524752825498581,0.142368,806400,0.0004,381
2.895678997039795,0.07601971924304962,2136,21.35,-0.37077075242996216,-0.002046823501586914,8499,8500,-0.13920120894908905,0.14192,816000,0.0004,381
2.9981582164764404,2.308126211166382,2162,19.58,-0.010982896201312542,0.000361025333404541,8599,8600,-0.17790678143501282,0.141472,825600,0.0004,381
3.339327335357666,0.32492995262145996,2187,31.29,0.01963115483522415,0.0005705952644348145,8699,8700,-0.15242056548595428,0.14102399999999998,835200,0.0004,381
4.298532485961914,1.1298936605453491,2213,55.14,-0.03160954639315605,0.0011519789695739746,8799,8800,-0.12278066575527191,0.14057599999999998,844800,0.0004,381
3.892327308654785,1.287351131439209,2239,41.61,-0.05511414259672165,0.001193225383758545,8899,8900,-0.17749649286270142,0.140128,854400,0.0004,381
3.580920457839966,0.48232969641685486,2264,41.86,-0.029166914522647858,0.0011081695556640625,8999,9000,-0.14905530214309692,0.13968,864000,0.0004,381
3.520005226135254,1.6299209594726562,2290,31.63,0.05937354266643524,-0.00015056133270263672,9099,9100,-0.18188929557800293,0.139232,873600,0.0004,381
2.8314452171325684,0.017241012305021286,2318,19.41,0.05865473672747612,0.003843069076538086,9199,9200,-0.17302986979484558,0.138784,883200,0.0004,380
4.305664539337158,1.5561714172363281,2343,66.88,0.011148439720273018,0.0016112923622131348,9299,9300,-0.17310935258865356,0.13833600000000001,892800,0.0004,380
2.808708429336548,1.714652419090271,2369,18.65,-0.029520943760871887,0.0009777545928955078,9399,9400,-0.1598280519247055,0.137888,902400,0.0004,380
3.348196506500244,1.2220712900161743,2395,41.94,-0.036288268864154816,0.0005928874015808105,9499,9500,-0.1599808931350708,0.13744,912000,0.0004,380
4.558551788330078,0.05674546957015991,2420,54.08,-0.0606682114303112,0.007923424243927002,9599,9600,-0.1463448852300644,0.136992,921600,0.0004,380
2.9748570919036865,0.9725778102874756,2445,29.79,-0.021027762442827225,0.0011276006698608398,9699,9700,-0.13370010256767273,0.136544,931200,0.0004,380
3.709766149520874,1.0312479734420776,2469,42.33,-0.006296820938587189,0.0012426376342773438,9799,9800,-0.1588001549243927,0.136096,940800,0.0004,380
3.6382246017456055,1.2607380151748657,2495,42.16,0.07801695168018341,0.001349031925201416,9899,9900,-0.1563740223646164,0.135648,950400,0.0004,380
4.346498966217041,0.6677595376968384,2521,66.49,-0.027551954612135887,0.0024656057357788086,9999,10000,-0.18490049242973328,0.1352,960000,0.0004,380
3.6001577377319336,1.5558488368988037,2547,41.85,-0.057009369134902954,0.0012221932411193848,10099,10100,-0.19402459263801575,0.13475199999999998,969600,0.0004,380
3.4938461780548096,1.7120840549468994,2572,31.22,0.02341044694185257,0.00024950504302978516,10199,10200,-0.1727561205625534,0.13430399999999998,979200,0.0004,380
3.7384090423583984,2.5709636211395264,2597,54.45,-0.031644709408283234,3.790855407714844e-05,10299,10300,-0.22875761985778809,0.133856,988800,0.0004,380
3.053344964981079,2.0448970794677734,2623,29.64,0.009163910523056984,0.0007538795471191406,10399,10400,-0.18143878877162933,0.133408,998400,0.0004,380
4.580443382263184,1.6889753341674805,2648,66.28,0.0015764252748340368,0.001556992530822754,10499,10500,-0.13198506832122803,0.13296,1008000,0.0004,380
4.220514297485352,1.1388792991638184,2676,42.34,0.00934494286775589,6.61015510559082e-05,10599,10600,-0.13851577043533325,0.132512,1017600,0.0004,380
3.3183138370513916,3.6754393577575684,2700,31.56,-0.004911645315587521,0.0007941722869873047,10699,10700,-0.18981191515922546,0.13206400000000001,1027200,0.0004,380
5.158469200134277,1.4422495365142822,2724,77.04,-0.03355741128325462,0.0005764961242675781,10799,10800,-0.21361827850341797,0.131616,1036800,0.0004,380
3.877620220184326,1.064422607421875,2750,42.98,0.06513644009828568,0.0013473033905029297,10899,10900,-0.15952721238136292,0.131168,1046400,0.0004,380
3.5814948081970215,0.354037344455719,2775,42.39,-0.032914403825998306,0.003916740417480469,10999,11000,-0.15138684213161469,0.13072,1056000,0.0004,380
4.042319297790527,0.8540911674499512,2800,42.11,-0.00964568741619587,0.0012331008911132812,11099,11100,-0.15282411873340607,0.130272,1065600,0.0004,380
3.186361074447632,2.342740297317505,2825,33.12,7.427360105793923e-05,0.0009911656379699707,11199,11200,-0.17280052602291107,0.129824,1075200,0.0004,380
5.287020206451416,1.866788625717163,2850,68.76,-0.03211500495672226,0.00016540288925170898,11299,11300,-0.17488925158977509,0.129376,1084800,0.0004,380
2.882448196411133,1.9578988552093506,2875,17.9,-0.025657689198851585,0.0009743571281433105,11399,11400,-0.18038779497146606,0.128928,1094400,0.0004,380
3.2505850791931152,0.04548107087612152,2900,42.52,0.0031109130941331387,-0.005738258361816406,11499,11500,-0.2023162692785263,0.12847999999999998,1104000,0.0004,380
2.5799286365509033,0.9237756729125977,2925,16.73,0.03242858499288559,0.0008992552757263184,11599,11600,-0.1732402741909027,0.128032,1113600,0.0004,380
3.9838013648986816,1.6574740409851074,2950,41.3,0.019087057560682297,0.0018518567085266113,11699,11700,-0.1737002581357956,0.127584,1123200,0.0004,380
3.312699794769287,1.2672162055969238,2974,31.0,-0.004989723674952984,0.0006510615348815918,11799,11800,-0.15091678500175476,0.127136,1132800,0.0004,380
2.9695165157318115,2.7730860710144043,3000,20.75,0.049195267260074615,0.0009700655937194824,11899,11900,-0.17632798850536346,0.126688,1142400,0.0004,380
3.5242111682891846,1.1230487823486328,3026,31.36,-0.022900626063346863,0.0015494823455810547,11999,12000,-0.1741618812084198,0.12624,1152000,0.0004,380
3.4763565063476562,0.27090737223625183,3051,43.84,-0.021200185641646385,0.002876579761505127,12099,12100,-0.17998018860816956,0.12579200000000001,1161600,0.0004,380
2.7753968238830566,0.5159642696380615,3076,17.83,-0.021436341106891632,0.0017971992492675781,12199,12200,-0.12553083896636963,0.125344,1171200,0.0004,380
3.0481789112091064,0.963035523891449,3100,30.55,0.10621349513530731,0.0013647079467773438,12299,12300,-0.15751460194587708,0.12489600000000001,1180800,0.0004,380
3.420720100402832,0.38686951994895935,3125,30.59,-0.03193880617618561,0.00111466646194458,12399,12400,-0.1361289620399475,0.124448,1190400,0.0004,380
3.7559573650360107,1.6226518154144287,3149,30.73,0.04574134200811386,-0.0005164146423339844,12499,12500,-0.1835206001996994,0.124,1200000,0.0004,380
2.9216527938842773,1.4912822246551514,3174,18.35,0.038831546902656555,0.0005221366882324219,12599,12600,-0.17473557591438293,0.123552,1209600,0.0004,381
3.7433547973632812,1.2807724475860596,3198,31.53,0.016122378408908844,0.0012115240097045898,12699,12700,-0.1694168895483017,0.12310399999999999,1219200,0.0004,381
2.9150917530059814,1.065543293952942,3223,19.02,-0.04407051205635071,0.0005586743354797363,12799,12800,-0.18015043437480927,0.12265599999999999,1228800,0.0004,381
3.178844928741455,0.9261338114738464,3249,31.72,-0.016152573749423027,0.0016965270042419434,12899,12900,-0.16625168919563293,0.122208,1238400,0.0004,381
3.004284620285034,1.141779899597168,3274,19.62,0.03642260283231735,0.0020604729652404785,12999,13000,-0.16633041203022003,0.12176000000000001,1248000,0.0004,381
3.161121129989624,0.9870008230209351,3300,32.44,-0.016857225447893143,0.0007432103157043457,13099,13100,-0.15838919579982758,0.121312,1257600,0.0004,381
3.0160341262817383,0.8003215789794922,3325,30.96,0.027767157182097435,0.0019212961196899414,13199,13200,-0.15340760350227356,0.120864,1267200,0.0004,381
4.196173667907715,1.4705833196640015,3351,65.5,-0.08747141063213348,-5.328655242919922e-05,13299,13300,-0.16418138146400452,0.120416,1276800,0.0004,380
6.395728588104248,2.434454917907715,3378,79.75,0.001570946304127574,0.0009067654609680176,13399,13400,-0.18686698377132416,0.11996799999999999,1286400,0.0004,380
3.509831428527832,0.09724529832601547,3404,54.07,0.016206879168748856,0.012774288654327393,13499,13500,-0.18002158403396606,0.11952,1296000,0.0004,380
2.8081424236297607,1.192258358001709,3429,18.42,-0.008734508417546749,0.0009981393814086914,13599,13600,-0.12928202748298645,0.11907200000000001,1305600,0.0004,380
3.583406925201416,1.2200720310211182,3455,40.53,-0.1170387864112854,0.0007051825523376465,13699,13700,-0.17271611094474792,0.11862400000000001,1315200,0.0004,380
3.411593437194824,1.5669664144515991,3480,41.46,-0.03609229624271393,0.0018857717514038086,13799,13800,-0.15868030488491058,0.118176,1324800,0.0004,380
3.1891770362854004,2.263340473175049,3505,30.43,0.015841864049434662,-0.00015091896057128906,13899,13900,-0.18377265334129333,0.117728,1334400,0.0004,380
3.040468215942383,1.7806609869003296,3530,19.83,-0.01486889086663723,0.0005276203155517578,13999,14000,-0.19222694635391235,0.11728,1344000,0.0004,380
3.9378747940063477,0.4164726734161377,3555,44.2,-0.4063710570335388,0.0003191828727722168,14099,14100,-0.14551928639411926,0.116832,1353600,0.0004,380
3.565291404724121,0.4221895635128021,3580,30.34,-0.011158598586916924,0.0015492439270019531,14199,14200,-0.1919165849685669,0.116384,1363200,0.0004,380
5.132990837097168,1.7716964483261108,3605,66.77,-0.06451298296451569,0.0008036494255065918,14299,14300,-0.17195753753185272,0.115936,1372800,0.0004,380
3.3274974822998047,2.0080461502075195,3629,41.96,0.015574353747069836,0.0007243752479553223,14399,14400,-0.17437124252319336,0.11548800000000001,1382400,0.0004,380
3.6520538330078125,1.4582327604293823,3655,41.67,0.0004263582522980869,0.002192556858062744,14499,14500,-0.13651105761528015,0.11504,1392000,0.0004,380
2.9767470359802246,0.39710864424705505,3680,19.5,-0.18558017909526825,0.0009062290191650391,14599,14600,-0.17192566394805908,0.114592,1401600,0.0004,380
3.601214647293091,1.821056842803955,3704,30.94,-0.014733714982867241,0.0006274580955505371,14699,14700,-0.15358388423919678,0.114144,1411200,0.0004,380
3.9076459407806396,2.075767755508423,3730,42.37,-0.0451737605035305,0.000585019588470459,14799,14800,-0.15758930146694183,0.11369599999999999,1420800,0.0004,380
2.9953696727752686,1.7695125341415405,3757,30.79,-0.0010561061790212989,7.790327072143555e-05,14899,14900,-0.16828271746635437,0.113248,1430400,0.0004,380
4.157433986663818,2.0230417251586914,3780,55.63,-0.025649752467870712,0.000815272331237793,14999,15000,-0.1888745278120041,0.1128,1440000,0.0004,380
3.315551996231079,0.2274743914604187,3804,33.76,-0.04355978965759277,0.005694150924682617,15099,15100,-0.15668344497680664,0.112352,1449600,0.0004,381
3.198798894882202,0.7898632884025574,3829,42.24,0.107484832406044,0.0011137127876281738,15199,15200,-0.14019176363945007,0.111904,1459200,0.0004,381
3.6837728023529053,2.1348717212677,3854,42.14,-0.006609576754271984,-2.8252601623535156e-05,15299,15300,-0.1644546240568161,0.111456,1468800,0.0004,381
3.6488475799560547,0.7851639986038208,3878,43.98,-0.013131599873304367,0.0009898543357849121,15399,15400,-0.20059576630592346,0.111008,1478400,0.0004,381
3.9765994548797607,1.4976723194122314,3902,43.33,0.013323105871677399,0.0012868642807006836,15499,15500,-0.15425452589988708,0.11056,1488000,0.0004,381
3.0876412391662598,0.9706802368164062,3927,32.91,-0.03775491565465927,0.0011310577392578125,15599,15600,-0.17408442497253418,0.110112,1497600,0.0004,381
2.9334332942962646,1.470848560333252,3951,20.34,-0.11384698748588562,0.0013465285301208496,15699,15700,-0.1703982949256897,0.10966400000000001,1507200,0.0004,381
3.334348201751709,0.5241073369979858,3976,29.96,0.06228448450565338,0.000527501106262207,15799,15800,-0.1656574010848999,0.109216,1516800,0.0004,381
3.4356417655944824,1.4002078771591187,4001,32.65,0.0013514615129679441,0.0003014802932739258,15899,15900,-0.14078138768672943,0.10876799999999999,1526400,0.0004,381
4.010313510894775,0.09621813148260117,4026,41.48,-0.00020816735923290253,0.008838653564453125,15999,16000,-0.11699162423610687,0.10832,1536000,0.0004,381
4.4843974113464355,0.9728793501853943,4050,55.59,0.020680388435721397,0.002042412757873535,16099,16100,-0.13054293394088745,0.107872,1545600,0.0004,381
4.693812370300293,0.02068784274160862,4075,55.81,-0.005597922019660473,0.021161377429962158,16199,16200,-0.1492118239402771,0.107424,1555200,0.0004,381
4.573375701904297,0.9765011668205261,4103,55.18,0.009990601800382137,0.0013271570205688477,16299,16300,-0.15726278722286224,0.106976,1564800,0.0004,381
3.4934771060943604,1.892385482788086,4128,30.51,-0.09626182913780212,0.0013364553451538086,16399,16400,-0.1639917939901352,0.106528,1574400,0.0004,381
3.348252773284912,4.416045188903809,4152,30.73,-0.04444189369678497,-0.0008884668350219727,16499,16500,-0.13096557557582855,0.10608,1584000,0.0004,381
3.245767831802368,0.9750491380691528,4177,29.86,0.01620865799486637,0.0009865760803222656,16599,16600,-0.17645880579948425,0.105632,1593600,0.0004,381
3.4955530166625977,0.17730391025543213,4202,42.42,-0.20876750349998474,0.0004980564117431641,16699,16700,-0.12893246114253998,0.105184,1603200,0.0004,381
3.717151403427124,1.4691665172576904,4227,41.94,-0.006654729600995779,0.0011674165725708008,16799,16800,-0.17655876278877258,0.10473600000000001,1612800,0.0004,381
2.8069472312927246,1.7636494636535645,4252,18.45,0.019876204431056976,0.0005376338958740234,16899,16900,-0.15492293238639832,0.104288,1622400,0.0004,381
2.7952303886413574,1.0006542205810547,4279,17.71,0.0023192905355244875,0.0013322830200195312,16999,17000,-0.13751105964183807,0.10384,1632000,0.0004,381
5.051501274108887,0.5574395656585693,4305,66.33,-0.018061820417642593,0.003112494945526123,17099,17100,-0.14394456148147583,0.103392,1641600,0.0004,381
3.717198371887207,0.2663004696369171,4331,43.32,-0.015234719030559063,0.0019771456718444824,17199,17200,-0.18292050063610077,0.10294400000000001,1651200,0.0004,381
3.6069443225860596,0.7599700689315796,4357,43.22,0.06575275957584381,0.0017174482345581055,17299,17300,-0.17194096744060516,0.102496,1660800,0.0004,381
3.5963523387908936,2.499742031097412,4382,30.78,0.013949732296168804,0.0009517073631286621,17399,17400,-0.17710253596305847,0.102048,1670400,0.0004,381
4.112703323364258,1.5848300457000732,4407,42.93,0.027066340669989586,0.001483619213104248,17499,17500,-0.1388210952281952,0.1016,1680000,0.0004,381
3.5782337188720703,0.9222465753555298,4434,33.14,-0.03377655893564224,0.0012422800064086914,17599,17600,-0.19528523087501526,0.10115199999999999,1689600,0.0004,381
2.93117618560791,1.2189483642578125,4462,20.69,0.032278552651405334,0.00025475025177001953,17699,17700,-0.1871897429227829,0.100704,1699200,0.0004,380
3.4901132583618164,2.1034154891967773,4489,31.99,-0.08974719047546387,0.0005156993865966797,17799,17800,-0.1772432178258896,0.100256,1708800,0.0004,380
2.6066970825195312,1.6031768321990967,4512,16.78,-0.0035359791945666075,0.0016407370567321777,17899,17900,-0.20204246044158936,0.09980800000000001,1718400,0.0004,380
3.1743240356445312,0.29043102264404297,4537,42.94,-0.02624482475221157,0.0029984712600708008,17999,18000,-0.17248374223709106,0.09936,1728000,0.0004,380
2.8092360496520996,0.3957744240760803,4561,19.36,0.022169534116983414,0.0014368891716003418,18099,18100,-0.16231736540794373,0.098912,1737600,0.0004,380
