#{"t_start": 1758680635.7150764, "env_id": "None"}
r,l,t
5.151576,32,4.982167
-0.462497,8,5.092919
3.903473,15,5.2538
-0.462497,8,5.306995
3.903473,15,5.46745
-0.462497,8,5.579896
-0.462497,8,5.631893
2.845502,14,5.784181
-0.462497,8,5.899493
3.402596,73,6.630533
-0.462497,8,6.740809
4.279705,31,7.071031
-0.55368,9,7.130387
3.258923,27,7.436076
-0.462497,8,7.491894
2.604054,21,7.752196
-0.462497,8,7.809309
3.903473,15,7.975241
-0.462497,8,8.087774
3.258923,27,8.334823
-0.462497,8,8.447046
3.662025,22,8.657247
-0.462497,8,8.772819
5.151576,32,9.116808
-0.462497,8,9.175193
3.391231,24,9.472423
-0.462497,8,9.527125
2.845502,14,9.675619
-0.843698,15,9.838682
3.903473,15,10.008427
-1.224899,22,10.224062
5.038257,37,10.647618
-1.224899,22,10.857608
3.903473,15,11.028028
-0.462497,8,11.152637
1.802024,13,11.246802
-0.462497,8,11.372772
3.391231,24,11.597893
-0.462497,8,11.720424
1.845502,15,11.882922
-0.462497,8,11.939448
3.910128,40,12.395526
-1.224899,22,12.611114
3.903473,15,12.774789
-0.462497,8,12.894542
5.309203,33,13.25436
-0.462497,8,13.312512
3.391231,24,13.604285
-0.462497,8,13.656147
-5.618996,1200,27.453699
4.635155,42,27.951665
-0.843698,15,28.125984
-0.55368,9,28.190648
4.156438,55,28.856594
-0.462497,8,28.917367
3.6285,18,29.119167
-0.462497,8,29.251301
5.151576,32,29.623433
-0.843698,15,29.825097
3.662025,22,30.09876
-0.462497,8,30.220167
-0.462497,8,30.278621
-0.462497,8,30.399024
3.662025,22,30.629337
-0.934881,16,30.806304
5.151576,32,31.165013
-0.843698,15,31.338688
3.391231,24,31.575231
-0.462497,8,31.694889
3.258923,27,32.067373
-0.462497,8,32.124347
1.776027,42,32.617345
-0.462497,8,32.675087
4.151576,33,33.069775
-1.224899,22,33.355563
-0.843698,15,33.526451
5.30921,29,33.797482
-1.224899,22,34.099605
2.845502,14,34.267314
-0.462497,8,34.327181
3.903473,15,34.501284
-0.462497,8,34.629487
3.944337,67,35.462951
-0.462497,8,35.520904
3.903473,15,35.693501
-0.462497,8,35.812294
3.903473,15,35.987188
-0.462497,8,36.048487
3.903473,15,36.222078
-0.462497,8,36.347082
5.279705,30,36.693594
-0.843698,15,36.799273
3.903473,15,36.981374
-0.843698,15,37.152859
2.871365,80,38.100552
-1.6061,29,38.428265
3.903473,15,38.600891
-0.462497,8,38.71742
2.845502,14,38.821281
-0.462497,8,38.942866
3.391231,24,39.185164
-0.55368,9,39.316015
4.910128,39,39.742016
-0.843698,15,39.91691
3.903473,15,40.093463
-0.462497,8,40.223509
4.393707,49,40.818442
-0.462497,8,40.879853
3.500371,20,41.214566
-0.934881,16,41.395798
3.903473,15,41.563761
-0.462497,8,41.622093
3.662025,22,41.843674
-0.843698,15,42.014759
2.845502,14,42.181638
-0.462497,8,42.299464
4.397885,48,42.84151
-0.462497,8,42.899648
4.185784,60,43.63323
-0.462497,8,43.755039
4.910128,39,44.158359
-0.462497,8,44.213051
2.937682,43,44.719666
-0.462497,8,44.835493
4.66868,46,45.373278
-0.462497,8,45.432133
-0.462497,8,45.556715
3.662025,22,45.780527
-0.462497,8,45.840169
2.903473,16,46.027011
-0.462497,8,46.157965
2.757363,62,46.934068
-1.316082,23,47.168297
5.309203,33,47.539747
-0.462497,8,47.664426
3.662025,22,47.892434
-0.843698,15,48.063552
4.635155,42,48.571366
-0.462497,8,48.636026
2.845502,14,48.804592
-0.462497,8,48.932823
4.151576,33,49.313913
-1.697283,30,49.723351
3.903473,15,49.833782
-1.224899,22,50.122247
3.903473,15,50.295109
-0.462497,8,50.353632
-0.462497,8,50.476141
5.038257,37,50.867566
-1.6061,29,51.192767
5.309203,33,51.536557
-0.462497,8,51.593855
4.06462,31,51.936868
-0.462497,8,52.058195
3.903473,15,52.226401
-0.462497,8,52.283022
2.757363,62,53.098419
-0.934881,16,53.278408
4.910128,39,53.735245
-0.843698,15,53.903238
2.845502,14,53.997591
-0.462497,8,54.116099
3.500371,20,54.315724
-0.462497,8,54.432843
3.391231,24,54.682287
-0.462497,8,54.79619
4.06462,31,55.16286
-0.462497,8,55.218066
3.903473,15,55.380802
-0.462497,8,55.497822
4.507026,44,55.926661
-0.462497,8,56.047034
3.279705,32,56.393229
-1.987301,36,56.781492
3.420577,29,57.112655
-0.843698,15,57.279154
3.66868,47,57.798774
-1.224899,22,58.018853
3.757363,61,58.800137
-0.462497,8,58.854469
2.66868,48,59.377976
-0.462497,8,59.49104
3.391231,24,59.710569
-0.462497,8,59.825035
3.662025,22,60.034782
-0.462497,8,60.146337
5.151576,32,60.493427
-0.462497,8,60.553829
3.998811,54,61.196529
-0.843698,15,61.372494
