#{"t_start": 1758680639.987093, "env_id": "None"}
r,l,t
2.845502,14,0.459152
-0.462497,8,0.636718
3.420577,29,0.953405
-0.462497,8,1.008793
4.397885,48,1.504393
-0.462497,8,1.620053
3.391231,24,1.845151
-0.462497,8,1.9555
3.6285,18,2.143081
-0.462497,8,2.195155
3.42007,43,2.6595
-0.462497,8,2.71334
-0.462497,8,2.825707
3.662025,22,3.037167
-0.462497,8,3.151292
3.772172,64,3.830069
-0.462497,8,3.885984
-1.987301,36,4.309076
3.903473,15,4.470831
-0.462497,8,4.526947
4.910128,39,4.923707
-0.462497,8,5.039547
5.30921,29,5.363459
-1.697283,30,5.685323
5.151576,32,6.037305
-0.462497,8,6.092219
3.391231,24,6.36842
-0.934881,16,6.53676
5.151576,32,6.895422
-0.462497,8,6.952132
-1.224899,22,7.233885
3.903473,15,7.339885
-0.462497,8,7.462762
3.662025,22,7.68101
-0.462497,8,7.797115
2.845502,14,7.94927
-0.55368,9,8.010291
3.903473,15,8.172336
-0.462497,8,8.288375
3.500371,20,8.487219
-0.462497,8,8.546308
5.151576,32,8.898823
-0.462497,8,9.018346
3.391231,24,9.247775
-1.6061,29,9.575903
4.06462,31,9.939665
-0.462497,8,10.059803
5.279705,30,10.38733
-0.462497,8,10.443248
3.903473,15,10.610154
-0.462497,8,10.724901
-0.462497,8,10.779861
3.903473,15,10.943754
-0.462497,8,10.999199
3.662025,22,11.274652
-0.462497,8,11.330214
3.662025,22,11.6092
-0.462497,8,11.663221
3.903473,15,11.835561
-0.462497,8,11.95754
3.500371,20,12.162547
-0.843698,15,12.355543
6.63928,1200,26.329011
4.156438,55,26.921396
-0.462497,8,27.043871
4.826307,47,27.57424
-0.462497,8,27.633749
3.903473,15,27.85233
-0.462497,8,27.977917
-0.462497,8,28.035017
3.391231,24,28.330602
-0.843698,15,28.499554
3.500371,20,28.733743
-0.462497,8,28.797758
3.903473,15,28.969546
-0.843698,15,29.14183
-0.934881,16,29.321007
3.391231,24,29.616494
-0.843698,15,29.804943
4.910128,39,30.221948
-0.462497,8,30.347944
1.834095,1200,44.280385
3.420577,29,44.570934
-1.224899,22,44.871121
-0.462497,8,44.930335
4.910128,39,45.47411
-0.462497,8,45.531112
3.662025,22,45.818359
-0.462497,8,45.879183
2.845502,14,46.044775
-0.462497,8,46.1029
3.903473,15,46.275365
-0.462497,8,46.397867
3.903473,15,46.567309
-0.462497,8,46.624403
3.903473,15,46.79545
-0.462497,8,46.907647
4.507026,44,47.397344
-0.462497,8,47.451771
3.420577,29,47.779856
-0.843698,15,47.947477
2.4424,19,48.142159
-0.462497,8,48.197308
3.903473,15,48.369507
-0.462497,8,48.5466
3.420577,29,48.950342
-0.462497,8,49.006392
5.038257,37,49.44792
-0.843698,15,49.557908
3.903473,15,49.719086
-0.462497,8,49.837615
3.903473,15,50.00203
-1.316082,23,50.237216
3.903473,15,50.41027
-0.462497,8,50.524173
-0.843698,15,50.689954
3.6285,18,50.903842
-0.462497,8,50.960049
3.258923,27,51.270113
-0.462497,8,51.325022
3.903473,15,51.491601
-0.843698,15,51.654644
4.66868,46,52.162977
-0.462497,8,52.280068
2.017475,35,52.66215
-0.462497,8,52.718632
3.310929,47,53.240063
-0.462497,8,53.357552
3.903473,15,53.526757
-0.462497,8,53.583276
4.151576,33,53.998852
-0.462497,8,54.158721
-0.462497,8,54.212808
3.757363,61,54.892678
-0.462497,8,55.019076
2.200952,26,55.251874
-1.316082,23,55.525447
3.391231,24,55.747555
-0.462497,8,55.859996
3.391231,24,56.08863
-0.462497,8,56.206412
-0.462497,8,56.267813
-0.462497,8,56.386548
4.126939,52,56.952771
