time/iterations,rollout/ep_len_mean,train/value_loss,time/fps,time/total_timesteps,train/n_updates,rollout/ep_rew_mean,train/entropy_loss,train/policy_loss,train/ent_coef,train/explained_variance,time/time_elapsed,train/learning_rate
6400,58.06,12.406789779663086,398,1228800,6399,14.155452728271484,-0.16418224573135376,-0.01909112185239792,0.917376,0.0005635619163513184,3085,0.0004
6500,54.5,43.10581970214844,398,1248000,6499,12.540611267089844,-0.19549331068992615,0.004754533991217613,0.91296,8.803606033325195e-05,3133,0.0004
6600,66.84,19.673748016357422,398,1267200,6599,14.37666130065918,-0.17058365046977997,-0.0015111155807971954,0.908544,0.0005366802215576172,3181,0.0004
6700,67.52,35.16196823120117,397,1286400,6699,17.172321319580078,-0.17575415968894958,0.12078963220119476,0.904128,0.0003994107246398926,3233,0.0004
6800,38.87,21.74319076538086,397,1305600,6799,14.3756742477417,-0.19145333766937256,0.067972332239151,0.899712,0.00010848045349121094,3281,0.0004
6900,63.36,5.100669860839844,397,1324800,6899,15.268503189086914,-0.17466115951538086,0.005189400166273117,0.8952960000000001,0.0006801486015319824,3331,0.0004
7000,64.46,45.694175720214844,397,1344000,6999,10.708488464355469,-0.18586459755897522,0.0729702040553093,0.89088,0.0001271367073059082,3379,0.0004
7100,55.55,50.516693115234375,397,1363200,7099,14.324390411376953,-0.19076979160308838,0.0405212938785553,0.8864639999999999,0.0004089474678039551,3427,0.0004
7200,40.78,9.326468467712402,397,1382400,7199,13.704842567443848,-0.16972655057907104,-0.0005469968309625983,0.8820479999999999,0.0003158450126647949,3476,0.0004
7300,50.64,26.144254684448242,397,1401600,7299,16.72903060913086,-0.17124788463115692,-0.004998877644538879,0.877632,0.00035703182220458984,3524,0.0004
7400,63.77,30.415319442749023,397,1420800,7399,15.838452339172363,-0.18010136485099792,-0.05453966185450554,0.873216,0.00013816356658935547,3573,0.0004
7500,68.8,16.010169982910156,397,1440000,7499,15.26351547241211,-0.2073475569486618,0.0756528228521347,0.8688,0.00023949146270751953,3623,0.0004
7600,55.25,28.80806541442871,397,1459200,7599,13.841158866882324,-0.18619804084300995,0.02321053296327591,0.864384,0.00039082765579223633,3671,0.0004
7700,65.95,13.14881420135498,397,1478400,7699,15.134471893310547,-0.18812595307826996,-0.008376617915928364,0.8599680000000001,0.00022929906845092773,3720,0.0004
7800,89.69,22.110675811767578,397,1497600,7799,13.217823028564453,-0.2040380835533142,0.10963079333305359,0.855552,0.0002276897430419922,3768,0.0004
7900,52.52,12.40473747253418,397,1516800,7899,13.741264343261719,-0.21531127393245697,0.024184932932257652,0.8511359999999999,0.00038123130798339844,3816,0.0004
8000,65.47,5.512193202972412,397,1536000,7999,13.875629425048828,-0.20914173126220703,0.020850948989391327,0.84672,0.0005394816398620605,3864,0.0004
8100,52.09,13.873003005981445,397,1555200,8099,14.304776191711426,-0.19927340745925903,-0.0023990063928067684,0.8423039999999999,0.0005763769149780273,3912,0.0004
8200,90.57,5.502020835876465,397,1574400,8199,15.016515731811523,-0.16917684674263,-0.02732848934829235,0.837888,0.0008535981178283691,3962,0.0004
8300,109.99,146.8834686279297,397,1593600,8299,17.05120277404785,-0.21619121730327606,-0.07718069851398468,0.833472,-0.00017547607421875,4010,0.0004
8400,77.28,20.50749397277832,397,1612800,8399,15.421857833862305,-0.19908565282821655,0.061988722532987595,0.829056,0.0005005002021789551,4058,0.0004
8500,40.38,29.39668083190918,397,1632000,8499,13.618630409240723,-0.2036404013633728,-0.01868460699915886,0.82464,-2.682209014892578e-05,4107,0.0004
8600,82.74,43.2611083984375,397,1651200,8599,16.254560470581055,-0.2066703885793686,-0.0009071677923202515,0.8202240000000001,0.00017118453979492188,4156,0.0004
8700,89.25,17.33156394958496,397,1670400,8699,12.307210922241211,-0.1944451779127121,-0.020301248878240585,0.815808,0.0002727508544921875,4204,0.0004
8800,72.84,22.450515747070312,397,1689600,8799,16.80309295654297,-0.17700670659542084,0.053628109395504,0.811392,0.00025516748428344727,4252,0.0004
8900,75.88,21.366260528564453,397,1708800,8899,13.906044960021973,-0.172316312789917,0.004306500311940908,0.8069759999999999,-1.0848045349121094e-05,4301,0.0004
9000,76.99,31.13936996459961,397,1728000,8999,15.021554946899414,-0.20309489965438843,0.0477006696164608,0.8025599999999999,0.00014281272888183594,4351,0.0004
9100,78.11,24.39907455444336,397,1747200,9099,15.104700088500977,-0.19626639783382416,0.010690285824239254,0.798144,0.0004113912582397461,4400,0.0004
9200,90.2,4.809544563293457,397,1766400,9199,12.522619247436523,-0.22055332362651825,0.02420780062675476,0.793728,0.00028318166732788086,4448,0.0004
9300,42.73,2.04775333404541,397,1785600,9299,12.753936767578125,-0.19819878041744232,0.03655354678630829,0.789312,0.00017112493515014648,4497,0.0004
9400,79.3,18.17780113220215,396,1804800,9399,14.227116584777832,-0.20696672797203064,0.01906546577811241,0.784896,0.0004971623420715332,4546,0.0004
9500,93.12,18.750118255615234,396,1824000,9499,12.781878471374512,-0.17559532821178436,0.03516055643558502,0.78048,0.0003992319107055664,4595,0.0004
9600,52.33,23.90009117126465,396,1843200,9599,15.326319694519043,-0.20671749114990234,-0.06603144109249115,0.776064,0.0003961920738220215,4645,0.0004
9700,44.15,21.37660026550293,396,1862400,9699,14.247910499572754,-0.19808384776115417,-0.022234082221984863,0.771648,0.00045818090438842773,4697,0.0004
9800,43.32,25.199804306030273,396,1881600,9799,13.325082778930664,-0.17653295397758484,-0.0015499142464250326,0.767232,0.00044029951095581055,4748,0.0004
9900,52.58,10.277950286865234,396,1900800,9899,14.81831169128418,-0.1749984323978424,0.018528027459979057,0.7628159999999999,0.0005067586898803711,4797,0.0004
10000,77.31,22.326826095581055,396,1920000,9999,14.327152252197266,-0.20891451835632324,-0.05147741362452507,0.7584,0.0003160834312438965,4847,0.0004
10100,52.25,12.021371841430664,396,1939200,10099,12.69522476196289,-0.1793166697025299,0.01374848373234272,0.753984,0.0007033944129943848,4895,0.0004
10200,125.25,23.91284942626953,396,1958400,10199,15.470126152038574,-0.20460371673107147,-0.0006055558915250003,0.749568,0.0002766251564025879,4944,0.0004
10300,53.44,39.49237060546875,395,1977600,10299,14.418832778930664,-0.20580336451530457,-0.012277346104383469,0.745152,-8.463859558105469e-06,4995,0.0004
10400,79.96,5.296566963195801,395,1996800,10399,13.9521484375,-0.1663631945848465,0.03245057165622711,0.7407360000000001,0.0006352663040161133,5046,0.0004
10500,43.19,15.691771507263184,395,2016000,10499,13.153912544250488,-0.18050354719161987,0.03665009140968323,0.73632,0.00043845176696777344,5094,0.0004
10600,54.12,12.670248031616211,395,2035200,10599,13.068385124206543,-0.20678463578224182,-0.04325167089700699,0.731904,9.077787399291992e-05,5142,0.0004
10700,100.16,39.89598846435547,395,2054400,10699,15.74048137664795,-0.20996466279029846,0.04741525650024414,0.7274879999999999,0.0002390146255493164,5191,0.0004
10800,88.13,22.893264770507812,395,2073600,10799,14.055795669555664,-0.18455931544303894,0.0030722066294401884,0.7230719999999999,0.0002880692481994629,5239,0.0004
10900,52.39,19.48990249633789,395,2092800,10899,15.207472801208496,-0.18640118837356567,0.0018321903189644217,0.718656,0.0006407499313354492,5287,0.0004
11000,51.36,17.235332489013672,395,2112000,10999,13.996164321899414,-0.17584285140037537,0.01831488311290741,0.71424,0.00035560131072998047,5335,0.0004
11100,52.86,59.71346664428711,395,2131200,11099,14.639486312866211,-0.18658511340618134,-0.004753115586936474,0.709824,-6.318092346191406e-05,5389,0.0004
11200,67.35,49.73814010620117,395,2150400,11199,15.125533103942871,-0.19023649394512177,-0.010565266013145447,0.705408,1.621246337890625e-05,5438,0.0004
11300,91.62,127.23690795898438,395,2169600,11299,13.098597526550293,-0.18162481486797333,-0.0402546152472496,0.7009920000000001,-0.00018727779388427734,5486,0.0004
11400,54.41,26.403316497802734,395,2188800,11399,13.437751770019531,-0.17500293254852295,0.011034670285880566,0.696576,0.0005098581314086914,5534,0.0004
11500,111.53,12.117889404296875,395,2208000,11499,13.93328857421875,-0.180784672498703,-0.023943156003952026,0.69216,0.00036215782165527344,5582,0.0004
11600,64.93,18.803329467773438,395,2227200,11599,14.253432273864746,-0.19148746132850647,0.0358368381857872,0.687744,0.0007042884826660156,5630,0.0004
11700,79.66,4.094893932342529,395,2246400,11699,12.070099830627441,-0.17979514598846436,0.05452349781990051,0.6833279999999999,0.0003947615623474121,5679,0.0004
11800,54.23,18.46193504333496,395,2265600,11799,12.273106575012207,-0.18185850977897644,0.0160796158015728,0.678912,0.00045377016067504883,5729,0.0004
11900,89.14,48.6593132019043,395,2284800,11899,13.416515350341797,-0.17733900249004364,-0.08987826108932495,0.674496,-0.00013124942779541016,5778,0.0004
12000,65.79,20.317161560058594,395,2304000,11999,13.471400260925293,-0.18759310245513916,0.010630401782691479,0.67008,0.00024193525314331055,5825,0.0004
12100,65.51,35.844993591308594,395,2323200,12099,16.352983474731445,-0.1849171370267868,0.01152789406478405,0.665664,-2.6702880859375e-05,5874,0.0004
12200,41.44,26.888545989990234,395,2342400,12199,12.78927993774414,-0.199221670627594,-0.04835181683301926,0.661248,0.0007097125053405762,5922,0.0004
12300,89.27,5.518176555633545,395,2361600,12299,15.120753288269043,-0.18213415145874023,-0.01342838630080223,0.656832,0.0006390810012817383,5971,0.0004
12400,41.89,30.727615356445312,395,2380800,12399,13.88394546508789,-0.18391697108745575,-0.03601602464914322,0.652416,-4.124641418457031e-05,6021,0.0004
12500,56.55,1.4425419569015503,395,2400000,12499,12.307330131530762,-0.15999573469161987,0.012518428266048431,0.648,-5.1975250244140625e-05,6071,0.0004
12600,53.65,13.87814998626709,395,2419200,12599,14.84587287902832,-0.19153635203838348,-0.01591164991259575,0.643584,0.0002968907356262207,6123,0.0004
12700,55.35,5.896779537200928,395,2438400,12699,15.476990699768066,-0.16155612468719482,0.0017907274886965752,0.639168,0.00024139881134033203,6170,0.0004
12800,76.76,35.414451599121094,395,2457600,12799,12.598489761352539,-0.18592315912246704,0.004803822375833988,0.634752,0.0001717209815979004,6219,0.0004
12900,64.83,11.931840896606445,395,2476800,12899,14.11026382446289,-0.19722530245780945,0.035525429993867874,0.630336,0.00028502941131591797,6267,0.0004
13000,76.97,4.893587112426758,395,2496000,12999,13.669920921325684,-0.17371061444282532,0.04610144719481468,0.62592,0.0008015036582946777,6316,0.0004
13100,53.24,47.097042083740234,395,2515200,13099,14.981637001037598,-0.16744159162044525,0.054060325026512146,0.621504,0.00013059377670288086,6364,0.0004
13200,54.39,16.803340911865234,395,2534400,13199,14.607776641845703,-0.2045019567012787,-0.03813386708498001,0.617088,0.000413358211517334,6413,0.0004
13300,77.12,23.374601364135742,395,2553600,13299,17.229528427124023,-0.19150446355342865,-0.022951889783143997,0.6126720000000001,0.0004717111587524414,6464,0.0004
13400,64.36,9.745256423950195,394,2572800,13399,12.085607528686523,-0.19599676132202148,-0.0491076223552227,0.608256,0.0005667209625244141,6514,0.0004
13500,77.03,33.37444305419922,394,2592000,13499,12.23681926727295,-0.18671731650829315,0.0028332124929875135,0.60384,0.00029075145721435547,6564,0.0004
13600,100.09,71.92945098876953,394,2611200,13599,13.834571838378906,-0.20494863390922546,-0.061327069997787476,0.599424,3.7610530853271484e-05,6613,0.0004
13700,42.55,18.686729431152344,394,2630400,13699,12.974682807922363,-0.19560658931732178,0.05460306257009506,0.595008,0.0004172325134277344,6662,0.0004
13800,64.76,14.8186674118042,394,2649600,13799,12.9934720993042,-0.17916345596313477,0.024982240051031113,0.5905920000000001,0.0005480647087097168,6712,0.0004
13900,67.18,17.976177215576172,394,2668800,13899,15.303742408752441,-0.1836720108985901,0.04987504333257675,0.586176,0.0004851818084716797,6761,0.0004
14000,76.24,89.37387084960938,394,2688000,13999,14.656824111938477,-0.16285841166973114,0.0457313172519207,0.58176,-9.655952453613281e-06,6813,0.0004
14100,39.97,6.235958099365234,394,2707200,14099,11.741957664489746,-0.16970905661582947,0.013312551192939281,0.577344,0.00045120716094970703,6864,0.0004
14200,88.28,12.638298034667969,394,2726400,14199,15.573180198669434,-0.19028227031230927,-0.00945829413831234,0.572928,0.000446319580078125,6914,0.0004
14300,76.3,23.019424438476562,394,2745600,14299,13.86311149597168,-0.21702608466148376,0.018728988245129585,0.5685119999999999,4.3272972106933594e-05,6963,0.0004
14400,55.79,32.0750732421875,394,2764800,14399,12.66299057006836,-0.20847463607788086,0.03557738661766052,0.564096,0.00017517805099487305,7012,0.0004
14500,40.18,18.521867752075195,394,2784000,14499,14.383902549743652,-0.180165633559227,0.026315059512853622,0.5596800000000001,0.0005124211311340332,7061,0.0004
14600,65.54,13.21897029876709,394,2803200,14599,15.436352729797363,-0.2045413702726364,0.006654415279626846,0.555264,0.0005706548690795898,7110,0.0004
14700,78.58,15.57673454284668,394,2822400,14699,15.209136009216309,-0.19124643504619598,0.0627967044711113,0.550848,0.0006083250045776367,7162,0.0004
14800,36.88,20.89971923828125,393,2841600,14799,14.799908638000488,-0.2138940393924713,-0.02265509031713009,0.5464319999999999,3.236532211303711e-05,7214,0.0004
14900,44.14,20.96677017211914,393,2860800,14899,14.783594131469727,-0.20035183429718018,0.03304729610681534,0.542016,2.5033950805664062e-05,7263,0.0004
15000,51.99,4.125668048858643,393,2880000,14999,12.540165901184082,-0.17474111914634705,0.013690805993974209,0.5376000000000001,0.0005068778991699219,7313,0.0004
15100,56.61,10.89283275604248,393,2899200,15099,15.19736099243164,-0.20236735045909882,-0.07647422701120377,0.533184,0.00027877092361450195,7362,0.0004
15200,55.31,101.55697631835938,393,2918400,15199,13.462760925292969,-0.17211303114891052,0.005980843212455511,0.528768,0.00010704994201660156,7410,0.0004
15300,76.45,10.399642944335938,393,2937600,15299,15.977045059204102,-0.19371949136257172,-0.004554145038127899,0.5243519999999999,0.0004595518112182617,7459,0.0004
15400,77.91,16.205955505371094,393,2956800,15399,15.459853172302246,-0.2062157392501831,0.005094516556710005,0.5199360000000001,0.00015294551849365234,7508,0.0004
15500,52.42,13.917631149291992,393,2976000,15499,12.318586349487305,-0.16970840096473694,0.017270410433411598,0.5155200000000001,0.0004786252975463867,7561,0.0004
15600,30.19,31.230449676513672,393,2995200,15599,13.67138957977295,-0.1843888759613037,0.037335168570280075,0.511104,0.000440061092376709,7610,0.0004
15700,87.35,11.056689262390137,393,3014400,15699,12.257989883422852,-0.19932976365089417,0.015432808548212051,0.506688,0.00030356645584106445,7660,0.0004
15800,55.69,80.25092315673828,393,3033600,15799,15.859819412231445,-0.2072802186012268,0.09757693856954575,0.5022719999999999,-0.00010025501251220703,7709,0.0004
15900,69.97,14.421289443969727,393,3052800,15899,12.873648643493652,-0.20686213672161102,0.0015770489117130637,0.49785599999999997,0.0002588629722595215,7758,0.0004
16000,105.46,19.940933227539062,393,3072000,15999,13.488473892211914,-0.19050121307373047,-0.05764269828796387,0.4934400000000001,0.00016194581985473633,7806,0.0004
16100,80.81,10.815536499023438,393,3091200,16099,15.886090278625488,-0.18838760256767273,0.08732839673757553,0.489024,6.508827209472656e-05,7856,0.0004
16200,51.24,8.407991409301758,393,3110400,16199,12.469684600830078,-0.191208153963089,0.14134278893470764,0.48460800000000004,0.00042748451232910156,7909,0.0004
16300,56.95,25.75320053100586,393,3129600,16299,12.128344535827637,-0.19230949878692627,-0.030351540073752403,0.48019199999999995,5.9485435485839844e-05,7959,0.0004
16400,53.94,23.883464813232422,393,3148800,16399,13.175037384033203,-0.18696241080760956,-0.04237305372953415,0.475776,5.239248275756836e-05,8008,0.0004
16500,64.99,26.403579711914062,393,3168000,16499,12.7788724899292,-0.1997380554676056,-0.03672964125871658,0.47136,-9.953975677490234e-05,8057,0.0004
16600,67.66,13.696676254272461,393,3187200,16599,12.701250076293945,-0.20902490615844727,0.015985261648893356,0.466944,7.641315460205078e-05,8106,0.0004
16700,53.28,7.670875549316406,393,3206400,16699,13.136610984802246,-0.17877022922039032,0.013165908865630627,0.46252800000000005,0.0005049705505371094,8155,0.0004
16800,86.93,47.68793487548828,393,3225600,16799,13.153347969055176,-0.17731118202209473,-0.015700051560997963,0.45811199999999996,-6.854534149169922e-05,8203,0.0004
16900,63.49,8.688159942626953,393,3244800,16899,14.11174201965332,-0.18740245699882507,0.14025340974330902,0.453696,0.0006365776062011719,8253,0.0004
17000,29.27,17.619853973388672,393,3264000,16999,14.063493728637695,-0.18561045825481415,-0.007575199007987976,0.44928,0.00035136938095092773,8303,0.0004
17100,37.39,10.483501434326172,393,3283200,17099,13.577780723571777,-0.207667738199234,0.017165657132864,0.44486400000000004,0.00017899274826049805,8352,0.0004
17200,63.52,4.4748969078063965,392,3302400,17199,12.393501281738281,-0.1827789545059204,-0.01837407611310482,0.44044800000000006,0.0008474588394165039,8403,0.0004
17300,55.06,5.572137832641602,393,3321600,17299,13.60687255859375,-0.19317381083965302,0.009581319987773895,0.436032,0.0004392862319946289,8451,0.0004
17400,78.21,20.949321746826172,393,3340800,17399,12.514187812805176,-0.2127569615840912,0.029843471944332123,0.431616,0.0002187490463256836,8499,0.0004
17500,63.87,14.765771865844727,393,3360000,17499,14.618844985961914,-0.1714707911014557,0.040831100195646286,0.4271999999999999,0.0003414750099182129,8546,0.0004
17600,55.73,45.69987487792969,389,3379200,17599,16.163196563720703,-0.1990671008825302,0.011054681614041328,0.42278400000000005,-3.6597251892089844e-05,8665,0.0004
17700,49.74,10.84921646118164,385,3398400,17699,10.827953338623047,-0.17784760892391205,0.03887941688299179,0.4183680000000001,0.0005295276641845703,8816,0.0004
17800,42.93,15.753782272338867,383,3417600,17799,14.799408912658691,-0.19319668412208557,-0.018247662112116814,0.413952,0.0006052851676940918,8910,0.0004
17900,42.12,16.706558227539062,382,3436800,17899,13.704212188720703,-0.18417486548423767,0.011009599082171917,0.409536,0.000451505184173584,8993,0.0004
18000,44.93,12.210769653320312,381,3456000,17999,12.58045768737793,-0.18515603244304657,-0.009068059735000134,0.4051199999999999,0.0004520416259765625,9068,0.0004
18100,100.38,31.15810203552246,379,3475200,18099,11.522205352783203,-0.17624327540397644,-0.01276840828359127,0.40070400000000006,0.00027114152908325195,9146,0.0004
18200,39.41,2.9384169578552246,378,3494400,18199,13.798377990722656,-0.1778092384338379,0.13133876025676727,0.3962880000000001,0.0002942681312561035,9235,0.0004
