train/entropy_loss,time/iterations,train/value_loss,train/learning_rate,train/policy_loss,rollout/ep_rew_mean,time/total_timesteps,rollout/ep_len_mean,train/explained_variance,time/time_elapsed,train/ent_coef,time/fps,train/n_updates
-0.16080184280872345,3600,6.7293195724487305,0.0004,0.005640966352075338,3.3304998874664307,691200,31.77,0.00048553943634033203,1782,0.43249600000000005,387,3599
-0.16756045818328857,3700,4.227908134460449,0.0004,0.008160545490682125,3.0761795043945312,710400,30.08,0.0008321404457092285,1829,0.42923200000000006,388,3699
-0.15889409184455872,3800,3.2145638465881348,0.0004,-0.0008661001920700073,3.4142227172851562,729600,28.62,0.0012176036834716797,1874,0.425968,389,3799
-0.166325643658638,3900,5.133572578430176,0.0004,-0.014257548376917839,2.949280023574829,748800,19.1,0.0007456541061401367,1919,0.4227040000000001,390,3899
-0.17747747898101807,4000,2.7131190299987793,0.0004,0.024049974977970123,2.8616890907287598,768000,20.42,0.0011621713638305664,1967,0.41944000000000004,390,3999
-0.1793789565563202,4100,1.587569236755371,0.0004,-0.1565079391002655,3.3461410999298096,787200,31.39,0.0006760358810424805,2013,0.416176,390,4099
-0.1778133362531662,4200,3.6201331615448,0.0004,-0.00824311375617981,3.6692190170288086,806400,42.35,0.0003584623336791992,2060,0.41291200000000006,391,4199
-0.15054693818092346,4300,2.698530912399292,0.0004,-0.13478341698646545,2.9981582164764404,825600,19.58,0.0002734065055847168,2109,0.409648,391,4299
-0.1662045568227768,4400,3.5978498458862305,0.0004,0.03889487311244011,4.298532485961914,844800,55.14,-0.0005853176116943359,2156,0.406384,391,4399
-0.16707542538642883,4500,1.237586259841919,0.0004,-0.07355698943138123,3.580920457839966,864000,41.86,0.0007241964340209961,2207,0.40312000000000003,391,4499
-0.17149832844734192,4600,1.9977521896362305,0.0004,0.00017499676323495805,2.8314452171325684,883200,19.41,0.0007132887840270996,2255,0.39985600000000004,391,4599
-0.14791271090507507,4700,2.207766532897949,0.0004,-0.0702216699719429,2.808708429336548,902400,18.65,0.0010028481483459473,2303,0.39659200000000006,391,4699
-0.1424948275089264,4800,1.8432214260101318,0.0004,0.004177388735115528,4.558551788330078,921600,54.08,0.0010815262794494629,2353,0.39332800000000007,391,4799
-0.17934837937355042,4900,2.8714358806610107,0.0004,-0.06874477863311768,3.709766149520874,940800,42.33,0.0008414387702941895,2401,0.3900640000000001,391,4899
-0.14894136786460876,5000,1.3087091445922852,0.0004,0.0071175857447087765,4.346498966217041,960000,66.49,-0.00013446807861328125,2446,0.38680000000000003,392,4999
-0.1976594626903534,5100,3.1702420711517334,0.0004,-0.05259350687265396,3.4938461780548096,979200,31.22,0.00033921003341674805,2493,0.383536,392,5099
-0.17715083062648773,5200,4.4993791580200195,0.0004,0.06478511542081833,3.053344964981079,998400,29.64,0.00029724836349487305,2538,0.38027200000000005,393,5199
-0.15546807646751404,5300,4.9775614738464355,0.0004,-0.03131432831287384,4.220514297485352,1017600,42.34,0.00040400028228759766,2586,0.377008,393,5299
-0.17132626473903656,5400,3.6864898204803467,0.0004,0.021539855748414993,5.158469200134277,1036800,77.04,0.0007110834121704102,2682,0.373744,386,5399
-0.16030848026275635,5500,1.0846014022827148,0.0004,0.00021164491772651672,3.5814948081970215,1056000,42.39,0.0016430020332336426,2773,0.37048000000000003,380,5499
-0.1720626801252365,5600,1.163576364517212,0.0004,-0.00073985755443573,3.186361074447632,1075200,33.12,0.0010885000228881836,2842,0.36721600000000004,378,5599
-0.16928736865520477,5700,1.9159955978393555,0.0004,-0.016077054664492607,2.882448196411133,1094400,17.9,0.0009517669677734375,2904,0.36395200000000005,376,5699
-0.20869378745555878,5800,1.1066926717758179,0.0004,-0.11322879791259766,2.5799286365509033,1113600,16.73,0.0007965564727783203,2979,0.36068800000000006,373,5799
-0.13142423331737518,5900,1.1751456260681152,0.0004,0.05317814275622368,3.312699794769287,1132800,31.0,2.7239322662353516e-05,3045,0.3574240000000001,371,5899
-0.15132632851600647,6000,2.0691885948181152,0.0004,0.01960032805800438,3.5242111682891846,1152000,31.36,0.0011413097381591797,3113,0.35416000000000003,370,5999
-0.16448597609996796,6100,5.617795944213867,0.0004,-0.052396148443222046,2.7753968238830566,1171200,17.83,-7.43865966796875e-05,3173,0.35089600000000004,369,6099
-0.17280694842338562,6200,2.5778567790985107,0.0004,-0.025877950713038445,3.420720100402832,1190400,30.59,0.0005426406860351562,3233,0.34763200000000005,368,6199
-0.1802496612071991,6300,2.6647582054138184,0.0004,-0.0424622967839241,2.9216527938842773,1209600,18.35,0.0004420280456542969,3303,0.344368,366,6299
-0.16641052067279816,6400,3.332897663116455,0.0004,0.005206247325986624,2.9150917530059814,1228800,19.02,0.000345766544342041,3368,0.341104,364,6399
-0.16166085004806519,6500,1.9365918636322021,0.0004,0.057390548288822174,3.004284620285034,1248000,19.62,0.0008728504180908203,3429,0.33784000000000003,363,6499
-0.19124078750610352,6600,1.257996916770935,0.0004,-0.05357345938682556,3.0160341262817383,1267200,30.96,0.001474916934967041,3486,0.33457600000000004,363,6599
-0.13450036942958832,6700,5.459743499755859,0.0004,-0.018760468810796738,6.395728588104248,1286400,79.75,0.0003358125686645508,3544,0.33131200000000005,362,6699
-0.1606288105249405,6800,5.83758544921875,0.0004,-0.008780943229794502,2.8081424236297607,1305600,18.42,0.00012981891632080078,3602,0.32804800000000006,362,6799
-0.16026782989501953,6900,2.4462547302246094,0.0004,0.03562619537115097,3.411593437194824,1324800,41.46,0.001357436180114746,3661,0.3247840000000001,361,6899
-0.16405779123306274,7000,3.0220961570739746,0.0004,-0.006506646983325481,3.040468215942383,1344000,19.83,0.0004162788391113281,3720,0.32152000000000003,361,6999
-0.1718871295452118,7100,2.566537857055664,0.0004,0.030771231278777122,3.565291404724121,1363200,30.34,0.0006715655326843262,3777,0.31825600000000004,360,7099
-0.18467125296592712,7200,2.7813000679016113,0.0004,0.018250256776809692,3.3274974822998047,1382400,41.96,0.0006835460662841797,3834,0.31499200000000005,360,7199
-0.1654583066701889,7300,4.84749698638916,0.0004,-0.026365894824266434,2.9767470359802246,1401600,19.5,-3.7550926208496094e-05,3894,0.311728,359,7299
-0.18603959679603577,7400,2.9392011165618896,0.0004,0.0054581547155976295,3.9076459407806396,1420800,42.37,0.0004227161407470703,3952,0.308464,359,7399
-0.1604769080877304,7500,4.032567977905273,0.0004,-0.013993523083627224,4.157433986663818,1440000,55.63,0.0005241632461547852,4012,0.3052,358,7499
-0.16802863776683807,7600,2.6507835388183594,0.0004,-0.0038427389226853848,3.198798894882202,1459200,42.24,0.0009394288063049316,4073,0.30193600000000004,358,7599
-0.1709698736667633,7700,1.355712652206421,0.0004,-0.02839501202106476,3.6488475799560547,1478400,43.98,0.0009363889694213867,4131,0.29867200000000005,357,7699
-0.17614126205444336,7800,2.4394783973693848,0.0004,0.024890314787626266,3.0876412391662598,1497600,32.91,0.001262664794921875,4202,0.29540800000000006,356,7799
-0.1525343805551529,7900,5.008452892303467,0.0004,0.01011432521045208,3.334348201751709,1516800,29.96,1.6689300537109375e-06,4276,0.292144,354,7899
-0.1682836264371872,8000,1.6033895015716553,0.0004,-0.010059257969260216,4.010313510894775,1536000,41.48,0.0013952851295471191,4388,0.28888,350,7999
-0.15873314440250397,8100,0.03971688449382782,0.0004,0.017507117241621017,4.693812370300293,1555200,55.81,0.010506272315979004,4550,0.28561600000000004,341,8099
-0.16833548247814178,8200,4.408477783203125,0.0004,-0.010805994272232056,3.4934771060943604,1574400,30.51,0.00017654895782470703,4624,0.282352,340,8199
-0.16836071014404297,8300,3.167201519012451,0.0004,-0.03594272583723068,3.245767831802368,1593600,29.86,0.0007311105728149414,4694,0.27908800000000006,339,8299
-0.17303237318992615,8400,1.9754441976547241,0.0004,-0.21203649044036865,3.717151403427124,1612800,41.94,0.0010072588920593262,4763,0.27582400000000007,338,8399
-0.16138318181037903,8500,5.64889669418335,0.0004,-0.022254355251789093,2.7952303886413574,1632000,17.71,0.00044471025466918945,4834,0.27256,337,8499
-0.15547236800193787,8600,1.442120909690857,0.0004,-0.01071484386920929,3.717198371887207,1651200,43.32,0.0012972354888916016,4897,0.26929600000000004,337,8599
-0.1576695740222931,8700,4.066048622131348,0.0004,0.03470371291041374,3.5963523387908936,1670400,30.78,0.0008795857429504395,4960,0.26603200000000005,336,8699
-0.1844412386417389,8800,0.07438117265701294,0.0004,0.02250237762928009,3.5782337188720703,1689600,33.14,0.0021992921829223633,5025,0.262768,336,8799
-0.16010062396526337,8900,1.8608239889144897,0.0004,-0.07496494799852371,3.4901132583618164,1708800,31.99,0.0004228949546813965,5092,0.25950400000000007,335,8899
-0.15532195568084717,9000,0.9024158716201782,0.0004,-0.025150783360004425,3.1743240356445312,1728000,42.94,0.0023620128631591797,5219,0.2562400000000001,331,8999
-0.1715276837348938,9100,0.6653227210044861,0.0004,-0.03234994411468506,3.3456647396087646,1747200,30.22,0.0004444122314453125,5391,0.25297600000000003,324,9099
-0.14271438121795654,9200,1.7196725606918335,0.0004,-0.002803643699735403,6.022504806518555,1766400,78.46,0.0002472996711730957,5564,0.24971200000000005,317,9199
-0.18862955272197723,9300,2.169809341430664,0.0004,0.07561056315898895,3.284317970275879,1785600,31.06,0.0010831356048583984,5682,0.24644800000000006,314,9299
-0.14677414298057556,9400,2.654831647872925,0.0004,0.056054167449474335,3.01350736618042,1804800,31.62,-8.511543273925781e-05,5820,0.243184,310,9399
-0.15666615962982178,9500,1.4829787015914917,0.0004,-0.01834411732852459,2.6357309818267822,1824000,17.06,0.0010729432106018066,5903,0.23992000000000002,308,9499
-0.15419255197048187,9600,1.5310763120651245,0.0004,-0.05883676931262016,3.034431219100952,1843200,19.81,0.000755608081817627,5982,0.2366560000000001,308,9599
-0.1815553903579712,9700,2.2059731483459473,0.0004,-0.025888865813612938,2.937129020690918,1862400,19.48,0.0006409287452697754,6062,0.23339200000000004,307,9699
-0.17251694202423096,9800,2.9179627895355225,0.0004,-0.032525356858968735,3.8235995769500732,1881600,29.81,0.000660240650177002,6140,0.23012800000000005,306,9799
-0.16498138010501862,9900,3.3221726417541504,0.0004,0.007023336365818977,2.7959487438201904,1900800,29.24,0.0005834698677062988,6217,0.226864,305,9899
-0.1616005152463913,10000,2.500948190689087,0.0004,-0.00724313547834754,3.492149591445923,1920000,30.58,0.0006763935089111328,6294,0.22360000000000002,305,9999
-0.15912997722625732,10100,1.9618473052978516,0.0004,-0.007851079106330872,3.4619860649108887,1939200,32.73,0.0009521842002868652,6369,0.22033600000000003,304,10099
-0.16118651628494263,10200,1.2855106592178345,0.0004,0.023277822881937027,4.534716606140137,1958400,65.72,-0.0001380443572998047,6425,0.217072,304,10199
-0.16564910113811493,10300,2.3200645446777344,0.0004,-0.034494321793317795,2.7313811779022217,1977600,18.17,0.0005130767822265625,6481,0.21380800000000005,305,10299
-0.17982593178749084,10400,2.9793806076049805,0.0004,-0.007742657326161861,3.0744247436523438,1996800,42.68,0.0006204843521118164,6537,0.21054400000000006,305,10399
-0.14492547512054443,10500,2.9842000007629395,0.0004,-0.011705540120601654,3.5699303150177,2016000,42.44,4.839897155761719e-05,6591,0.20728000000000002,305,10499
-0.16149793565273285,10600,5.827432155609131,0.0004,0.013468215242028236,3.2534637451171875,2035200,31.59,0.00016182661056518555,6654,0.20401600000000003,305,10599
-0.17149172723293304,10700,1.7649468183517456,0.0004,-0.023343278095126152,4.4619245529174805,2054400,56.77,0.0007143020629882812,6714,0.20075200000000004,305,10699
-0.13792414963245392,10800,3.375098705291748,0.0004,0.01418040320277214,3.2939391136169434,2073600,30.37,-0.0002815723419189453,6766,0.197488,306,10799
-0.16661123931407928,10900,4.750260353088379,0.0004,-0.18753468990325928,4.0870842933654785,2092800,42.72,0.0005567669868469238,6820,0.19422400000000006,306,10899
-0.1526712328195572,11000,0.31422579288482666,0.0004,-0.02274717390537262,4.605041980743408,2112000,65.76,0.0029895901679992676,6873,0.19096000000000007,307,10999
-0.15275982022285461,11100,0.44147738814353943,0.0004,-0.028798386454582214,4.088056564331055,2131200,66.49,0.002511262893676758,6931,0.18769600000000003,307,11099
-0.13786906003952026,11200,2.1906306743621826,0.0004,-0.11140080541372299,3.8956539630889893,2150400,42.47,0.0007846951484680176,6986,0.18443200000000004,307,11199
-0.1653793454170227,11300,2.6742331981658936,0.0004,-0.004049722105264664,4.71599006652832,2169600,65.49,0.0002675652503967285,7045,0.18116800000000005,307,11299
-0.15315254032611847,11400,2.9449219703674316,0.0004,0.01818525418639183,4.4090070724487305,2188800,42.5,0.000881195068359375,7105,0.177904,308,11399
-0.15965235233306885,11500,2.6162524223327637,0.0004,-0.003743493463844061,2.9267683029174805,2208000,20.32,0.0010222196578979492,7166,0.17464000000000002,308,11499
-0.14257186651229858,11600,0.1353808492422104,0.0004,-0.005965373478829861,3.1083333492279053,2227200,31.76,0.0062285661697387695,7224,0.17137600000000008,308,11599
-0.15364183485507965,11700,3.8022983074188232,0.0004,-0.02548142336308956,4.469904899597168,2246400,41.37,-2.7179718017578125e-05,7282,0.16811200000000004,308,11699
-0.1611943244934082,11800,1.1483850479125977,0.0004,0.0052347625605762005,3.5346145629882812,2265600,30.65,0.0010512471199035645,7350,0.16484800000000005,308,11799
-0.16919517517089844,11900,5.314775466918945,0.0004,-0.0034667756408452988,4.015303134918213,2284800,54.4,0.00011986494064331055,7412,0.161584,308,11899
-0.15771803259849548,12000,6.85898494720459,0.0004,0.010592128150165081,2.9491002559661865,2304000,19.04,0.0006971955299377441,7474,0.15832000000000002,308,11999
-0.17219114303588867,12100,1.5546796321868896,0.0004,-0.04608773812651634,4.261813163757324,2323200,54.18,0.0012215971946716309,7532,0.15505600000000003,308,12099
-0.17798428237438202,12200,2.8537116050720215,0.0004,-0.008578771725296974,4.122471332550049,2342400,41.87,0.0009801983833312988,7593,0.15179200000000004,308,12199
-0.14132998883724213,12300,0.8221918940544128,0.0004,-0.01696196384727955,3.4481213092803955,2361600,41.98,0.0011811256408691406,7655,0.14852800000000005,308,12299
-0.14259007573127747,12400,6.956813812255859,0.0004,-0.06753099709749222,4.482353687286377,2380800,54.07,-0.0008137226104736328,7717,0.14526400000000006,308,12399
-0.14885559678077698,12500,6.1598639488220215,0.0004,0.00678339134901762,2.848672389984131,2400000,19.35,-0.0003262758255004883,7780,0.14200000000000002,308,12499
-0.17070578038692474,12600,4.1732282638549805,0.0004,0.010839688591659069,4.320743083953857,2419200,42.8,0.001007378101348877,7842,0.13873600000000003,308,12599
-0.16246184706687927,12700,4.209691047668457,0.0004,0.041012316942214966,2.7138962745666504,2438400,16.8,0.0006952881813049316,8023,0.13547200000000004,303,12699
-0.1513858586549759,12800,2.7744784355163574,0.0004,-0.011819453909993172,2.890592575073242,2457600,19.22,0.000591576099395752,8073,0.132208,304,12799
-0.1403203308582306,12900,0.7111455798149109,0.0004,-0.08481016010046005,3.7987608909606934,2476800,42.61,0.0020993947982788086,8127,0.12894400000000006,304,12899
-0.19072680175304413,13000,3.5219600200653076,0.0004,0.030713830143213272,3.2454254627227783,2496000,32.08,0.000811159610748291,8175,0.12568000000000007,305,12999
-0.16945487260818481,13100,2.5575850009918213,0.0004,-0.08474768698215485,3.038957118988037,2515200,21.11,0.0002840757369995117,8227,0.12241600000000002,305,13099
-0.13673333823680878,13200,1.7572940587997437,0.0004,0.0002168479113606736,3.6382203102111816,2534400,30.17,0.0004915595054626465,8280,0.11915200000000004,306,13199
-0.17144839465618134,13300,4.744894504547119,0.0004,0.022381922230124474,2.9506924152374268,2553600,20.88,-0.00035011768341064453,8337,0.11588800000000005,306,13299
-0.17876510322093964,13400,2.0493085384368896,0.0004,0.0077742463909089565,3.6078031063079834,2572800,43.25,0.0006862878799438477,8389,0.112624,306,13399
-0.1827380508184433,13500,1.5269383192062378,0.0004,-0.02413448691368103,3.1788148880004883,2592000,30.98,0.0003165006637573242,8440,0.10936000000000007,307,13499
-0.14541031420230865,13600,3.6148033142089844,0.0004,-0.04299583286046982,2.8198211193084717,2611200,18.52,0.0005016922950744629,8489,0.10609600000000008,307,13599
-0.152698814868927,13700,1.9133657217025757,0.0004,0.06428605318069458,3.7203452587127686,2630400,43.64,0.0011120438575744629,8535,0.10283200000000003,308,13699
-0.16772353649139404,13800,4.97922420501709,0.0004,0.011725516989827156,4.081885814666748,2649600,43.31,0.00037091970443725586,8581,0.09956800000000005,308,13799
-0.18350189924240112,13900,2.5602312088012695,0.0004,-0.010654307901859283,4.579726219177246,2668800,65.54,0.0010520219802856445,8628,0.09630400000000006,309,13899
-0.13787689805030823,14000,2.945857524871826,0.0004,-0.02251610904932022,3.949357509613037,2688000,43.05,0.0004429817199707031,8674,0.09304000000000001,309,13999
-0.1731027215719223,14100,1.2338159084320068,0.0004,0.005831924267113209,4.0880255699157715,2707200,54.69,0.0009801983833312988,8720,0.08977600000000002,310,14099
-0.14588002860546112,14200,1.193447470664978,0.0004,-0.011996012181043625,3.302178144454956,2726400,30.11,0.0019291043281555176,8768,0.08651200000000003,310,14199
-0.172275111079216,14300,2.7232203483581543,0.0004,0.01628321222960949,3.5480880737304688,2745600,41.96,0.000994265079498291,8820,0.08324800000000004,311,14299
-0.17612817883491516,14400,3.9347035884857178,0.0004,-0.022922104224562645,4.3637895584106445,2764800,55.6,0.00020104646682739258,8870,0.07998400000000006,311,14399
-0.18740837275981903,14500,5.633754730224609,0.0004,-0.028526192530989647,4.3743510246276855,2784000,65.97,0.000994563102722168,8920,0.07672000000000001,312,14499
-0.1680087298154831,14600,0.717824399471283,0.0004,-0.016111161559820175,4.130486488342285,2803200,41.84,0.0015521049499511719,8970,0.07345600000000002,312,14599
-0.19023936986923218,14700,2.3749966621398926,0.0004,0.07053838670253754,3.606323003768921,2822400,33.45,0.00010889768600463867,9019,0.07019200000000003,312,14699
-0.16198889911174774,14800,2.1452927589416504,0.0004,-0.03345484286546707,2.7061209678649902,2841600,19.54,0.0002512931823730469,9070,0.06692799999999999,313,14799
-0.17832186818122864,14900,2.3498575687408447,0.0004,-0.07433101534843445,3.8400325775146484,2860800,43.82,0.0006603598594665527,9125,0.06366400000000005,313,14899
-0.17387518286705017,15000,2.842953681945801,0.0004,-0.041377127170562744,3.9931933879852295,2880000,43.45,0.0009378790855407715,9180,0.060400000000000065,313,14999
-0.168782576918602,15100,1.467930555343628,0.0004,-0.056649476289749146,4.628836154937744,2899200,56.12,0.0007503032684326172,9241,0.05713600000000002,313,15099
-0.18536454439163208,15200,1.4660313129425049,0.0004,-0.0510934516787529,3.0946760177612305,2918400,29.21,0.00048065185546875,9305,0.05387200000000003,313,15199
-0.18761615455150604,15300,3.948634147644043,0.0004,-0.0329725407063961,4.361014366149902,2937600,53.8,0.00035268068313598633,9361,0.05060800000000004,313,15299
-0.19454672932624817,15400,3.5644710063934326,0.0004,-0.12923234701156616,3.943159580230713,2956800,55.32,0.00014716386795043945,9419,0.04734400000000005,313,15399
-0.160158172249794,15500,3.0404105186462402,0.0004,0.007628043182194233,3.1314399242401123,2976000,30.45,0.0013595819473266602,9473,0.04408000000000001,314,15499
-0.1645839363336563,15600,2.355041742324829,0.0004,-0.0789831206202507,3.7241594791412354,2995200,30.59,-3.6835670471191406e-05,9524,0.040816000000000074,314,15599
