#{"t_start": 1760634838.6302733, "env_id": "None"}
r,l,t
-3.443564,175,2.587014
-2.049967,175,4.633206
-6.846424,175,6.724246
-2.571441,88,7.80313
-3.7529,175,10.014277
-5.997996,175,12.251974
0.557473,24,12.573477
-5.975703,175,23.66254
-0.609104,175,25.761462
-4.701647,137,27.477668
-4.070236,175,29.703897
-1.515165,30,30.100607
3.499817,49,30.72243
-2.497521,175,32.950619
0.86204,79,33.962311
-6.64958,175,44.941014
-0.063666,59,45.634797
1.425456,71,46.490659
-1.260636,83,47.500596
-5.09989,140,49.240039
1.32088,69,50.11308
-2.918947,113,51.5527
-2.135632,62,52.351765
-3.059076,175,54.558305
-0.631986,70,55.44119
-0.029824,51,56.092518
3.504608,64,65.812845
-0.766657,135,67.451073
-4.380823,175,69.591808
-3.638624,175,71.819055
2.480273,45,72.397148
-0.998889,81,73.463997
0.609066,72,74.365676
-5.710204,175,76.621625
-4.14529,175,87.852529
-1.429317,27,88.161772
-0.880903,97,89.290681
0.400133,163,91.244509
-0.016659,96,92.411046
-4.2845,175,94.767453
-0.954011,175,97.179981
-0.885128,175,99.382556
-2.897006,88,109.614683
-2.439341,175,111.707663
2.993149,59,112.433218
0.448924,85,113.491888
-0.311375,49,114.095768
0.139675,65,114.939907
-0.43094,11,115.083002
1.949356,32,115.497479
-2.148256,175,117.759854
1.694829,79,118.78239
1.671685,77,119.777433
0.445266,50,120.446206
-2.018354,79,121.463346
0.732507,51,122.122841
-0.786326,93,132.450834
0.897632,51,133.054595
-0.770963,14,133.220771
0.444448,34,133.627481
-4.344425,55,134.280674
-0.981188,135,135.920867
-2.159092,14,136.091842
-2.200271,105,137.41187
-0.047393,147,139.343856
-0.661227,157,141.343543
-3.700484,98,142.603036
-1.081937,175,153.711994
-2.306549,119,155.142433
1.494708,125,156.670223
-2.917467,175,158.890996
0.45999,60,159.657298
1.249476,131,161.371833
1.526418,17,161.591205
-0.02925,129,163.291846
-0.936109,37,163.766517
0.668043,175,166.006794
1.701531,123,176.642103
-1.51621,58,177.330973
-0.354942,42,177.840783
2.059636,127,179.391991
0.596029,14,179.56398
1.935897,55,180.232007
1.483234,96,181.462224
1.07386,29,181.831951
-0.641167,49,182.453284
-0.036378,155,184.446622
4.964623,59,185.212851
0.369738,111,186.653465
1.305954,175,197.863472
-3.329687,52,198.492163
-3.903523,140,200.171969
0.513081,170,202.330837
3.583413,85,203.430151
-5.499543,175,205.760968
-3.24564,152,207.752274
0.459597,80,208.832911
-3.842884,175,220.352182
-4.222593,138,222.050905
-0.373049,175,224.27003
-0.695046,68,225.201878
0.261691,134,227.372323
0.0572,69,228.2724
-1.565075,39,228.77904
-0.532597,12,228.934378
-2.549473,175,231.368702
-0.978524,119,233.036235
-0.363024,175,244.675148
1.949654,106,246.050725
0.75557,175,248.353931
-0.358075,80,249.457484
-0.900678,99,250.974329
1.239333,86,252.282016
2.469058,44,252.905951
2.915207,155,254.995844
0.162865,66,255.848624
1.608052,52,256.550046
3.359102,135,267.023539
-2.177624,168,269.056528
-3.938409,175,271.273098
2.731179,53,271.960004
-0.279764,175,274.255932
3.730301,88,275.389965
-5.15946,175,277.664808
-3.474201,175,288.720736
-0.251535,42,289.246273
0.497258,37,289.694412
-0.240731,11,289.830698
4.096935,48,290.420861
-0.92659,175,292.608542
3.296095,59,293.382238
1.722443,14,293.558501
-3.759987,175,295.812105
2.079387,85,296.902393
-0.343147,76,297.902193
1.018539,175,300.241056
-0.233653,127,310.959967
1.289027,175,313.039903
1.522836,45,313.592249
1.537776,76,314.551017
0.06049,132,316.232473
-2.608313,65,317.060895
2.718109,58,317.816174
-1.193814,175,320.050703
-1.633944,175,322.31456
2.158619,29,331.96089
0.463368,33,332.406212
0.586665,175,334.541103
-1.688842,175,341.111852
2.979573,121,347.063179
2.852448,106,352.458925
-2.667038,165,361.263282
-1.442803,132,367.580962
-3.555638,175,404.212125
-0.355181,10,404.730965
0.561258,14,405.46248
0.351586,168,414.556732
-0.073838,51,417.206141
0.680765,40,419.401671
4.671545,80,423.312863
1.960271,100,428.267172
-0.632624,50,431.089174
1.175497,141,438.575802
-1.903839,152,445.760179
1.225197,19,446.427732
-0.478946,175,481.298685
-0.477852,32,482.975398
-1.031329,130,489.342104
1.606814,61,492.290943
-0.271076,69,495.889002
-1.27338,170,500.260799
1.422891,141,502.15729
0.089819,175,504.316643
-2.101002,165,508.045643
0.770722,175,545.560758
-0.504486,92,549.8747
2.693666,56,552.693591
-0.12493,172,561.225397
-0.099547,68,564.555384
2.516396,95,568.515075
3.488022,37,570.144707
2.462454,88,575.135254
0.45925,65,578.592862
4.200552,58,581.879001
-0.703457,157,589.426537
4.286732,119,623.660765
-0.17725,175,632.189088
0.377709,15,632.905643
0.653654,61,635.845057
-0.621137,13,636.378684
-2.531125,61,639.364848
4.410903,108,645.014021
-0.082223,58,647.682933
-0.745587,175,656.748071
1.391577,45,659.075157
-0.405398,175,667.959321
-1.694551,109,704.836545
3.409173,93,709.52405
1.297953,41,710.946804
-0.624704,163,713.118795
0.583671,14,713.297111
3.44008,81,714.338808
3.475124,147,716.228765
1.290555,29,716.606702
2.516164,93,717.782077
-1.306804,49,718.420634
-0.650171,13,718.587282
0.218025,20,718.863863
0.954479,175,721.310539
-0.309833,10,721.441322
-0.449412,16,730.544394
3.809163,54,731.205243
-0.344763,175,733.333698
1.096748,175,735.543145
0.100556,175,737.824287
0.528688,175,740.325718
1.639874,29,740.761517
1.66044,171,744.083001
2.279236,66,757.485254
-0.691941,113,758.789366
0.543655,14,758.946457
-1.471592,9,759.054005
-0.850039,175,761.285127
-0.480784,49,761.939272
1.534408,16,762.169466
-2.568922,72,763.166542
2.227374,175,765.41961
-1.948908,175,770.611542
1.903065,48,773.539029
1.810375,14,774.421657
-0.487007,11,775.047186
2.975547,118,782.183014
2.383624,175,807.873082
1.923127,15,808.816347
2.044419,31,810.381596
1.861174,15,811.221295
2.151097,60,814.241046
-1.461564,30,815.661823
0.737357,91,821.069422
