#{"t_start": 1760634838.4027321, "env_id": "None"}
r,l,t
0.83665,29,1.088184
-1.354472,53,1.721262
-1.924659,175,3.771429
-4.597816,137,5.389392
-1.986513,77,6.309851
-0.845096,76,7.22014
-0.293628,44,7.751655
-6.115808,171,9.908304
0.590413,107,11.293103
-3.511351,175,22.482589
-5.455626,175,24.572595
0.394393,77,25.489582
-3.20388,175,27.66618
-4.835818,175,29.89261
-8.623866,175,32.117878
-1.138342,80,33.149813
-1.376015,175,44.233925
-6.943323,141,45.872342
-2.052526,13,46.018156
-3.825491,175,48.15201
-5.775758,69,49.007574
0.34544,38,49.489735
-1.538961,175,51.718199
1.45126,18,51.957508
2.405765,87,53.049519
-3.7528,58,53.788246
-6.471353,173,55.972626
-3.422133,175,67.078478
-1.804614,175,69.18856
-4.019418,175,71.396405
-0.586823,175,73.662351
-1.566573,125,75.228223
-0.628467,175,77.505841
0.876467,114,87.958342
-4.326406,175,90.013942
-2.178939,46,90.562899
-1.441671,62,91.305048
-0.105585,175,93.4798
0.186111,83,94.598532
-4.443326,175,97.047595
-2.716083,175,99.270531
-0.98098,63,100.060803
-0.427056,166,111.189443
-2.709092,17,111.391858
3.613085,107,112.713048
-4.2117,175,114.903526
0.207051,85,116.009628
1.278575,26,116.348425
-0.809224,14,116.528565
1.365994,113,117.987395
2.368254,102,119.30068
-0.187879,147,121.223762
-0.075652,66,122.083802
-3.523916,122,132.772363
2.514308,90,133.841567
-0.011752,175,135.938784
-4.212197,175,138.189389
0.715104,83,139.258415
-3.840527,175,141.492916
-1.681701,112,142.938456
-0.959092,15,143.130456
-2.732182,175,154.215529
-2.550275,175,156.338409
1.710112,43,156.859799
0.559144,31,157.251766
-2.001155,175,159.47261
0.774223,30,159.861363
-5.178374,175,162.149461
-6.11288,175,164.430457
-1.563637,10,164.560562
-0.276558,175,175.938362
0.798793,175,178.019406
-1.775587,152,179.879605
-4.014142,153,181.799476
1.238207,106,183.157546
-1.716374,175,185.413744
1.833289,60,186.20864
0.273033,75,187.168463
1.474121,65,188.002613
-0.681929,99,198.234696
2.067988,56,198.898514
0.394362,44,199.428549
-0.549074,56,200.094933
1.758415,137,201.804488
1.512398,40,202.327622
1.554534,50,202.980222
-1.956854,175,205.271516
2.221912,83,206.388295
-4.157277,175,208.674248
-1.276235,118,210.420539
2.614194,175,221.707922
-0.453307,12,221.857295
0.992767,56,222.554409
-0.42913,12,222.723209
1.246399,78,223.676408
-0.58515,175,226.08665
-1.218112,51,226.879708
1.161099,113,228.553619
-0.801268,175,230.936207
3.708466,74,231.968367
2.679575,175,243.760132
-1.458181,39,244.245449
-0.427402,175,246.481934
3.964616,64,247.308621
0.197902,94,248.566321
-0.009086,42,249.152293
0.393071,38,249.666449
-0.524248,12,249.844693
2.889724,69,250.888552
1.557282,84,252.215679
-1.052178,81,253.344595
3.56252,67,254.255863
1.75325,37,254.755846
-3.119687,175,257.062481
-2.172481,175,267.994023
2.275829,175,270.168303
1.374929,71,271.050096
-1.737926,35,271.500639
1.081114,175,273.793241
0.874748,96,275.038566
-1.884092,12,275.197492
2.364862,50,275.839279
0.686219,175,278.119236
2.535977,114,288.408637
0.187293,175,290.559259
1.09949,28,290.899287
2.325154,175,293.113883
-0.327331,24,293.431441
-0.536897,101,294.725571
0.240063,175,296.972771
-2.148878,175,299.308306
2.447918,122,310.070624
0.733797,102,311.289685
2.386545,46,311.823055
4.656017,74,312.69053
2.378363,82,313.710469
-1.739812,35,314.148645
0.522721,44,314.705653
1.894687,129,316.343351
0.791698,175,318.603045
0.055029,175,320.848505
4.441351,68,321.727757
1.393874,30,322.110015
0.250313,83,332.469277
-2.726021,93,333.646075
-1.031957,175,337.38331
1.168965,120,342.69844
-0.74385,14,343.383983
-0.142262,100,348.178151
3.77513,78,352.13662
0.607873,53,355.128285
1.270125,78,359.451251
-1.441415,9,359.757449
-2.756829,113,365.420899
1.64327,63,368.235457
-0.462693,12,368.933496
0.728733,116,402.685193
0.784571,92,407.163186
0.948934,147,415.264916
3.457493,101,420.721683
0.096704,75,424.199311
1.882345,13,424.92853
3.892031,86,429.250227
-0.675553,175,438.675047
1.109909,32,440.023117
4.456221,38,442.016459
1.164869,175,449.718589
1.246987,175,485.191624
-1.245358,163,493.221283
1.136887,27,494.519236
1.457146,43,496.772591
0.921264,74,499.406592
0.024457,26,499.731006
1.64855,72,500.68127
2.002616,45,501.300823
1.840713,43,501.887578
0.12153,102,503.225682
3.487181,175,505.343271
1.238184,82,507.405391
0.758608,13,507.985384
1.371804,150,543.910568
1.101445,175,552.691605
2.208039,87,557.171552
-2.518262,74,560.596359
-2.413379,175,568.532202
2.521541,90,573.122582
-0.233156,106,578.936524
2.003728,121,585.302846
0.461756,138,619.95156
2.156456,33,621.661558
-2.24275,147,628.961484
0.207371,112,634.542684
-2.192109,175,643.341546
3.025384,39,645.241562
0.784836,16,645.818252
-2.377578,146,653.162592
-0.371344,16,654.021345
0.587345,130,660.741147
0.488762,15,661.482844
1.838537,73,665.381558
1.938701,13,666.021201
-2.042634,25,667.364704
1.179599,29,668.775524
0.490371,32,701.364262
0.395563,152,709.338272
-1.617819,175,712.86055
1.972765,107,714.240498
3.409952,144,716.093165
-0.531125,175,718.332411
3.161414,175,720.78585
0.145993,17,721.007151
1.772587,78,730.923022
2.405132,109,732.236395
2.379426,93,733.373834
0.403529,70,734.254166
-0.282221,175,736.48142
1.45981,132,738.215549
2.367569,28,738.657764
0.25553,175,741.155262
1.149085,107,742.772256
