#{"t_start": 1760634838.487835, "env_id": "None"}
r,l,t
-6.700231,175,2.729453
-3.255421,131,4.257033
-3.22701,175,6.35055
-1.12596,53,6.974428
-2.378757,175,9.149541
-5.812269,175,11.394273
0.013579,129,13.067991
-1.525999,89,23.093163
-4.001608,140,24.75404
-3.855021,76,25.673368
-3.760211,175,27.854297
-3.715043,89,28.993505
-0.950875,143,30.829524
-1.432231,161,32.874664
-0.897267,125,34.480459
-4.61112,175,45.426198
-2.296592,15,45.604425
-3.513349,175,47.715348
-0.784,77,48.654208
-0.739054,126,50.255518
-0.925698,24,50.574725
-0.145378,114,52.024802
2.506927,96,53.242319
-1.119821,69,54.103555
-3.449839,175,56.327972
1.72502,16,65.427621
0.528597,48,66.042212
3.657954,120,67.497264
-2.296971,15,67.683023
-4.182226,175,69.828709
-0.47471,54,70.484465
1.32641,115,71.977654
-0.735842,175,74.228458
-2.211922,175,76.46939
-1.492325,59,77.245188
-1.579519,175,88.415039
-1.437367,175,90.489603
-1.96019,160,92.414326
-6.843513,175,94.726345
-2.790703,28,95.171181
-4.714459,175,97.554423
-0.639373,175,99.737631
-6.184035,166,110.883281
-0.558041,169,112.954242
0.924402,29,113.313418
-5.245278,165,115.406623
-1.054132,175,117.66618
-3.421472,175,119.936156
1.727896,175,122.215246
-4.410849,62,132.186873
-4.328916,174,134.244371
-2.330225,19,134.470224
-1.691098,124,135.972555
-1.544861,175,138.227762
0.931934,67,139.085814
-0.732563,175,141.315151
-1.082781,16,141.524309
-0.321873,72,142.457511
0.238461,73,143.385142
-2.671312,175,154.460366
-0.950031,175,156.576603
1.567688,112,157.983329
-1.323653,145,159.837486
0.870418,56,160.574767
-0.257499,175,162.865421
-1.930304,13,163.037601
0.61004,159,165.083602
0.492464,175,176.413563
2.217248,40,176.890087
-0.397686,103,178.127374
-2.808255,127,179.684423
-2.105964,175,181.881544
0.366629,60,182.645985
-1.840985,16,182.845665
-0.849085,103,184.164492
-1.757915,125,185.805458
-0.34204,98,187.064683
-4.985605,175,198.264375
2.46564,175,200.359673
-3.360273,175,202.593024
1.668242,35,203.044849
-7.418428,175,205.353453
1.359872,21,205.633575
0.36042,33,206.075722
0.311888,26,206.423602
-2.733035,144,208.303656
-0.908163,68,209.285023
-2.527212,175,220.74057
-2.587675,51,221.356609
1.39784,100,222.625777
-0.535583,12,222.775022
2.615185,103,224.041185
0.704452,175,226.594978
-2.359887,125,228.432188
1.442549,51,229.08892
-0.71252,69,230.029281
1.077944,175,232.489108
-0.357348,175,244.211121
-1.176839,125,245.801081
0.200781,175,248.064389
-0.998024,33,248.544407
-1.891987,16,248.767878
0.878262,64,249.638427
-1.68586,11,249.800301
-1.155675,50,250.537373
