time/fps,train/ent_coef,train/learning_rate,train/n_updates,time/time_elapsed,rollout/ep_rew_mean,train/policy_loss,time/iterations,rollout/ep_len_mean,train/explained_variance,train/value_loss,time/total_timesteps,train/entropy_loss
378,0.166848,0.0002641941333333333,1049,4260,-49.1783561706543,0.10338615626096725,1050,244.94,0.5427910685539246,0.19419845938682556,1612800,-0.5636581778526306
378,0.16590080000000001,0.0002631701333333333,1079,4381,-56.953495025634766,0.044310312718153,1080,281.41,0.6528717279434204,0.1318199336528778,1658880,-0.5844014883041382
378,0.1649536,0.00026214613333333335,1109,4501,-53.531124114990234,0.09167971462011337,1110,265.76,0.3845440745353699,0.2769695520401001,1704960,-0.5675374865531921
378,0.1640064,0.00026112213333333333,1139,4627,-44.383216857910156,0.1088976114988327,1140,220.63,0.32245540618896484,0.24013738334178925,1751040,-0.5749223828315735
378,0.16305920000000002,0.0002600981333333333,1169,4750,-42.55681228637695,0.1193089708685875,1170,210.98,0.5557378828525543,0.21857230365276337,1797120,-0.5896016359329224
378,0.162112,0.00025907413333333334,1199,4870,-48.539215087890625,0.11573134362697601,1200,238.22,0.3105383515357971,0.2399461716413498,1843200,-0.579812228679657
378,0.1611648,0.0002580501333333333,1229,4995,-43.766910552978516,0.09122636169195175,1230,215.99,0.33057016134262085,0.19592416286468506,1889280,-0.6004576086997986
378,0.16021760000000002,0.0002570261333333333,1259,5119,-54.14720153808594,0.04864145815372467,1260,267.79,0.4281603693962097,0.17094168066978455,1935360,-0.6190922260284424
378,0.1592704,0.0002560021333333333,1289,5240,-49.85160827636719,0.09385966509580612,1290,245.34,0.10431760549545288,0.2347874641418457,1981440,-0.6033370494842529
378,0.1583232,0.0002549781333333333,1319,5362,-53.17701721191406,0.0588863268494606,1320,260.6,0.4780113697052002,0.22039620578289032,2027520,-0.5458396077156067
378,0.15737600000000002,0.00025395413333333334,1349,5484,-43.606468200683594,0.10855065286159515,1350,212.02,0.4325048327445984,0.18142740428447723,2073600,-0.5735227465629578
378,0.1564288,0.0002529301333333333,1379,5605,-49.306800842285156,0.10016046464443207,1380,243.42,0.2667514681816101,0.3147013783454895,2119680,-0.545970618724823
377,0.1554816,0.00025190613333333334,1409,5730,-48.013858795166016,0.07506726682186127,1410,235.22,0.37855052947998047,0.2901470959186554,2165760,-0.5213723182678223
377,0.15453440000000002,0.0002508821333333333,1439,5852,-49.277584075927734,0.10001113265752792,1440,245.87,0.4523356556892395,0.29678112268447876,2211840,-0.5066121816635132
377,0.1535872,0.0002498581333333333,1469,5973,-65.65479278564453,0.08650575578212738,1470,320.77,0.5675162374973297,0.27780210971832275,2257920,-0.5106306076049805
377,0.15264,0.00024883413333333333,1499,6096,-41.253902435302734,0.07086112350225449,1500,204.64,0.6090548634529114,0.18381546437740326,2304000,-0.5600773096084595
377,0.15169280000000002,0.00024781013333333336,1529,6220,-48.6209602355957,0.13033370673656464,1530,238.2,0.3532477021217346,0.25665462017059326,2350080,-0.5499930381774902
377,0.1507456,0.00024678613333333334,1559,6349,-60.09364700317383,0.08995316922664642,1560,298.66,0.7795090228319168,0.11381762474775314,2396160,-0.6022421717643738
376,0.1497984,0.0002457621333333333,1589,6479,-60.636226654052734,0.12189876288175583,1590,295.3,0.36106210947036743,0.26243847608566284,2442240,-0.5546125769615173
376,0.14885120000000002,0.00024473813333333335,1619,6609,-47.29084396362305,0.11672185361385345,1620,231.98,0.3737592101097107,0.3046582341194153,2488320,-0.5314359664916992
376,0.147904,0.00024371413333333332,1649,6739,-46.609222412109375,0.09748680889606476,1650,230.69,0.5402826964855194,0.13234573602676392,2534400,-0.5967038869857788
375,0.14695680000000003,0.0002426901333333333,1679,6869,-43.77554702758789,0.06881791353225708,1680,217.02,0.09384393692016602,0.16934099793434143,2580480,-0.600435733795166
375,0.14600960000000002,0.00024166613333333333,1709,6998,-57.543270111083984,0.12287506461143494,1710,283.5,0.32019466161727905,0.24576562643051147,2626560,-0.5514886379241943
374,0.1450624,0.0002406421333333333,1739,7130,-44.78806686401367,0.1104339212179184,1740,222.66,0.41220545768737793,0.33022555708885193,2672640,-0.5065717697143555
374,0.1441152,0.00023961813333333334,1769,7261,-56.388511657714844,0.0928274393081665,1770,276.36,0.3055828809738159,0.18110385537147522,2718720,-0.6059731245040894
374,0.14316800000000002,0.00023859413333333332,1799,7391,-52.794307708740234,0.09998379647731781,1800,259.85,0.2911372780799866,0.1948300302028656,2764800,-0.5997895002365112
373,0.1422208,0.0002375701333333333,1829,7521,-44.64875411987305,0.09937220066785812,1830,218.86,0.3303266167640686,0.244825541973114,2810880,-0.5350557565689087
373,0.1412736,0.00023654613333333333,1859,7651,-59.54524230957031,0.10384199023246765,1860,294.97,0.7337163388729095,0.14071911573410034,2856960,-0.5770241022109985
373,0.14032640000000002,0.0002355221333333333,1889,7780,-57.05262756347656,0.11132447421550751,1890,280.4,0.43479442596435547,0.2838006615638733,2903040,-0.5228815078735352
372,0.1393792,0.00023449813333333334,1919,7911,-38.082584381103516,0.07971137762069702,1920,185.2,0.1333024501800537,0.23661349713802338,2949120,-0.526706874370575
372,0.138432,0.00023347413333333331,1949,8041,-56.299922943115234,0.09637221693992615,1950,277.54,0.61368328332901,0.1844407171010971,2995200,-0.5571752786636353
372,0.13748480000000002,0.00023245013333333335,1979,8172,-53.799686431884766,0.045959264039993286,1980,266.94,0.5060697793960571,0.17214679718017578,3041280,-0.5529508590698242
371,0.1365376,0.00023142613333333332,2009,8302,-46.03388977050781,0.08837257325649261,2010,227.67,0.3202715516090393,0.2263055294752121,3087360,-0.5813301801681519
371,0.1355904,0.00023040213333333335,2039,8431,-48.382476806640625,0.10912424325942993,2040,240.59,0.42930907011032104,0.2674340307712555,3133440,-0.5318971872329712
371,0.13464320000000002,0.00022937813333333333,2069,8561,-49.833377838134766,0.07874812930822372,2070,245.21,0.6087493896484375,0.17180630564689636,3179520,-0.5803579092025757
371,0.133696,0.0002283541333333333,2099,8693,-48.72871398925781,0.10407035052776337,2100,243.35,0.25479453802108765,0.39874741435050964,3225600,-0.48544758558273315
370,0.1327488,0.00022733013333333334,2129,8822,-45.47678756713867,0.08249297738075256,2130,225.22,0.519512802362442,0.229740709066391,3271680,-0.5488589406013489
370,0.13180160000000002,0.00022630613333333332,2159,8953,-52.01712417602539,0.07969692349433899,2160,256.44,0.5412152707576752,0.1748911589384079,3317760,-0.5721719264984131
370,0.1308544,0.00022528213333333335,2189,9083,-42.326148986816406,0.09307130426168442,2190,210.79,0.5097255110740662,0.17949438095092773,3363840,-0.5459442138671875
370,0.1299072,0.00022425813333333333,2219,9213,-56.53899383544922,0.05796204134821892,2220,280.34,0.6621434092521667,0.2049187868833542,3409920,-0.5261766910552979
369,0.12896000000000002,0.0002232341333333333,2249,9343,-52.63725662231445,0.10004356503486633,2250,259.64,0.6942731142044067,0.10497872531414032,3456000,-0.5778335332870483
369,0.1280128,0.00022221013333333334,2279,9474,-51.88298034667969,0.10132237523794174,2280,255.92,0.4597266912460327,0.2793196439743042,3502080,-0.5223031044006348
369,0.1270656,0.0002211861333333333,2309,9605,-49.488548278808594,0.07537589967250824,2310,241.5,0.2868967652320862,0.298613965511322,3548160,-0.51033616065979
369,0.12611840000000002,0.00022016213333333332,2339,9738,-49.10456848144531,0.09227389097213745,2340,241.68,0.4870574474334717,0.1666601151227951,3594240,-0.5897010564804077
368,0.1251712,0.00021913813333333332,2369,9868,-47.090389251708984,0.09535585343837738,2370,232.26,0.46691298484802246,0.2619553208351135,3640320,-0.5448674559593201
368,0.12422400000000001,0.00021811413333333333,2399,10000,-44.271095275878906,0.13299286365509033,2400,219.66,0.3625548481941223,0.22361718118190765,3686400,-0.5923097133636475
368,0.12327680000000002,0.00021709013333333333,2429,10132,-47.55167007446289,0.09669215977191925,2430,235.98,0.4651387333869934,0.2681301236152649,3732480,-0.5298589468002319
368,0.12232960000000001,0.0002160661333333333,2459,10263,-46.23768615722656,0.102561354637146,2460,229.04,0.025698959827423096,0.2818409204483032,3778560,-0.5179762244224548
367,0.12138240000000002,0.00021504213333333334,2489,10393,-40.2314338684082,0.08423587679862976,2490,201.3,0.5769073963165283,0.1555245816707611,3824640,-0.5854114294052124
367,0.1204352,0.00021401813333333334,2519,10524,-55.85829162597656,0.09596946090459824,2520,274.28,0.4848346710205078,0.1304364651441574,3870720,-0.5987449884414673
367,0.11948800000000001,0.00021299413333333335,2549,10654,-50.535728454589844,0.05548951029777527,2550,249.92,0.46128684282302856,0.19466575980186462,3916800,-0.5446080565452576
367,0.11854080000000002,0.00021197013333333333,2579,10784,-56.86627960205078,0.10842197388410568,2580,274.76,0.4498460292816162,0.17491966485977173,3962880,-0.5913117527961731
367,0.1175936,0.00021094613333333333,2609,10914,-59.087100982666016,0.09908588975667953,2610,294.01,0.3960874676704407,0.18560026586055756,4008960,-0.5697273015975952
367,0.11664640000000001,0.00020992213333333333,2639,11044,-45.137657165527344,0.10739424079656601,2640,221.04,0.5177881121635437,0.2009960114955902,4055040,-0.5715465545654297
367,0.11569920000000002,0.0002088981333333333,2669,11174,-45.884273529052734,0.06716521829366684,2670,230.11,0.20774316787719727,0.19509027898311615,4101120,-0.5987639427185059
366,0.11475200000000002,0.00020787413333333334,2699,11304,-57.01025390625,0.11437549442052841,2700,281.67,0.6246318221092224,0.15298974514007568,4147200,-0.5653432607650757
366,0.11380480000000001,0.00020685013333333332,2729,11435,-40.103660583496094,0.09280143678188324,2730,198.55,-0.5995672941207886,0.36148545145988464,4193280,-0.5039136409759521
366,0.11285760000000002,0.00020582613333333332,2759,11565,-45.05758285522461,0.10106383264064789,2760,222.85,0.4992337226867676,0.2178283929824829,4239360,-0.5422332882881165
366,0.11191040000000001,0.00020480213333333333,2789,11694,-45.393672943115234,0.059467166662216187,2790,226.73,0.49631500244140625,0.22754888236522675,4285440,-0.545276403427124
366,0.11096320000000001,0.0002037781333333333,2819,11825,-44.554107666015625,0.08967618644237518,2820,220.19,0.5059614479541779,0.31441402435302734,4331520,-0.5013789534568787
366,0.11001600000000002,0.0002027541333333333,2849,11950,-49.02279281616211,0.11019204556941986,2850,241.31,0.41001003980636597,0.28387451171875,4377600,-0.5111494660377502
366,0.10906880000000001,0.00020173013333333331,2879,12070,-53.115238189697266,0.07623457908630371,2880,260.72,0.4842280149459839,0.20287351310253143,4423680,-0.5711976289749146
366,0.10812160000000001,0.00020070613333333335,2909,12197,-45.18903732299805,0.08754654973745346,2910,223.92,0.13982421159744263,0.21995536983013153,4469760,-0.5615991950035095
366,0.10717440000000002,0.00019968213333333332,2939,12317,-59.355918884277344,0.1110306829214096,2940,294.26,0.40498095750808716,0.3309344947338104,4515840,-0.5099817514419556
366,0.10622720000000001,0.00019865813333333333,2969,12437,-50.86896896362305,0.10199927538633347,2970,254.55,0.5503337383270264,0.17554032802581787,4561920,-0.5775083899497986
366,0.10528000000000001,0.00019763413333333333,2999,12562,-52.38077163696289,0.07608692348003387,3000,261.48,0.3092387318611145,0.28013598918914795,4608000,-0.5199106335639954
366,0.1043328,0.0001966101333333333,3029,12685,-55.52595520019531,0.13168255984783173,3030,270.97,0.2956382632255554,0.2516247034072876,4654080,-0.5195571184158325
367,0.10338560000000001,0.00019558613333333331,3059,12806,-55.518436431884766,0.10055361688137054,3060,276.0,0.6876397132873535,0.20510730147361755,4700160,-0.5284000635147095
367,0.1024384,0.00019456213333333335,3089,12931,-53.54405212402344,0.12903976440429688,3090,263.89,0.1824914813041687,0.2740551829338074,4746240,-0.5442773699760437
367,0.10149120000000002,0.00019353813333333335,3119,13053,-52.922142028808594,0.08709000796079636,3120,261.14,0.553130179643631,0.1961144655942917,4792320,-0.5262148380279541
367,0.10054400000000002,0.00019251413333333333,3149,13174,-48.35165023803711,0.10513995587825775,3150,242.09,0.4973336458206177,0.24093881249427795,4838400,-0.5288176536560059
367,0.09959680000000001,0.00019149013333333333,3179,13297,-60.229736328125,0.09313227981328964,3180,295.69,0.48308318853378296,0.25008437037467957,4884480,-0.5794697999954224
367,0.09864960000000002,0.00019046613333333334,3209,13420,-51.01124572753906,0.07581651955842972,3210,255.36,0.6661920845508575,0.138334721326828,4930560,-0.5893683433532715
367,0.09770240000000001,0.0001894421333333333,3239,13540,-52.04551696777344,0.09600740671157837,3240,256.36,0.4243462085723877,0.2554670572280884,4976640,-0.5478943586349487
367,0.09675520000000001,0.00018841813333333332,3269,13664,-57.26278305053711,0.11192753165960312,3270,282.69,0.6506047248840332,0.1769605129957199,5022720,-0.5853524804115295
367,0.095808,0.00018739413333333332,3299,13788,-45.151859283447266,0.05166308581829071,3300,223.73,0.054203033447265625,0.28706154227256775,5068800,-0.5148084163665771
367,0.09486080000000001,0.00018637013333333335,3329,13908,-56.45066833496094,0.08241792023181915,3330,280.25,0.6905559599399567,0.2180924117565155,5114880,-0.543712317943573
367,0.09391360000000003,0.00018534613333333333,3359,14032,-53.72037124633789,0.06258406490087509,3360,267.18,0.5949751138687134,0.1820237636566162,5160960,-0.5999094843864441
367,0.09296640000000002,0.00018432213333333334,3389,14156,-49.67220687866211,0.09921427816152573,3390,245.94,0.677442878484726,0.14891383051872253,5207040,-0.571426272392273
367,0.09201920000000002,0.00018329813333333334,3419,14278,-55.408939361572266,0.07143855094909668,3420,275.55,0.5588797330856323,0.1708696484565735,5253120,-0.5738653540611267
367,0.09107200000000001,0.00018227413333333332,3449,14403,-39.313575744628906,0.08383174985647202,3450,193.98,0.24836689233779907,0.25215691328048706,5299200,-0.6084096431732178
368,0.0901248,0.00018125013333333332,3479,14524,-45.587867736816406,0.06522943824529648,3480,225.02,0.5329164862632751,0.38632816076278687,5345280,-0.4620259404182434
368,0.08917760000000001,0.00018022613333333333,3509,14648,-62.608699798583984,0.0887775719165802,3510,310.33,0.6274254620075226,0.24540726840496063,5391360,-0.5151626467704773
368,0.0882304,0.0001792021333333333,3539,14773,-46.51902770996094,0.09226809442043304,3540,229.36,0.6743229627609253,0.1268254965543747,5437440,-0.5977044105529785
368,0.0872832,0.00017817813333333333,3569,14894,-54.89908218383789,0.09614799916744232,3570,272.98,0.4940616488456726,0.2823302745819092,5483520,-0.5080193281173706
368,0.08633600000000002,0.00017715413333333334,3599,15018,-52.86786651611328,0.12359726428985596,3600,260.18,0.5632670223712921,0.2214091271162033,5529600,-0.5708422660827637
368,0.08538880000000001,0.00017613013333333334,3629,15144,-51.043453216552734,0.11270071566104889,3630,251.27,0.5898021161556244,0.23289167881011963,5575680,-0.5593879222869873
368,0.08444160000000002,0.00017510613333333332,3659,15266,-47.087886810302734,0.11774620413780212,3660,234.55,0.5020402073860168,0.2542872130870819,5621760,-0.5116374492645264
368,0.08349440000000001,0.00017408213333333332,3689,15391,-48.396427154541016,0.10941079258918762,3690,239.77,0.4902486205101013,0.22245489060878754,5667840,-0.5497373342514038
368,0.08254720000000002,0.00017305813333333333,3719,15514,-43.55546569824219,0.11029081046581268,3720,216.5,0.3141980767250061,0.27914687991142273,5713920,-0.5627463459968567
368,0.0816,0.0001720341333333333,3749,15635,-58.725311279296875,0.11493381857872009,3750,289.78,0.5751577913761139,0.1746067851781845,5760000,-0.5780730247497559
368,0.08065280000000001,0.00017101013333333334,3779,15759,-39.22355270385742,0.12738457322120667,3780,193.66,0.6546825766563416,0.24862079322338104,5806080,-0.5193697810173035
368,0.0797056,0.00016998613333333332,3809,15882,-43.269107818603516,0.09780919551849365,3810,213.98,0.3078981041908264,0.2548006474971771,5852160,-0.5414484143257141
368,0.0787584,0.00016896213333333335,3839,16004,-49.69490051269531,0.12406183779239655,3840,244.54,0.43013280630111694,0.2673755884170532,5898240,-0.5552353262901306
368,0.07781120000000002,0.00016793813333333332,3869,16130,-51.30424499511719,0.07255275547504425,3870,253.02,0.7003902494907379,0.14049527049064636,5944320,-0.5890347957611084
368,0.07686400000000002,0.00016691413333333336,3899,16255,-49.45720291137695,0.09691987931728363,3900,241.91,0.3085383176803589,0.3232523798942566,5990400,-0.5366010069847107
368,0.07591680000000002,0.00016589013333333333,3929,16377,-46.20455551147461,0.08657616376876831,3930,226.58,0.6761803925037384,0.14825165271759033,6036480,-0.580833911895752
368,0.07496960000000003,0.00016486613333333334,3959,16502,-52.365779876708984,0.11313679069280624,3960,258.74,0.49989479780197144,0.23082977533340454,6082560,-0.5453459024429321
368,0.07402240000000002,0.00016384213333333334,3989,16625,-48.18402862548828,0.09630730003118515,3990,241.32,0.5284762382507324,0.2353523075580597,6128640,-0.5215322375297546
368,0.0730752,0.00016281813333333332,4019,16747,-52.389827728271484,0.08616800606250763,4020,259.28,0.41181039810180664,0.2535824775695801,6174720,-0.5306939482688904
368,0.072128,0.00016179413333333332,4049,16872,-47.953758239746094,0.06641699373722076,4050,235.62,0.5508829653263092,0.18794593214988708,6220800,-0.5612501502037048
368,0.07118080000000002,0.00016077013333333333,4079,16995,-57.592472076416016,0.08143411576747894,4080,285.15,0.43750929832458496,0.19928507506847382,6266880,-0.5594455003738403
368,0.07023360000000003,0.00015974613333333333,4109,17116,-47.26295852661133,0.09836503118276596,4110,233.54,0.3893079161643982,0.25492867827415466,6312960,-0.5298649072647095
368,0.06928640000000003,0.00015872213333333334,4139,17243,-50.231021881103516,0.09736816585063934,4140,248.06,0.5684785842895508,0.2041052281856537,6359040,-0.5499921441078186
368,0.06833920000000002,0.00015769813333333334,4169,17367,-64.57410430908203,0.09478560090065002,4170,319.23,0.5802653133869171,0.17405478656291962,6405120,-0.5546784400939941
368,0.06739200000000001,0.00015667413333333335,4199,17488,-47.027591705322266,0.09852014482021332,4200,233.51,0.2821149230003357,0.19863998889923096,6451200,-0.5632234215736389
368,0.0664448,0.00015565013333333332,4229,17614,-50.681861877441406,0.1045081615447998,4230,251.99,0.32295411825180054,0.3175744116306305,6497280,-0.5121679306030273
368,0.06549760000000002,0.00015462613333333333,4259,17737,-49.27322769165039,0.12163615226745605,4260,242.67,0.6482464373111725,0.23193351924419403,6543360,-0.5438420176506042
368,0.06455040000000001,0.00015360213333333333,4289,17860,-46.535396575927734,0.09143214672803879,4290,230.7,0.30306267738342285,0.35365650057792664,6589440,-0.48614150285720825
368,0.0636032,0.00015257813333333334,4319,17984,-50.1893310546875,0.10698257386684418,4320,246.2,0.3707882761955261,0.18470732867717743,6635520,-0.5625009536743164
368,0.06265600000000002,0.00015155413333333334,4349,18109,-51.85557174682617,0.10937940329313278,4350,255.73,0.4265331029891968,0.29382646083831787,6681600,-0.5036578178405762
369,0.06170880000000001,0.00015053013333333334,4379,18231,-51.086185455322266,0.09837585687637329,4380,252.94,0.4392513632774353,0.20269984006881714,6727680,-0.5511525869369507
369,0.06076160000000003,0.00014950613333333335,4409,18356,-42.742549896240234,0.11250263452529907,4410,210.44,0.6545263826847076,0.22158634662628174,6773760,-0.5426660776138306
369,0.05981440000000002,0.00014848213333333333,4439,18480,-52.802703857421875,0.08419816195964813,4440,260.7,0.5584282875061035,0.11486396193504333,6819840,-0.5902218818664551
369,0.05886720000000001,0.00014745813333333333,4469,18606,-49.24327087402344,0.12838134169578552,4470,243.37,0.47259771823883057,0.29034703969955444,6865920,-0.5260863304138184
369,0.05792,0.00014643413333333333,4499,18729,-52.01679229736328,0.10008841007947922,4500,256.08,0.5586012005805969,0.2930850684642792,6912000,-0.5164887309074402
369,0.05697280000000002,0.0001454101333333333,4529,18855,-54.108421325683594,0.10105611383914948,4530,268.47,0.12278282642364502,0.2512836456298828,6958080,-0.578891396522522
368,0.05602560000000001,0.00014438613333333334,4559,18986,-46.55535125732422,0.08312118053436279,4560,231.5,0.35386013984680176,0.22873473167419434,7004160,-0.5818809270858765
368,0.05507840000000003,0.00014336213333333335,4589,19115,-68.54640197753906,0.11737867444753647,4590,337.23,0.352973997592926,0.2868714928627014,7050240,-0.5382696986198425
368,0.05413120000000002,0.00014233813333333335,4619,19244,-50.378971099853516,0.09775808453559875,4620,251.23,0.6075333058834076,0.14638549089431763,7096320,-0.569536566734314
368,0.05318400000000001,0.00014131413333333333,4649,19374,-51.2257194519043,0.07875894010066986,4650,253.43,0.5104430913925171,0.21540677547454834,7142400,-0.5199849605560303
368,0.05223680000000003,0.00014029013333333333,4679,19505,-51.560787200927734,0.07394100725650787,4680,254.06,0.5340672135353088,0.2227894514799118,7188480,-0.5164107084274292
368,0.05128960000000002,0.00013926613333333334,4709,19634,-51.09050750732422,0.07666125893592834,4710,253.52,0.5994733572006226,0.1509304642677307,7234560,-0.6044315099716187
368,0.05034240000000001,0.00013824213333333332,4739,19766,-50.3822135925293,0.0795312449336052,4740,247.85,0.25768738985061646,0.287830114364624,7280640,-0.48872679471969604
368,0.0493952,0.00013721813333333332,4769,19894,-46.53227996826172,0.10195168107748032,4770,232.86,0.6337272226810455,0.18846426904201508,7326720,-0.5648322701454163
368,0.04844800000000002,0.00013619413333333332,4799,20024,-48.699100494384766,0.08370348066091537,4800,238.92,0.6315322518348694,0.18088454008102417,7372800,-0.5795481204986572
368,0.04750080000000001,0.00013517013333333336,4829,20156,-48.55780792236328,0.08837687969207764,4830,241.82,0.49981802701950073,0.2046959102153778,7418880,-0.5644295811653137
367,0.04655360000000003,0.00013414613333333333,4859,20286,-47.509559631347656,0.0724739357829094,4860,234.33,0.6136870980262756,0.14445708692073822,7464960,-0.5914331674575806
367,0.04560640000000002,0.00013312213333333334,4889,20416,-47.20149230957031,0.11364888399839401,4890,234.29,0.5267876982688904,0.17169050872325897,7511040,-0.5708063840866089
367,0.04465920000000001,0.00013209813333333334,4919,20547,-53.57465744018555,0.09748108685016632,4920,264.72,0.3860744833946228,0.16022318601608276,7557120,-0.5713376402854919
367,0.043712,0.00013107413333333332,4949,20676,-42.17210388183594,0.09751144051551819,4950,209.22,0.5076740384101868,0.1915164440870285,7603200,-0.5856764316558838
367,0.04276480000000002,0.00013005013333333332,4979,20807,-56.17511749267578,0.10352005809545517,4980,279.46,0.6592269241809845,0.2719675898551941,7649280,-0.5176553726196289
367,0.04181760000000001,0.00012902613333333333,5009,20937,-43.856849670410156,0.10736136138439178,5010,215.09,0.5572447776794434,0.2086004912853241,7695360,-0.5475956201553345
367,0.0408704,0.00012800213333333333,5039,21067,-61.622474670410156,0.12476005405187607,5040,302.22,0.3275429606437683,0.2595810890197754,7741440,-0.5435798168182373
