#{"t_start": 1758680700.3943858, "env_id": "None"}
r,l,t
3.432094,76,8.690604
-0.462497,8,8.740366
2.845502,14,8.937742
-0.462497,8,8.992534
3.662025,22,9.150139
-0.462497,8,9.300957
3.903473,15,9.391391
-0.843698,15,9.604052
5.151576,32,9.954381
-0.462497,8,10.015194
-0.462497,8,10.075918
-0.462497,8,10.136517
-0.462497,8,10.317819
-4.482265,1200,24.405887
5.151576,32,24.758144
-0.462497,8,24.818357
3.9513,36,25.377215
-0.462497,8,25.474128
3.500371,20,25.631407
-0.843698,15,25.878137
3.640016,65,26.59572
-0.462497,8,26.649795
3.662025,22,26.999285
-0.462497,8,27.070456
2.266261,76,27.868368
-0.462497,8,28.053207
4.66466,41,28.492844
-0.462497,8,28.554997
2.662025,23,28.869663
-0.462497,8,28.933746
3.662025,22,29.234025
-0.462497,8,29.297487
3.903473,15,29.535833
-0.843698,15,29.645744
3.391231,24,29.947296
-0.462497,8,30.005345
3.662025,22,30.296705
-0.462497,8,30.354075
3.391231,24,30.652718
-0.462497,8,30.710528
3.903473,15,30.942053
-0.462497,8,31.000703
3.662025,22,31.163091
-0.462497,8,31.351178
3.391231,24,31.53151
-1.224899,22,31.837559
3.903473,15,32.089512
-0.462497,8,32.150788
3.662025,22,32.447055
-0.462497,8,32.507286
5.151576,32,32.87575
-0.462497,8,32.93852
3.391231,24,33.247019
-0.462497,8,33.306698
5.613747,1200,47.9657
5.151576,32,48.341587
-0.462497,8,48.40025
3.420577,29,48.764022
-1.6061,29,49.131814
3.903473,15,49.255642
-0.843698,15,49.508644
3.910128,40,49.936291
-0.462497,8,49.996338
3.903473,15,50.246696
-0.843698,15,50.371367
-0.843698,15,50.50265
4.397885,48,51.143363
-0.843698,15,51.250628
3.391231,24,51.561178
-0.462497,8,51.620457
4.66868,46,52.253384
-0.843698,15,52.373461
3.391231,24,52.72462
-1.224899,22,53.040447
2.614373,39,53.470215
-0.462497,8,53.537425
5.151576,32,53.912053
-0.462497,8,53.975084
3.903473,15,54.220093
-0.462497,8,54.28298
3.500371,20,54.570673
-0.462497,8,54.632134
5.151576,32,54.986079
-0.462497,8,55.049207
-0.462497,8,55.247095
-0.462497,8,55.302664
-0.462497,8,55.36763
2.138132,78,56.364483
-0.462497,8,56.439796
3.017475,34,56.85678
-0.462497,8,56.913696
2.238465,46,57.549169
-0.462497,8,57.60772
-0.462497,8,57.669281
3.944337,67,58.448532
-0.462497,8,58.507561
2.420577,30,58.862539
-0.462497,8,59.06559
4.151576,33,59.449943
-0.843698,15,59.562089
5.151576,32,59.928002
-0.462497,8,59.984034
3.903473,15,60.227755
-0.843698,15,60.355871
3.662025,22,60.649741
-0.843698,15,60.76355
3.662025,22,61.071161
-0.843698,15,61.317327
3.903473,15,61.431608
-0.843698,15,61.550237
5.151576,32,61.918925
-0.843698,15,62.164513
3.903473,15,62.282666
-0.462497,8,62.474486
4.910128,39,62.908795
-0.462497,8,62.975263
3.903473,15,63.225443
-0.462497,8,63.282126
3.903473,15,63.391569
-0.462497,8,63.58191
4.427232,53,64.115134
-0.843698,15,64.366576
3.662025,22,64.536808
-0.462497,8,64.721147
3.903473,15,64.839828
-0.843698,15,65.088536
3.258923,27,65.288657
-0.843698,15,65.544821
5.151576,32,65.917004
-0.462497,8,65.982913
3.391231,24,66.275852
-0.462497,8,66.336809
3.662025,22,66.641037
-0.462497,8,66.695845
