#{"t_start": 1758680707.8623273, "env_id": "None"}
r,l,t
2.845502,14,0.244723
-0.462497,8,0.33085
3.420577,29,0.940494
-0.462497,8,0.999979
4.397885,48,1.532594
-0.462497,8,1.596797
3.391231,24,1.852441
-0.462497,8,1.899715
3.6285,18,2.127957
-0.462497,8,2.192223
3.42007,43,2.622552
-0.462497,8,2.684416
-0.462497,8,2.865306
3.662025,22,3.024457
-0.462497,8,3.1939
3.772172,64,3.894303
-0.462497,8,3.951051
-1.987301,36,4.365547
3.903473,15,4.621806
-0.462497,8,4.68137
4.910128,39,5.092507
-0.462497,8,5.154204
5.30921,29,5.542967
-1.697283,30,5.925201
5.151576,32,6.319649
-0.462497,8,6.376191
3.391231,24,6.684176
-0.934881,16,6.919311
5.151576,32,7.28394
-0.462497,8,7.34292
-1.224899,22,7.638378
3.903473,15,7.7522
-0.462497,8,7.816635
3.662025,22,8.105412
-0.462497,8,8.164597
2.845502,14,8.402452
-0.55368,9,8.469619
3.903473,15,8.58529
-0.462497,8,8.766982
3.500371,20,8.916979
-0.462497,8,8.978118
5.151576,32,9.354471
-0.462497,8,9.549398
3.391231,24,9.740151
-1.6061,29,10.076777
4.06462,31,10.432526
-0.462497,8,10.649681
5.279705,30,11.032026
-0.462497,8,11.098917
3.903473,15,11.223215
-0.462497,8,11.45624
-0.462497,8,11.532765
3.903473,15,11.649768
-0.462497,8,11.708934
3.662025,22,12.001065
-0.462497,8,12.062451
3.662025,22,12.355042
-0.462497,8,12.414472
3.903473,15,12.673814
-0.462497,8,12.734861
3.500371,20,13.022015
-0.843698,15,13.144761
6.63928,1200,27.222406
4.156438,55,27.774855
-0.462497,8,27.969349
4.826307,47,28.457819
-0.462497,8,28.519207
3.903473,15,28.762258
-0.462497,8,28.821029
-0.462497,8,28.881546
3.391231,24,29.191423
-0.843698,15,29.43492
3.500371,20,29.609389
-0.462497,8,29.67328
3.903473,15,29.91274
-0.843698,15,30.022579
-0.934881,16,30.272047
3.391231,24,30.675184
-0.843698,15,30.789798
4.910128,39,31.238343
-0.462497,8,31.432267
1.834095,1200,46.017583
3.420577,29,46.377296
-1.224899,22,46.677428
-0.462497,8,46.736907
4.910128,39,47.172202
-0.462497,8,47.226648
3.662025,22,47.511223
-0.462497,8,47.57291
2.845502,14,47.814283
-0.462497,8,47.871861
3.903473,15,47.985548
-0.462497,8,48.170349
3.903473,15,48.297723
-0.462497,8,48.359861
3.903473,15,48.606356
-0.462497,8,48.669025
4.507026,44,49.309951
-0.462497,8,49.37427
3.420577,29,49.725099
-0.843698,15,49.844819
2.4424,19,50.132777
-0.462497,8,50.193923
3.903473,15,50.310087
-0.462497,8,50.51175
3.420577,29,50.867471
-0.462497,8,50.923097
5.038257,37,51.324706
-0.843698,15,51.43938
3.903473,15,51.693195
-0.462497,8,51.754896
3.903473,15,52.003378
-1.316082,23,52.181887
3.903473,15,52.416168
-0.462497,8,52.47406
-0.843698,15,52.715596
3.6285,18,52.866342
-0.462497,8,52.927402
3.258923,27,53.260366
-0.462497,8,53.317622
3.903473,15,53.575819
-0.843698,15,53.689447
4.66868,46,54.302288
-0.462497,8,54.359548
2.017475,35,54.758467
-0.462497,8,54.822388
3.310929,47,55.451892
-0.462497,8,55.515016
3.903473,15,55.76449
-0.462497,8,55.821521
4.151576,33,56.202665
-0.462497,8,56.258723
-0.462497,8,56.319719
3.757363,61,57.05409
-0.462497,8,57.237665
2.200952,26,57.440636
-1.316082,23,57.741443
3.391231,24,58.065577
-0.462497,8,58.126378
3.391231,24,58.442058
-0.462497,8,58.502501
-0.462497,8,58.567311
-0.462497,8,58.746654
4.126939,52,59.26727
-1.6061,29,59.63384
