#{"t_start": 1758680705.7432907, "env_id": "None"}
r,l,t
2.33326,23,2.459889
-0.462497,8,2.535435
3.06462,32,3.149591
-0.462497,8,3.312005
4.151576,33,3.62763
-0.462497,8,3.691835
4.906101,38,4.036483
-0.462497,8,4.086477
5.151576,32,4.431346
-0.462497,8,4.605476
3.500371,20,4.75759
-1.224899,22,5.043048
3.662025,22,5.312937
-0.462497,8,5.36236
3.903473,15,5.459014
-0.462497,8,5.64377
4.66868,46,6.111635
-0.462497,8,6.19822
3.903473,15,6.429669
-0.843698,15,6.53261
4.826314,43,7.11683
-0.462497,8,7.180403
3.903473,15,7.301851
-0.462497,8,7.509753
3.391231,24,7.71945
-0.843698,15,7.973064
4.910128,39,8.423491
-0.843698,15,8.531133
4.910128,39,9.067351
-0.462497,8,9.130024
-0.462497,8,9.191814
5.151576,32,9.554498
-0.462497,8,9.617832
2.903473,16,9.861801
-0.462497,8,9.926508
-0.462497,8,9.985184
3.66868,47,10.596655
-0.843698,15,10.711578
4.02413,58,11.404598
-0.462497,8,11.464312
-0.462497,8,11.661156
4.910128,39,12.085102
-0.462497,8,12.142436
3.903473,15,12.379439
-0.462497,8,12.439508
2.937682,43,12.938616
-0.462497,8,13.005184
2.391231,25,13.342251
-0.462497,8,13.575277
5.151576,32,13.961533
-0.462497,8,14.021302
2.4424,19,14.166098
-0.55368,9,14.362132
3.903473,15,14.474078
-0.462497,8,14.533509
3.903473,15,14.792851
-0.462497,8,14.853897
3.662025,22,15.158099
-0.462497,8,15.224652
3.910128,40,15.697522
-0.462497,8,15.909982
3.391231,24,16.098918
-0.462497,8,16.276596
5.309203,33,16.666216
-0.843698,15,16.78079
5.151576,32,17.173809
-1.224899,22,17.478228
3.391231,24,17.65753
-0.462497,8,17.833111
-0.462497,8,17.896938
4.910128,39,18.306555
-0.462497,8,18.364738
3.903473,15,18.598621
-0.462497,8,18.655742
3.258923,27,19.014202
-0.462497,8,19.074109
3.903473,15,19.299906
-0.462497,8,19.356883
3.903473,15,19.469453
-0.462497,8,19.675191
3.662025,22,19.854424
-0.934881,16,20.141191
3.258923,27,20.481735
-0.462497,8,20.54361
2.845502,14,20.645585
-0.462497,8,20.81756
3.274467,75,21.687817
-0.462497,8,21.756227
5.151576,32,22.104894
-0.462497,8,22.159408
3.500371,20,22.428204
-1.987301,36,22.829552
3.500371,20,23.106591
-0.462497,8,23.167688
3.258923,27,23.512736
-0.462497,8,23.57684
-0.843698,15,23.822349
0.974174,76,24.641877
-0.462497,8,24.700027
2.855821,32,25.061621
-0.843698,15,25.296813
2.845502,14,25.399326
-0.462497,8,25.455113
3.903473,15,25.689435
-0.843698,15,25.799228
3.903473,15,26.038622
-0.462497,8,26.099372
3.662025,22,26.401093
-0.462497,8,26.464972
3.391231,24,26.786885
-0.462497,8,26.846775
-6.03117,1200,41.415839
3.500371,20,41.566804
-0.462497,8,41.624132
5.067755,40,42.252216
-0.462497,8,42.312598
10.411692,1200,56.553012
3.903473,15,56.800608
-0.462497,8,56.863505
4.910128,39,57.298384
-0.462497,8,57.4866
5.309203,33,57.883527
-0.843698,15,57.992566
3.903473,15,58.233005
-0.462497,8,58.29497
