#{"t_start": 1758680703.065249, "env_id": "None"}
r,l,t
5.151576,32,5.223477
-0.462497,8,5.660143
3.903473,15,5.766871
-0.462497,8,5.827633
3.903473,15,6.031824
-0.462497,8,6.083589
-0.462497,8,6.134076
2.845502,14,6.338672
-0.462497,8,6.400879
3.402596,73,7.10219
-0.462497,8,7.275413
4.279705,31,7.629237
-0.55368,9,7.699014
3.258923,27,8.003283
-0.462497,8,8.05358
2.604054,21,8.321812
-0.462497,8,8.378741
3.903473,15,8.504587
-0.462497,8,8.675298
3.258923,27,8.911437
-0.462497,8,9.08771
3.662025,22,9.239285
-0.462497,8,9.449781
5.151576,32,9.804879
-0.462497,8,9.86681
3.391231,24,10.215374
-0.462497,8,10.275882
2.845502,14,10.396573
-0.843698,15,10.651106
3.903473,15,10.78164
-1.224899,22,11.084388
5.038257,37,11.488255
-1.224899,22,11.767859
3.903473,15,11.886178
-0.462497,8,12.061536
1.802024,13,12.163306
-0.462497,8,12.224542
3.391231,24,12.531552
-0.462497,8,12.596548
1.845502,15,12.834434
-0.462497,8,12.894467
3.910128,40,13.329556
-1.224899,22,13.618469
3.903473,15,13.731504
-0.462497,8,13.922385
5.309203,33,14.30785
-0.462497,8,14.370229
3.391231,24,14.681692
-0.462497,8,14.740591
-5.618996,1200,28.827755
4.635155,42,29.426804
-0.843698,15,29.539405
-0.55368,9,29.608437
4.156438,55,30.2828
-0.462497,8,30.343417
3.6285,18,30.606015
-0.462497,8,30.665531
5.151576,32,31.035756
-0.843698,15,31.273003
3.662025,22,31.435805
-0.462497,8,31.624723
-0.462497,8,31.687114
-0.462497,8,31.751333
3.662025,22,32.045796
-0.934881,16,32.168002
5.151576,32,32.539672
-0.843698,15,32.789862
3.391231,24,32.96985
-0.462497,8,33.161312
3.258923,27,33.497533
-0.462497,8,33.558336
1.776027,42,34.003821
-0.462497,8,34.065408
4.151576,33,34.470359
-1.224899,22,34.761422
-0.843698,15,34.997231
5.30921,29,35.310537
-1.224899,22,35.609483
2.845502,14,35.855762
-0.462497,8,35.916694
3.903473,15,36.04255
-0.462497,8,36.237672
3.944337,67,37.055652
-0.462497,8,37.126076
3.903473,15,37.23939
-0.462497,8,37.435287
3.903473,15,37.571712
-0.462497,8,37.633889
3.903473,15,37.872899
-0.462497,8,37.93294
5.279705,30,38.348098
-0.843698,15,38.469928
3.903473,15,38.715611
-0.843698,15,38.827048
2.871365,80,39.830736
-1.6061,29,40.192075
3.903473,15,40.308383
-0.462497,8,40.506309
2.845502,14,40.611637
-0.462497,8,40.672138
3.391231,24,41.011716
-0.55368,9,41.082551
4.910128,39,41.54773
-0.843698,15,41.79992
3.903473,15,41.907856
-0.462497,8,42.104416
4.393707,49,42.655485
-0.462497,8,42.720795
3.500371,20,43.016545
-0.934881,16,43.290412
3.903473,15,43.413338
-0.462497,8,43.474346
3.662025,22,43.781619
-0.843698,15,43.923959
2.845502,14,44.178752
-0.462497,8,44.237846
4.397885,48,44.921263
-0.462497,8,44.983429
4.185784,60,45.722388
-0.462497,8,45.78946
4.910128,39,46.225305
-0.462497,8,46.287692
2.937682,43,46.903627
-0.462497,8,46.964033
4.66868,46,47.575833
-0.462497,8,47.649736
-0.462497,8,47.706837
3.662025,22,48.033217
-0.462497,8,48.098332
2.903473,16,48.227302
-0.462497,8,48.415574
2.757363,62,49.137076
-1.316082,23,49.315715
5.309203,33,49.718424
-0.462497,8,49.928621
3.662025,22,50.128847
-0.843698,15,50.378584
4.635155,42,50.830006
-0.462497,8,50.896464
2.845502,14,51.135069
-0.462497,8,51.19539
4.151576,33,51.583895
-1.697283,30,51.947271
3.903473,15,52.0582
-1.224899,22,52.33677
3.903473,15,52.590644
-0.462497,8,52.647324
-0.462497,8,52.711176
5.038257,37,53.128229
-1.6061,29,53.48025
5.309203,33,53.897068
-0.462497,8,53.96696
4.06462,31,54.335907
-0.462497,8,54.529514
3.903473,15,54.648896
-0.462497,8,54.710181
2.757363,62,55.470307
-0.934881,16,55.720176
4.910128,39,56.13575
-0.843698,15,56.394727
2.845502,14,56.497565
-0.462497,8,56.55955
3.500371,20,56.848506
-0.462497,8,56.905867
3.391231,24,57.213246
-0.462497,8,57.271139
4.06462,31,57.649057
-0.462497,8,57.709992
3.903473,15,57.9508
-0.462497,8,58.007121
4.507026,44,58.486525
-0.462497,8,58.674188
3.279705,32,59.054246
-1.987301,36,59.457498
3.420577,29,59.811748
-0.843698,15,59.924717
3.66868,47,60.561568
-1.224899,22,60.720706
3.757363,61,61.444271
-0.462497,8,61.502222
2.66868,48,62.136238
-0.462497,8,62.196697
3.391231,24,62.509046
-0.462497,8,62.572329
3.662025,22,62.881292
-0.462497,8,62.938618
5.151576,32,63.319388
-0.462497,8,63.378153
3.998811,54,64.035344
-0.843698,15,64.285645
3.903473,15,64.409216
-0.462497,8,64.47628
