train/learning_rate,time/iterations,time/time_elapsed,train/n_updates,rollout/ep_rew_mean,time/fps,time/total_timesteps,train/entropy_loss,rollout/ep_len_mean,train/policy_loss,train/explained_variance,train/value_loss,train/ent_coef
0.00025,1050,4508,1049,-5.392731189727783,476,2150400,-0.43050700426101685,336.66,0.006055714096873999,-0.0033540725708007812,0.6827788949012756,0.059142400000000005
0.00025,1080,4637,1079,-11.511897087097168,476,2211840,-0.4383472800254822,429.77,-0.006138150580227375,-0.004564881324768066,0.5636858940124512,0.057975040000000005
0.00025,1110,4763,1109,-4.524445056915283,477,2273280,-0.4407596290111542,315.57,0.0005639423616230488,-0.002165675163269043,0.7400186061859131,0.056807680000000006
0.00025,1140,4896,1139,-8.091288566589355,476,2334720,-0.44082051515579224,375.58,-0.013095591217279434,-0.002753019332885742,0.7996969223022461,0.05564032
0.00025,1170,5026,1169,-9.326562881469727,476,2396160,-0.42491546273231506,401.75,-0.014247097074985504,-0.0077266693115234375,0.5205334424972534,0.05447296000000001
0.00025,1200,5156,1199,-10.384682655334473,476,2457600,-0.43925487995147705,395.48,-0.01277800090610981,-0.004600167274475098,0.7892497777938843,0.0533056
0.00025,1230,5284,1229,-7.8685173988342285,476,2519040,-0.4390307366847992,375.05,0.015614557079970837,-0.0012511014938354492,0.6384428143501282,0.05213824
0.00025,1260,5412,1259,-7.4195475578308105,476,2580480,-0.42991721630096436,346.17,0.0014144983142614365,-0.0078116655349731445,0.27573397755622864,0.05097088
0.00025,1290,5543,1289,-7.375516414642334,476,2641920,-0.4060562551021576,378.08,-0.0018330042948946357,-0.009032130241394043,0.3045923113822937,0.04980352000000001
0.00025,1320,5671,1319,-5.594339370727539,476,2703360,-0.42656272649765015,348.6,-0.005895412992686033,-0.009137630462646484,0.21396246552467346,0.04863616
0.00025,1350,5799,1349,-9.552932739257812,476,2764800,-0.44059139490127563,428.75,-0.012516748160123825,-0.0006886720657348633,0.4563579559326172,0.047468800000000005
0.00025,1380,5926,1379,-5.061505317687988,476,2826240,-0.4312727451324463,327.61,-0.003519008867442608,-0.004876255989074707,0.7043723464012146,0.046301440000000006
0.00025,1410,6054,1409,-9.825421333312988,476,2887680,-0.43223828077316284,417.21,-0.0010699275881052017,-0.005468964576721191,0.6480416655540466,0.04513408
0.00025,1440,6184,1439,-9.053524017333984,476,2949120,-0.42606842517852783,394.26,0.011412810534238815,-0.007732272148132324,0.42212918400764465,0.04396672
0.00025,1470,6316,1469,-7.8393449783325195,476,3010560,-0.4456474184989929,355.69,-0.0038323886692523956,-0.006715059280395508,0.578246533870697,0.04279936000000001
0.00025,1500,6444,1499,-9.387832641601562,476,3072000,-0.4202692210674286,362.19,-0.014109089970588684,-0.00240933895111084,0.762914776802063,0.04163200000000001
0.00025,1530,6570,1529,-8.26402473449707,476,3133440,-0.4292926788330078,390.94,-0.013680046424269676,-0.006687521934509277,0.4081651568412781,0.04046464
0.00025,1560,6700,1559,-14.002257347106934,476,3194880,-0.42665621638298035,476.06,-0.012370080687105656,-0.005105137825012207,0.45282506942749023,0.039297280000000004
0.00025,1590,6829,1589,-8.286112785339355,476,3256320,-0.4449335038661957,380.83,-0.0005064220167696476,-0.004583597183227539,0.6536455154418945,0.03812992000000001
0.00025,1620,6956,1619,-10.635882377624512,476,3317760,-0.41527360677719116,400.0,0.0014378074556589127,-0.006967306137084961,0.47519224882125854,0.036962560000000005
0.00025,1650,7087,1649,-8.89197063446045,476,3379200,-0.4388222098350525,400.88,-0.0007375271525233984,-0.0013337135314941406,0.5789003372192383,0.0357952
0.00025,1680,7215,1679,-10.487831115722656,476,3440640,-0.4317091107368469,428.03,-0.001893447246402502,-0.003903627395629883,0.7259659767150879,0.03462784000000001
0.00025,1710,7345,1709,-5.761778354644775,476,3502080,-0.42532309889793396,352.71,-0.009942689910531044,-0.0075293779373168945,0.46937841176986694,0.03346048
0.00025,1740,7472,1739,-9.227751731872559,476,3563520,-0.4327857494354248,404.04,-0.015386995859444141,-0.006827950477600098,0.4932405650615692,0.03229312000000001
0.00025,1770,7599,1769,-7.269869327545166,476,3624960,-0.4213278889656067,349.93,-0.007177656516432762,-0.00910961627960205,0.2888963222503662,0.031125760000000002
0.00025,1800,7729,1799,-8.451884269714355,476,3686400,-0.4261555075645447,371.5,-0.0012060962617397308,-0.004269003868103027,0.38952794671058655,0.029958399999999996
0.00025,1830,7854,1829,-9.245448112487793,477,3747840,-0.4363352060317993,428.67,-0.005136311985552311,-0.0028290748596191406,0.7618826627731323,0.028791040000000004
0.00025,1860,7982,1859,-7.8033599853515625,477,3809280,-0.44965046644210815,410.05,0.003963131923228502,0.0001049041748046875,0.8854284882545471,0.02762368000000001
0.00025,1890,8111,1889,-8.883332252502441,477,3870720,-0.4383033514022827,391.64,0.013331146910786629,-0.006507396697998047,0.5386216640472412,0.026456320000000005
0.00025,1920,8239,1919,-7.181980133056641,477,3932160,-0.42642664909362793,368.78,-0.0004917103797197342,-0.006403923034667969,0.32033923268318176,0.02528896
0.00025,1950,8365,1949,-8.155021667480469,477,3993600,-0.42374736070632935,366.9,0.009847907349467278,-0.003935337066650391,0.5996249914169312,0.024121600000000007
0.00025,1980,8495,1979,-6.855661392211914,477,4055040,-0.43332499265670776,387.27,0.001213491428643465,-0.004633903503417969,0.8037784099578857,0.022954240000000015
0.00025,2010,8626,2009,-7.284049034118652,477,4116480,-0.43800824880599976,348.98,-0.021549100056290627,-0.005156517028808594,0.8342119455337524,0.02178688000000001
0.00025,2040,8753,2039,-11.333514213562012,477,4177920,-0.40904006361961365,411.39,-0.015170153230428696,-0.010628342628479004,0.353397011756897,0.020619520000000002
0.00025,2070,8882,2069,-8.223101615905762,477,4239360,-0.4264366030693054,393.47,-0.004992059897631407,-0.00380551815032959,0.5418914556503296,0.01945216000000001
0.00025,2100,9009,2099,-8.80729866027832,477,4300800,-0.4384846091270447,406.28,-0.010193457826972008,-0.010475635528564453,0.15450331568717957,0.018284800000000004
0.00025,2130,9137,2129,-8.429947853088379,477,4362240,-0.4316897988319397,372.15,-0.010056361556053162,-0.00567173957824707,0.3805996775627136,0.017117439999999998
0.00025,2160,9264,2159,-7.861617565155029,477,4423680,-0.4300357699394226,379.17,-0.014501674100756645,-0.004516124725341797,0.9425283074378967,0.015950080000000005
0.00025,2190,9391,2189,-10.218851089477539,477,4485120,-0.41134321689605713,383.26,0.0017326166853308678,-0.00546717643737793,0.526074230670929,0.01478272
0.00025,2220,9521,2219,-6.701694965362549,477,4546560,-0.42863428592681885,362.59,-0.0065314495004713535,-0.0060732364654541016,0.48183029890060425,0.013615360000000007
0.00025,2250,9648,2249,-9.011544227600098,477,4608000,-0.42422568798065186,399.89,0.007142220623791218,-0.0068312883377075195,0.7167760133743286,0.012448
0.00025,2280,9775,2279,-9.68496322631836,477,4669440,-0.4326501786708832,426.96,-0.00822525005787611,-0.005778312683105469,0.3900032043457031,0.011280639999999995
0.00025,2310,9905,2309,-7.445562362670898,477,4730880,-0.4361197352409363,377.08,-0.005156495608389378,-0.00717473030090332,0.34616121649742126,0.010113280000000002
0.00025,2340,10033,2339,-11.147431373596191,477,4792320,-0.4379311800003052,435.08,-0.0151827372610569,-0.0022487640380859375,0.6640574336051941,0.00894592000000001
0.00025,2370,10159,2369,-9.20057201385498,477,4853760,-0.4293935298919678,392.48,0.007412299048155546,-0.003832578659057617,0.769768238067627,0.007778560000000004
0.00025,2400,10291,2399,-7.239043712615967,477,4915200,-0.42299890518188477,358.69,-0.00823304895311594,-0.0034711360931396484,0.3332650661468506,0.006611199999999998
0.00025,2430,10419,2429,-7.916688919067383,477,4976640,-0.4420754909515381,384.65,0.0015014838427305222,-0.004753232002258301,0.4167466163635254,0.005443840000000005
