time/time_elapsed,train/n_updates,train/value_loss,time/iterations,train/learning_rate,train/entropy_loss,time/total_timesteps,rollout/ep_rew_mean,time/fps,train/explained_variance,train/policy_loss,rollout/ep_len_mean
37,99,1.3896576166152954,100,0.0003,-0.17485271394252777,12800,1.4786731004714966,338,0.0016384720802307129,-0.009379472583532333,42.43
