#{"t_start": 1759531185.2617302, "env_id": "None"}
r,l,t
-1.170848,175,3.06178
-1.534716,10,3.155817
-1.534716,10,3.252027
1.523151,174,5.326133
2.53504,161,7.928814
1.90967,102,8.793233
-1.262923,5,8.835748
-1.534716,10,9.562524
-1.262923,5,9.605659
-1.262923,5,9.646156
-1.534716,10,9.730494
1.493841,55,10.165954
-1.262923,5,10.208809
2.308867,69,11.482821
-1.262923,5,11.52404
-1.262923,5,11.565883
0.565284,11,11.662585
0.399158,127,13.335792
-1.262923,5,13.381573
0.323426,16,13.507914
1.337518,40,13.841191
-1.262923,5,13.885865
-1.262923,5,13.926036
-1.262923,5,13.964952
0.565284,11,14.662879
2.216193,99,15.504977
-0.391012,86,16.940919
0.477995,19,17.098018
1.915334,118,18.689025
-0.08563,25,18.8891
