#{"t_start": 1759531185.2463818, "env_id": "None"}
r,l,t
-1.262923,5,0.776
0.048354,43,1.165298
-1.262923,5,1.204692
-1.262923,5,1.24869
-1.262923,5,1.292467
3.571011,114,3.100418
-1.262923,5,3.142355
-0.796603,175,5.241066
4.891804,102,6.735911
0.380967,68,7.914477
1.056712,140,9.745843
0.323426,16,9.874347
-1.262923,5,9.91379
1.881812,136,11.735092
-0.503554,175,13.806645
0.9261,28,14.643815
-1.776574,15,14.769161
3.07996,100,15.613395
2.01415,62,16.860175
0.565284,11,16.950354
-0.419257,175,19.000296
-1.578361,14,19.112724
-1.262923,5,19.739129
0.174258,65,20.289609
