#{"t_start": 1759219895.2848232, "env_id": "None"}
r,l,t
-24.736463,800,12.933576
0.906299,18,13.12364
-30.084028,800,27.240848
-26.240804,800,37.982327
2.397195,19,38.153997
6.637436,188,43.16019
5.307463,270,45.559237
8.282095,241,51.179891
-7.477018,559,59.628473
1.74493,460,67.143415
-0.171372,360,70.386642
-28.870397,711,83.818342
5.401383,80,84.539769
-27.880153,800,95.337245
-32.778536,800,109.275304
-27.076576,800,123.432252
-0.172935,37,123.762957
-27.039273,800,134.647916
-5.939409,594,143.357992
-35.352293,800,157.54363
3.702995,354,164.220803
6.09693,139,165.468549
-21.140194,706,175.288706
1.44344,36,175.608364
0.912243,10,175.708883
-15.557295,616,187.94982
-25.727037,800,198.197011
1.055277,31,198.471588
0.912243,10,198.565341
-27.35363,800,212.547667
-12.128087,431,219.779232
-41.384291,800,230.375126
0.912243,10,230.46817
-27.430873,800,244.28054
-36.936966,800,256.192628
-30.250082,800,270.453519
0.912243,10,270.577049
0.912243,10,270.676886
3.408,365,277.911352
-20.667611,736,288.226665
-48.071828,800,302.432681
0.912243,10,302.522636
0.912243,10,302.604851
-3.102362,147,303.905399
13.947477,213,305.867929
-11.766462,582,314.549946
3.995579,49,318.337157
-32.586259,800,329.144207
1.013825,43,329.553685
0.912243,10,329.635769
0.912243,10,329.735866
0.912243,10,329.835305
-26.589483,800,346.820833
-35.590029,800,359.017822
-23.113501,800,373.927074
0.850517,19,374.104009
9.952196,98,375.037335
-41.131935,800,389.453382
0.912243,10,389.546358
0.912243,10,389.634568
0.850517,19,389.801658
10.136877,447,397.566346
-39.033768,800,408.51738
-5.658418,510,417.087375
7.831478,103,418.087369
6.774334,416,425.595334
-1.134661,46,426.037655
-0.070922,297,432.037731
6.221054,422,439.393452
11.995569,190,441.136252
-10.12749,548,449.71078
-19.70395,659,462.287741
-17.93133,588,470.812126
-43.71888,800,481.084237
-43.064058,800,495.416115
-18.688941,656,504.63318
4.154428,82,505.466394
-36.397469,800,520.497916
-27.659966,800,532.483639
0.912243,10,532.588666
-31.400033,800,547.100534
1.74125,24,547.333313
14.19194,163,548.876238
-34.252083,800,563.181317
1.052033,45,563.588829
