train/value_loss,train/policy_loss,rollout/ep_len_mean,time/fps,time/iterations,train/learning_rate,train/ent_coef,time/total_timesteps,time/time_elapsed,train/entropy_loss,train/n_updates,rollout/ep_rew_mean,train/explained_variance
0.20350876450538635,0.007645580917596817,339.87,172,800,0.00012636416,0.25669759999999997,2457600,14221,-0.38434696197509766,799,-11.408056259155273,0.27248406410217285
0.20550686120986938,0.017581157386302948,348.33,172,820,0.00012452096,0.25061504,2519040,14576,-0.3761482238769531,819,-14.498260498046875,0.19005566835403442
0.24281875789165497,0.012640978209674358,349.86,172,840,0.00012267776000000002,0.24453248,2580480,14931,-0.3909684121608734,839,-11.338173866271973,0.004902303218841553
0.2745882272720337,0.011821156367659569,291.87,172,860,0.00012083456000000001,0.23844992000000004,2641920,15284,-0.3777897357940674,859,-8.736872673034668,-0.18159925937652588
0.2323564738035202,0.014100435189902782,359.45,172,880,0.00011899136000000001,0.23236735999999997,2703360,15641,-0.38748297095298767,879,-12.505485534667969,-0.02732992172241211
0.24247980117797852,0.015409628860652447,368.37,172,900,0.00011714816000000001,0.2262848,2764800,15997,-0.38336795568466187,899,-13.358726501464844,-0.07499969005584717
0.23801307380199432,0.0035341910552233458,329.25,172,920,0.00011530496,0.22020224,2826240,16353,-0.39897820353507996,919,-11.454329490661621,-0.12501990795135498
0.20928943157196045,0.016379909589886665,338.68,172,940,0.00011346176,0.21411967999999998,2887680,16707,-0.3856852054595947,939,-11.159335136413574,0.43183982372283936
0.21295563876628876,0.02301216684281826,344.96,172,960,0.00011161856,0.20803712000000002,2949120,17063,-0.38481494784355164,959,-10.492884635925293,0.23702949285507202
0.2570652961730957,0.005230934824794531,333.98,172,980,0.00010977536000000001,0.20195456,3010560,17418,-0.39061295986175537,979,-9.767709732055664,-0.2208772897720337
0.21304039657115936,0.0247043427079916,365.49,172,1000,0.00010793216,0.19587200000000005,3072000,17773,-0.38727471232414246,999,-11.7735013961792,0.27575141191482544
0.2003614902496338,0.019334085285663605,354.4,172,1020,0.00010608896,0.18978943999999998,3133440,18130,-0.3815345764160156,1019,-12.041952133178711,0.055107951164245605
0.20841309428215027,0.015844661742448807,353.31,172,1040,0.00010424576000000001,0.18370688000000002,3194880,18487,-0.3853590488433838,1039,-11.692793846130371,0.18194961547851562
0.21914321184158325,0.015651341527700424,336.96,172,1060,0.00010240256,0.17762432,3256320,18841,-0.3845559060573578,1059,-11.126060485839844,-0.09567892551422119
0.23511648178100586,0.005333939101547003,343.78,172,1080,0.00010055936000000001,0.17154176,3317760,19196,-0.3758631646633148,1079,-10.291620254516602,-0.1840578317642212
0.20103392004966736,0.01872873120009899,351.91,172,1100,9.871616e-05,0.16545920000000003,3379200,19553,-0.3853662610054016,1099,-12.26172161102295,0.2678292393684387
0.210718035697937,0.020071476697921753,356.75,172,1120,9.687296000000002e-05,0.15937664,3440640,19908,-0.3860757350921631,1119,-11.883896827697754,0.2945142388343811
0.24727675318717957,0.012584736570715904,319.57,172,1140,9.502976e-05,0.15329408,3502080,20262,-0.38948267698287964,1139,-11.328843116760254,-0.17771637439727783
0.19605915248394012,0.01634737104177475,347.59,172,1160,9.318656000000001e-05,0.14721151999999998,3563520,20616,-0.3831321597099304,1159,-11.352866172790527,0.31795555353164673
0.2505977749824524,0.004482058808207512,321.8,172,1180,9.134336000000002e-05,0.14112896000000003,3624960,20974,-0.395322322845459,1179,-11.40214729309082,-0.1552598476409912
0.23576167225837708,0.014817009679973125,354.77,172,1200,8.950016e-05,0.13504639999999996,3686400,21329,-0.3841343820095062,1199,-11.935747146606445,0.10805267095565796
0.2673057019710541,0.009316349402070045,345.41,172,1220,8.765696000000002e-05,0.12896384,3747840,21685,-0.39091843366622925,1219,-11.328012466430664,-0.4989793300628662
0.19986586272716522,0.024392124265432358,319.27,172,1240,8.581376000000001e-05,0.12288128000000004,3809280,22039,-0.3906741142272949,1239,-10.948939323425293,0.1435490846633911
0.2485339343547821,0.00705850962549448,356.72,172,1260,8.397056000000001e-05,0.11679871999999997,3870720,22395,-0.39807066321372986,1259,-12.72601318359375,-0.4008716344833374
0.22806689143180847,0.024431731551885605,344.16,172,1280,8.212736e-05,0.11071616000000001,3932160,22752,-0.373712956905365,1279,-10.898764610290527,-0.09072732925415039
0.2271406352519989,0.014498281292617321,305.95,172,1300,8.028416e-05,0.1046336,3993600,23161,-0.38906824588775635,1299,-8.482333183288574,0.0018654465675354004
0.2683965563774109,-0.0034724008291959763,313.46,170,1320,7.844096e-05,0.09855104000000003,4055040,23844,-0.39211365580558777,1319,-9.378683090209961,-0.9872918128967285
0.1993236541748047,0.012109331786632538,332.99,167,1340,7.659776e-05,0.09246847999999996,4116480,24568,-0.39722639322280884,1339,-11.063957214355469,0.1563023328781128
0.2443734109401703,0.02129315212368965,382.34,165,1360,7.475456000000001e-05,0.08638592,4177920,25299,-0.3877522945404053,1359,-12.390569686889648,-0.10477006435394287
0.24469786882400513,0.01723524183034897,329.08,162,1380,7.291135999999999e-05,0.08030336000000005,4239360,26038,-0.3823051452636719,1379,-10.880173683166504,0.0989566445350647
0.24996456503868103,0.004310320131480694,319.04,160,1400,7.106816e-05,0.07422079999999998,4300800,26774,-0.3829302191734314,1399,-9.252440452575684,-0.11493527889251709
0.24010813236236572,0.021198485046625137,357.01,158,1420,6.922496000000001e-05,0.06813824000000002,4362240,27513,-0.40689563751220703,1419,-10.988276481628418,0.027687549591064453
0.25327837467193604,0.017042560502886772,310.67,156,1440,6.738176000000001e-05,0.06205568,4423680,28250,-0.38816118240356445,1439,-9.190815925598145,-0.09248006343841553
0.20696662366390228,0.012227765284478664,344.47,154,1460,6.553856000000001e-05,0.05597311999999999,4485120,28983,-0.4031718671321869,1459,-11.5670804977417,0.3276994824409485
0.2407686412334442,0.013728687539696693,301.42,153,1480,6.369536e-05,0.04989055999999997,4546560,29594,-0.3973674774169922,1479,-6.932011127471924,0.12335336208343506
0.21560238301753998,0.004581010900437832,336.35,150,1500,6.185216000000001e-05,0.043808000000000014,4608000,30520,-0.3900224566459656,1499,-10.935052871704102,0.2384241819381714
0.28071045875549316,0.0049066925421357155,375.45,148,1520,6.000896e-05,0.03772544,4669440,31526,-0.3948049545288086,1519,-13.481328010559082,0.047309160232543945
0.20913633704185486,0.020178355276584625,347.33,145,1540,5.816576e-05,0.031642879999999984,4730880,32476,-0.3798682689666748,1539,-12.036669731140137,0.06360214948654175
0.2695472836494446,0.01267773937433958,339.16,143,1560,5.6322560000000006e-05,0.025560320000000025,4792320,33405,-0.3953506350517273,1559,-12.1632661819458,-0.30866503715515137
0.2611808776855469,0.018236225470900536,321.72,142,1580,5.4479359999999996e-05,0.01947776000000001,4853760,34120,-0.38251304626464844,1579,-8.321394920349121,0.026114463806152344
0.25845012068748474,0.02064291201531887,342.4,142,1600,5.263616e-05,0.013395199999999996,4915200,34505,-0.3890780806541443,1599,-10.590986251831055,-0.12501704692840576
0.22417078912258148,0.005542343016713858,287.79,142,1620,5.0792960000000004e-05,0.007312639999999981,4976640,34898,-0.3851688802242279,1619,-7.799905776977539,0.2160930037498474
