#{"t_start": 1759259503.089306, "env_id": "None"}
r,l,t
-31.890301,800,13.894474
0.912243,10,13.993367
-39.915065,800,26.553904
-40.566502,800,39.205833
7.793209,403,44.770854
12.296254,260,50.612312
-3.849195,412,56.095913
-31.84633,800,68.843068
-28.956236,800,81.520048
4.322703,251,85.521956
-16.744168,652,96.685276
2.397195,19,96.857103
-39.069347,800,109.328955
-26.739233,800,123.069072
0.912243,10,123.179761
-39.361619,800,136.40467
4.071525,47,138.682369
1.985973,403,144.949544
-43.117083,772,158.226952
0.912243,10,158.338902
11.488386,307,163.384188
-28.965861,800,177.965966
2.902544,39,178.314452
-4.44891,461,184.214609
3.745746,292,190.164737
-7.597477,637,200.258876
1.160516,28,200.547841
0.850517,19,200.732214
3.697526,70,203.184335
0.912243,10,203.299386
-35.508631,800,216.780841
4.137192,42,217.175114
0.912243,10,217.264122
-26.841115,748,229.732206
0.912243,10,229.81649
5.936088,87,230.634446
6.708274,63,231.246213
1.373655,16,233.255716
0.850517,19,233.619101
13.776664,174,235.461897
0.912243,10,235.581272
9.868723,176,239.11517
6.207654,58,239.688235
-45.291221,800,253.96065
-13.42259,613,266.208988
0.912243,10,266.311624
-11.836768,591,276.06428
11.34656,137,279.443427
-30.134672,800,292.970263
-32.620167,800,306.942458
-33.495324,800,321.541348
1.373655,16,321.707072
3.54013,35,322.075959
0.693551,318,327.474065
-8.397354,511,336.314605
0.912243,10,336.417049
2.073166,60,338.990317
2.853503,54,339.490931
0.978729,13,339.602259
17.859182,250,343.614849
4.778602,412,351.010564
-21.15768,681,360.886714
-40.713954,789,373.584259
2.273913,25,373.825777
-15.183085,635,385.288593
1.117003,22,385.492037
0.912243,10,385.591549
-23.543022,784,398.398581
-16.240212,587,407.304432
0.912243,10,407.404432
8.834634,228,411.337283
