#{"t_start": 1759329352.4135725, "env_id": "None"}
r,l,t
-0.5,2,0.650218
-26.042542,102,1.663658
-119.864457,600,12.371785
-0.5,2,12.395306
-0.5,2,12.417944
-0.5,2,12.438942
-0.5,2,12.460942
-0.5,2,12.481771
-0.5,2,12.503038
-0.5,2,12.523511
-118.264477,600,26.609015
-0.5,2,26.635195
-0.5,2,26.656188
-8.475515,41,27.142279
-0.5,2,27.161386
-137.639591,600,36.934169
-0.5,2,36.958784
-0.5,2,36.975381
-124.753775,600,48.778382
-0.5,2,48.801058
-0.5,2,48.82118
-0.5,2,48.837283
-131.970447,600,58.50699
-0.5,2,58.528199
-0.5,2,58.546323
-74.675961,366,64.32889
-0.5,2,64.346648
-0.5,2,64.364629
-111.200679,600,76.363283
-0.5,2,76.388772
-0.5,2,76.408729
-0.5,2,76.430223
-0.5,2,76.449202
-0.5,2,76.468472
-0.5,2,76.499206
-20.775515,82,77.266502
-0.5,2,77.285756
-128.367293,600,87.15198
-0.5,2,87.172685
-0.5,2,87.191656
-124.833211,600,98.69325
-133.963945,600,108.091571
-71.563806,365,115.74479
-0.5,2,115.761662
-0.5,2,115.778109
-0.5,2,115.794156
-121.096771,600,125.659057
-128.544764,600,135.479578
-0.5,2,135.502507
-0.5,2,135.520454
-0.5,2,135.540802
-14.951065,77,138.281278
-0.5,2,138.299836
-12.975515,56,138.798713
-0.5,2,138.81169
-0.5,2,138.832128
-126.794997,600,148.398571
-135.319758,600,160.095871
-0.5,2,160.11246
-0.5,2,160.133113
-0.5,2,160.149949
-0.5,2,160.166649
-0.5,2,160.182337
-0.5,2,160.199022
-18.075515,73,160.86787
-0.5,2,160.883152
-133.808032,600,170.300422
-52.813681,212,174.294964
-127.286098,600,183.664728
-0.5,2,183.684236
-117.015568,600,195.05917
-0.5,2,195.078913
-111.456253,600,204.220835
-0.5,2,204.240133
-58.815478,261,208.661108
-133.435305,600,218.146139
-133.643605,600,229.611831
-120.645782,600,239.149804
-0.5,2,239.172683
-0.5,2,239.190401
-0.5,2,239.206013
-0.5,2,239.225428
-0.5,2,239.248581
-126.367571,600,251.277232
-10.875515,49,251.722719
-131.255819,600,261.400387
-0.5,2,261.422382
-0.5,2,261.442254
-0.5,2,261.456836
-123.231201,600,271.047117
-128.18785,600,282.741295
-0.5,2,282.765195
-126.301728,600,292.399542
-119.568824,600,302.067828
-0.5,2,302.094481
-117.522267,600,313.658071
-0.5,2,313.679896
-102.361791,600,323.314734
-0.5,2,323.331445
-125.405187,600,335.008105
-14.175515,60,335.536211
-0.5,2,335.553252
-0.5,2,335.567251
-0.5,2,335.584052
-69.055155,347,340.8499
-0.5,2,340.872002
-0.5,2,340.883274
-0.5,2,340.910292
-112.171465,600,350.457308
-136.937348,600,362.087994
-0.5,2,362.11235
-13.552691,65,362.77394
-0.5,2,362.79341
-124.56192,600,372.878848
-0.5,2,372.902406
-0.5,2,372.920414
-109.786558,600,384.896317
-0.5,2,384.915864
-0.5,2,384.933379
-0.5,2,384.950379
-0.5,2,384.967021
-121.285925,600,394.370747
-11.475515,51,394.859947
-0.5,2,394.879042
-113.682028,600,406.420815
-0.5,2,406.442833
-117.300105,600,415.977058
-0.5,2,415.996035
-0.5,2,416.010438
-0.5,2,416.033345
-0.5,2,416.052021
-0.5,2,416.069958
-0.5,2,416.085451
-0.5,2,416.103932
-0.5,2,416.118668
-0.5,2,416.138536
-0.5,2,416.154153
-0.5,2,416.172774
-125.533735,600,427.787864
-121.37028,600,437.434162
-0.5,2,437.458295
-41.34207,179,441.107363
-0.5,2,441.126572
-0.5,2,441.140654
-116.156311,600,450.50609
-0.5,2,450.5292
-0.5,2,450.549199
-0.5,2,450.567178
-0.5,2,450.584133
-0.5,2,450.601973
-0.5,2,450.620105
-0.5,2,450.636037
-0.5,2,450.653312
-112.174014,600,460.193766
-0.5,2,460.218761
