#{"t_start": 1759329352.4586508, "env_id": "None"}
r,l,t
-6.075515,33,0.922832
-0.5,2,0.945243
-0.5,2,0.97167
-0.5,2,0.989865
-106.249033,600,11.584436
-0.5,2,11.615984
-0.5,2,11.640027
-0.5,2,11.66297
-0.5,2,11.68895
-0.5,2,11.715202
-120.84013,600,23.37787
-0.5,2,23.405973
-44.389668,179,27.777896
-0.5,2,27.798129
-0.5,2,27.817056
-0.5,2,27.834423
-0.5,2,27.853633
-20.865993,94,28.701154
-0.5,2,28.717882
-0.5,2,28.73553
-0.5,2,30.874992
-130.594389,600,40.52452
-35.459343,151,41.931315
-0.5,2,41.955261
-0.5,2,41.973398
-119.669756,600,53.68148
-0.5,2,53.703782
-0.5,2,53.723858
-0.5,2,53.740957
-0.5,2,53.760578
-149.495222,600,63.859719
-0.5,2,63.884219
-0.5,2,63.90305
-0.5,2,63.928813
-0.5,2,63.945453
-112.703927,600,75.947349
-0.5,2,75.966699
-126.77396,600,85.873399
-0.5,2,85.892199
-0.5,2,85.917589
-140.434033,600,95.460785
-0.5,2,95.483262
-0.5,2,95.502417
-0.5,2,95.52002
-130.412628,600,106.849806
-120.177308,600,116.73913
-127.196466,600,126.534577
-0.5,2,126.563644
-0.5,2,126.577238
-0.5,2,126.599368
-131.021761,600,138.452379
-119.520748,600,147.981542
-0.5,2,148.001544
-0.5,2,148.021299
-132.018327,600,157.621979
-0.5,2,157.638623
-131.439592,600,169.245803
-0.5,2,169.257799
-0.5,2,169.283557
-0.5,2,169.299889
-143.557545,600,178.708835
-109.947194,600,188.043626
-0.5,2,188.064723
-0.5,2,188.082333
-120.858867,600,199.381162
-0.5,2,199.401572
-0.5,2,199.421546
-0.5,2,199.43704
-123.467977,600,208.773455
-135.241859,600,220.283106
-0.5,2,220.301898
-0.5,2,220.319106
-125.982498,600,229.766182
-0.5,2,229.787311
-125.58989,600,239.337636
-0.5,2,239.358856
-130.105096,600,251.373498
-119.209362,600,261.038764
-125.402315,600,270.622991
-0.5,2,270.64553
-136.299917,600,282.367527
-0.5,2,282.387889
-125.004574,600,292.023118
-0.5,2,292.040758
-0.5,2,292.059951
-0.5,2,292.077061
-0.5,2,292.094868
-0.5,2,292.111652
-0.5,2,292.13012
-0.5,2,292.140774
-126.419392,600,301.800827
-0.5,2,301.822756
-0.5,2,301.839409
-128.106733,600,313.437911
-149.230943,600,323.067798
-124.572185,600,332.685412
-0.5,2,332.71019
-0.5,2,332.729717
-0.5,2,332.750713
-0.5,2,332.768748
-0.5,2,332.789306
-0.5,2,332.806313
-0.5,2,332.82783
-0.5,2,332.839287
-0.5,2,332.8685
-0.5,2,332.887827
-0.5,2,334.936292
-0.5,2,334.953619
-105.118686,600,344.593966
-0.5,2,344.613055
-0.5,2,344.630543
-0.5,2,344.646342
-0.5,2,344.664943
-16.552691,75,345.337454
-134.197833,600,356.938271
-0.5,2,356.958362
-0.5,2,356.974863
-0.5,2,356.992857
-0.5,2,357.006754
-19.252691,84,357.741165
-0.5,2,357.757046
-0.5,2,357.773705
-0.5,2,357.790114
-115.952789,600,367.676495
-118.512241,600,379.970136
-0.5,2,379.99243
-57.088876,264,384.451739
-0.5,2,384.461478
-0.5,2,384.483801
-0.5,2,384.503134
-0.5,2,384.51976
-0.5,2,384.537147
