train/n_updates,rollout/ep_len_mean,train/value_loss,train/learning_rate,train/policy_loss,time/time_elapsed,train/entropy_loss,rollout/ep_rew_mean,train/explained_variance,train/ent_coef,time/total_timesteps,time/fps,time/iterations
5099,31.22,2.185091018676758,0.0004,-0.06183500587940216,2302,-0.1976594626903534,3.222554922103882,0.00041228532791137695,0.9059968,979200,425,5100
5199,29.64,4.226866722106934,0.0004,0.074479840695858,2347,-0.17715083062648773,2.6098952293395996,0.00029653310775756836,0.9041536,998400,425,5200
5299,42.34,4.869013786315918,0.0004,-0.014870351180434227,2392,-0.15546807646751404,3.992283344268799,0.00024253129959106445,0.9023104,1017600,425,5300
5399,77.04,2.7057509422302246,0.0004,0.02320299856364727,2436,-0.17132627964019775,5.247555732727051,0.0007506012916564941,0.9004672,1036800,425,5400
5499,42.39,0.8775357007980347,0.0004,-0.0007703254814259708,2480,-0.16030848026275635,3.260528326034546,0.001550137996673584,0.898624,1056000,425,5500
5599,33.12,1.0737379789352417,0.0004,0.03940098360180855,2526,-0.1720626950263977,2.7470405101776123,0.0009975433349609375,0.8967808,1075200,425,5600
5699,17.9,1.442529559135437,0.0004,-0.015167994424700737,2572,-0.16928736865520477,2.4405369758605957,0.0009758472442626953,0.8949376,1094400,425,5700
5799,16.73,1.0320433378219604,0.0004,-0.1456199586391449,2616,-0.20869378745555878,2.1750235557556152,0.0005667805671691895,0.8930944,1113600,425,5800
5899,31.0,1.11638605594635,0.0004,0.05770981311798096,2661,-0.13142423331737518,3.2090277671813965,-9.071826934814453e-05,0.8912512,1132800,425,5900
5999,31.36,1.5200326442718506,0.0004,0.015066249296069145,2706,-0.15132632851600647,3.211350679397583,0.0009629726409912109,0.889408,1152000,425,6000
6099,17.83,4.897315502166748,0.0004,-0.054257363080978394,2751,-0.16448596119880676,2.3443360328674316,-0.00031363964080810547,0.8875648,1171200,425,6100
6199,30.59,2.1490683555603027,0.0004,-0.003097811248153448,2799,-0.17280694842338562,3.1346981525421143,0.00030875205993652344,0.8857216,1190400,425,6200
6299,18.35,2.0056891441345215,0.0004,-0.05485404655337334,2843,-0.1802496612071991,2.4657928943634033,0.0002467632293701172,0.8838784,1209600,425,6300
6399,19.02,2.41489839553833,0.0004,0.0056916214525699615,2889,-0.16641050577163696,2.449411392211914,0.0003377199172973633,0.8820352,1228800,425,6400
6499,19.62,1.3865821361541748,0.0004,0.05162375792860985,2934,-0.161660835146904,2.5381760597229004,0.000872492790222168,0.880192,1248000,425,6500
6599,30.96,0.9360734224319458,0.0004,-0.059296779334545135,2978,-0.19124077260494232,2.5856661796569824,0.0015153288841247559,0.8783488,1267200,425,6600
6699,79.75,4.036536693572998,0.0004,-0.023270875215530396,3024,-0.1345003843307495,7.145770072937012,0.0004049539566040039,0.8765056,1286400,425,6700
6799,18.42,4.476230144500732,0.0004,-0.010788291692733765,3069,-0.16062882542610168,2.369149684906006,0.0001093149185180664,0.8746624000000001,1305600,425,6800
6899,41.46,1.7565298080444336,0.0004,0.03686079382896423,3112,-0.16026782989501953,3.0639092922210693,0.0016006231307983398,0.8728192,1324800,425,6900
6999,19.83,2.1816587448120117,0.0004,-0.0176785197108984,3159,-0.16405780613422394,2.5728278160095215,0.00042110681533813477,0.870976,1344000,425,7000
7099,30.34,1.8213765621185303,0.0004,0.032864172011613846,3203,-0.1718871295452118,3.3457512855529785,0.0007555484771728516,0.8691328,1363200,425,7100
7199,41.96,2.5869951248168945,0.0004,0.03211129829287529,3248,-0.18467125296592712,2.996466875076294,0.000647127628326416,0.8672896,1382400,425,7200
7299,19.5,3.914876699447632,0.0004,-0.024953022599220276,3294,-0.1654583066701889,2.5193779468536377,-0.00011420249938964844,0.8654464,1401600,425,7300
7399,42.37,2.091047525405884,0.0004,0.0034667528234422207,3339,-0.18603961169719696,3.7970004081726074,0.0004696846008300781,0.8636032,1420800,425,7400
7499,55.63,2.9370646476745605,0.0004,-0.012239499017596245,3384,-0.1604768931865692,4.239721298217773,0.0005640387535095215,0.8617600000000001,1440000,425,7500
7599,42.24,2.0527241230010986,0.0004,-0.0037757507525384426,3430,-0.16802863776683807,2.853257417678833,0.0006979703903198242,0.8599168,1459200,425,7600
7699,43.98,1.0592663288116455,0.0004,-0.026358989998698235,3474,-0.1709698885679245,3.239553213119507,0.0011073946952819824,0.8580736,1478400,425,7700
7799,32.91,1.9466173648834229,0.0004,0.027413969859480858,3523,-0.17614126205444336,2.621776819229126,0.0014740824699401855,0.8562304000000001,1497600,425,7800
7899,29.96,4.664063930511475,0.0004,0.021898796781897545,3569,-0.1525343805551529,2.988295078277588,-0.00014519691467285156,0.8543872,1516800,424,7900
7999,41.48,1.1804322004318237,0.0004,-0.00835813395678997,3612,-0.1682836264371872,4.053488254547119,0.0014119744300842285,0.852544,1536000,425,8000
8099,55.81,0.07905115187168121,0.0004,-0.012772917747497559,3658,-0.15873312950134277,4.251518726348877,-0.00791788101196289,0.8507008,1555200,425,8100
8199,30.51,5.40817928314209,0.0004,-0.004690112546086311,3702,-0.16833548247814178,3.2494843006134033,2.6047229766845703e-05,0.8488576,1574400,425,8200
8299,29.86,2.348374128341675,0.0004,-0.04405539482831955,3747,-0.16836071014404297,2.834523916244507,0.0008087754249572754,0.8470144,1593600,425,8300
8399,41.94,1.5121748447418213,0.0004,-0.2396356165409088,3793,-0.17303237318992615,3.5512216091156006,0.0010033249855041504,0.8451712,1612800,425,8400
8499,17.71,5.4261322021484375,0.0004,-0.02046113833785057,3838,-0.16138318181037903,2.3494973182678223,0.00034117698669433594,0.843328,1632000,425,8500
8599,43.32,1.082754135131836,0.0004,-0.013043716549873352,3885,-0.15547233819961548,3.5759944915771484,0.0013456940650939941,0.8414848,1651200,425,8600
8699,30.78,3.519545316696167,0.0004,0.04010259360074997,3929,-0.15766960382461548,3.176394462585449,0.0008537769317626953,0.8396416,1670400,425,8700
8799,33.14,0.13020381331443787,0.0004,-0.007342108990997076,3973,-0.1844412088394165,3.104184627532959,-0.0030608177185058594,0.8377984,1689600,425,8800
8899,31.99,1.3187847137451172,0.0004,-0.08544851839542389,4020,-0.16010063886642456,3.1821956634521484,0.0004653334617614746,0.8359552,1708800,424,8900
8999,42.94,0.7656018137931824,0.0004,-0.021903526037931442,4066,-0.15532194077968597,2.763577461242676,0.0025635361671447754,0.834112,1728000,424,9000
9099,30.22,0.7624332308769226,0.0004,-0.018322549760341644,4110,-0.1715277135372162,3.169100761413574,-0.000786900520324707,0.8322688,1747200,425,9100
9199,78.46,1.4630368947982788,0.0004,0.0016899978509172797,4155,-0.14271436631679535,5.897490978240967,0.0002548098564147949,0.8304256,1766400,425,9200
9299,31.06,1.5323235988616943,0.0004,0.06044613569974899,4200,-0.18862955272197723,2.8910574913024902,0.0013118386268615723,0.8285823999999999,1785600,425,9300
9399,31.62,3.135881185531616,0.0004,0.033631667494773865,4245,-0.14677411317825317,2.6039693355560303,-0.00037610530853271484,0.8267392,1804800,425,9400
9499,17.06,1.5227110385894775,0.0004,-0.02166091650724411,4288,-0.15666617453098297,2.213528871536255,0.0003777146339416504,0.824896,1824000,425,9500
9599,19.81,1.2318830490112305,0.0004,-0.05626266449689865,4334,-0.15419256687164307,2.558414936065674,0.0005624890327453613,0.8230528,1843200,425,9600
9699,19.48,1.649603247642517,0.0004,-0.022277697920799255,4380,-0.18155537545681,2.4761626720428467,0.0008127093315124512,0.8212096,1862400,425,9700
9799,29.81,2.237396240234375,0.0004,-0.037390775978565216,4426,-0.17251694202423096,3.6192166805267334,0.0007093548774719238,0.8193664,1881600,425,9800
9899,29.24,2.4874653816223145,0.0004,0.009386338293552399,4472,-0.16498136520385742,2.4176065921783447,0.0006095767021179199,0.8175232,1900800,425,9900
9999,30.58,1.8456552028656006,0.0004,-0.005085504148155451,4516,-0.1616005003452301,3.1731369495391846,0.0005369186401367188,0.81568,1920000,425,10000
10099,32.73,1.457850456237793,0.0004,-0.007179395295679569,4561,-0.15912997722625732,3.060384511947632,0.0008835792541503906,0.8138368,1939200,425,10100
10199,65.72,1.258953332901001,0.0004,0.014008179306983948,4606,-0.16118650138378143,4.831104755401611,-0.0003439188003540039,0.8119936,1958400,425,10200
10299,18.17,1.747674822807312,0.0004,-0.04552316293120384,4650,-0.16564908623695374,2.2919108867645264,0.0005524754524230957,0.8101504,1977600,425,10300
