train/n_updates,rollout/ep_len_mean,train/value_loss,train/learning_rate,train/policy_loss,time/time_elapsed,train/entropy_loss,rollout/ep_rew_mean,train/explained_variance,train/ent_coef,time/total_timesteps,time/fps,time/iterations
2199,54.2,0.7313598394393921,0.0004,-0.0103437639772892,990,-0.1630902886390686,3.949086904525757,0.001422107219696045,0.9594496,422400,426,2200
2299,17.25,1.332135796546936,0.0004,-0.056560762226581573,1034,-0.1795424073934555,2.178936719894409,0.0015253424644470215,0.9576064,441600,426,2300
2399,42.67,4.029696464538574,0.0004,0.09128501266241074,1079,-0.16466204822063446,3.989339590072632,0.0003014206886291504,0.9557632,460800,426,2400
2499,30.49,7.759789943695068,0.0004,0.0041969637386500835,1125,-0.16350075602531433,2.5068633556365967,-0.00016045570373535156,0.95392,480000,426,2500
2599,29.98,2.004647970199585,0.0004,-0.0246605034917593,1170,-0.1627005934715271,2.5737152099609375,0.0012691020965576172,0.9520768,499200,426,2600
2699,21.62,1.0619418621063232,0.0004,-0.023400675505399704,1218,-0.15815149247646332,2.4921584129333496,0.00044029951095581055,0.9502336,518400,425,2700
2799,42.24,3.3157355785369873,0.0004,0.02959529682993889,1262,-0.16347473859786987,3.9862165451049805,-0.0006481409072875977,0.9483904,537600,425,2800
2899,44.15,1.6523479223251343,0.0004,-0.01674690656363964,1306,-0.15815836191177368,3.780216693878174,0.0012105107307434082,0.9465472,556800,426,2900
2999,42.11,4.710958480834961,0.0004,0.006164708640426397,1351,-0.15647301077842712,2.830664873123169,0.00013720989227294922,0.944704,576000,426,3000
3099,17.74,4.112071990966797,0.0004,0.0064736949279904366,1395,-0.16464896500110626,2.2539288997650146,0.0005711913108825684,0.9428608,595200,426,3100
3199,19.01,6.431987762451172,0.0004,-0.005603817757219076,1440,-0.1772357076406479,2.262368679046631,5.906820297241211e-05,0.9410176,614400,426,3200
3299,53.77,2.190385580062866,0.0004,0.00465629855170846,1486,-0.18044590950012207,3.566455364227295,0.00022286176681518555,0.9391744,633600,426,3300
3399,30.44,5.31654167175293,0.0004,0.06138808652758598,1532,-0.170441672205925,3.3201563358306885,0.0002200007438659668,0.9373312,652800,425,3400
3499,32.78,2.9729623794555664,0.0004,-0.02644691988825798,1578,-0.1690121591091156,3.0341851711273193,0.00039774179458618164,0.935488,672000,425,3500
3599,31.77,6.5309157371521,0.0004,0.00905187614262104,1623,-0.16080185770988464,3.0220260620117188,0.00038623809814453125,0.9336447999999999,691200,425,3600
3699,30.08,3.000431776046753,0.0004,0.008506528101861477,1668,-0.16756048798561096,2.747037649154663,0.0009247660636901855,0.9318016,710400,425,3700
3799,28.62,2.452749252319336,0.0004,-0.0006746066501364112,1716,-0.15889409184455872,3.2422029972076416,0.0011834502220153809,0.9299584,729600,424,3800
3899,19.1,3.5870208740234375,0.0004,-0.009911961853504181,1763,-0.1663256287574768,2.485182762145996,0.0007799863815307617,0.9281152,748800,424,3900
3999,20.42,1.890652060508728,0.0004,0.01172383688390255,1807,-0.17747747898101807,2.388833522796631,0.0012400150299072266,0.926272,768000,424,4000
4099,31.39,1.2164223194122314,0.0004,-0.16503199934959412,1854,-0.1793789565563202,3.0477001667022705,0.0005866289138793945,0.9244288,787200,424,4100
4199,42.35,4.426026344299316,0.0004,-0.009419257752597332,1898,-0.1778133362531662,3.72560453414917,0.00018006563186645508,0.9225856,806400,424,4200
4299,19.58,2.031388282775879,0.0004,-0.15269918739795685,1943,-0.15054690837860107,2.5248539447784424,0.00026679039001464844,0.9207424,825600,424,4300
4399,55.14,4.636155605316162,0.0004,0.040921058505773544,1987,-0.166204571723938,4.161953449249268,-0.000662684440612793,0.9188992,844800,425,4400
4499,41.86,0.9014639258384705,0.0004,-0.07030025124549866,2032,-0.16707542538642883,3.2097320556640625,0.0007584691047668457,0.917056,864000,425,4500
4599,19.41,1.4341211318969727,0.0004,0.00323988264426589,2077,-0.17149832844734192,2.3674211502075195,0.0009662508964538574,0.9152128,883200,425,4600
4699,18.65,1.596937656402588,0.0004,-0.0850478857755661,2121,-0.14791268110275269,2.353019952774048,0.001027822494506836,0.9133696,902400,425,4700
4799,54.08,1.4635738134384155,0.0004,0.005732244811952114,2166,-0.14249484241008759,4.789072036743164,0.001281440258026123,0.9115264,921600,425,4800
4899,42.33,2.077585220336914,0.0004,-0.07310064882040024,2213,-0.17934837937355042,3.3840253353118896,0.0009943842887878418,0.9096832,940800,425,4900
4999,66.49,1.296862244606018,0.0004,-0.0003015690890606493,2257,-0.14894133806228638,4.252608776092529,-0.0006655454635620117,0.90784,960000,425,5000
