#{"t_start": 1759577091.0144806, "env_id": "None"}
r,l,t
-3.930795,175,3.980489
-1.4,2,4.01132
-1.4,2,4.038459
-2.60128,129,6.656195
-1.649521,41,7.274323
-6.640228,175,11.861243
-2.643018,76,12.872677
-5.519986,175,17.669321
-1.462923,7,17.76953
-1.462923,7,17.865196
-1.4,2,17.892507
-6.726454,175,21.569763
-1.4,2,21.60033
-4.779655,175,24.983222
-0.645781,40,26.50625
-1.462923,7,26.595916
-1.4,2,26.620516
-1.4,2,26.649395
-2.742839,95,28.986242
-1.4,2,29.009397
-1.524493,137,31.630502
-1.4,2,31.654066
