train/value_loss,train/n_updates,train/entropy_loss,train/learning_rate,time/iterations,time/fps,time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,rollout/ep_rew_mean,train/policy_loss,train/explained_variance,train/ent_coef
0.08860281109809875,2069,-0.43757694959640503,9.40672e-05,2070,477,8876,355.7,4239360,-10.477303504943848,0.013163454830646515,-0.00427556037902832,0.0182048
0.06202768534421921,2099,-0.42293888330459595,9.253120000000001e-05,2100,477,9004,330.42,4300800,-9.650864601135254,0.013571574352681637,-0.015533924102783203,0.017743999999999996
0.07643897086381912,2129,-0.43250057101249695,9.09952e-05,2130,477,9132,322.81,4362240,-7.805389881134033,0.01348054502159357,-0.01537168025970459,0.0172832
0.08014380931854248,2159,-0.42649906873703003,8.945920000000001e-05,2160,477,9263,361.47,4423680,-10.489638328552246,0.0005621104501187801,-0.01596546173095703,0.016822399999999994
0.0678262785077095,2189,-0.4275193214416504,8.79232e-05,2190,477,9390,308.0,4485120,-6.42558479309082,0.000104549340903759,-0.01280224323272705,0.016361600000000004
0.07217620313167572,2219,-0.43284493684768677,8.638720000000001e-05,2220,477,9515,314.73,4546560,-8.027393341064453,0.002892466727644205,-0.006608366966247559,0.0159008
0.0861542746424675,2249,-0.4435647130012512,8.48512e-05,2250,477,9647,316.35,4608000,-8.463855743408203,0.007434314116835594,-0.011745572090148926,0.015439999999999995
0.07646109163761139,2279,-0.43006086349487305,8.331520000000001e-05,2280,477,9774,311.38,4669440,-8.180109024047852,0.006473679095506668,-0.013945698738098145,0.014979199999999998
0.0896032527089119,2309,-0.4405595362186432,8.17792e-05,2310,477,9901,345.31,4730880,-9.33564281463623,-0.0006126072257757187,-0.012627959251403809,0.0145184
0.09336544573307037,2339,-0.4396478831768036,8.024320000000001e-05,2340,477,10031,351.19,4792320,-9.027772903442383,-0.01048225723206997,-0.0120391845703125,0.014057599999999996
0.06398215144872665,2369,-0.4260252118110657,7.87072e-05,2370,477,10160,349.44,4853760,-10.45123291015625,0.020446185022592545,-0.01617252826690674,0.0135968
0.056501731276512146,2399,-0.4171561002731323,7.717120000000001e-05,2400,477,10284,311.92,4915200,-7.5859270095825195,0.01924326829612255,-0.006752490997314453,0.013135999999999995
0.07287752628326416,2429,-0.43916845321655273,7.56352e-05,2430,477,10412,300.49,4976640,-7.639842510223389,0.014425943605601788,-0.01374828815460205,0.012675199999999998
0.0775858536362648,2459,-0.4307901859283447,7.409920000000001e-05,2460,477,10539,342.16,5038080,-9.618642807006836,-0.0028246743604540825,-0.015996932983398438,0.0122144
0.06374987214803696,2489,-0.4346638023853302,7.25632e-05,2490,477,10669,307.95,5099520,-8.254591941833496,0.01618407480418682,-0.020629167556762695,0.011753599999999996
0.09344437718391418,2519,-0.4309239983558655,7.102720000000001e-05,2520,477,10798,312.58,5160960,-8.408581733703613,0.0035723233595490456,-0.017152070999145508,0.011292799999999999
0.0625920295715332,2549,-0.42442262172698975,6.94912e-05,2550,478,10925,344.79,5222400,-9.466471672058105,0.01212700642645359,-0.01069176197052002,0.010832000000000001
0.07978139817714691,2579,-0.4323081970214844,6.795520000000001e-05,2580,477,11054,281.83,5283840,-6.721364974975586,0.009665083140134811,-0.010077953338623047,0.010371199999999997
0.06153332442045212,2609,-0.4438527822494507,6.64192e-05,2610,477,11184,351.2,5345280,-7.377721786499023,0.010614859871566296,-0.014903903007507324,0.0099104
0.09303604066371918,2639,-0.4264433979988098,6.488320000000001e-05,2640,477,11315,283.47,5406720,-7.603559494018555,-0.0125447828322649,-0.01617908477783203,0.009449599999999996
0.07613363116979599,2669,-0.44126594066619873,6.33472e-05,2670,477,11451,335.81,5468160,-8.63968276977539,0.006369839422404766,-0.009411454200744629,0.008988799999999998
0.07775689661502838,2699,-0.4569106101989746,6.181120000000001e-05,2700,477,11579,413.59,5529600,-13.261024475097656,0.008564630523324013,-0.005598187446594238,0.008528
0.0833718553185463,2729,-0.4264593720436096,6.02752e-05,2730,477,11711,323.81,5591040,-7.666710376739502,0.03158709034323692,-0.00805675983428955,0.008067199999999997
0.09026555716991425,2759,-0.42389506101608276,5.873920000000001e-05,2760,477,11840,308.52,5652480,-6.407093048095703,-0.009912305511534214,-0.01591968536376953,0.007606399999999999
0.06136872246861458,2789,-0.42121773958206177,5.720320000000001e-05,2790,477,11968,341.02,5713920,-8.898777961730957,0.015432697720825672,-0.01139986515045166,0.007145599999999995
0.07766097784042358,2819,-0.4233694076538086,5.56672e-05,2820,477,12102,321.32,5775360,-9.291125297546387,0.0027195103466510773,-0.01585221290588379,0.006684799999999998
0.0859098881483078,2849,-0.43561822175979614,5.41312e-05,2850,477,12234,361.99,5836800,-11.212431907653809,0.015160015784204006,-0.0114973783493042,0.006224
0.0879112184047699,2879,-0.42102837562561035,5.2595199999999994e-05,2880,477,12363,305.56,5898240,-9.070024490356445,0.00439362321048975,-0.010837793350219727,0.005763199999999996
0.08452420681715012,2909,-0.4355349540710449,5.105920000000001e-05,2910,477,12493,357.05,5959680,-8.978861808776855,0.016075385734438896,-0.010321497917175293,0.005302399999999992
