#{"t_start": 1760625661.236547, "env_id": "None"}
r,l,t
-4.616371,175,2.868572
-0.111415,23,3.165112
-5.720736,175,5.258442
-5.84346,173,7.352451
-1.680171,25,7.664246
-5.108311,175,9.900697
-4.555538,156,11.902439
