#{"t_start": 1759589366.6264925, "env_id": "None"}
r,l,t
-5.938188,90,1.872563
-1.978438,113,3.518701
-8.173863,175,6.038788
-0.866826,45,6.687236
-6.828049,175,15.063345
-1.119855,45,15.675431
-2.814507,91,17.00397
-4.387203,175,19.574091
-2.467754,70,20.588859
-3.819478,154,28.035474
-7.032249,175,30.543468
-2.270343,80,31.709888
-4.046887,175,39.655108
-2.686056,78,40.804413
-1.174009,15,41.025169
-5.618919,175,43.708706
-5.571631,175,46.220411
-1.707017,112,53.33632
-5.293803,175,55.87324
0.082347,28,56.287981
-2.917653,36,56.815876
-4.555362,175,59.414537
-2.606818,98,66.205644
-1.449464,63,67.084302
-2.37126,85,68.313998
-3.119855,43,68.939121
0.24002,64,69.863256
-1.71956,105,71.408655
-3.99859,175,78.945107
-8.000589,175,81.359293
-7.479402,175,83.848571
-6.407744,175,91.34341
-5.799693,175,93.839006
-1.973358,89,95.141017
-2.064313,60,96.009451
-4.10079,175,103.558412
-1.859238,76,104.554077
-1.817653,25,104.902971
-3.921311,175,107.38897
-5.243396,175,115.150945
-5.133094,175,117.556405
-1.117653,18,117.816775
-3.106698,175,120.318725
-3.58272,175,128.013862
-4.753895,175,130.471299
-7.634939,175,133.037714
-3.856678,175,141.017891
-4.489151,61,141.916687
0.183037,30,142.382499
-3.474009,28,142.827901
-4.973189,49,143.618445
-6.765696,175,146.281993
-6.077862,175,154.770658
-6.157521,160,157.304986
-1.886822,129,159.292619
1.069952,56,160.168587
2.330301,100,167.246157
0.472404,97,168.744165
-3.472811,104,170.362439
-6.852929,150,172.653418
-0.974009,13,172.850077
-3.132782,175,180.910602
-6.380982,175,183.599218
-3.056309,167,186.139827
-1.986687,175,194.154607
-8.790412,175,196.813515
-1.474009,18,197.074705
-4.578229,175,199.757563
-4.203256,121,207.185811
-5.777269,175,209.844171
-3.368052,84,211.131014
-5.947136,141,213.293216
-1.44075,56,214.163309
-3.291466,154,222.021107
-0.916963,42,222.666936
-0.162692,77,223.859547
-8.078377,175,226.499827
-0.638906,37,227.070444
-6.95694,175,235.293289
-2.414819,25,235.673376
0.983337,35,236.21106
-8.78799,175,238.885515
-3.771979,98,240.37806
-4.841649,175,248.591515
-5.793578,175,251.30052
-7.144213,175,253.941741
-0.992288,78,260.794923
-4.238394,175,263.461245
-1.306606,175,266.122283
-1.021338,42,266.752419
-7.844263,175,274.709674
-6.524517,175,277.39664
-2.917653,26,277.79395
-1.174009,15,278.030087
-3.447548,175,280.69811
-5.023425,175,289.146307
0.440489,28,289.636687
-7.994283,175,292.336358
-1.917653,16,292.588419
-1.958649,104,294.173583
-3.950788,62,300.797644
-8.691591,175,303.434786
-1.098468,175,306.184406
-6.923239,175,314.290637
-6.273411,175,316.928765
0.725991,18,317.204902
-6.99032,163,319.876592
-0.021338,32,320.419929
-2.492346,175,328.777103
-1.082004,46,329.481091
-3.521338,35,330.02178
-6.737176,175,332.773871
-3.419855,36,333.322319
-5.419858,175,341.190053
-4.76783,175,343.830436
-0.074009,26,344.234468
-0.556972,90,345.574594
-5.855944,175,348.232797
-0.261372,126,355.631756
-0.981404,61,356.564985
-3.308748,175,359.250108
-3.158469,113,360.960242
-4.790204,137,368.572758
-1.674549,136,370.665063
-5.424397,175,373.320917
-6.625218,175,381.586564
-4.739643,175,384.345407
-3.853367,172,387.074532
-1.354624,150,395.169253
-0.63993,64,396.169005
0.61621,29,396.609436
-6.10612,130,398.72699
0.177545,45,399.450689
-3.174009,25,399.85179
-1.075496,97,401.391999
-9.541062,175,409.636792
-5.385841,175,412.330195
-1.713556,133,414.421546
-2.390819,125,422.120527
-4.695955,175,424.930461
-3.823944,175,427.712139
-1.919867,96,429.221424
-7.237774,175,437.295381
-1.442347,51,438.089166
-6.530867,175,440.794981
0.262648,72,441.894772
-5.213454,175,450.243159
-4.87623,169,452.850758
-1.313817,58,453.734994
-5.201628,127,455.676176
0.038702,32,456.176113
-6.360086,175,464.208746
-5.00111,175,466.93705
-2.109295,90,468.317389
-0.359511,36,468.853906
-0.882799,50,469.613328
-4.1197,175,477.838876
-5.660992,175,480.519781
-3.067031,46,481.210222
-2.438906,33,481.706381
-3.669802,175,489.754823
-1.419058,89,491.102967
-1.916258,111,492.791821
-3.535139,175,495.667735
-1.206106,110,502.661886
-0.765783,104,504.194479
-4.532525,175,506.86123
-4.610489,175,509.492698
-0.116963,34,515.46392
0.525991,20,515.756189
-5.140689,175,518.349192
-4.081149,175,520.99644
-9.100661,175,529.313051
-1.453825,175,531.889627
-2.86418,175,534.504212
-2.648286,113,536.188507
-1.617653,23,541.935476
-1.672453,86,543.190323
-4.915103,124,545.05457
-1.30538,175,547.685265
-3.211395,91,549.054933
-6.623984,175,557.162177
-5.935321,175,559.808614
-6.135755,158,562.107439
-4.063901,175,570.156269
-2.059511,31,570.610309
1.025991,15,570.835337
0.632405,26,571.228043
-1.511442,175,573.829844
-2.015485,89,575.220619
-0.355846,78,581.936305
-4.494377,175,584.546161
-3.117653,38,585.120795
-3.153601,104,586.689836
-4.382472,61,587.590638
-6.242033,145,594.870698
-3.558106,132,596.83284
-0.952471,62,597.774139
-5.721261,175,600.397794
-3.362809,75,607.063826
0.933174,64,607.992601
-7.222038,175,610.658916
-4.550097,71,611.737914
-3.841238,129,613.676536
-5.727965,154,621.505037
0.882347,20,621.799351
-1.698026,72,622.895996
-4.885536,175,625.567483
-8.994882,175,633.774853
-3.091705,91,635.086621
-1.496716,60,635.990835
-3.550295,46,636.673225
-3.18255,44,637.363919
-4.157055,175,639.975698
-4.285012,175,648.046799
-0.690199,52,648.833383
-2.609785,131,650.838609
-7.182846,175,653.44829
-4.666859,175,661.450973
-2.715702,92,662.856098
-2.338927,97,664.335647
-1.517653,22,664.668158
-4.657766,175,667.315694
-3.008115,175,675.400707
-4.636884,175,678.020477
-8.36058,175,680.682565
-4.800867,160,688.681491
-6.284873,175,691.352256
-4.277065,110,693.022537
-2.860821,91,699.693681
-0.230449,68,700.674777
-2.157098,76,701.751867
-3.215607,175,704.354262
0.625991,19,704.650364
-5.271459,175,712.757754
-0.326627,76,713.877346
-2.73988,99,715.40943
-2.362945,175,718.089073
-6.346899,159,725.95512
-6.824927,175,728.526942
-0.470644,52,729.332005
-2.629109,102,730.875598
-5.327738,175,739.241474
-4.36407,175,742.011594
-2.023182,31,742.494805
-6.775285,175,745.288538
-5.027123,175,753.636955
-0.964357,84,754.963949
-6.573097,175,757.717706
-0.816963,51,758.548884
-1.268602,69,759.674168
0.325991,22,760.028844
-2.856048,80,767.218575
-7.342424,175,769.936824
-7.671385,175,772.684032
-3.881792,172,781.051957
-2.692432,40,781.697449
-6.702252,175,784.434886
-2.773536,44,785.113979
-2.672032,175,787.792714
-4.215783,175,796.231835
-1.840146,28,796.65399
-6.195831,171,799.25784
-3.060847,106,800.830533
-4.122959,160,808.804072
-4.720499,109,810.468769
-2.582117,175,813.164288
-5.260184,123,815.050366
-0.388693,78,821.741899
-6.00748,175,824.39614
-1.596501,22,824.744182
-2.170254,87,826.022217
-3.449401,126,827.905988
-5.563266,175,835.992545
-4.432578,141,838.152971
-8.252344,175,840.777131
-3.364168,94,847.80952
-5.124379,143,849.913392
-5.978029,175,852.516259
1.400858,66,853.525389
-0.410328,46,854.221149
-1.274009,16,854.462813
-8.114946,175,862.663819
-3.719631,175,865.394466
-5.285301,106,867.006865
-3.766532,135,874.545134
-0.974009,13,874.751582
-6.19625,175,877.352727
-2.75704,146,879.573025
-2.006414,175,887.874771
-0.839767,175,890.515976
-6.01847,175,893.153088
-5.696207,175,901.227018
-3.338284,175,903.836164
-6.244391,175,906.488785
-4.957213,175,914.481487
-6.260394,174,917.10409
-1.964982,33,917.604356
-1.174009,15,917.837973
-2.914328,126,919.720388
-6.349391,175,927.774575
-6.174708,175,930.416298
-1.704251,57,931.276924
-0.18709,113,932.976795
-6.477613,169,940.935882
-1.763499,55,941.751498
-6.132394,175,944.405592
-6.502371,175,947.037351
-6.571664,175,955.132312
-2.147777,175,957.774786
-3.257384,175,960.351417
-2.577388,127,967.627483
-1.074009,14,967.834275
-2.053282,68,968.863653
-2.054552,175,971.488258
-8.16626,175,979.36205
1.125991,14,979.569414
-3.36401,48,980.242844
-2.173708,125,982.087837
-4.971635,135,984.136498
-4.669982,175,992.131083
-0.444338,92,993.450052
-4.700478,175,996.080871
-3.610935,175,998.680547
-2.381573,111,1005.820798
-1.466808,122,1007.652186
0.17231,28,1008.070858
-6.184753,175,1010.732056
-1.174009,15,1010.961873
-6.216178,175,1019.070323
-4.766497,122,1020.946189
-6.162628,175,1023.619952
-8.086727,174,1031.776272
-5.654108,175,1034.379391
-4.272934,148,1036.63567
-0.903976,66,1037.653936
-1.30684,61,1038.55807
-0.38255,48,1044.561539
-0.473189,36,1045.090527
-0.017653,29,1045.510308
-4.11619,67,1046.509631
-2.038906,29,1046.961053
-0.473189,36,1047.523865
-5.22159,119,1049.337177
-3.288141,161,1051.771976
-6.066389,175,1059.963363
-7.628883,175,1062.626731
-2.382731,175,1065.250456
-1.735613,128,1072.653995
-6.893855,146,1074.936225
-0.874009,12,1075.134322
-6.797338,175,1077.87238
-4.418308,175,1085.707852
-3.098054,163,1088.202209
-2.749972,175,1090.834133
-2.411594,118,1098.225763
-6.158737,175,1101.049573
-1.307143,54,1101.895084
-3.840146,48,1102.716897
-1.574009,19,1103.062368
-5.147777,175,1111.718677
-3.193854,175,1114.45284
-1.302263,175,1117.266098
0.325991,22,1117.605364
-3.196061,175,1126.217713
-3.351916,150,1128.520346
0.863248,67,1129.558142
-1.691627,81,1130.789945
-4.787916,175,1139.15733
-5.415258,175,1141.87278
-1.963478,175,1144.684064
-3.886471,175,1152.898674
-5.548101,175,1155.608547
-2.087067,86,1156.932439
0.711471,59,1157.837281
-1.063499,48,1158.58432
-7.082143,175,1166.965306
-3.458427,175,1169.676417
-4.512161,175,1172.343601
-3.494874,112,1179.396784
