#{"t_start": 1759589366.130752, "env_id": "None"}
r,l,t
1.689292,87,2.327906
-0.923387,53,3.07828
-3.618959,175,5.636855
-1.803156,32,6.105795
-2.805757,174,14.497901
-5.193983,166,16.800854
-2.894414,132,18.762899
-6.35959,175,21.310277
-3.446586,108,28.102607
-2.229774,175,30.584152
-3.819855,50,31.322538
-6.776884,175,33.843021
-4.721748,172,41.785701
-1.962488,90,43.162332
-4.087098,105,44.794575
-2.474146,175,47.288989
-6.389148,175,55.262862
-5.544079,175,57.86453
0.982347,19,58.150843
-4.76858,175,66.12183
-1.308827,72,67.110327
-2.58379,29,67.523007
-5.945634,175,70.042177
-2.215247,99,71.504446
1.061094,30,71.946132
-1.393108,76,73.016804
-4.483922,174,80.500129
-4.100357,175,82.957415
-4.336683,70,83.95513
-5.158178,175,91.472534
-0.049478,83,92.626499
-6.011787,175,95.151533
-7.06725,175,97.68889
-0.628043,106,104.221112
-7.462549,175,106.624873
-3.12122,95,107.986911
-3.463094,143,115.319565
-1.884394,64,116.167082
-4.039437,141,118.123022
-4.255428,175,120.627884
0.207301,43,121.243184
-1.967031,77,122.340612
-5.78417,141,129.480016
-6.325032,175,132.048192
-4.089754,170,134.516445
-6.625819,175,142.519539
0.284407,51,143.323642
0.098904,69,144.407063
-7.908893,175,147.094289
-5.610176,175,155.59798
-6.764589,175,158.335243
-0.836703,108,160.009132
-5.355953,161,168.046459
-1.319209,61,168.982721
-4.404134,175,171.686789
-5.472936,175,174.348218
0.65833,72,180.881325
-6.3621,175,183.510955
-2.208827,71,184.595163
-8.295455,175,187.296641
-3.721241,175,195.285463
-1.837209,73,196.391441
-2.017653,17,196.653798
-3.058781,175,199.320261
-3.252312,175,207.577338
-3.397388,151,209.853241
-0.22923,51,210.654204
-0.47881,38,211.231348
-1.074009,14,211.443446
-5.022602,175,214.128484
-4.870065,144,221.862039
-8.69753,175,224.531463
-3.638719,175,227.180648
-0.221535,112,234.477811
-4.004655,175,237.117113
-1.96397,175,239.795894
-7.048239,175,248.017442
-1.374009,17,248.28028
-3.386176,135,250.342217
0.484407,59,251.25874
-4.822317,175,253.896176
-3.245687,99,261.083697
-4.074203,175,263.732033
-9.141297,159,266.172582
-1.282163,175,274.159699
-2.965769,115,275.830322
-4.419855,56,276.69272
-6.974726,175,279.417255
-3.588901,156,287.317534
-4.435605,175,290.318987
-2.680902,94,291.768746
-5.509638,175,294.43187
-1.160607,57,295.319201
-1.074009,14,301.20179
-0.985753,110,302.851589
-1.88255,53,303.655611
-2.842078,135,305.792813
0.636197,72,306.892611
-7.01453,175,314.991466
-3.113031,135,317.025741
